"codeSystem","decode","code","id","codeSystemVersion","uuid:ID","instanceType"
"http://www.cdisc.org","Clinical Test Result","C77140","Code_379","2023-12-15","87bc545a-e7f0-49b2-9869-1eccd867de3b","Code"
"http://www.cdisc.org","Unit of Pressure","C49669","Code_380","2023-12-15","ec5d0094-3cdd-4e79-8afd-e59d9fcf6267","Code"
"http://www.cdisc.org","Sitting","C62122","Code_381","2023-12-15","6e84cb92-3129-4a3a-ace8-f4d538e872ea","Code"
"http://www.cdisc.org","Standing","C62166","Code_382","2023-12-15","245bd664-9669-4f1c-b66b-5de48b3ccf72","Code"
"http://www.cdisc.org","Supine Position","C62167","Code_383","2023-12-15","353dc236-96e5-4903-a420-a840defb7060","Code"
"http://www.cdisc.org","Body Position","C62164","Code_384","2023-12-15","af0a050d-7340-4bf3-a1d7-ec9492455456","Code"
"http://www.cdisc.org","Brachial Artery","C12681","Code_385","2023-12-15","92be068b-f2f2-41b6-a261-3d66f3ae4d1a","Code"
"http://www.cdisc.org","Common Carotid Artery","C12687","Code_386","2023-12-15","bc2d0030-f41c-4dbb-907e-2f7cb29db110","Code"
"http://www.cdisc.org","Dorsalis Pedis Artery","C32478","Code_387","2023-12-15","bb2e3198-aada-4a27-95a4-6d78fbc3c156","Code"
"http://www.cdisc.org","Femoral Artery","C12715","Code_388","2023-12-15","307b57e0-b9e3-4555-90e8-ebddfe405df3","Code"
"http://www.cdisc.org","Radial Artery","C12838","Code_389","2023-12-15","0539768e-f75c-49bf-bf50-4af5828e21ef","Code"
"http://www.cdisc.org","Anatomic Site","C13717","Code_390","2023-12-15","f80a2a08-3c38-4471-819b-357f0afdbe8f","Code"
"http://www.cdisc.org","Left","C25229","Code_391","2023-12-15","7ade13a8-dd7d-4ce6-b527-21dc01b50a69","Code"
"http://www.cdisc.org","Right","C25228","Code_392","2023-12-15","86b5c9e6-1a3b-4e56-880d-7335b8d416ba","Code"
"http://www.cdisc.org","Laterality","C25185","Code_393","2023-12-15","b9ce084f-9234-41cf-93a9-4676a6fc13ae","Code"
"http://www.cdisc.org","SYSBP","C25298","Code_394","2023-12-15","bdce7326-8165-4096-a555-c98d7c74c589","Code"
"http://www.cdisc.org","DIABP","C25299","Code_395","2023-12-15","11e432eb-d341-4bc2-984b-b2135eebb80f","Code"
"http://www.cdisc.org","Clinical Test Result","C77140","Code_396","2023-12-15","f2a2558f-5a9b-4fda-b37b-100843243405","Code"
"http://www.cdisc.org","Unit of Pressure","C49669","Code_397","2023-12-15","0ba134b9-fa4f-4aca-99dd-b27e159ff656","Code"
"http://www.cdisc.org","Sitting","C62122","Code_398","2023-12-15","8158e70a-d0f3-4c14-8ff6-adef33ac39af","Code"
"http://www.cdisc.org","Standing","C62166","Code_399","2023-12-15","f0600b5d-5c2d-460b-ab1d-dde5331134a4","Code"
"http://www.cdisc.org","Supine Position","C62167","Code_400","2023-12-15","e0a47634-0d4d-4c76-a683-2a8a6630a103","Code"
"http://www.cdisc.org","Body Position","C62164","Code_401","2023-12-15","8a12da39-5bae-4fe2-83d4-7c2ac442b666","Code"
"http://www.cdisc.org","Brachial Artery","C12681","Code_402","2023-12-15","17c89dd8-f678-482f-bde5-9c7896e8ad97","Code"
"http://www.cdisc.org","Common Carotid Artery","C12687","Code_403","2023-12-15","2a9ca79c-6383-4ee8-9db6-088b9d645ba8","Code"
"http://www.cdisc.org","Dorsalis Pedis Artery","C32478","Code_404","2023-12-15","d0170b09-12f5-4895-ba05-de503528b1d9","Code"
"http://www.cdisc.org","Femoral Artery","C12715","Code_405","2023-12-15","fbff2332-8217-421a-8182-01f6ef42ce66","Code"
"http://www.cdisc.org","Radial Artery","C12838","Code_406","2023-12-15","54a7fe09-4664-42fa-b103-66a0725e1826","Code"
"http://www.cdisc.org","Anatomic Site","C13717","Code_407","2023-12-15","485bf79b-127c-44f6-bebf-7922b947350c","Code"
"http://www.cdisc.org","Left","C25229","Code_408","2023-12-15","f982c29d-2681-4afc-8573-f1fb2489d3a8","Code"
"http://www.cdisc.org","Right","C25228","Code_409","2023-12-15","2af72e87-90cd-405b-bc7d-f153342cf700","Code"
"http://www.cdisc.org","Laterality","C25185","Code_410","2023-12-15","43488eff-1c8f-4c38-8b11-44f0523136bf","Code"
"http://www.cdisc.org","DIABP","C25299","Code_411","2023-12-15","00b6f6d3-5b7e-4115-808e-58d721e30528","Code"
"http://www.cdisc.org","HR","C49677","Code_412","2023-12-15","50df785f-ef5f-43e8-a2c0-d8ce6489e329","Code"
"http://www.cdisc.org","Clinical Test Result","C77140","Code_413","2023-12-15","9cacf600-f3e5-48ed-afe8-98d9c1f7abb9","Code"
"http://www.cdisc.org","Count per Minute","C73688","Code_414","2023-12-15","7a289abb-a875-4992-97b6-875b5d6cbd56","Code"
"http://www.cdisc.org","Sitting","C62122","Code_415","2023-12-15","c757d34a-211a-4540-b41e-7b9261259f22","Code"
"http://www.cdisc.org","Standing","C62166","Code_416","2023-12-15","ba24a247-72bf-403a-a75d-4f576575bafe","Code"
"http://www.cdisc.org","Supine Position","C62167","Code_417","2023-12-15","78b65a9d-1e71-40c3-8263-7fc10251b648","Code"
"http://www.cdisc.org","Body Position","C62164","Code_418","2023-12-15","ce5d472a-de8b-4432-990e-92d5985e7ac7","Code"
"http://www.cdisc.org","Brachial Artery","C12681","Code_419","2023-12-15","40789c3a-f2b8-479d-a5e7-fdd585d6d653","Code"
"http://www.cdisc.org","Common Carotid Artery","C12687","Code_420","2023-12-15","1acafcb0-d2e7-4ff7-b51b-d8e6f20b6cdd","Code"
"http://www.cdisc.org","Dorsalis Pedis Artery","C32478","Code_421","2023-12-15","3b1ccea6-c8ab-41cc-9daf-b3209146cc75","Code"
"http://www.cdisc.org","Femoral Artery","C12715","Code_422","2023-12-15","c9076f9e-c94a-40c4-b799-76d874c828e5","Code"
"http://www.cdisc.org","Radial Artery","C12838","Code_423","2023-12-15","a34f5d7d-d776-43d4-b722-98e0a13ac5b3","Code"
"http://www.cdisc.org","Anatomic Site","C13717","Code_424","2023-12-15","ff7eed83-38ee-4784-a2c1-3a735165bf21","Code"
"http://www.cdisc.org","Left","C25229","Code_425","2023-12-15","e6602313-c956-48d1-9377-f97510321450","Code"
"http://www.cdisc.org","Right","C25228","Code_426","2023-12-15","03f82979-d083-4b41-8ec1-efa928d73a23","Code"
"http://www.cdisc.org","Laterality","C25185","Code_427","2023-12-15","5fe3e49e-82a2-468f-8284-e80b236d5530","Code"
"http://www.cdisc.org","HR","C49677","Code_428","2023-12-15","9e8b6269-59ad-449d-9b6e-1128d2d35b52","Code"
"http://www.cdisc.org","Placebo Comparator Arm","C174268","Code_123","2023-12-15","f7ede4f5-03d4-472a-888d-d1c5e8efed2d","Code"
"http://www.cdisc.org","Data Generated Within Study","C188866","Code_124","2023-12-15","83d735e3-3c78-492d-8bf0-3ca28c06c53e","Code"
"http://www.cdisc.org","Active Comparator Arm","C174267","Code_125","2023-12-15","64d34f2a-501c-475e-8ecb-3b3e5e96651a","Code"
"http://www.cdisc.org","Data Generated Within Study","C188866","Code_126","2023-12-15","32db5129-587b-487e-80fa-7cbf80936016","Code"
"http://www.cdisc.org","Active Comparator Arm","C174267","Code_127","2023-12-15","bc61729f-c04c-4886-94be-6f1392362ce0","Code"
"http://www.cdisc.org","Data Generated Within Study","C188866","Code_128","2023-12-15","e0fff2c7-3a6e-4850-a44f-5b0ee13cfef9","Code"
"http://www.cdisc.org","Double Blind Study","C15228","Code_136","2023-12-15","44f67a7e-dd08-43c3-a403-9142bc29b684","Code"
"http://www.cdisc.org","Screening Epoch","C202487","Code_129","2023-12-15","8bb9364b-2f58-49b0-8284-af59de8bd22e","Code"
"http://www.cdisc.org","Treatment Epoch","C101526","Code_130","2023-12-15","c1bda888-bea3-439b-887c-3cf6bab929f9","Code"
"http://www.cdisc.org","Treatment Epoch","C101526","Code_131","2023-12-15","56f63ab7-c12f-4d1b-b101-d4af8716e964","Code"
"http://www.cdisc.org","Treatment Epoch","C101526","Code_132","2023-12-15","3150da2c-3a5b-4f40-80fc-75b8e82f0975","Code"
"http://www.cdisc.org","Follow-Up Epoch","C202578","Code_133","2023-12-15","f12e20be-f3fa-4b7b-a76b-7bb2d9f3dcc3","Code"
"ICD-10-CM","Alzheimer's disease; unspecified","G30.9","Code_550","1","07208953-d0f2-4905-b77b-2e6fff5185e2","Code"
"SNOMED","Alzheimer's disease","26929004","Code_551","January 31, 2018","5e3f8425-ce6b-4c5f-90b2-f850522161a4","Code"
"http://www.cdisc.org","Sponsor","C70793","Code_142","2023-12-15","16e6c4c1-a88d-4175-96e9-3b0dd4d04666","Code"
"http://www.cdisc.org","Trial Primary Objective","C85826","Code_555","2023-12-15","f33a7f72-0c02-47a1-9fc6-88aa0f9e1f62","Code"
"http://www.cdisc.org","Primary Endpoint","C94496","Code_554","2023-12-15","52aa0b53-b2f2-47e1-b3af-b1a25ab0c685","Code"
"http://www.cdisc.org","Primary Endpoint","C94496","Code_556","2023-12-15","efaa15a5-db48-4d3c-8160-08ddc91d48aa","Code"
"http://www.cdisc.org","Trial Primary Objective","C85826","Code_558","2023-12-15","fa5a39e7-b084-4de4-9ef0-92401201b887","Code"
"http://www.cdisc.org","Primary Endpoint","C94496","Code_557","2023-12-15","af95be70-5d28-4115-a933-8ce53139c634","Code"
"http://www.cdisc.org","Primary Endpoint","C94496","Code_559","2023-12-15","5f332bab-fed8-4d53-9c55-6d3466783e4f","Code"
"http://www.cdisc.org","Primary Endpoint","C94496","Code_560","2023-12-15","0261c4f0-5381-4465-85e0-39da111b5908","Code"
"http://www.cdisc.org","Trial Secondary Objective","C85827","Code_562","2023-12-15","2e6ce739-04a4-46d4-9332-53d167933cea","Code"
"http://www.cdisc.org","Secondary Endpoint","C139173","Code_561","2023-12-15","fd89e9bb-45ad-436c-9756-6079d2d3e519","Code"
"http://www.cdisc.org","Secondary Endpoint","C139173","Code_563","2023-12-15","4dc632c7-1264-4246-ba04-6ae25bf90cdf","Code"
"http://www.cdisc.org","Secondary Endpoint","C139173","Code_564","2023-12-15","6c94d147-6de3-42fa-ba94-0532b03eb5e5","Code"
"http://www.cdisc.org","Trial Secondary Objective","C85827","Code_566","2023-12-15","98b26e59-31be-4ce9-a262-f3e7dd0d01a7","Code"
"http://www.cdisc.org","Secondary Endpoint","C139173","Code_565","2023-12-15","b517b1d9-62df-445f-91bf-756c7687e963","Code"
"http://www.cdisc.org","Trial Secondary Objective","C85827","Code_568","2023-12-15","1277a648-a4a9-4d43-b239-e69893fa1270","Code"
"http://www.cdisc.org","Secondary Endpoint","C139173","Code_567","2023-12-15","d736e0b5-768e-4497-a786-9519ad1b245e","Code"
"http://www.cdisc.org","Trial Secondary Objective","C85827","Code_570","2023-12-15","3e7dab0f-152d-4308-92c9-7761446fa714","Code"
"http://www.cdisc.org","Secondary Endpoint","C139173","Code_569","2023-12-15","8d96d3cc-eeb1-4238-8769-ce5658a3b632","Code"
"http://www.cdisc.org","Inclusion Criteria","C25532","Code_571","2023-12-15","a92b8c07-8c53-4752-9f51-79a1d5024bd2","Code"
"http://www.cdisc.org","Inclusion Criteria","C25532","Code_572","2023-12-15","83af925a-cea5-457d-833d-8eac481a8223","Code"
"http://www.cdisc.org","Inclusion Criteria","C25532","Code_573","2023-12-15","65e0de1e-3ada-4e69-95b1-6bb49ea02e3f","Code"
"http://www.cdisc.org","Inclusion Criteria","C25532","Code_574","2023-12-15","d0379fd6-e707-4eb6-8362-2c030c229b9c","Code"
"http://www.cdisc.org","Inclusion Criteria","C25532","Code_575","2023-12-15","03300709-7cfe-41f6-a156-db9d2c422685","Code"
"http://www.cdisc.org","Inclusion Criteria","C25532","Code_576","2023-12-15","9c02be24-711e-4097-8668-a1e4d9e733e2","Code"
"http://www.cdisc.org","Inclusion Criteria","C25532","Code_577","2023-12-15","3e17e307-0a7c-4cc2-838d-83cf520316d2","Code"
"http://www.cdisc.org","Inclusion Criteria","C25532","Code_578","2023-12-15","44e777a8-d6c6-4c86-b27a-3b16a897cca8","Code"
"http://www.cdisc.org","Exclusion Criteria","C25370","Code_579","2023-12-15","90d55882-7a5a-4f0f-be40-d4c7f8e96d8c","Code"
"http://www.cdisc.org","Exclusion Criteria","C25370","Code_580","2023-12-15","5a65fcdc-c721-49e4-a67f-6afe2e97b5ff","Code"
"http://www.cdisc.org","Exclusion Criteria","C25370","Code_581","2023-12-15","25931142-9c3f-4cff-92a5-2f25acdc56b1","Code"
"http://www.cdisc.org","Exclusion Criteria","C25370","Code_582","2023-12-15","597dc0e9-3449-4918-9e5c-29f845925801","Code"
"http://www.cdisc.org","Exclusion Criteria","C25370","Code_583","2023-12-15","b5e9ecc2-40e5-44ee-8d0f-3bb83fab4fec","Code"
"http://www.cdisc.org","Exclusion Criteria","C25370","Code_584","2023-12-15","98d93ebe-a551-49b5-9f39-0a4531450b18","Code"
"http://www.cdisc.org","Exclusion Criteria","C25370","Code_585","2023-12-15","337f89a8-1ebc-4439-a3a9-51d598e46580","Code"
"http://www.cdisc.org","Exclusion Criteria","C25370","Code_586","2023-12-15","9b95b020-792a-4e1c-9f2f-1eb5ecf77f3c","Code"
"http://www.cdisc.org","Exclusion Criteria","C25370","Code_587","2023-12-15","9be0d8ba-0bf5-4184-a4f4-216922bba3f1","Code"
"http://www.cdisc.org","Exclusion Criteria","C25370","Code_588","2023-12-15","e2aeea4d-c247-41dd-8f29-1c07db8a8f64","Code"
"http://www.cdisc.org","Exclusion Criteria","C25370","Code_589","2023-12-15","980bf5dc-116b-449c-861e-069254eba669","Code"
"http://www.cdisc.org","Exclusion Criteria","C25370","Code_590","2023-12-15","14221ee2-1e26-4db7-9856-36d85f6e7e35","Code"
"http://www.cdisc.org","Exclusion Criteria","C25370","Code_591","2023-12-15","eef8ccde-5819-47e1-8a88-5ddf7f2ee550","Code"
"http://www.cdisc.org","Exclusion Criteria","C25370","Code_592","2023-12-15","e9a0afe5-b824-44cd-82e8-44bc7786ba8e","Code"
"http://www.cdisc.org","Exclusion Criteria","C25370","Code_593","2023-12-15","67f639fa-cfba-4ce2-93e9-685d745dd209","Code"
"http://www.cdisc.org","Exclusion Criteria","C25370","Code_594","2023-12-15","19b61245-6be9-4aa5-bf91-cbf506fb6ef4","Code"
"http://www.cdisc.org","Exclusion Criteria","C25370","Code_595","2023-12-15","2412938d-7f48-40e5-a4fa-273911074db3","Code"
"http://www.cdisc.org","Exclusion Criteria","C25370","Code_596","2023-12-15","30686a9f-08ca-45a8-b020-f83915efc795","Code"
"http://www.cdisc.org","Exclusion Criteria","C25370","Code_597","2023-12-15","e63ad685-edf6-4314-8206-0353c163df35","Code"
"http://www.cdisc.org","Exclusion Criteria","C25370","Code_598","2023-12-15","3aaeff0c-a3cf-48ac-bf4c-1f770bbed705","Code"
"http://www.cdisc.org","Exclusion Criteria","C25370","Code_599","2023-12-15","18117bd8-8783-4979-bc9b-4dbd0523dd8d","Code"
"http://www.cdisc.org","Exclusion Criteria","C25370","Code_600","2023-12-15","6f45f989-d7ff-4e81-a9bf-c9ddde09cb8f","Code"
"http://www.cdisc.org","Exclusion Criteria","C25370","Code_601","2023-12-15","4fbde552-f089-4dbb-b1d8-5102d463554b","Code"
"http://www.cdisc.org","Year","C29848","Code_552","2023-12-15","e37234eb-06ab-431c-ba47-e89732c6d52f","Code"
"http://www.cdisc.org","Before","C201357","Code_14","2023-12-15","fed62a6c-d3dd-4346-b8d7-35a8d65294b1","Code"
"http://www.cdisc.org","Start to Start","C201355","Code_15","2023-12-15","24bdfde4-2493-4a0a-9e30-801a0f9ccee9","Code"
"http://www.cdisc.org","Before","C201357","Code_16","2023-12-15","a755b391-5872-4f5d-bc99-d37e924482e7","Code"
"http://www.cdisc.org","Start to Start","C201355","Code_17","2023-12-15","ec53d78a-5242-4845-9e92-6ad7d6de40a0","Code"
"http://www.cdisc.org","Fixed Reference","C201358","Code_19","2023-12-15","1c925dad-0ef5-41d0-9ccb-a5256681ba31","Code"
"http://www.cdisc.org","Start to Start","C201355","Code_20","2023-12-15","d5aca0c5-3f82-411c-915c-8cd3b05adfd7","Code"
"http://www.cdisc.org","After","C201356","Code_21","2023-12-15","a0cbbccb-b71c-4df0-98a3-15eba50297af","Code"
"http://www.cdisc.org","Start to Start","C201355","Code_22","2023-12-15","6c8a55e0-92b6-4fb8-b1ac-25f3e84467d9","Code"
"http://www.cdisc.org","After","C201356","Code_24","2023-12-15","993c5ea0-f6f6-43e6-891c-3416eff1dcd9","Code"
"http://www.cdisc.org","Start to Start","C201355","Code_25","2023-12-15","d83bb86d-786f-44f7-b5ff-0865fda28d49","Code"
"http://www.cdisc.org","After","C201356","Code_27","2023-12-15","1e47dbed-0843-4bf2-b58a-3813d243f073","Code"
"http://www.cdisc.org","Start to Start","C201355","Code_28","2023-12-15","4076c0e2-e5bf-4a76-a8a5-9ee9bc95a0ce","Code"
"http://www.cdisc.org","After","C201356","Code_30","2023-12-15","d1d80e5f-4602-4427-84a8-de220b39569c","Code"
"http://www.cdisc.org","Start to Start","C201355","Code_31","2023-12-15","cf27ac62-c943-41d4-8837-b3f481beedf7","Code"
"http://www.cdisc.org","After","C201356","Code_35","2023-12-15","4d45bdaf-a519-44bf-928c-451fb4333764","Code"
"http://www.cdisc.org","Start to Start","C201355","Code_36","2023-12-15","1d9b72cc-758c-4e3c-8c2c-b2051ce7dd52","Code"
"http://www.cdisc.org","After","C201356","Code_40","2023-12-15","6506c68b-841b-470e-906e-6eafbf81d918","Code"
"http://www.cdisc.org","Start to Start","C201355","Code_41","2023-12-15","ade9aaac-1cc2-4ec2-bd56-7604d4443623","Code"
"http://www.cdisc.org","After","C201356","Code_45","2023-12-15","0beaaf37-e85e-4ff8-b354-eae65689b3c9","Code"
"http://www.cdisc.org","Start to Start","C201355","Code_46","2023-12-15","50532f25-ed1a-4c01-895c-a2c62bc2e95d","Code"
"http://www.cdisc.org","After","C201356","Code_50","2023-12-15","f29cbf0e-c2d5-4030-962b-0b45965109aa","Code"
"http://www.cdisc.org","Start to Start","C201355","Code_51","2023-12-15","2ea58f31-6df0-4b2d-8875-e9739665712a","Code"
"http://www.cdisc.org","After","C201356","Code_53","2023-12-15","d3401cf0-115c-4724-905d-dd2cf4b50b61","Code"
"http://www.cdisc.org","Start to Start","C201355","Code_54","2023-12-15","19a589cc-5321-4436-b95a-f0fdbba27d44","Code"
"http://www.cdisc.org","After","C201356","Code_33","2023-12-15","eec87840-8f5b-4f11-9407-d2e047a4bda0","Code"
"http://www.cdisc.org","Start to Start","C201355","Code_34","2023-12-15","ce529e6f-d720-4f85-8de6-8d41e175b831","Code"
"http://www.cdisc.org","After","C201356","Code_38","2023-12-15","276c6194-8292-4a1b-87df-93c096a6d97a","Code"
"http://www.cdisc.org","Start to Start","C201355","Code_39","2023-12-15","d6fec109-a12e-4659-a406-071f9fe51641","Code"
"http://www.cdisc.org","After","C201356","Code_43","2023-12-15","08dfb640-235e-436e-97b1-9742ca4472af","Code"
"http://www.cdisc.org","Start to Start","C201355","Code_44","2023-12-15","e627b6b1-58b0-4861-8f66-c45f8c5d7567","Code"
"http://www.cdisc.org","After","C201356","Code_48","2023-12-15","173d7897-d62f-448c-9faa-54d3a45664ee","Code"
"http://www.cdisc.org","Start to Start","C201355","Code_49","2023-12-15","da11e18f-eb89-4d82-b362-543d28801143","Code"
"http://www.cdisc.org","Fixed Reference","C201358","Code_56","2023-12-15","2709fd8f-502a-4016-afc1-4eaf46ffaaed","Code"
"http://www.cdisc.org","Start to Start","C201355","Code_57","2023-12-15","7e2ef875-beb5-4ae4-bbff-aa91b006ab99","Code"
"http://www.cdisc.org","Fixed Reference","C201358","Code_58","2023-12-15","4c026861-f35e-4424-a4bc-d1dfdb20bb9e","Code"
"http://www.cdisc.org","Start to Start","C201355","Code_59","2023-12-15","dff21128-2e29-4697-9a22-5b939ffd4e0b","Code"
"http://www.cdisc.org","Fixed Reference","C201358","Code_60","2023-12-15","ce9601a1-c0a8-45e6-9ba6-fb63ed8281db","Code"
"http://www.cdisc.org","Start to Start","C201355","Code_61","2023-12-15","99065dc0-83d8-4050-b1b7-818997548391","Code"
"http://www.cdisc.org","After","C201356","Code_62","2023-12-15","e60a8840-031a-419b-9b9a-ceaffe58c673","Code"
"http://www.cdisc.org","Start to Start","C201355","Code_63","2023-12-15","e1e94d36-1c6e-47fc-9522-c88cd375a91e","Code"
"http://www.cdisc.org","After","C201356","Code_64","2023-12-15","791062ea-b14c-47ec-8d0d-90674a432fcd","Code"
"http://www.cdisc.org","End to Start","C201353","Code_65","2023-12-15","544a2ed4-ea46-40c7-bc8e-5a1f73fda94d","Code"
"http://www.cdisc.org","After","C201356","Code_66","2023-12-15","085379e8-c53a-48e5-855c-ba04c9515ac5","Code"
"http://www.cdisc.org","Start to Start","C201355","Code_67","2023-12-15","462c7c14-ddd2-4969-97f6-59cbb4c8455b","Code"
"http://www.cdisc.org","After","C201356","Code_68","2023-12-15","42fd984f-c7d5-4dba-b963-5464727be7ed","Code"
"http://www.cdisc.org","End to Start","C201353","Code_69","2023-12-15","78e590b0-4fd9-4e21-a18b-c13e4663a2df","Code"
"http://www.cdisc.org","After","C201356","Code_70","2023-12-15","371d1dda-dbb8-4486-8822-0e7ef0e5dbf4","Code"
"http://www.cdisc.org","Start to Start","C201355","Code_71","2023-12-15","d11a7cf1-b779-4ef9-b269-5b4a73e5a477","Code"
"http://www.cdisc.org","Clinical Study Sponsor","C70793","Code_602","2023-12-15","b05f1fe4-90ed-4f2b-b044-3c98d15fa7ee","Code"
"ISO 3166 1 alpha3","United Kingdom of Great Britain and Northern Ireland","GBR","Code_603","2020-08","4ba96bd0-2282-44d1-a741-c759ab377d82","Code"
"http://www.cdisc.org","Study Acronym","C94108","Code_3","2023-12-15","039e23cb-3b2d-4f5c-a16e-bd95100a0557","Code"
"http://www.cdisc.org","Brief Study Title","C99905x1","Code_5","2023-12-15","95375da5-21ad-4171-a284-0e39eae6fc80","Code"
"http://www.cdisc.org","Official Study Title","C99905x2","Code_6","2023-12-15","4e15b7c1-8d0c-44c8-a674-9a182abc62be","Code"
"http://www.cdisc.org","Public Study Title","C99905x3","Code_7","2023-12-15","cc96c13a-97a0-4a9d-8e6b-de500c3045a4","Code"
"http://www.cdisc.org","Final","C25508","Code_8","2023-12-15","be947c39-5890-425a-8fae-c6c941b3f34e","Code"
"http://www.cdisc.org","Protocol Effective Date","C99903x1","Code_11","2023-12-15","cd1d8cb6-f22a-4dba-a6c1-362214030f42","Code"
"http://www.cdisc.org","Region","C41129","Code_13","2023-12-15","a7455937-2c48-4e81-9fd0-36194e9f7637","Code"
"ISO 3166 1 alpha3","Europe","150","Code_12","2020-08","84efabcf-01be-4d80-b2fb-cc103f288bb2","Code"
