"decode","codeSystemVersion","code","uuid:ID","id","instanceType","codeSystem"
"Clinical Test Result","2023-12-15","C77140","bd8205ff-5b0b-45fe-8d12-dfbd3fa874e5","Code_379","Code","http://www.cdisc.org"
"Unit of Pressure","2023-12-15","C49669","f36b4feb-4aa7-483e-9927-63c510169901","Code_380","Code","http://www.cdisc.org"
"Sitting","2023-12-15","C62122","e4a4ba7a-bd89-433c-9090-5c5d1acd3e0c","Code_381","Code","http://www.cdisc.org"
"Standing","2023-12-15","C62166","53e8bd7e-5434-4f2a-ad37-5a529f6ab578","Code_382","Code","http://www.cdisc.org"
"Supine Position","2023-12-15","C62167","c624fe3b-ff93-4c0b-b9b4-4d9ebb6a19e7","Code_383","Code","http://www.cdisc.org"
"Body Position","2023-12-15","C62164","b2b83859-b928-4ad8-8a30-158ccc985cae","Code_384","Code","http://www.cdisc.org"
"Brachial Artery","2023-12-15","C12681","21c3e669-f5a4-4cdf-91b7-1e7e0444f898","Code_385","Code","http://www.cdisc.org"
"Common Carotid Artery","2023-12-15","C12687","3c453846-6881-4c55-a231-7c0269a48c34","Code_386","Code","http://www.cdisc.org"
"Dorsalis Pedis Artery","2023-12-15","C32478","4dc10d6f-3a45-484a-8055-ab1df997fdc0","Code_387","Code","http://www.cdisc.org"
"Femoral Artery","2023-12-15","C12715","59a3f71a-e5ad-490e-b9a7-6c5d3d186942","Code_388","Code","http://www.cdisc.org"
"Radial Artery","2023-12-15","C12838","517fa28a-d90e-4a11-a78f-3e53075a264b","Code_389","Code","http://www.cdisc.org"
"Anatomic Site","2023-12-15","C13717","26aaeaa9-26ee-4120-b17a-590497f45c92","Code_390","Code","http://www.cdisc.org"
"Left","2023-12-15","C25229","c72961bc-1a17-4cfd-9ebc-4d29929836d7","Code_391","Code","http://www.cdisc.org"
"Right","2023-12-15","C25228","549a145d-495e-4987-8358-38dbc7205ac7","Code_392","Code","http://www.cdisc.org"
"Laterality","2023-12-15","C25185","b3d66ff1-3f92-4baf-8993-4ff25014fd6a","Code_393","Code","http://www.cdisc.org"
"SYSBP","2023-12-15","C25298","7dcc0506-76e6-4ff3-b4bb-e79022defbe3","Code_394","Code","http://www.cdisc.org"
"DIABP","2023-12-15","C25299","c5a90053-f5c6-498d-9234-8a6310209dca","Code_395","Code","http://www.cdisc.org"
"Clinical Test Result","2023-12-15","C77140","02c36098-aae6-41ac-9732-5730e37bdf35","Code_396","Code","http://www.cdisc.org"
"Unit of Pressure","2023-12-15","C49669","d6dbbeb9-17da-4e1e-be68-643d41af4f35","Code_397","Code","http://www.cdisc.org"
"Sitting","2023-12-15","C62122","e225813d-7577-4607-88f5-3a036de9891b","Code_398","Code","http://www.cdisc.org"
"Standing","2023-12-15","C62166","b866113a-c4df-4d96-8c81-ef596d6ca39f","Code_399","Code","http://www.cdisc.org"
"Supine Position","2023-12-15","C62167","c1d6c39b-3f15-4e0a-8578-4c795f7091ea","Code_400","Code","http://www.cdisc.org"
"Body Position","2023-12-15","C62164","aaa77db8-7971-4e98-a97b-3bc0b1e25a6f","Code_401","Code","http://www.cdisc.org"
"Brachial Artery","2023-12-15","C12681","b3cabf9d-8c6b-4a41-a0b1-3c064535fbca","Code_402","Code","http://www.cdisc.org"
"Common Carotid Artery","2023-12-15","C12687","8a63989c-d981-4438-82db-58ed63dd200a","Code_403","Code","http://www.cdisc.org"
"Dorsalis Pedis Artery","2023-12-15","C32478","557e6e39-9325-4d43-bb37-015958fff47f","Code_404","Code","http://www.cdisc.org"
"Femoral Artery","2023-12-15","C12715","cac411c2-7697-4649-a657-e2b559370d84","Code_405","Code","http://www.cdisc.org"
"Radial Artery","2023-12-15","C12838","e328ec69-efc4-40ca-91c6-4798c8bbbf30","Code_406","Code","http://www.cdisc.org"
"Anatomic Site","2023-12-15","C13717","655a4c33-4a39-4274-bf51-c65408628500","Code_407","Code","http://www.cdisc.org"
"Left","2023-12-15","C25229","e2d4ad31-8157-488f-8736-793526453935","Code_408","Code","http://www.cdisc.org"
"Right","2023-12-15","C25228","1cec9541-a860-4e7d-abb0-a3c059c95a89","Code_409","Code","http://www.cdisc.org"
"Laterality","2023-12-15","C25185","868f3970-be59-4377-94fa-e86b460adeb3","Code_410","Code","http://www.cdisc.org"
"DIABP","2023-12-15","C25299","31e94648-660e-46aa-b114-83d0e25d2333","Code_411","Code","http://www.cdisc.org"
"HR","2023-12-15","C49677","a7fb801a-81b1-4080-bd8e-f462fb421640","Code_412","Code","http://www.cdisc.org"
"Clinical Test Result","2023-12-15","C77140","e8c44790-fb62-4163-b2dc-fff24b6dbbcc","Code_413","Code","http://www.cdisc.org"
"Count per Minute","2023-12-15","C73688","0487c1e4-478c-402a-91ae-a93b576f1b0d","Code_414","Code","http://www.cdisc.org"
"Sitting","2023-12-15","C62122","80ac7743-c3a9-4bae-b459-3bbc3b9e504b","Code_415","Code","http://www.cdisc.org"
"Standing","2023-12-15","C62166","954c9cee-3e0e-4f2f-996b-614de6762d52","Code_416","Code","http://www.cdisc.org"
"Supine Position","2023-12-15","C62167","b72a3e6f-70b6-4cdf-8fcf-cda6575d8c0e","Code_417","Code","http://www.cdisc.org"
"Body Position","2023-12-15","C62164","8988ce76-93b8-43ca-8c63-8e57aea493ae","Code_418","Code","http://www.cdisc.org"
"Brachial Artery","2023-12-15","C12681","534a3fb0-5b3e-4a1d-8d10-264f23b46eb4","Code_419","Code","http://www.cdisc.org"
"Common Carotid Artery","2023-12-15","C12687","e4c27a28-f82c-4fb0-a71d-974743e54b41","Code_420","Code","http://www.cdisc.org"
"Dorsalis Pedis Artery","2023-12-15","C32478","224337cd-7308-4bd5-a106-64d403400a4c","Code_421","Code","http://www.cdisc.org"
"Femoral Artery","2023-12-15","C12715","d8882124-c0e5-4836-b7b6-a00bb591bdc5","Code_422","Code","http://www.cdisc.org"
"Radial Artery","2023-12-15","C12838","7e553815-2866-4870-8202-1e40dc9c1f31","Code_423","Code","http://www.cdisc.org"
"Anatomic Site","2023-12-15","C13717","0ce6738b-35cc-4c25-b49d-8e8620b1cf69","Code_424","Code","http://www.cdisc.org"
"Left","2023-12-15","C25229","44f4e300-91ce-4e54-853a-a015be89ad9f","Code_425","Code","http://www.cdisc.org"
"Right","2023-12-15","C25228","faabd8ac-2903-4a79-8ba9-01b7c8a4e750","Code_426","Code","http://www.cdisc.org"
"Laterality","2023-12-15","C25185","7d852ea3-2858-44e9-b91a-1847262fda6d","Code_427","Code","http://www.cdisc.org"
"HR","2023-12-15","C49677","5e03c048-f05e-47c1-ae69-b6a56efbd3d5","Code_428","Code","http://www.cdisc.org"
"Placebo Comparator Arm","2023-12-15","C174268","820288ed-3812-44e2-8441-7ef3470ba0b0","Code_123","Code","http://www.cdisc.org"
"Data Generated Within Study","2023-12-15","C188866","f361b404-297e-459a-9d7a-300f6083e5b3","Code_124","Code","http://www.cdisc.org"
"Active Comparator Arm","2023-12-15","C174267","10e7dac9-6d6e-4e7a-bd69-a9f3b4548783","Code_125","Code","http://www.cdisc.org"
"Data Generated Within Study","2023-12-15","C188866","22da9e93-732b-4792-b901-a4069fd636d0","Code_126","Code","http://www.cdisc.org"
"Active Comparator Arm","2023-12-15","C174267","fb60ed53-792f-4236-a06c-a25d37ec9ecf","Code_127","Code","http://www.cdisc.org"
"Data Generated Within Study","2023-12-15","C188866","1db27c43-7eb0-499a-8a7d-4694d0ecf81f","Code_128","Code","http://www.cdisc.org"
"Double Blind Study","2023-12-15","C15228","56744b46-6830-4306-bd21-0def775477b8","Code_136","Code","http://www.cdisc.org"
"Screening Epoch","2023-12-15","C202487","a22ea29a-f30f-47e4-b913-4ad222da2f9d","Code_129","Code","http://www.cdisc.org"
"Treatment Epoch","2023-12-15","C101526","0797e876-456f-4277-93d9-443acc44bcf9","Code_130","Code","http://www.cdisc.org"
"Treatment Epoch","2023-12-15","C101526","ce27484f-1843-4a50-8f07-a7dd073336c2","Code_131","Code","http://www.cdisc.org"
"Treatment Epoch","2023-12-15","C101526","965a8f2d-71c9-4a4d-899d-89da63a44be6","Code_132","Code","http://www.cdisc.org"
"Follow-Up Epoch","2023-12-15","C202578","9abac931-9ed7-4595-af10-cdafd9e9e7ae","Code_133","Code","http://www.cdisc.org"
"Alzheimer's disease; unspecified","1","G30.9","270cc62d-72ed-4877-a88d-c2e7b02308dc","Code_550","Code","ICD-10-CM"
"Alzheimer's disease","January 31, 2018","26929004","ab2ac0a0-bbe3-4cf1-bb69-b8a3bfc66214","Code_551","Code","SNOMED"
"Sponsor","2023-12-15","C70793","62d4bbaf-9477-45b4-b74c-5574da3c0c50","Code_142","Code","http://www.cdisc.org"
"Primary Objective","2023-12-15","C85826","8b1b7429-9f64-41a6-8d72-29288d1a5f89","Code_555","Code","http://www.cdisc.org"
"Primary Endpoint","2023-12-15","C94496","6c63aefd-52ee-443b-be4c-a757d1507114","Code_554","Code","http://www.cdisc.org"
"Primary Endpoint","2023-12-15","C94496","20121df0-32b7-4391-9e5f-cb6426ebe80c","Code_556","Code","http://www.cdisc.org"
"Primary Objective","2023-12-15","C85826","05fcdf89-560a-4b32-97fb-cfb19e108cb3","Code_558","Code","http://www.cdisc.org"
"Primary Endpoint","2023-12-15","C94496","c27d7f3a-fdb7-490a-960d-44ffa90b0e9f","Code_557","Code","http://www.cdisc.org"
"Primary Endpoint","2023-12-15","C94496","2fc4ecb0-635e-43e9-8b37-cd8601884007","Code_559","Code","http://www.cdisc.org"
"Primary Endpoint","2023-12-15","C94496","11e95062-6ce4-40c6-9446-2c08265c265d","Code_560","Code","http://www.cdisc.org"
"Secondary Objective","2023-12-15","C85827","b0874bc3-daed-480f-a789-43ba4aaea252","Code_562","Code","http://www.cdisc.org"
"Secondary Endpoint","2023-12-15","C139173","50f8c01e-8cf4-46b0-a69e-bc9a22aa2e2c","Code_561","Code","http://www.cdisc.org"
"Secondary Endpoint","2023-12-15","C139173","a9818dbd-cda7-4ca4-9a3e-e5610ab24072","Code_563","Code","http://www.cdisc.org"
"Secondary Endpoint","2023-12-15","C139173","1bde135f-712f-4f2f-8623-9d85115db485","Code_564","Code","http://www.cdisc.org"
"Secondary Objective","2023-12-15","C85827","bf1dca22-180c-4c9a-b9b0-a81f464e35ec","Code_566","Code","http://www.cdisc.org"
"Secondary Endpoint","2023-12-15","C139173","a9bd3502-4734-427f-bce3-2fcdbdec1dd1","Code_565","Code","http://www.cdisc.org"
"Secondary Objective","2023-12-15","C85827","2e12b083-e17e-422e-b57c-6b426db05acf","Code_568","Code","http://www.cdisc.org"
"Secondary Endpoint","2023-12-15","C139173","7536ea2b-2443-466a-9941-e96d6f7bd8a7","Code_567","Code","http://www.cdisc.org"
"Secondary Objective","2023-12-15","C85827","f72f6c09-c7e7-48ac-9f26-00b23da35fc9","Code_570","Code","http://www.cdisc.org"
"Secondary Endpoint","2023-12-15","C139173","5ac4b4b7-de1a-4578-a5da-2d5a9e38847e","Code_569","Code","http://www.cdisc.org"
"Both","2023-12-15","C49636","4d497e06-6c76-4dfa-8284-bd3feaad0be6","Code_553","Code","http://www.cdisc.org"
"Inclusion Criteria","2023-12-15","C25532","32c277bc-0e87-4f96-9cc7-278f25ba5edc","Code_571","Code","http://www.cdisc.org"
"Inclusion Criteria","2023-12-15","C25532","69dd0944-f4e2-4cdd-b83d-dbf1171ba5fe","Code_572","Code","http://www.cdisc.org"
"Inclusion Criteria","2023-12-15","C25532","6061ea98-2356-48e4-8018-4ac34702f873","Code_573","Code","http://www.cdisc.org"
"Inclusion Criteria","2023-12-15","C25532","8bf96aab-6291-4d08-a313-1185ce042aa8","Code_574","Code","http://www.cdisc.org"
"Inclusion Criteria","2023-12-15","C25532","e2b0211f-1f38-4b6e-9fcd-05e44a792d2c","Code_575","Code","http://www.cdisc.org"
"Inclusion Criteria","2023-12-15","C25532","afc4f8e4-a310-44ea-b0c5-d303663abcc2","Code_576","Code","http://www.cdisc.org"
"Inclusion Criteria","2023-12-15","C25532","b8999acf-cfc4-4721-9fcb-187e5e87d03a","Code_577","Code","http://www.cdisc.org"
"Inclusion Criteria","2023-12-15","C25532","dba1002a-808c-452a-99b8-c26f9ae2ca71","Code_578","Code","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","C25370","ebe4db7c-73b7-442f-9890-1a0042f96e72","Code_579","Code","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","C25370","8813cbb4-9916-40fc-893b-6c78c8d2f61a","Code_580","Code","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","C25370","188d8599-2fcc-45a3-96bf-ef20955b6ffb","Code_581","Code","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","C25370","6bf6c289-f16c-483b-b013-c902290fbd2e","Code_582","Code","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","C25370","26ca14e8-a3a1-427f-9121-867369bf6ce4","Code_583","Code","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","C25370","9601d9dc-c7b4-4c0f-b46c-1f551ade728c","Code_584","Code","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","C25370","c93bfc35-5b8a-49d6-9fef-8f7a1526c291","Code_585","Code","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","C25370","9aa62584-72f2-439a-83a7-390571b76ab5","Code_586","Code","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","C25370","e6522f6c-f42a-4d32-9cab-8c1d295d5b3d","Code_587","Code","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","C25370","e0daaa74-a02b-45a6-b015-3fd926368f8a","Code_588","Code","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","C25370","110bb32c-780f-4d38-be06-36b02fbffa71","Code_589","Code","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","C25370","46a23c07-eb26-4818-b4ba-24ba776abd38","Code_590","Code","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","C25370","cf97483a-1afa-4557-bfc5-1be5bb87dc84","Code_591","Code","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","C25370","ddb6a51a-d916-4df4-95c1-f019adb136cd","Code_592","Code","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","C25370","0849dd0d-e236-41cf-8503-414d605316fd","Code_593","Code","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","C25370","da8b26f7-deb6-47da-963d-e338f5ee3975","Code_594","Code","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","C25370","a83c78b1-8d1c-424b-87ba-0a3ff184db9d","Code_595","Code","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","C25370","9e25f78d-e12c-4874-82b3-70e2e622b51e","Code_596","Code","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","C25370","096e6a79-5cb1-4a9c-ad19-59f845a26e08","Code_597","Code","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","C25370","cbaa1cc5-b0b8-42c9-8611-38022695db41","Code_598","Code","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","C25370","1d190dab-1994-4f1b-b967-62ac4a0c8af8","Code_599","Code","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","C25370","2e881360-7063-400d-a8c0-0ad66906d251","Code_600","Code","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","C25370","8068f212-d7f4-432a-a279-065e6820fb1f","Code_601","Code","http://www.cdisc.org"
"Year","2023-12-15","C29848","7d4feda0-2bf0-47f3-865b-cbdcb3b46dab","Code_552","Code","http://www.cdisc.org"
"Before","2023-12-15","C201357","d647a963-550e-4ebb-9c0c-a96370640934","Code_14","Code","http://www.cdisc.org"
"Start to Start","2023-12-15","C201355","c9ebc0de-db86-4640-a4db-a756f01e8c48","Code_15","Code","http://www.cdisc.org"
"Before","2023-12-15","C201357","acaa494c-865e-4dbb-9e5c-970753b0832a","Code_16","Code","http://www.cdisc.org"
"Start to Start","2023-12-15","C201355","3f2c9d8e-9e85-444c-b7d3-a00e81d7f83d","Code_17","Code","http://www.cdisc.org"
"Fixed Reference","2023-12-15","C201358","b1b0d98c-73f0-4083-b2cd-0d13039c3098","Code_19","Code","http://www.cdisc.org"
"Start to Start","2023-12-15","C201355","c5d78c76-521d-4159-8dff-64dc9e6c05db","Code_20","Code","http://www.cdisc.org"
"After","2023-12-15","C201356","4f601544-7666-4748-ae34-41e5e389b93e","Code_21","Code","http://www.cdisc.org"
"Start to Start","2023-12-15","C201355","d6de7524-5a7d-4e62-b151-483decfb99ad","Code_22","Code","http://www.cdisc.org"
"After","2023-12-15","C201356","940e04b3-6c54-4d1c-935f-8839c466418c","Code_24","Code","http://www.cdisc.org"
"Start to Start","2023-12-15","C201355","37d89d1a-e638-492b-b130-fa97589f21ee","Code_25","Code","http://www.cdisc.org"
"After","2023-12-15","C201356","4191dc58-e26b-4151-ba8c-33e0805e165d","Code_27","Code","http://www.cdisc.org"
"Start to Start","2023-12-15","C201355","b223a33c-fd4e-491f-891b-4261ea74883d","Code_28","Code","http://www.cdisc.org"
"After","2023-12-15","C201356","23530f22-2fa4-483b-b0bb-51d775ace42d","Code_30","Code","http://www.cdisc.org"
"Start to Start","2023-12-15","C201355","70dc58f2-1fc8-4784-85ba-55b415b19c20","Code_31","Code","http://www.cdisc.org"
"After","2023-12-15","C201356","53a1b390-b698-4aaf-954e-1fe9f15e59d7","Code_35","Code","http://www.cdisc.org"
"Start to Start","2023-12-15","C201355","dce031f2-2ee3-4f48-9291-6d33d1ca0a92","Code_36","Code","http://www.cdisc.org"
"After","2023-12-15","C201356","891ac74d-bdc5-4041-8894-7954f4005f90","Code_40","Code","http://www.cdisc.org"
"Start to Start","2023-12-15","C201355","2f0b8387-ada1-4110-8e88-4e954b88301e","Code_41","Code","http://www.cdisc.org"
"After","2023-12-15","C201356","55f6cbc6-1fcd-45f6-9eab-c5b09f6959fb","Code_45","Code","http://www.cdisc.org"
"Start to Start","2023-12-15","C201355","a9820812-5d43-4ab2-8ab5-02bbdb59fb17","Code_46","Code","http://www.cdisc.org"
"After","2023-12-15","C201356","e85e5e26-6b8b-48b1-bd7f-f88e351aac8c","Code_50","Code","http://www.cdisc.org"
"Start to Start","2023-12-15","C201355","2883feef-a900-4987-a856-1f29b54fdb3f","Code_51","Code","http://www.cdisc.org"
"After","2023-12-15","C201356","dd11f101-9d0c-4696-b54a-71c1172965b4","Code_53","Code","http://www.cdisc.org"
"Start to Start","2023-12-15","C201355","665cee83-a1f4-4e6a-a443-40b4dfb8aab9","Code_54","Code","http://www.cdisc.org"
"After","2023-12-15","C201356","e11ea311-20ec-4155-8468-d334173dd3c8","Code_33","Code","http://www.cdisc.org"
"Start to Start","2023-12-15","C201355","fe47efe9-7c1a-49f3-abc7-e1f33340f43e","Code_34","Code","http://www.cdisc.org"
"After","2023-12-15","C201356","d4b659bd-4820-4b31-a0ff-e1c185bfc2c5","Code_38","Code","http://www.cdisc.org"
"Start to Start","2023-12-15","C201355","e3bd5cb8-36fb-4beb-8d79-0eb8299463e9","Code_39","Code","http://www.cdisc.org"
"After","2023-12-15","C201356","8d2ff055-8545-43dc-81d5-feda9dbd31c7","Code_43","Code","http://www.cdisc.org"
"Start to Start","2023-12-15","C201355","87a418d5-e03e-4ec2-baea-3197586f7cf2","Code_44","Code","http://www.cdisc.org"
"After","2023-12-15","C201356","83c7f174-6e2c-40b0-b2af-e77c10073713","Code_48","Code","http://www.cdisc.org"
"Start to Start","2023-12-15","C201355","d1861763-bb94-4b5d-9686-3dbf621cd50c","Code_49","Code","http://www.cdisc.org"
"Fixed Reference","2023-12-15","C201358","666abc13-7180-4ea1-a218-ef8edb697001","Code_56","Code","http://www.cdisc.org"
"Start to Start","2023-12-15","C201355","d6a743e0-748a-4867-a827-4182eedea1c8","Code_57","Code","http://www.cdisc.org"
"Fixed Reference","2023-12-15","C201358","99b89f8d-728f-454b-89f1-af61cf9333ea","Code_58","Code","http://www.cdisc.org"
"Start to Start","2023-12-15","C201355","95534143-d3ef-48ec-bda6-cde9ae3b7117","Code_59","Code","http://www.cdisc.org"
"Fixed Reference","2023-12-15","C201358","2900942d-c7b4-4dfa-a70d-46240cbdadb9","Code_60","Code","http://www.cdisc.org"
"Start to Start","2023-12-15","C201355","b4b7fe52-e64e-4b01-a779-5a4d1afff4e6","Code_61","Code","http://www.cdisc.org"
"After","2023-12-15","C201356","c9684fbf-088b-4668-b916-1b7580877e33","Code_62","Code","http://www.cdisc.org"
"Start to Start","2023-12-15","C201355","233000e9-8ccd-4201-a15c-5f0b5d07bae8","Code_63","Code","http://www.cdisc.org"
"After","2023-12-15","C201356","37b84001-6aab-40df-8ec7-f37a34d4f2a6","Code_64","Code","http://www.cdisc.org"
"End to Start","2023-12-15","C201353","1be732b7-b10c-4140-9fcf-dd506ead30c6","Code_65","Code","http://www.cdisc.org"
"After","2023-12-15","C201356","35e179bb-b0d6-41b1-841c-5fb58cacdae5","Code_66","Code","http://www.cdisc.org"
"Start to Start","2023-12-15","C201355","dbf89288-a286-4d6d-beac-f938ab2ac534","Code_67","Code","http://www.cdisc.org"
"After","2023-12-15","C201356","b54cb360-3d09-4e7f-ab47-c95c4cc663fc","Code_68","Code","http://www.cdisc.org"
"End to Start","2023-12-15","C201353","4e6b174b-484e-4adb-a983-149de96bf882","Code_69","Code","http://www.cdisc.org"
"After","2023-12-15","C201356","0ae53a1d-8098-48fc-a677-2202c2b555d8","Code_70","Code","http://www.cdisc.org"
"Start to Start","2023-12-15","C201355","92928968-a37f-412c-8853-5e2934b6d030","Code_71","Code","http://www.cdisc.org"
"Clinical Study Sponsor","2023-12-15","C70793","4820ccab-27c9-41b9-a2f7-a2c178ce8320","Code_602","Code","http://www.cdisc.org"
"United Kingdom of Great Britain and Northern Ireland","2020-08","GBR","1b42bc7d-3924-4002-8474-9e66a07b43df","Code_603","Code","ISO 3166 1 alpha3"
"Study Acronym","2023-12-15","C94108","93f0a162-310b-4a49-93fe-f2a6606f14a5","Code_3","Code","http://www.cdisc.org"
"Brief Study Title","2023-12-15","C99905x1","a60a4f5f-2fcf-4fd3-8208-4e5835fd057e","Code_5","Code","http://www.cdisc.org"
"Official Study Title","2023-12-15","C99905x2","cda2f22b-61a9-4799-95f3-708f9b8712be","Code_6","Code","http://www.cdisc.org"
"Public Study Title","2023-12-15","C99905x3","574b7a9c-4634-4195-9bc2-a0b17641f2f0","Code_7","Code","http://www.cdisc.org"
"Final","2023-12-15","C25508","833aee02-3431-43a5-9d0b-e0c549f6bf58","Code_8","Code","http://www.cdisc.org"
"Protocol Effective Date","2023-12-15","C99903x1","7fabcf34-7007-4e2d-9c03-31aadedf9c1e","Code_11","Code","http://www.cdisc.org"
"Region","2023-12-15","C41129","f15210cb-ad8d-4193-8f2b-c7a4728b1512","Code_13","Code","http://www.cdisc.org"
"Europe","2020-08","150","88f63f1b-4b00-4a70-ac0a-ee7681c6782a","Code_12","Code","ISO 3166 1 alpha3"
