"code","uuid:ID","codeSystem","decode","id","instanceType","codeSystemVersion"
"C25298","46b3fc05-e721-4a78-a92e-aa606f87b537","http://www.cdisc.org","SYSBP","Code_378","Code","2023-12-15"
"C77140","cb0982d6-d3a7-42c6-ae5d-3a66d502a2e4","http://www.cdisc.org","Clinical Test Result","Code_379","Code","2023-12-15"
"C49669","62f41871-03a8-476c-960f-e3e02a2d7140","http://www.cdisc.org","Unit of Pressure","Code_380","Code","2023-12-15"
"C62122","a3c716e5-a745-4678-8178-d0c2a373bbd4","http://www.cdisc.org","Sitting","Code_381","Code","2023-12-15"
"C62166","ea2c6393-9d8e-4851-a283-ebda3eb874f4","http://www.cdisc.org","Standing","Code_382","Code","2023-12-15"
"C62167","5483abf2-9e30-40a3-b8ea-dc64cfa33d0d","http://www.cdisc.org","Supine Position","Code_383","Code","2023-12-15"
"C62164","4ba44736-a8ca-4244-a55b-b4d065654188","http://www.cdisc.org","Body Position","Code_384","Code","2023-12-15"
"C12681","d54273fe-da7f-4c24-82a0-5b11d5785869","http://www.cdisc.org","Brachial Artery","Code_385","Code","2023-12-15"
"C12687","ae7e2ea9-9258-48f1-8f5d-a58fa8be3c61","http://www.cdisc.org","Common Carotid Artery","Code_386","Code","2023-12-15"
"C32478","a31f03f0-aa7a-428c-acb4-4a5a00356751","http://www.cdisc.org","Dorsalis Pedis Artery","Code_387","Code","2023-12-15"
"C12715","8d3d2961-b868-4d64-a7e1-84acc319ef79","http://www.cdisc.org","Femoral Artery","Code_388","Code","2023-12-15"
"C12838","7486419d-cfa4-465b-a643-f5f132868ad6","http://www.cdisc.org","Radial Artery","Code_389","Code","2023-12-15"
"C13717","113edd51-e39b-47c1-b41c-0e2b2405d38b","http://www.cdisc.org","Anatomic Site","Code_390","Code","2023-12-15"
"C25229","c03dc853-9e6e-4f43-9456-04a1cd58fda3","http://www.cdisc.org","Left","Code_391","Code","2023-12-15"
"C25228","5cf0babf-722a-487e-8f6a-f6658965e415","http://www.cdisc.org","Right","Code_392","Code","2023-12-15"
"C25185","14aca0c2-d196-4795-af4e-bc593f6f878b","http://www.cdisc.org","Laterality","Code_393","Code","2023-12-15"
"C25298","6e8bfde7-7f4c-4a67-816e-d72d6c8b213a","http://www.cdisc.org","SYSBP","Code_394","Code","2023-12-15"
"C25299","b6d3c9f8-a2aa-44a9-96d0-cea3a23037a9","http://www.cdisc.org","DIABP","Code_395","Code","2023-12-15"
"C77140","14720ce3-284c-4038-b6f6-d77858d499d2","http://www.cdisc.org","Clinical Test Result","Code_396","Code","2023-12-15"
"C49669","5bd329ce-184e-48f7-9562-bfd1a583e3c1","http://www.cdisc.org","Unit of Pressure","Code_397","Code","2023-12-15"
"C62122","91415e53-698f-4c0a-ae5a-ff6b401a2f22","http://www.cdisc.org","Sitting","Code_398","Code","2023-12-15"
"C62166","8bf81bda-5c06-4af5-b729-2d57ec6c1eec","http://www.cdisc.org","Standing","Code_399","Code","2023-12-15"
"C62167","c52fabe3-02ed-4677-8143-e8a52496dca5","http://www.cdisc.org","Supine Position","Code_400","Code","2023-12-15"
"C62164","05f28357-42e9-4e9a-9c64-32fec667f4b7","http://www.cdisc.org","Body Position","Code_401","Code","2023-12-15"
"C12681","46336f33-d6c9-41d9-9a8b-f8acd1006d9d","http://www.cdisc.org","Brachial Artery","Code_402","Code","2023-12-15"
"C12687","4862c42b-473a-4663-9485-c83cb09522b4","http://www.cdisc.org","Common Carotid Artery","Code_403","Code","2023-12-15"
"C32478","51489e86-f3d7-4540-9a35-6bf32a812238","http://www.cdisc.org","Dorsalis Pedis Artery","Code_404","Code","2023-12-15"
"C12715","de32ac07-c30f-45e6-9778-2a5fbe796621","http://www.cdisc.org","Femoral Artery","Code_405","Code","2023-12-15"
"C12838","0f0349f2-2aa7-4b80-8173-a4fd30a0f4be","http://www.cdisc.org","Radial Artery","Code_406","Code","2023-12-15"
"C13717","ecf39608-7462-442a-a6d5-c232943dfe9f","http://www.cdisc.org","Anatomic Site","Code_407","Code","2023-12-15"
"C25229","b97266b3-d99c-4179-99f1-ce96eb8c5fd4","http://www.cdisc.org","Left","Code_408","Code","2023-12-15"
"C25228","c0343c21-5159-4870-b3a3-7789767d1b7d","http://www.cdisc.org","Right","Code_409","Code","2023-12-15"
"C25185","117f8da4-0fc3-4396-9825-cc903a8dc866","http://www.cdisc.org","Laterality","Code_410","Code","2023-12-15"
"C25299","e54a761e-bc68-4ca3-be9d-0a9f498b5397","http://www.cdisc.org","DIABP","Code_411","Code","2023-12-15"
"C49677","ada3f008-6144-4853-a99c-85c235130239","http://www.cdisc.org","HR","Code_412","Code","2023-12-15"
"C77140","1f0a2814-fe14-4366-ac8a-f84b45314288","http://www.cdisc.org","Clinical Test Result","Code_413","Code","2023-12-15"
"C73688","82e5dd11-f00f-4998-b7b8-bd60ed381085","http://www.cdisc.org","Count per Minute","Code_414","Code","2023-12-15"
"C62122","65664168-5da2-44e9-9153-3be307d90e05","http://www.cdisc.org","Sitting","Code_415","Code","2023-12-15"
"C62166","0d3d064a-905b-4c5b-9a68-ede499146f88","http://www.cdisc.org","Standing","Code_416","Code","2023-12-15"
"C62167","4b5789a3-bba3-44d7-919d-f7b6913c026c","http://www.cdisc.org","Supine Position","Code_417","Code","2023-12-15"
"C62164","9ae3f76c-775b-4b42-b0f6-20d2a2073a8c","http://www.cdisc.org","Body Position","Code_418","Code","2023-12-15"
"C12681","736982f8-3c68-48b6-9a24-3b5f4c75b579","http://www.cdisc.org","Brachial Artery","Code_419","Code","2023-12-15"
"C12687","d352c2cb-45cd-4814-a912-19879535cdbc","http://www.cdisc.org","Common Carotid Artery","Code_420","Code","2023-12-15"
"C32478","b7fd3c12-a0f1-4257-9abd-8a845f13fe76","http://www.cdisc.org","Dorsalis Pedis Artery","Code_421","Code","2023-12-15"
"C12715","2649e49d-bd28-4b3a-9857-39c1f0f604f1","http://www.cdisc.org","Femoral Artery","Code_422","Code","2023-12-15"
"C12838","2cc49587-04ca-4d54-8538-98aa58cc41e7","http://www.cdisc.org","Radial Artery","Code_423","Code","2023-12-15"
"C13717","ecf5bf82-2bff-4e03-ac94-b543bc899f82","http://www.cdisc.org","Anatomic Site","Code_424","Code","2023-12-15"
"C25229","6e5e493e-d993-4a6a-88b8-669bbdb48658","http://www.cdisc.org","Left","Code_425","Code","2023-12-15"
"C25228","36713f02-e419-42b4-b9bd-d0f0c14296b7","http://www.cdisc.org","Right","Code_426","Code","2023-12-15"
"C25185","2549b9cb-db75-4170-a3b5-198fca59bc7a","http://www.cdisc.org","Laterality","Code_427","Code","2023-12-15"
"C49677","e69eb05f-260d-4250-8dd0-bb9a69ff695a","http://www.cdisc.org","HR","Code_428","Code","2023-12-15"
"C174268","5a17e25b-15c2-40c0-889d-b62ac059dfac","http://www.cdisc.org","Placebo Comparator Arm","Code_123","Code","2023-12-15"
"C188866","1330fa2d-b1c9-4aea-a049-d2392235bea2","http://www.cdisc.org","Data Generated Within Study","Code_124","Code","2023-12-15"
"C174267","97ac5c34-0d14-4db4-b2f9-eb061b2b28ee","http://www.cdisc.org","Active Comparator Arm","Code_125","Code","2023-12-15"
"C188866","62e29647-8d4c-442d-b837-832db8d71d10","http://www.cdisc.org","Data Generated Within Study","Code_126","Code","2023-12-15"
"C174267","8ef48984-214e-4ade-b744-8a0b9c7ca5cc","http://www.cdisc.org","Active Comparator Arm","Code_127","Code","2023-12-15"
"C188866","66c7c3a8-0171-406a-b425-295c4a490cb6","http://www.cdisc.org","Data Generated Within Study","Code_128","Code","2023-12-15"
"C15228","4d9d390c-21ec-4a93-acd2-3772220a6590","http://www.cdisc.org","Double Blind Study","Code_136","Code","2023-12-15"
"C202487","247b675e-4fbd-43b3-8802-1526b6f59019","http://www.cdisc.org","Screening Epoch","Code_129","Code","2023-12-15"
"C101526","21d1612f-a254-4355-a30b-65218c287931","http://www.cdisc.org","Treatment Epoch","Code_130","Code","2023-12-15"
"C101526","d2c4590c-d77d-4fc4-8d19-50a144d08b48","http://www.cdisc.org","Treatment Epoch","Code_131","Code","2023-12-15"
"C101526","2944c452-285c-4f0e-8141-854af4ded3ff","http://www.cdisc.org","Treatment Epoch","Code_132","Code","2023-12-15"
"C202578","13a7e2fd-ccee-47fe-baf0-b3958376bccc","http://www.cdisc.org","Follow-Up Epoch","Code_133","Code","2023-12-15"
"G30.9","22608b4e-6059-49a2-8264-c8a62492cf78","ICD-10-CM","Alzheimer's disease; unspecified","Code_550","Code","1"
"26929004","1db4a146-0add-4144-ac84-78f32af0894e","SNOMED","Alzheimer's disease","Code_551","Code","January 31, 2018"
"C70793","c3bc8a6a-3272-42fb-94ce-ae0006e79c47","http://www.cdisc.org","Sponsor","Code_142","Code","2023-12-15"
"C85826","72433c0e-398d-480f-bb0f-4dcc569d8751","http://www.cdisc.org","Trial Primary Objective","Code_555","Code","2023-12-15"
"C94496","36f9711a-f581-41dd-b70f-af18ea0c6738","http://www.cdisc.org","Primary Endpoint","Code_554","Code","2023-12-15"
"C94496","f3c5f929-bd08-4dc2-8392-849ac9f3e6ca","http://www.cdisc.org","Primary Endpoint","Code_556","Code","2023-12-15"
"C85826","7292dca8-3b5e-4ee2-b3f2-a2bc44ac8df7","http://www.cdisc.org","Trial Primary Objective","Code_558","Code","2023-12-15"
"C94496","54a6bfa1-5cf0-4044-8566-8d047eba37a9","http://www.cdisc.org","Primary Endpoint","Code_557","Code","2023-12-15"
"C94496","12fa2ef7-bdd4-4ab2-9a19-94823fe1003d","http://www.cdisc.org","Primary Endpoint","Code_559","Code","2023-12-15"
"C94496","7a83c679-5a3a-4c07-8f33-1a579266d78f","http://www.cdisc.org","Primary Endpoint","Code_560","Code","2023-12-15"
"C85827","472dd332-1a53-4ca0-b23e-db96729bf4f7","http://www.cdisc.org","Trial Secondary Objective","Code_562","Code","2023-12-15"
"C139173","0de4a48b-b240-421e-814b-43a077b6bb1e","http://www.cdisc.org","Secondary Endpoint","Code_561","Code","2023-12-15"
"C139173","988e4d85-5e20-448c-9bba-7063194e1812","http://www.cdisc.org","Secondary Endpoint","Code_563","Code","2023-12-15"
"C139173","e62d8e33-bc78-49b4-a71e-ca201671b69c","http://www.cdisc.org","Secondary Endpoint","Code_564","Code","2023-12-15"
"C85827","44b8793d-bd54-4c54-810c-67f62e16cdaf","http://www.cdisc.org","Trial Secondary Objective","Code_566","Code","2023-12-15"
"C139173","4b894a7c-a25c-476d-940c-c233475eef7e","http://www.cdisc.org","Secondary Endpoint","Code_565","Code","2023-12-15"
"C85827","75b56525-0787-4eba-84bf-0e7a2f228cde","http://www.cdisc.org","Trial Secondary Objective","Code_568","Code","2023-12-15"
"C139173","d11f2d47-5e99-44fe-adcb-00240fc82199","http://www.cdisc.org","Secondary Endpoint","Code_567","Code","2023-12-15"
"C85827","ce59b3dc-76e4-4aeb-93c7-c3b8a696f2cd","http://www.cdisc.org","Trial Secondary Objective","Code_570","Code","2023-12-15"
"C139173","77c80bf5-9ab2-4ae2-a4f7-f036b1f4b014","http://www.cdisc.org","Secondary Endpoint","Code_569","Code","2023-12-15"
"C25532","3f16018e-83f7-408f-91ce-d8a5c7f72fa2","http://www.cdisc.org","Inclusion Criteria","Code_571","Code","2023-12-15"
"C25532","805a3682-8d9b-4d02-b46c-21de6dd6e1a8","http://www.cdisc.org","Inclusion Criteria","Code_572","Code","2023-12-15"
"C25532","9cf0dd22-70e3-4370-83df-89a70cd2bc8e","http://www.cdisc.org","Inclusion Criteria","Code_573","Code","2023-12-15"
"C25532","b2e2d9f3-c1e6-454a-80bc-eaa9a928258d","http://www.cdisc.org","Inclusion Criteria","Code_574","Code","2023-12-15"
"C25532","d1578d22-c874-4d76-8000-aa51cfb1e2fb","http://www.cdisc.org","Inclusion Criteria","Code_575","Code","2023-12-15"
"C25532","4a426598-3023-4f6b-a64e-a08b19579d5b","http://www.cdisc.org","Inclusion Criteria","Code_576","Code","2023-12-15"
"C25532","df3593b4-2763-46ad-b211-85d2a9a40013","http://www.cdisc.org","Inclusion Criteria","Code_577","Code","2023-12-15"
"C25532","7fed8dc4-0526-4f3e-b9ad-e521ec14fe62","http://www.cdisc.org","Inclusion Criteria","Code_578","Code","2023-12-15"
"C25370","f18cac4f-7457-4876-95e7-fd10ea4559f0","http://www.cdisc.org","Exclusion Criteria","Code_579","Code","2023-12-15"
"C25370","0b00a106-16c2-43ca-b726-754f33bf7220","http://www.cdisc.org","Exclusion Criteria","Code_580","Code","2023-12-15"
"C25370","fc531ad3-91e7-451d-8b8f-41d29391df23","http://www.cdisc.org","Exclusion Criteria","Code_581","Code","2023-12-15"
"C25370","49dd5cbd-6a47-41de-9be0-8b68ef901361","http://www.cdisc.org","Exclusion Criteria","Code_582","Code","2023-12-15"
"C25370","8d73c953-270e-423e-bb7e-a08f136dec44","http://www.cdisc.org","Exclusion Criteria","Code_583","Code","2023-12-15"
"C25370","be928448-565c-4cf0-96a5-b44daad898e0","http://www.cdisc.org","Exclusion Criteria","Code_584","Code","2023-12-15"
"C25370","7e0b580d-df2e-4771-994f-d3dcdfca5ad0","http://www.cdisc.org","Exclusion Criteria","Code_585","Code","2023-12-15"
"C25370","fc075544-0997-4305-9b21-3dd54e5e4708","http://www.cdisc.org","Exclusion Criteria","Code_586","Code","2023-12-15"
"C25370","e80145cc-920f-4765-9b21-38a8b6b2c7f4","http://www.cdisc.org","Exclusion Criteria","Code_587","Code","2023-12-15"
"C25370","ab74ab18-21b5-4fee-951a-6ff9a4b2bd1d","http://www.cdisc.org","Exclusion Criteria","Code_588","Code","2023-12-15"
"C25370","03010840-8a5b-4461-9d57-1c18bfa0ce68","http://www.cdisc.org","Exclusion Criteria","Code_589","Code","2023-12-15"
"C25370","7a1ff4b2-799a-4798-b4c7-7c28e6c75e01","http://www.cdisc.org","Exclusion Criteria","Code_590","Code","2023-12-15"
"C25370","d20ce16c-d3ea-4df8-9cd2-fee85b46f532","http://www.cdisc.org","Exclusion Criteria","Code_591","Code","2023-12-15"
"C25370","f7758613-4d4d-4c4f-9f2f-ed0e60cb9efb","http://www.cdisc.org","Exclusion Criteria","Code_592","Code","2023-12-15"
"C25370","a1d06316-feb9-4deb-9c1c-b1607f29c8e9","http://www.cdisc.org","Exclusion Criteria","Code_593","Code","2023-12-15"
"C25370","0a57b389-546d-431a-be75-c40e6375dec4","http://www.cdisc.org","Exclusion Criteria","Code_594","Code","2023-12-15"
"C25370","c04460c2-425b-419f-845e-59c1b32668ad","http://www.cdisc.org","Exclusion Criteria","Code_595","Code","2023-12-15"
"C25370","5067d6e4-a62d-446e-bd83-7f9f6224061f","http://www.cdisc.org","Exclusion Criteria","Code_596","Code","2023-12-15"
"C25370","48306398-7c2f-4bb3-8c90-557f7df0d00e","http://www.cdisc.org","Exclusion Criteria","Code_597","Code","2023-12-15"
"C25370","620c1fb6-9539-4304-a4ab-5d7f65dd2a70","http://www.cdisc.org","Exclusion Criteria","Code_598","Code","2023-12-15"
"C25370","3b52eeb6-cd24-47ba-a96e-4dd939f647d5","http://www.cdisc.org","Exclusion Criteria","Code_599","Code","2023-12-15"
"C25370","f1586b8f-df78-4358-b018-6f15868559f0","http://www.cdisc.org","Exclusion Criteria","Code_600","Code","2023-12-15"
"C25370","f2337800-a252-465e-b64b-49cfa95e9a70","http://www.cdisc.org","Exclusion Criteria","Code_601","Code","2023-12-15"
"C29848","63413ea0-39d3-4d17-934a-1634d9cb7540","http://www.cdisc.org","Year","Code_552","Code","2023-12-15"
"C201357","0e411860-5e29-441e-91d9-1b83c2fea002","http://www.cdisc.org","Before","Code_14","Code","2023-12-15"
"C201355","13ec5550-a417-4c0d-89a4-852e1251ce7a","http://www.cdisc.org","Start to Start","Code_15","Code","2023-12-15"
"C201357","efb51001-944f-4d5f-b12f-ec893250eda4","http://www.cdisc.org","Before","Code_16","Code","2023-12-15"
"C201355","a68ce82c-0e91-41b8-90c3-e874c058485e","http://www.cdisc.org","Start to Start","Code_17","Code","2023-12-15"
"C201358","fdfbc11a-669c-4aa9-b98d-defcc1e6bbba","http://www.cdisc.org","Fixed Reference","Code_19","Code","2023-12-15"
"C201355","b717c4e3-216d-4662-972a-4cece33b0cf3","http://www.cdisc.org","Start to Start","Code_20","Code","2023-12-15"
"C201356","17e525e9-7524-453a-89fe-f4d2569451ef","http://www.cdisc.org","After","Code_21","Code","2023-12-15"
"C201355","2758a173-76fd-433b-a43f-d09a2bfccf81","http://www.cdisc.org","Start to Start","Code_22","Code","2023-12-15"
"C201356","7be0d45b-87c6-4550-86d4-8b56e69fd606","http://www.cdisc.org","After","Code_24","Code","2023-12-15"
"C201355","32a2013e-d27f-4d9d-92ac-7653f908c87d","http://www.cdisc.org","Start to Start","Code_25","Code","2023-12-15"
"C201356","0c5ca24d-abaa-4aaa-a6be-161d889cc0a6","http://www.cdisc.org","After","Code_27","Code","2023-12-15"
"C201355","2fd36026-7db8-49ab-b06a-31a62fa63428","http://www.cdisc.org","Start to Start","Code_28","Code","2023-12-15"
"C201356","7aebad01-95d2-464d-894c-dee34f5a31f0","http://www.cdisc.org","After","Code_30","Code","2023-12-15"
"C201355","b75ccab1-ffc1-4064-92d7-ccad08fa0ab3","http://www.cdisc.org","Start to Start","Code_31","Code","2023-12-15"
"C201356","f16057ee-b17b-4511-92d2-1a2fc4fa8a20","http://www.cdisc.org","After","Code_35","Code","2023-12-15"
"C201355","090f5ad7-83af-42a1-a722-428654fbf9f2","http://www.cdisc.org","Start to Start","Code_36","Code","2023-12-15"
"C201356","502dde26-98d6-4266-b310-e44522c92989","http://www.cdisc.org","After","Code_40","Code","2023-12-15"
"C201355","f510ab6f-24b1-4301-b616-0f333dd3b637","http://www.cdisc.org","Start to Start","Code_41","Code","2023-12-15"
"C201356","2c826691-6709-476b-b83c-5025770145a5","http://www.cdisc.org","After","Code_45","Code","2023-12-15"
"C201355","a3d21fca-4a64-4a93-9da5-209f448d53b0","http://www.cdisc.org","Start to Start","Code_46","Code","2023-12-15"
"C201356","3f5bd3fa-c34f-4b70-bc7d-f8465e6fc92e","http://www.cdisc.org","After","Code_50","Code","2023-12-15"
"C201355","efaf966c-40d8-46ba-897e-d29bab942fb5","http://www.cdisc.org","Start to Start","Code_51","Code","2023-12-15"
"C201356","514f6804-6009-4553-9a1b-3c3f476640b5","http://www.cdisc.org","After","Code_53","Code","2023-12-15"
"C201355","25a4a260-b457-4816-9709-57ec56d0d954","http://www.cdisc.org","Start to Start","Code_54","Code","2023-12-15"
"C201356","d89efa1b-6bc6-4e61-a4ad-eaef093cfaac","http://www.cdisc.org","After","Code_33","Code","2023-12-15"
"C201355","2872f9b9-734d-441d-8f27-cf8b405b17e6","http://www.cdisc.org","Start to Start","Code_34","Code","2023-12-15"
"C201356","4912caa8-dfae-45eb-a86f-85460da1c184","http://www.cdisc.org","After","Code_38","Code","2023-12-15"
"C201355","c3a6eca4-17b4-481b-8c2b-bf6ab2dee263","http://www.cdisc.org","Start to Start","Code_39","Code","2023-12-15"
"C201356","0466da6a-aaa8-4f0a-8567-59cf4fe4903f","http://www.cdisc.org","After","Code_43","Code","2023-12-15"
"C201355","7aa63bf1-9e81-4160-a19f-3a9ed9279d05","http://www.cdisc.org","Start to Start","Code_44","Code","2023-12-15"
"C201356","d3d27859-4efe-4fbb-9dcd-778eeecd991a","http://www.cdisc.org","After","Code_48","Code","2023-12-15"
"C201355","520c3743-d0fd-4109-b889-f9057e95ffc1","http://www.cdisc.org","Start to Start","Code_49","Code","2023-12-15"
"C201358","b3f390b8-3522-4c3f-94f2-fcbd39ec9af7","http://www.cdisc.org","Fixed Reference","Code_56","Code","2023-12-15"
"C201355","11d1571a-c620-4b74-acdf-ed0745b32a7f","http://www.cdisc.org","Start to Start","Code_57","Code","2023-12-15"
"C201358","a60bd1de-2a9e-438c-9da6-eff3d5e80af2","http://www.cdisc.org","Fixed Reference","Code_58","Code","2023-12-15"
"C201355","e827f134-6ace-47a7-abe8-63d75ef63432","http://www.cdisc.org","Start to Start","Code_59","Code","2023-12-15"
"C201358","36242c8d-7982-4815-85da-15276039b675","http://www.cdisc.org","Fixed Reference","Code_60","Code","2023-12-15"
"C201355","e6f1b000-679e-47fa-b194-7f61617ce995","http://www.cdisc.org","Start to Start","Code_61","Code","2023-12-15"
"C201356","6ad49f10-0312-4253-bcad-75226c6e2ac7","http://www.cdisc.org","After","Code_62","Code","2023-12-15"
"C201355","364ebdef-51fc-465d-b7d9-85e135a62b0c","http://www.cdisc.org","Start to Start","Code_63","Code","2023-12-15"
"C201356","2ec2d714-5989-4452-954d-a9f90d088534","http://www.cdisc.org","After","Code_64","Code","2023-12-15"
"C201353","46b30d7e-1e59-4fc4-8f4b-4555683b2c05","http://www.cdisc.org","End to Start","Code_65","Code","2023-12-15"
"C201356","0bb80473-e74c-41b5-b79c-3d6b3d58d324","http://www.cdisc.org","After","Code_66","Code","2023-12-15"
"C201355","188a9e1c-9210-4804-b86d-30b8d782af05","http://www.cdisc.org","Start to Start","Code_67","Code","2023-12-15"
"C201356","c94846a7-509e-4262-be93-0f31ce5fd138","http://www.cdisc.org","After","Code_68","Code","2023-12-15"
"C201353","125c0974-3ee9-4bc3-8996-7de85e25d435","http://www.cdisc.org","End to Start","Code_69","Code","2023-12-15"
"C201356","5bdba991-036a-457d-bac0-1881494353ae","http://www.cdisc.org","After","Code_70","Code","2023-12-15"
"C201355","59f6f786-e2a0-46cc-b913-f889648ed78f","http://www.cdisc.org","Start to Start","Code_71","Code","2023-12-15"
"C70793","785f6d13-6347-4f04-b379-726329ca9961","http://www.cdisc.org","Clinical Study Sponsor","Code_602","Code","2023-12-15"
"GBR","66d164a9-b203-4d6b-9451-c79ad5641130","ISO 3166 1 alpha3","United Kingdom of Great Britain and Northern Ireland","Code_603","Code","2020-08"
"C94108","104d9b88-8a67-4541-ac17-b60df0403c64","http://www.cdisc.org","Study Acronym","Code_3","Code","2023-12-15"
"C99905x1","ac074ae8-9b7d-4701-b1fd-d1ddd3279041","http://www.cdisc.org","Brief Study Title","Code_5","Code","2023-12-15"
"C99905x2","11b9b9d3-519f-47ca-b1dd-b37a135de964","http://www.cdisc.org","Official Study Title","Code_6","Code","2023-12-15"
"C99905x3","51d9074d-1cde-4e45-8896-199a46c413a3","http://www.cdisc.org","Public Study Title","Code_7","Code","2023-12-15"
"C25508","aeeb55d2-5bce-46d5-aa83-69bb80186f67","http://www.cdisc.org","Final","Code_8","Code","2023-12-15"
"C99903x1","1df40830-3c06-4258-b998-dac529d291c6","http://www.cdisc.org","Protocol Effective Date","Code_11","Code","2023-12-15"
"C41129","cfc2bd81-1968-4adf-9a7f-c664d114155c","http://www.cdisc.org","Region","Code_13","Code","2023-12-15"
"150","adda7e92-0db9-416f-a9ed-17d84679be93","ISO 3166 1 alpha3","Europe","Code_12","Code","2020-08"
