"code","id","uuid:ID","codeSystemVersion","instanceType","codeSystem","decode"
"C49677","Code_377","ac03fa1d-e91e-4923-a4f6-8d00fad4a7c6","2023-12-15","Code","http://www.cdisc.org","HR"
"C25298","Code_378","d0d6c7e0-91e9-4da3-b155-6c9e225001d8","2023-12-15","Code","http://www.cdisc.org","SYSBP"
"C77140","Code_379","95f997fc-91a5-4095-a13a-94ba15c134cf","2023-12-15","Code","http://www.cdisc.org","Clinical Test Result"
"C49669","Code_380","3a406d6c-280f-4331-88c6-46569552f635","2023-12-15","Code","http://www.cdisc.org","Unit of Pressure"
"C62122","Code_381","60f9a09c-aa10-4e5e-b002-823989d05fe3","2023-12-15","Code","http://www.cdisc.org","Sitting"
"C62166","Code_382","0e5fc13a-65fa-498b-8cbf-2b5c740d30db","2023-12-15","Code","http://www.cdisc.org","Standing"
"C62167","Code_383","1b5fb5a8-8b6e-466d-ab03-e68dd2bc3f3b","2023-12-15","Code","http://www.cdisc.org","Supine Position"
"C62164","Code_384","d4df9722-b7a8-45a3-b3c6-cc86c9b09844","2023-12-15","Code","http://www.cdisc.org","Body Position"
"C12681","Code_385","b99f2ae0-a401-4c88-aa74-2593712aeab3","2023-12-15","Code","http://www.cdisc.org","Brachial Artery"
"C12687","Code_386","e50cdb67-e0fe-4ae7-a906-5ba1b1fbfe0b","2023-12-15","Code","http://www.cdisc.org","Common Carotid Artery"
"C32478","Code_387","fe6b17fa-ab2e-4083-bd14-bd7677bbd628","2023-12-15","Code","http://www.cdisc.org","Dorsalis Pedis Artery"
"C12715","Code_388","967f3167-6bcc-4fa9-bb64-10343ca8355e","2023-12-15","Code","http://www.cdisc.org","Femoral Artery"
"C12838","Code_389","56d3c589-47d1-454b-a778-c3f24749d690","2023-12-15","Code","http://www.cdisc.org","Radial Artery"
"C13717","Code_390","4b5d68ed-50c7-4a36-af24-1d6b46ff1511","2023-12-15","Code","http://www.cdisc.org","Anatomic Site"
"C25229","Code_391","d9b487f9-6d9b-41e9-87c1-94bfc03b7a57","2023-12-15","Code","http://www.cdisc.org","Left"
"C25228","Code_392","8edbc9be-0cf2-4e5f-b9e1-480a3566bb23","2023-12-15","Code","http://www.cdisc.org","Right"
"C25185","Code_393","0c9c16b7-ed24-4c10-a7a1-5ee9f2abfb8c","2023-12-15","Code","http://www.cdisc.org","Laterality"
"C25298","Code_394","234d571d-6a73-401e-ae9e-113c55c39297","2023-12-15","Code","http://www.cdisc.org","SYSBP"
"C25299","Code_395","dd7c9ec0-9236-44fb-b369-19f076e8b33f","2023-12-15","Code","http://www.cdisc.org","DIABP"
"C77140","Code_396","a7afbd54-7139-497f-9bf2-cd646519f169","2023-12-15","Code","http://www.cdisc.org","Clinical Test Result"
"C49669","Code_397","fc10d32e-1639-44e7-8ef6-a0b07a7bef6e","2023-12-15","Code","http://www.cdisc.org","Unit of Pressure"
"C62122","Code_398","8b1fd7b9-1a8f-4a4b-97cd-323b7f838e8c","2023-12-15","Code","http://www.cdisc.org","Sitting"
"C62166","Code_399","b6c1f860-9051-4ec9-a7a1-7bd7a720919c","2023-12-15","Code","http://www.cdisc.org","Standing"
"C62167","Code_400","2078d0bb-e13d-4485-b3cf-93a8edd9a788","2023-12-15","Code","http://www.cdisc.org","Supine Position"
"C62164","Code_401","7e6e57fa-7562-45ec-b201-357739a667b1","2023-12-15","Code","http://www.cdisc.org","Body Position"
"C12681","Code_402","d019c299-0589-4127-9c31-86451a7a0a7a","2023-12-15","Code","http://www.cdisc.org","Brachial Artery"
"C12687","Code_403","7739a15d-2fee-41c4-85f7-a2c2de19ff00","2023-12-15","Code","http://www.cdisc.org","Common Carotid Artery"
"C32478","Code_404","c5dd299d-0f46-4cae-a992-0bad9747890c","2023-12-15","Code","http://www.cdisc.org","Dorsalis Pedis Artery"
"C12715","Code_405","cd557ab9-aa38-49e8-8713-faacc5b051ec","2023-12-15","Code","http://www.cdisc.org","Femoral Artery"
"C12838","Code_406","9b8775eb-7c11-49da-8bcb-d0ae82e0df7e","2023-12-15","Code","http://www.cdisc.org","Radial Artery"
"C13717","Code_407","4d6d1fb7-e977-49d7-bf80-ac4fccd39f8e","2023-12-15","Code","http://www.cdisc.org","Anatomic Site"
"C25229","Code_408","b3cd8fd0-67a9-4a1d-9bed-c7839d999a2b","2023-12-15","Code","http://www.cdisc.org","Left"
"C25228","Code_409","5efbb228-10f3-41ab-957f-95279c49dcb7","2023-12-15","Code","http://www.cdisc.org","Right"
"C25185","Code_410","e0e8a92e-aca3-4db4-8b4b-722cee5c5d8e","2023-12-15","Code","http://www.cdisc.org","Laterality"
"C25299","Code_411","ad6e9f0e-f807-4f61-a7a8-3f10c5224227","2023-12-15","Code","http://www.cdisc.org","DIABP"
"C49677","Code_412","f05c5f53-ef8f-4420-a78f-5c4d01d18e11","2023-12-15","Code","http://www.cdisc.org","HR"
"C77140","Code_413","f41f44dd-e745-4a3b-a28f-3ca72c907673","2023-12-15","Code","http://www.cdisc.org","Clinical Test Result"
"C73688","Code_414","de5a77e4-5f30-418a-9421-79275bf5ff18","2023-12-15","Code","http://www.cdisc.org","Count per Minute"
"C62122","Code_415","e44dbdc3-3d8d-4459-8bb2-105d03b1f270","2023-12-15","Code","http://www.cdisc.org","Sitting"
"C62166","Code_416","2aaad0a9-917f-42a9-a7bc-2a5d8f5e6483","2023-12-15","Code","http://www.cdisc.org","Standing"
"C62167","Code_417","c6d54afe-eabf-4044-b2b3-28d911e394d5","2023-12-15","Code","http://www.cdisc.org","Supine Position"
"C62164","Code_418","39891d39-3848-49ba-9a84-f48e439a4afa","2023-12-15","Code","http://www.cdisc.org","Body Position"
"C12681","Code_419","35ea9031-bc66-469b-ae37-105c9e892c09","2023-12-15","Code","http://www.cdisc.org","Brachial Artery"
"C12687","Code_420","b48e81bb-dbd9-4996-a367-2b5365df5ddf","2023-12-15","Code","http://www.cdisc.org","Common Carotid Artery"
"C32478","Code_421","e0eef8ef-9092-43e8-80bf-ee6b609c5ea0","2023-12-15","Code","http://www.cdisc.org","Dorsalis Pedis Artery"
"C12715","Code_422","989de59e-3db3-4ba1-a912-1428e07ccfd2","2023-12-15","Code","http://www.cdisc.org","Femoral Artery"
"C12838","Code_423","bac5d82a-febc-4192-9637-1f1711565622","2023-12-15","Code","http://www.cdisc.org","Radial Artery"
"C13717","Code_424","e4fd33ad-ede7-4712-8d6e-50a107783cfd","2023-12-15","Code","http://www.cdisc.org","Anatomic Site"
"C25229","Code_425","4af59c24-010e-4fd0-8dbf-6bdbdefa659b","2023-12-15","Code","http://www.cdisc.org","Left"
"C25228","Code_426","53d8492f-a3a0-42ad-af19-0648c4f4a7d0","2023-12-15","Code","http://www.cdisc.org","Right"
"C25185","Code_427","04aa6da0-600f-4c7f-9070-783964412d73","2023-12-15","Code","http://www.cdisc.org","Laterality"
"C49677","Code_428","bb549058-3a4b-47c0-9fc9-6fe9b3c36333","2023-12-15","Code","http://www.cdisc.org","HR"
"C174268","Code_123","7f375b8c-96fe-45af-85df-74f40fe3f49c","2023-12-15","Code","http://www.cdisc.org","Placebo Comparator Arm"
"C188866","Code_124","56427bb1-07ba-4778-b73b-aa0e120df04c","2023-12-15","Code","http://www.cdisc.org","Data Generated Within Study"
"C174267","Code_125","d8b9cdcf-9cc5-46c3-926f-e13a0ab53035","2023-12-15","Code","http://www.cdisc.org","Active Comparator Arm"
"C188866","Code_126","97704916-ef07-441c-bf19-467392e0577b","2023-12-15","Code","http://www.cdisc.org","Data Generated Within Study"
"C174267","Code_127","d05e42cc-feef-41da-897c-1dfd1fa6d6e1","2023-12-15","Code","http://www.cdisc.org","Active Comparator Arm"
"C188866","Code_128","612800ea-bc40-4f7b-b8b1-d24c6fb93767","2023-12-15","Code","http://www.cdisc.org","Data Generated Within Study"
"C15228","Code_136","4903688d-6969-4791-9c25-bdae2cb2d8f5","2023-12-15","Code","http://www.cdisc.org","Double Blind Study"
"C202487","Code_129","cf5b4194-7c1b-48c0-bf36-22f44c85abad","2023-12-15","Code","http://www.cdisc.org","Screening Epoch"
"C101526","Code_130","322884f2-c9cc-405f-a2d8-dc7f9e31715b","2023-12-15","Code","http://www.cdisc.org","Treatment Epoch"
"C101526","Code_131","26c942a9-7014-41f3-9703-c52f3bef04fe","2023-12-15","Code","http://www.cdisc.org","Treatment Epoch"
"C101526","Code_132","86b9fa2c-4f2d-481f-a0dd-3cf899e2e19f","2023-12-15","Code","http://www.cdisc.org","Treatment Epoch"
"C202578","Code_133","8a66e252-36dc-43d1-8d5c-cc72e6613345","2023-12-15","Code","http://www.cdisc.org","Follow-Up Epoch"
"G30.9","Code_550","b9beff76-9bfc-4f51-aaf9-996bcb626872","1","Code","ICD-10-CM","Alzheimer's disease; unspecified"
"26929004","Code_551","051e93c0-3a5b-419f-bd53-741aa04f13a0","January 31, 2018","Code","SNOMED","Alzheimer's disease"
"C70793","Code_142","211663c1-f25e-4429-8900-a3d3056ce2d3","2023-12-15","Code","http://www.cdisc.org","Sponsor"
"C85826","Code_555","7be7ab0e-11c2-41f6-ae0f-1482a8672b1a","2023-12-15","Code","http://www.cdisc.org","Trial Primary Objective"
"C94496","Code_554","5f4c74ed-c15c-40e5-b38f-cef37040b716","2023-12-15","Code","http://www.cdisc.org","Primary Endpoint"
"C94496","Code_556","f3181442-d139-4424-8308-e28cf09bcd72","2023-12-15","Code","http://www.cdisc.org","Primary Endpoint"
"C85826","Code_558","1d9ea2e5-85ae-4797-a429-fb7b5ab18aaa","2023-12-15","Code","http://www.cdisc.org","Trial Primary Objective"
"C94496","Code_557","fab97715-d629-4f44-a6de-4deef3c5358f","2023-12-15","Code","http://www.cdisc.org","Primary Endpoint"
"C94496","Code_559","69816630-9a8c-4ade-b1f1-adc0e1b7f949","2023-12-15","Code","http://www.cdisc.org","Primary Endpoint"
"C94496","Code_560","c2118de0-cf92-4bff-a1b2-a92371ad8d14","2023-12-15","Code","http://www.cdisc.org","Primary Endpoint"
"C85827","Code_562","53add2dd-d925-456b-a07e-bb836fa7da21","2023-12-15","Code","http://www.cdisc.org","Trial Secondary Objective"
"C139173","Code_561","930083e6-5b25-4c35-9505-4533e216541a","2023-12-15","Code","http://www.cdisc.org","Secondary Endpoint"
"C139173","Code_563","c8f122d6-f277-4d40-a3f2-8729cc718e43","2023-12-15","Code","http://www.cdisc.org","Secondary Endpoint"
"C139173","Code_564","1e5f2892-ae45-46e5-a501-c9420c29817f","2023-12-15","Code","http://www.cdisc.org","Secondary Endpoint"
"C85827","Code_566","6df2da73-0648-4162-9a45-762113707b12","2023-12-15","Code","http://www.cdisc.org","Trial Secondary Objective"
"C139173","Code_565","5a1ccfb9-68e6-4920-9126-545d0630bfbc","2023-12-15","Code","http://www.cdisc.org","Secondary Endpoint"
"C85827","Code_568","f09882ef-345d-4516-af42-c25cdcaafb5a","2023-12-15","Code","http://www.cdisc.org","Trial Secondary Objective"
"C139173","Code_567","b53a5682-c9ec-406e-8212-ef5b7fee5088","2023-12-15","Code","http://www.cdisc.org","Secondary Endpoint"
"C85827","Code_570","c441faa6-1809-4e45-9883-d95888584bf3","2023-12-15","Code","http://www.cdisc.org","Trial Secondary Objective"
"C139173","Code_569","8688c2c1-1103-4103-87c3-d4f4275c6be1","2023-12-15","Code","http://www.cdisc.org","Secondary Endpoint"
"C25532","Code_571","81c99e9a-d167-4c47-8a31-247c8841ce05","2023-12-15","Code","http://www.cdisc.org","Inclusion Criteria"
"C25532","Code_572","d9bf2a17-8349-4c49-8fe1-81dcfbf944ee","2023-12-15","Code","http://www.cdisc.org","Inclusion Criteria"
"C25532","Code_573","772b1498-0885-4f9d-b174-5655ef8f6fa2","2023-12-15","Code","http://www.cdisc.org","Inclusion Criteria"
"C25532","Code_574","b4e61622-6633-488c-a574-fd94fc648973","2023-12-15","Code","http://www.cdisc.org","Inclusion Criteria"
"C25532","Code_575","45c07b51-f51f-4757-9cb8-2607762872d2","2023-12-15","Code","http://www.cdisc.org","Inclusion Criteria"
"C25532","Code_576","5fecb2d3-ad66-4922-ab6f-12114f2e097c","2023-12-15","Code","http://www.cdisc.org","Inclusion Criteria"
"C25532","Code_577","958b72cd-6036-492d-8fbf-12e9fb3c9a3b","2023-12-15","Code","http://www.cdisc.org","Inclusion Criteria"
"C25532","Code_578","49a406d8-9cfa-4429-9049-57da7062884c","2023-12-15","Code","http://www.cdisc.org","Inclusion Criteria"
"C25370","Code_579","fb853093-f134-4251-8f62-8e8c9087199f","2023-12-15","Code","http://www.cdisc.org","Exclusion Criteria"
"C25370","Code_580","f6a4a278-9304-4b58-a405-3e48dfc7ff7e","2023-12-15","Code","http://www.cdisc.org","Exclusion Criteria"
"C25370","Code_581","f3bbc850-ccb5-4454-9591-27b30bdb9481","2023-12-15","Code","http://www.cdisc.org","Exclusion Criteria"
"C25370","Code_582","73f761ca-e307-4e90-991e-d4ec2d275524","2023-12-15","Code","http://www.cdisc.org","Exclusion Criteria"
"C25370","Code_583","f06d18e0-a180-4892-8f99-e2dc4dbb515f","2023-12-15","Code","http://www.cdisc.org","Exclusion Criteria"
"C25370","Code_584","fa67f1fd-bb58-4b83-9011-fe362119bc72","2023-12-15","Code","http://www.cdisc.org","Exclusion Criteria"
"C25370","Code_585","5095a711-94b5-471a-95fe-985daf26dff3","2023-12-15","Code","http://www.cdisc.org","Exclusion Criteria"
"C25370","Code_586","ef8ae461-491d-4499-a7ba-ae5e974e2942","2023-12-15","Code","http://www.cdisc.org","Exclusion Criteria"
"C25370","Code_587","cd35bfe8-ece3-40c1-954e-e4a553b8d5e8","2023-12-15","Code","http://www.cdisc.org","Exclusion Criteria"
"C25370","Code_588","a98764dd-8c08-43bd-a981-a7a131b507b5","2023-12-15","Code","http://www.cdisc.org","Exclusion Criteria"
"C25370","Code_589","3a031643-9468-4079-bae0-5052ba48e114","2023-12-15","Code","http://www.cdisc.org","Exclusion Criteria"
"C25370","Code_590","381882ea-8de2-45f9-a478-c6193ecb55af","2023-12-15","Code","http://www.cdisc.org","Exclusion Criteria"
"C25370","Code_591","b685780a-990f-4ea0-afab-fba2951d77dd","2023-12-15","Code","http://www.cdisc.org","Exclusion Criteria"
"C25370","Code_592","b997479c-a15f-457f-b94d-9349f155d995","2023-12-15","Code","http://www.cdisc.org","Exclusion Criteria"
"C25370","Code_593","eb669abb-aab9-4e20-a0df-198e4004e470","2023-12-15","Code","http://www.cdisc.org","Exclusion Criteria"
"C25370","Code_594","07820d7e-e98c-4a26-a2aa-595c0d041863","2023-12-15","Code","http://www.cdisc.org","Exclusion Criteria"
"C25370","Code_595","1934246a-c92f-45da-aa52-f47f3255c48c","2023-12-15","Code","http://www.cdisc.org","Exclusion Criteria"
"C25370","Code_596","29181c84-fcf7-452d-9995-1fc9baec5f79","2023-12-15","Code","http://www.cdisc.org","Exclusion Criteria"
"C25370","Code_597","263631c5-3853-4583-8ba2-2a9442939b48","2023-12-15","Code","http://www.cdisc.org","Exclusion Criteria"
"C25370","Code_598","96bc8f39-06d9-40e5-818d-edf42196b655","2023-12-15","Code","http://www.cdisc.org","Exclusion Criteria"
"C25370","Code_599","413c2427-3642-46f5-a86a-0cb17d00493c","2023-12-15","Code","http://www.cdisc.org","Exclusion Criteria"
"C25370","Code_600","16cbe931-7519-441c-9278-a777a2f4de1b","2023-12-15","Code","http://www.cdisc.org","Exclusion Criteria"
"C25370","Code_601","49bd586d-98da-436a-8787-760ef6f6f4b9","2023-12-15","Code","http://www.cdisc.org","Exclusion Criteria"
"C29848","Code_552","d2a042da-deda-4090-b056-4399fba7032c","2023-12-15","Code","http://www.cdisc.org","Year"
"C201357","Code_14","4e78cc40-3fc6-49b5-8a40-8a82895863fd","2023-12-15","Code","http://www.cdisc.org","Before"
"C201355","Code_15","a74a5928-a4d6-4735-b0cc-12ad39ae0e35","2023-12-15","Code","http://www.cdisc.org","Start to Start"
"C201357","Code_16","70570375-bdf7-4860-8941-f35c7021c9d9","2023-12-15","Code","http://www.cdisc.org","Before"
"C201355","Code_17","e7445a19-e593-4038-8172-335c9d2e9e70","2023-12-15","Code","http://www.cdisc.org","Start to Start"
"C201358","Code_19","8cd1aaff-9a2c-47dd-824a-302ba81e96db","2023-12-15","Code","http://www.cdisc.org","Fixed Reference"
"C201355","Code_20","d706680c-4e2a-466a-bcfd-2e1d3f8d5875","2023-12-15","Code","http://www.cdisc.org","Start to Start"
"C201356","Code_21","eeaccdca-396b-42af-9848-1ed8334b7c0f","2023-12-15","Code","http://www.cdisc.org","After"
"C201355","Code_22","38d66cc9-b1da-488c-be55-200c1f7df87c","2023-12-15","Code","http://www.cdisc.org","Start to Start"
"C201356","Code_24","4826d41f-f156-4259-a72b-294f607b7244","2023-12-15","Code","http://www.cdisc.org","After"
"C201355","Code_25","06d7b7c2-8dce-4d9a-865a-fe9687ec14e8","2023-12-15","Code","http://www.cdisc.org","Start to Start"
"C201356","Code_27","439c23b6-451c-4672-b138-8367cba11d7e","2023-12-15","Code","http://www.cdisc.org","After"
"C201355","Code_28","d23b36b4-5a19-4947-be76-7762e00aaf10","2023-12-15","Code","http://www.cdisc.org","Start to Start"
"C201356","Code_30","cd1e129a-f4cc-4fef-8257-1be45247ebb0","2023-12-15","Code","http://www.cdisc.org","After"
"C201355","Code_31","8b1262b4-a4d4-46a1-beb5-7315be381851","2023-12-15","Code","http://www.cdisc.org","Start to Start"
"C201356","Code_35","0024e71d-f7db-4d96-b591-bf15c74773ca","2023-12-15","Code","http://www.cdisc.org","After"
"C201355","Code_36","02eb0201-1f5f-43b5-831e-8bca1af772a9","2023-12-15","Code","http://www.cdisc.org","Start to Start"
"C201356","Code_40","5d0ca5ed-2468-4710-9557-2d05291adc9f","2023-12-15","Code","http://www.cdisc.org","After"
"C201355","Code_41","b4dab507-6ab5-4f27-92b7-df77b5ee390d","2023-12-15","Code","http://www.cdisc.org","Start to Start"
"C201356","Code_45","96ec414e-ecbc-4c6b-960b-5969bc269f6b","2023-12-15","Code","http://www.cdisc.org","After"
"C201355","Code_46","1f8fccdf-781f-4fb3-a873-ac031e547d12","2023-12-15","Code","http://www.cdisc.org","Start to Start"
"C201356","Code_50","c0d162a6-18a5-4ba3-a120-90ac78929411","2023-12-15","Code","http://www.cdisc.org","After"
"C201355","Code_51","fd8dd8c0-629e-4b23-9067-34bbd8fcc95e","2023-12-15","Code","http://www.cdisc.org","Start to Start"
"C201356","Code_53","9b214ad3-cc58-40e5-b5b9-8d1abd565603","2023-12-15","Code","http://www.cdisc.org","After"
"C201355","Code_54","73306e3c-61f1-40c7-9c96-c2e92ada1d6d","2023-12-15","Code","http://www.cdisc.org","Start to Start"
"C201356","Code_33","1d72102a-6cf8-4bc7-8554-3b3a2d077e80","2023-12-15","Code","http://www.cdisc.org","After"
"C201355","Code_34","a518b888-8aef-4ced-a9a4-d95d7e5b1d4f","2023-12-15","Code","http://www.cdisc.org","Start to Start"
"C201356","Code_38","2b53a882-c779-4634-ac84-d86a36f316ac","2023-12-15","Code","http://www.cdisc.org","After"
"C201355","Code_39","23f7b971-7a92-45b5-93e2-1caf6aba07e1","2023-12-15","Code","http://www.cdisc.org","Start to Start"
"C201356","Code_43","7debf03c-2b93-49fb-a6ff-d13bd8a65df9","2023-12-15","Code","http://www.cdisc.org","After"
"C201355","Code_44","3ac0788f-786e-482a-92e6-04ad7e3bb377","2023-12-15","Code","http://www.cdisc.org","Start to Start"
"C201356","Code_48","45875574-dec0-44b3-8847-915483dfd4c2","2023-12-15","Code","http://www.cdisc.org","After"
"C201355","Code_49","eefc670d-f31f-49de-8c12-b61ab3a559e6","2023-12-15","Code","http://www.cdisc.org","Start to Start"
"C201358","Code_56","78a29f13-a559-4f66-af6a-2b2e8356dd9e","2023-12-15","Code","http://www.cdisc.org","Fixed Reference"
"C201355","Code_57","51617d14-daea-46dd-9d49-cd65de9e584e","2023-12-15","Code","http://www.cdisc.org","Start to Start"
"C201358","Code_58","5dd6a03e-4be8-4d90-84de-7109513ef9e9","2023-12-15","Code","http://www.cdisc.org","Fixed Reference"
"C201355","Code_59","a365ff9d-7b8b-4b75-a367-3901567e15e4","2023-12-15","Code","http://www.cdisc.org","Start to Start"
"C201358","Code_60","bee594e5-f197-44d4-86ed-53f74358437d","2023-12-15","Code","http://www.cdisc.org","Fixed Reference"
"C201355","Code_61","fc8ac932-e901-4953-aeed-586cb2d1a05f","2023-12-15","Code","http://www.cdisc.org","Start to Start"
"C201356","Code_62","3055c7f2-69a0-4f48-948d-dc3368871410","2023-12-15","Code","http://www.cdisc.org","After"
"C201355","Code_63","339e17d5-dff0-4d79-bfd0-7c10f2afd0d2","2023-12-15","Code","http://www.cdisc.org","Start to Start"
"C201356","Code_64","a58343cf-e12d-4bff-aedc-a96d54be5230","2023-12-15","Code","http://www.cdisc.org","After"
"C201353","Code_65","8779c4bd-a5d8-43fd-85e7-121cd82d832d","2023-12-15","Code","http://www.cdisc.org","End to Start"
"C201356","Code_66","509d38a3-f3c1-4ff5-b920-a6d44244a7d3","2023-12-15","Code","http://www.cdisc.org","After"
"C201355","Code_67","e06bfb27-512f-49ac-87ac-95283995c41c","2023-12-15","Code","http://www.cdisc.org","Start to Start"
"C201356","Code_68","5d9a1bb9-5fa4-41d4-8ce8-16ab2c84032f","2023-12-15","Code","http://www.cdisc.org","After"
"C201353","Code_69","3c37256d-5dd4-4691-824b-459e8f7f922c","2023-12-15","Code","http://www.cdisc.org","End to Start"
"C201356","Code_70","3fd936bb-2e65-4c44-baa6-8aeaafaa11bf","2023-12-15","Code","http://www.cdisc.org","After"
"C201355","Code_71","c67150e2-4a5b-4679-af24-0fadadd4f986","2023-12-15","Code","http://www.cdisc.org","Start to Start"
"C70793","Code_602","b49cee36-d1b8-4a8a-a484-991e1d09bc82","2023-12-15","Code","http://www.cdisc.org","Clinical Study Sponsor"
"GBR","Code_603","1699ee8a-2d11-414b-b12a-25afb4cdc1ef","2020-08","Code","ISO 3166 1 alpha3","United Kingdom of Great Britain and Northern Ireland"
"C94108","Code_3","ddfa99dc-d9a5-463b-b51b-6336b715735a","2023-12-15","Code","http://www.cdisc.org","Study Acronym"
"C99905x1","Code_5","5165b06b-1791-4434-b8fd-5beca2309fd6","2023-12-15","Code","http://www.cdisc.org","Brief Study Title"
"C99905x2","Code_6","cb4c9a75-4e50-47f4-95d7-985bad5dd391","2023-12-15","Code","http://www.cdisc.org","Official Study Title"
"C99905x3","Code_7","2344b4d8-5c22-466a-94a6-5ec1edae1842","2023-12-15","Code","http://www.cdisc.org","Public Study Title"
"C25508","Code_8","9732b3a6-1727-4622-b1c5-b36ac3cebd44","2023-12-15","Code","http://www.cdisc.org","Final"
"C99903x1","Code_11","73dfc852-c713-4592-9115-d846d12ed9ab","2023-12-15","Code","http://www.cdisc.org","Protocol Effective Date"
"C41129","Code_13","c9fe509b-1925-4a71-96a4-fb34d482c59a","2023-12-15","Code","http://www.cdisc.org","Region"
"150","Code_12","b15c2b28-3556-4971-bc7a-14ab260a45ef","2020-08","Code","ISO 3166 1 alpha3","Europe"
