"instanceType","id","codeSystemVersion","code","decode","codeSystem","uuid:ID"
"Code","Code_379","2023-12-15","C77140","Clinical Test Result","http://www.cdisc.org","24c53255-9427-446b-bb97-988e393f8d27"
"Code","Code_380","2023-12-15","C49669","Unit of Pressure","http://www.cdisc.org","01377344-b77e-4b0d-bca5-1d2561ec14b8"
"Code","Code_381","2023-12-15","C62122","Sitting","http://www.cdisc.org","88c56311-bab0-47d2-98da-c5b313a5f4d7"
"Code","Code_382","2023-12-15","C62166","Standing","http://www.cdisc.org","9e454630-1fbd-4e7a-bbd5-a2c1914b1373"
"Code","Code_383","2023-12-15","C62167","Supine Position","http://www.cdisc.org","f448e7ad-8a20-4643-9f1c-5106c37bb857"
"Code","Code_384","2023-12-15","C62164","Body Position","http://www.cdisc.org","14aa26c9-3e0f-40d2-b6d5-1d8c5e757496"
"Code","Code_385","2023-12-15","C12681","Brachial Artery","http://www.cdisc.org","0d6ed3b4-d6f3-4b1c-b572-5b9d5ef062ba"
"Code","Code_386","2023-12-15","C12687","Common Carotid Artery","http://www.cdisc.org","e9a71eee-7064-41f9-8929-7e6c8aad9497"
"Code","Code_387","2023-12-15","C32478","Dorsalis Pedis Artery","http://www.cdisc.org","48ef56d3-60eb-4a0f-a5ac-d7d7f6c36083"
"Code","Code_388","2023-12-15","C12715","Femoral Artery","http://www.cdisc.org","6d45c08b-2067-49a5-9130-6f9c9ec9659e"
"Code","Code_389","2023-12-15","C12838","Radial Artery","http://www.cdisc.org","6b62c1ab-5a6f-434d-81ec-3d6c02e5e3ae"
"Code","Code_390","2023-12-15","C13717","Anatomic Site","http://www.cdisc.org","044fc68b-7914-44fc-8e97-b712832bdf90"
"Code","Code_391","2023-12-15","C25229","Left","http://www.cdisc.org","8ab1f9a8-8085-4184-8a7b-90862eb0a3c8"
"Code","Code_392","2023-12-15","C25228","Right","http://www.cdisc.org","c8260d31-5c20-4aa1-aa74-b5a5512ca7f3"
"Code","Code_393","2023-12-15","C25185","Laterality","http://www.cdisc.org","43c63473-c029-453d-846d-67503470e3d5"
"Code","Code_394","2023-12-15","C25298","SYSBP","http://www.cdisc.org","bb009f3b-2d7e-44f6-a064-bc1b3871efcd"
"Code","Code_395","2023-12-15","C25299","DIABP","http://www.cdisc.org","ccbbacaa-8904-42e8-819d-410244d0b56b"
"Code","Code_396","2023-12-15","C77140","Clinical Test Result","http://www.cdisc.org","ba607e55-bd94-49b1-866b-bee09af513dd"
"Code","Code_397","2023-12-15","C49669","Unit of Pressure","http://www.cdisc.org","657b03f4-efef-4f26-9730-2c55163d02fd"
"Code","Code_398","2023-12-15","C62122","Sitting","http://www.cdisc.org","00232975-c452-4154-88a8-073c60ae942a"
"Code","Code_399","2023-12-15","C62166","Standing","http://www.cdisc.org","f05f278c-2d2a-4057-9951-78c4d63abad7"
"Code","Code_400","2023-12-15","C62167","Supine Position","http://www.cdisc.org","2999f500-bae2-407a-9ac6-e1821cba756e"
"Code","Code_401","2023-12-15","C62164","Body Position","http://www.cdisc.org","b6e6da43-4aa6-4a79-a449-a193b6be6730"
"Code","Code_402","2023-12-15","C12681","Brachial Artery","http://www.cdisc.org","110a7a1b-e712-4140-88a9-d07884fbaf87"
"Code","Code_403","2023-12-15","C12687","Common Carotid Artery","http://www.cdisc.org","255495a7-bc3b-411a-824d-87de9e743065"
"Code","Code_404","2023-12-15","C32478","Dorsalis Pedis Artery","http://www.cdisc.org","a7250725-5a51-43e9-9116-775c2576939c"
"Code","Code_405","2023-12-15","C12715","Femoral Artery","http://www.cdisc.org","e7b2fc4a-d56f-46dd-bede-3c2ba18b5c5d"
"Code","Code_406","2023-12-15","C12838","Radial Artery","http://www.cdisc.org","653bbd41-6d30-47df-93ab-1f6a939143a1"
"Code","Code_407","2023-12-15","C13717","Anatomic Site","http://www.cdisc.org","d36af832-f49e-4b8e-983b-9a935f08ec83"
"Code","Code_408","2023-12-15","C25229","Left","http://www.cdisc.org","a580f194-feb2-46a7-a1b5-49f6ba798de6"
"Code","Code_409","2023-12-15","C25228","Right","http://www.cdisc.org","236cf128-4a2c-453d-a4f3-6b881bc48889"
"Code","Code_410","2023-12-15","C25185","Laterality","http://www.cdisc.org","60218ce6-2823-4237-9170-e69240fc04e0"
"Code","Code_411","2023-12-15","C25299","DIABP","http://www.cdisc.org","d0987119-c52c-4c8a-93b9-dbc29c2a1681"
"Code","Code_412","2023-12-15","C49677","HR","http://www.cdisc.org","0bbe76b7-9449-45df-be5e-3facd9d5d311"
"Code","Code_413","2023-12-15","C77140","Clinical Test Result","http://www.cdisc.org","a84e1844-f2c6-48d8-9900-707f6c20d9eb"
"Code","Code_414","2023-12-15","C73688","Count per Minute","http://www.cdisc.org","2f964c2b-b493-4a8c-94e6-f47c28809626"
"Code","Code_415","2023-12-15","C62122","Sitting","http://www.cdisc.org","a2b4e426-e7c1-4dcd-b7e4-07c71785963f"
"Code","Code_416","2023-12-15","C62166","Standing","http://www.cdisc.org","72167d72-6718-4a5b-8132-cd43d9eb778a"
"Code","Code_417","2023-12-15","C62167","Supine Position","http://www.cdisc.org","cfa15894-3d30-44ba-80cf-362ec2878496"
"Code","Code_418","2023-12-15","C62164","Body Position","http://www.cdisc.org","e57fabaf-2992-4ce4-a230-37bb2ec4895e"
"Code","Code_419","2023-12-15","C12681","Brachial Artery","http://www.cdisc.org","1cc61bb8-c0f6-4dab-b568-ef25d0ae8f33"
"Code","Code_420","2023-12-15","C12687","Common Carotid Artery","http://www.cdisc.org","a4a2f898-a6e9-485f-8280-f928f7de848d"
"Code","Code_421","2023-12-15","C32478","Dorsalis Pedis Artery","http://www.cdisc.org","fd51110c-40fa-4631-9a83-6539a19fed00"
"Code","Code_422","2023-12-15","C12715","Femoral Artery","http://www.cdisc.org","4966dc1a-bb74-43f1-9670-65d5e353ed5c"
"Code","Code_423","2023-12-15","C12838","Radial Artery","http://www.cdisc.org","2e47f3ea-29da-4d8f-a5ba-8a2a1a62e1b0"
"Code","Code_424","2023-12-15","C13717","Anatomic Site","http://www.cdisc.org","4b74bfac-153f-43f0-9178-6151d116cbb8"
"Code","Code_425","2023-12-15","C25229","Left","http://www.cdisc.org","ebc176b3-4251-499f-95a0-4db4b13c1fb9"
"Code","Code_426","2023-12-15","C25228","Right","http://www.cdisc.org","8ad9152d-8b3c-46dd-8a46-547de10e8b08"
"Code","Code_427","2023-12-15","C25185","Laterality","http://www.cdisc.org","f9d95505-d294-49fe-bf84-dd423467f7e0"
"Code","Code_428","2023-12-15","C49677","HR","http://www.cdisc.org","40260d58-b00f-4068-9ab9-1ab88b2a3c7c"
"Code","Code_123","2023-12-15","C174268","Placebo Comparator Arm","http://www.cdisc.org","fd0534f6-4102-4962-8da2-7c658f5c3e09"
"Code","Code_124","2023-12-15","C188866","Data Generated Within Study","http://www.cdisc.org","607f1925-a11e-4cce-9dbd-6560256149b7"
"Code","Code_125","2023-12-15","C174267","Active Comparator Arm","http://www.cdisc.org","24327cf5-b5ac-4951-ac9b-ce761dc17d75"
"Code","Code_126","2023-12-15","C188866","Data Generated Within Study","http://www.cdisc.org","976ebca5-5a99-4b5d-bf6f-c9bdcfda8d6a"
"Code","Code_127","2023-12-15","C174267","Active Comparator Arm","http://www.cdisc.org","1884bf1b-a3f6-49d7-aaa6-55562129a39b"
"Code","Code_128","2023-12-15","C188866","Data Generated Within Study","http://www.cdisc.org","6fbd7164-2df3-4fa7-9246-34f225c82bbd"
"Code","Code_136","2023-12-15","C15228","Double Blind Study","http://www.cdisc.org","e8bda71c-9cc6-4a21-802b-b6163186530e"
"Code","Code_129","2023-12-15","C202487","Screening Epoch","http://www.cdisc.org","22f31b70-a0a4-4513-af0e-c1651ce6b2bc"
"Code","Code_130","2023-12-15","C101526","Treatment Epoch","http://www.cdisc.org","0f3b5cc4-7c5d-4b9f-8814-3ee4c407feaf"
"Code","Code_131","2023-12-15","C101526","Treatment Epoch","http://www.cdisc.org","ab2a6c7a-8663-4bfe-b67d-f8388cbb7325"
"Code","Code_132","2023-12-15","C101526","Treatment Epoch","http://www.cdisc.org","c83f4ca4-0e03-4f8c-9b8f-95fe817f9418"
"Code","Code_133","2023-12-15","C202578","Follow-Up Epoch","http://www.cdisc.org","0fc543c9-de00-426b-afe8-51bba3b653e0"
"Code","Code_550","1","G30.9","Alzheimer's disease; unspecified","ICD-10-CM","c5dc2577-2783-4587-b395-3fc0633850f8"
"Code","Code_551","January 31, 2018","26929004","Alzheimer's disease","SNOMED","fd1d9f97-83dc-4bd7-8adb-48520b805cde"
"Code","Code_142","2023-12-15","C70793","Sponsor","http://www.cdisc.org","a5f00066-f37f-4ae4-a646-d09990ad054e"
"Code","Code_555","2023-12-15","C85826","Trial Primary Objective","http://www.cdisc.org","ffb77ccb-2ff5-42af-b6c0-211eaac43995"
"Code","Code_554","2023-12-15","C94496","Primary Endpoint","http://www.cdisc.org","4af1f076-d0a4-4e6a-9c73-f9d373cb343d"
"Code","Code_556","2023-12-15","C94496","Primary Endpoint","http://www.cdisc.org","c38ffb71-f146-410b-ac2d-c585a51d4f1b"
"Code","Code_558","2023-12-15","C85826","Trial Primary Objective","http://www.cdisc.org","267297d2-3b99-43ae-b773-fc2e5b2a2f12"
"Code","Code_557","2023-12-15","C94496","Primary Endpoint","http://www.cdisc.org","24ac3361-9b29-4b24-9671-d1d2ae85cfda"
"Code","Code_559","2023-12-15","C94496","Primary Endpoint","http://www.cdisc.org","62da4f89-6683-4a05-98b5-05367644e6ed"
"Code","Code_560","2023-12-15","C94496","Primary Endpoint","http://www.cdisc.org","9ef9dc1b-b75a-4c03-bd62-5b2c7f838e52"
"Code","Code_562","2023-12-15","C85827","Trial Secondary Objective","http://www.cdisc.org","acf056f8-5dd4-4d5a-b4bc-afb5bdee0f3d"
"Code","Code_561","2023-12-15","C139173","Secondary Endpoint","http://www.cdisc.org","554106f4-f85b-447f-b431-d9226d499a20"
"Code","Code_563","2023-12-15","C139173","Secondary Endpoint","http://www.cdisc.org","735afac4-d21c-4c9a-bfda-33b9a1789149"
"Code","Code_564","2023-12-15","C139173","Secondary Endpoint","http://www.cdisc.org","c5ba7ed9-26c5-4a30-9fd0-d4869939a4ed"
"Code","Code_566","2023-12-15","C85827","Trial Secondary Objective","http://www.cdisc.org","631a3492-cb3f-4cb1-897a-be296ed4de20"
"Code","Code_565","2023-12-15","C139173","Secondary Endpoint","http://www.cdisc.org","500e39bf-143d-4975-9dad-b6deb5baa9df"
"Code","Code_568","2023-12-15","C85827","Trial Secondary Objective","http://www.cdisc.org","243d6fe4-bc66-4dcc-8b48-5c7967e0e811"
"Code","Code_567","2023-12-15","C139173","Secondary Endpoint","http://www.cdisc.org","c7b554fb-658b-4acb-8350-58678e064ca3"
"Code","Code_570","2023-12-15","C85827","Trial Secondary Objective","http://www.cdisc.org","82555255-64de-4c03-9444-0d25923cad8e"
"Code","Code_569","2023-12-15","C139173","Secondary Endpoint","http://www.cdisc.org","cb3c7643-8af1-41d9-956f-20d6c7067270"
"Code","Code_571","2023-12-15","C25532","Inclusion Criteria","http://www.cdisc.org","b6728a37-608d-4d14-94be-9c1a6f8a2e9f"
"Code","Code_572","2023-12-15","C25532","Inclusion Criteria","http://www.cdisc.org","01914a59-1c25-4dc6-991c-a53704c9ebe5"
"Code","Code_573","2023-12-15","C25532","Inclusion Criteria","http://www.cdisc.org","77968ba0-2f9e-49a7-868b-f477f1a0bd01"
"Code","Code_574","2023-12-15","C25532","Inclusion Criteria","http://www.cdisc.org","8a16d61e-bd3e-45fa-bde5-bea53926aee2"
"Code","Code_575","2023-12-15","C25532","Inclusion Criteria","http://www.cdisc.org","0e0e48b0-50d6-4821-850e-23cb32f283af"
"Code","Code_576","2023-12-15","C25532","Inclusion Criteria","http://www.cdisc.org","3f8bb6e8-6879-47b3-8411-96579dfeb49f"
"Code","Code_577","2023-12-15","C25532","Inclusion Criteria","http://www.cdisc.org","0eeb10fd-9e8b-4c12-a029-8ffca8c242c8"
"Code","Code_578","2023-12-15","C25532","Inclusion Criteria","http://www.cdisc.org","f2144bf5-89f8-43dc-a364-25a38eb8b044"
"Code","Code_579","2023-12-15","C25370","Exclusion Criteria","http://www.cdisc.org","aa5bbf77-d7ee-459f-a6a2-c51ea53741a3"
"Code","Code_580","2023-12-15","C25370","Exclusion Criteria","http://www.cdisc.org","711a622f-5be2-47a6-a1da-2fb9c50b0af4"
"Code","Code_581","2023-12-15","C25370","Exclusion Criteria","http://www.cdisc.org","01fc35ad-97f9-4351-814d-2cc7c10bdfc1"
"Code","Code_582","2023-12-15","C25370","Exclusion Criteria","http://www.cdisc.org","56f3f68c-3427-4bf7-b48a-9d8d63540dfa"
"Code","Code_583","2023-12-15","C25370","Exclusion Criteria","http://www.cdisc.org","2a5082ad-1a21-423b-9f95-d410184f500f"
"Code","Code_584","2023-12-15","C25370","Exclusion Criteria","http://www.cdisc.org","6db95bc6-eaae-43bc-9e8b-9024c3a78196"
"Code","Code_585","2023-12-15","C25370","Exclusion Criteria","http://www.cdisc.org","87d3d24c-abb3-4d0f-ab61-66bdcf238d6c"
"Code","Code_586","2023-12-15","C25370","Exclusion Criteria","http://www.cdisc.org","20966a72-dfd9-447e-a58d-5cec11e87e90"
"Code","Code_587","2023-12-15","C25370","Exclusion Criteria","http://www.cdisc.org","059a3b19-6aec-4391-bb3e-3510386f1ed2"
"Code","Code_588","2023-12-15","C25370","Exclusion Criteria","http://www.cdisc.org","d94b418f-f1be-499d-81c2-d62eabfe6dee"
"Code","Code_589","2023-12-15","C25370","Exclusion Criteria","http://www.cdisc.org","fd0b863e-7006-4cf5-bc3b-f6885d3adbb2"
"Code","Code_590","2023-12-15","C25370","Exclusion Criteria","http://www.cdisc.org","d1f9be71-c993-4747-9ee0-6c35d52c31a1"
"Code","Code_591","2023-12-15","C25370","Exclusion Criteria","http://www.cdisc.org","d76eefb7-f111-417a-99d1-09ca8fa7d6dc"
"Code","Code_592","2023-12-15","C25370","Exclusion Criteria","http://www.cdisc.org","8a0beada-741b-4283-915b-e4ca3859c7bd"
"Code","Code_593","2023-12-15","C25370","Exclusion Criteria","http://www.cdisc.org","fb07c638-fe1e-4045-9a4f-1ff230838aad"
"Code","Code_594","2023-12-15","C25370","Exclusion Criteria","http://www.cdisc.org","4ad38d45-1c0f-4ece-8b24-dd2a23d235a3"
"Code","Code_595","2023-12-15","C25370","Exclusion Criteria","http://www.cdisc.org","1441b007-5f00-4eb8-a8b6-b510b7bde3bb"
"Code","Code_596","2023-12-15","C25370","Exclusion Criteria","http://www.cdisc.org","46a8edd4-d1ed-4b5f-afa1-fdc91f41a2d6"
"Code","Code_597","2023-12-15","C25370","Exclusion Criteria","http://www.cdisc.org","1aa71f59-67f3-4644-984f-029513029a0c"
"Code","Code_598","2023-12-15","C25370","Exclusion Criteria","http://www.cdisc.org","9f03e07d-8d71-4612-90fa-555cf3e863e5"
"Code","Code_599","2023-12-15","C25370","Exclusion Criteria","http://www.cdisc.org","784f15e7-3cdf-446e-bbbc-bfeb9032967e"
"Code","Code_600","2023-12-15","C25370","Exclusion Criteria","http://www.cdisc.org","3f606c25-33f1-42d2-b477-3d33a10b5a08"
"Code","Code_601","2023-12-15","C25370","Exclusion Criteria","http://www.cdisc.org","bf809111-a758-44b3-a8d2-8d738d7b2415"
"Code","Code_552","2023-12-15","C29848","Year","http://www.cdisc.org","6508a81c-8a44-4039-834f-7b24300c3a9b"
"Code","Code_14","2023-12-15","C201357","Before","http://www.cdisc.org","6d0bbe76-0dc3-40ca-b411-a5d5b00de353"
"Code","Code_15","2023-12-15","C201355","Start to Start","http://www.cdisc.org","9a7e2712-1ea5-41b9-9e12-d48e113dbc70"
"Code","Code_16","2023-12-15","C201357","Before","http://www.cdisc.org","facd1cf2-752e-45a7-9cc1-84b0a62d3925"
"Code","Code_17","2023-12-15","C201355","Start to Start","http://www.cdisc.org","22cab382-a47b-4cf3-9c03-a54def2d3744"
"Code","Code_19","2023-12-15","C201358","Fixed Reference","http://www.cdisc.org","17004df1-a286-4e79-8469-a3ea5e45818f"
"Code","Code_20","2023-12-15","C201355","Start to Start","http://www.cdisc.org","bf3f194b-837b-4961-8182-7dc1a39aad74"
"Code","Code_21","2023-12-15","C201356","After","http://www.cdisc.org","72762788-0f22-416b-b79d-89de37d06cd0"
"Code","Code_22","2023-12-15","C201355","Start to Start","http://www.cdisc.org","d6ccaefe-4f1f-427f-b53e-f162d3c40b09"
"Code","Code_24","2023-12-15","C201356","After","http://www.cdisc.org","b8d038fa-8d5b-4d40-9a45-c72e8974500d"
"Code","Code_25","2023-12-15","C201355","Start to Start","http://www.cdisc.org","95731705-22c7-4e2f-830b-e8cea6c3a1a0"
"Code","Code_27","2023-12-15","C201356","After","http://www.cdisc.org","18ae971f-b93b-4575-9f02-4b210f519b60"
"Code","Code_28","2023-12-15","C201355","Start to Start","http://www.cdisc.org","d5ad41fe-8029-4d92-a4fa-4c3d509174ce"
"Code","Code_30","2023-12-15","C201356","After","http://www.cdisc.org","44d4b037-37c3-4881-9675-0e6c1843492a"
"Code","Code_31","2023-12-15","C201355","Start to Start","http://www.cdisc.org","18a06a03-90f5-47d3-bf90-86c2c90398a2"
"Code","Code_35","2023-12-15","C201356","After","http://www.cdisc.org","65bfca1c-edc5-44b9-a855-b11aef511157"
"Code","Code_36","2023-12-15","C201355","Start to Start","http://www.cdisc.org","58af660d-4467-4df0-9021-440bfa950598"
"Code","Code_40","2023-12-15","C201356","After","http://www.cdisc.org","797fe960-ba98-4efb-8d6c-d18a58e57f76"
"Code","Code_41","2023-12-15","C201355","Start to Start","http://www.cdisc.org","7864f2b8-9808-47ce-a8cd-41d594d3ac5d"
"Code","Code_45","2023-12-15","C201356","After","http://www.cdisc.org","76518aff-c072-47bf-a4b4-f131dcd3da82"
"Code","Code_46","2023-12-15","C201355","Start to Start","http://www.cdisc.org","210812bd-0a1b-4c91-bdd6-0ce91b3ea848"
"Code","Code_50","2023-12-15","C201356","After","http://www.cdisc.org","c9a2d178-58a3-4b18-9108-d18aebcbad1c"
"Code","Code_51","2023-12-15","C201355","Start to Start","http://www.cdisc.org","2819fa1b-0805-4253-9983-c336d9a6ffcb"
"Code","Code_53","2023-12-15","C201356","After","http://www.cdisc.org","9cf0062e-9cba-42e2-9efa-c3cc1deb182d"
"Code","Code_54","2023-12-15","C201355","Start to Start","http://www.cdisc.org","c3ffb699-8736-4515-b34b-ec40cabc6160"
"Code","Code_33","2023-12-15","C201356","After","http://www.cdisc.org","0f068421-c6ed-45b1-995a-80c3893f2c83"
"Code","Code_34","2023-12-15","C201355","Start to Start","http://www.cdisc.org","e145479a-ac59-4ce5-b176-585551027c88"
"Code","Code_38","2023-12-15","C201356","After","http://www.cdisc.org","93af24f4-0247-4182-ab98-b3ef36e65d82"
"Code","Code_39","2023-12-15","C201355","Start to Start","http://www.cdisc.org","39c8a638-0eaf-46a6-885b-7263089ea99e"
"Code","Code_43","2023-12-15","C201356","After","http://www.cdisc.org","55e343be-0f9e-4507-82a7-1e3c9ceb21a1"
"Code","Code_44","2023-12-15","C201355","Start to Start","http://www.cdisc.org","636f2d8c-1cf8-4f4b-a60a-8a626c7a0cf6"
"Code","Code_48","2023-12-15","C201356","After","http://www.cdisc.org","f8caedc1-5edb-4bea-81c1-6069ee157ac2"
"Code","Code_49","2023-12-15","C201355","Start to Start","http://www.cdisc.org","0e41e29f-6b9a-4143-851e-0eabf7a8908f"
"Code","Code_56","2023-12-15","C201358","Fixed Reference","http://www.cdisc.org","212ddd95-99a6-4a93-8de2-9b14620d0f61"
"Code","Code_57","2023-12-15","C201355","Start to Start","http://www.cdisc.org","f5cbda1c-5e16-4c56-bc8a-1c9325537973"
"Code","Code_58","2023-12-15","C201358","Fixed Reference","http://www.cdisc.org","5a4ea052-9bcf-4c75-aeaa-86bcb62c8536"
"Code","Code_59","2023-12-15","C201355","Start to Start","http://www.cdisc.org","0adefc4d-9943-4d01-9a73-45ed4a45adf0"
"Code","Code_60","2023-12-15","C201358","Fixed Reference","http://www.cdisc.org","c219fd83-2420-4422-9158-4ca3f5911a7c"
"Code","Code_61","2023-12-15","C201355","Start to Start","http://www.cdisc.org","42b4ab90-5683-4703-ba90-1d9ddfbd9371"
"Code","Code_62","2023-12-15","C201356","After","http://www.cdisc.org","2f53e169-3a99-4860-93c5-1d1f535a2d31"
"Code","Code_63","2023-12-15","C201355","Start to Start","http://www.cdisc.org","febdd711-e99f-4601-9b86-ae5a3b53a67a"
"Code","Code_64","2023-12-15","C201356","After","http://www.cdisc.org","89ef32d1-ad40-404b-af45-0e95808eb14d"
"Code","Code_65","2023-12-15","C201353","End to Start","http://www.cdisc.org","2c2005ed-c910-4311-b858-9e8b33ae0f41"
"Code","Code_66","2023-12-15","C201356","After","http://www.cdisc.org","674a181c-69aa-47d5-a543-5a14bc4808c2"
"Code","Code_67","2023-12-15","C201355","Start to Start","http://www.cdisc.org","f90570e7-ed3d-45c5-a2e3-c4fc37c92cf5"
"Code","Code_68","2023-12-15","C201356","After","http://www.cdisc.org","81d26846-32cd-432f-968e-35862904bdf9"
"Code","Code_69","2023-12-15","C201353","End to Start","http://www.cdisc.org","df392420-0dcc-43db-a578-2398e16ef208"
"Code","Code_70","2023-12-15","C201356","After","http://www.cdisc.org","fe046dbd-d32b-429b-84c9-eaad2737ca0a"
"Code","Code_71","2023-12-15","C201355","Start to Start","http://www.cdisc.org","e6c55e26-5a89-4e97-b22f-8f0878623709"
"Code","Code_602","2023-12-15","C70793","Clinical Study Sponsor","http://www.cdisc.org","fdbbef1e-885a-4c1e-9157-bd3a8861ff36"
"Code","Code_603","2020-08","GBR","United Kingdom of Great Britain and Northern Ireland","ISO 3166 1 alpha3","0c2fec55-9e38-402d-b5c7-e34bf1cfea6f"
"Code","Code_3","2023-12-15","C94108","Study Acronym","http://www.cdisc.org","b5a13234-3569-4a09-8d01-f0e81a033354"
"Code","Code_5","2023-12-15","C99905x1","Brief Study Title","http://www.cdisc.org","fbefce40-5d47-451b-b36a-e1fbf51bba9e"
"Code","Code_6","2023-12-15","C99905x2","Official Study Title","http://www.cdisc.org","6c908c66-e351-435a-ad69-d98409723bc1"
"Code","Code_7","2023-12-15","C99905x3","Public Study Title","http://www.cdisc.org","0df26818-3bbd-4e96-8072-a24313f9d253"
"Code","Code_8","2023-12-15","C25508","Final","http://www.cdisc.org","a3f71523-f83a-4066-9af9-52d7d5e2259f"
"Code","Code_11","2023-12-15","C99903x1","Protocol Effective Date","http://www.cdisc.org","c7e6b3ad-5041-4875-859f-282da86c2b76"
"Code","Code_13","2023-12-15","C41129","Region","http://www.cdisc.org","48802583-2588-494c-9333-efb49b4a5704"
"Code","Code_12","2020-08","150","Europe","ISO 3166 1 alpha3","102f12df-0eb5-425d-ba05-b4e872a9c466"
