"decode","codeSystemVersion","code","uuid:ID","id","instanceType","codeSystem"
"Clinical Test Result","2023-12-15","C77140","4de487e0-ea5b-4cb7-b049-a0fa90c0494e","Code_379","Code","http://www.cdisc.org"
"Unit of Pressure","2023-12-15","C49669","426b5613-890e-4683-b898-5a31f458c260","Code_380","Code","http://www.cdisc.org"
"Sitting","2023-12-15","C62122","2efa226b-16f8-4447-90d9-3b72cd2f4e75","Code_381","Code","http://www.cdisc.org"
"Standing","2023-12-15","C62166","0497b663-6d5b-4713-92e5-3d4e92e5095d","Code_382","Code","http://www.cdisc.org"
"Supine Position","2023-12-15","C62167","85f34293-8612-445e-9702-18e232f8b1bf","Code_383","Code","http://www.cdisc.org"
"Body Position","2023-12-15","C62164","cdff2db9-0039-4e47-8846-8f89c35d7c1f","Code_384","Code","http://www.cdisc.org"
"Brachial Artery","2023-12-15","C12681","97dd9e52-be99-4b65-9610-edfb93992148","Code_385","Code","http://www.cdisc.org"
"Common Carotid Artery","2023-12-15","C12687","4e67710f-87e0-480e-a43d-b452afb43c54","Code_386","Code","http://www.cdisc.org"
"Dorsalis Pedis Artery","2023-12-15","C32478","08832627-9f6a-4003-99d9-9e6b17aef417","Code_387","Code","http://www.cdisc.org"
"Femoral Artery","2023-12-15","C12715","557a4918-8808-4b96-b762-0706c3168067","Code_388","Code","http://www.cdisc.org"
"Radial Artery","2023-12-15","C12838","61b15f58-95c7-4a2c-bf58-2b0b99ec28e6","Code_389","Code","http://www.cdisc.org"
"Anatomic Site","2023-12-15","C13717","ac793ce9-d9e3-4097-a276-de1929506a4a","Code_390","Code","http://www.cdisc.org"
"Left","2023-12-15","C25229","ab494321-5b24-4df6-a578-2fb1d64a0dd9","Code_391","Code","http://www.cdisc.org"
"Right","2023-12-15","C25228","1a81ccf1-353b-4eb8-ae56-40727f534e27","Code_392","Code","http://www.cdisc.org"
"Laterality","2023-12-15","C25185","26ada502-69f2-4936-9aa0-30c390272156","Code_393","Code","http://www.cdisc.org"
"SYSBP","2023-12-15","C25298","828d7be3-7cdf-4404-adc7-bc8077bc363d","Code_394","Code","http://www.cdisc.org"
"DIABP","2023-12-15","C25299","4c953647-b689-4b2a-99a1-613da500e327","Code_395","Code","http://www.cdisc.org"
"Clinical Test Result","2023-12-15","C77140","d25e6e7a-10ea-4d78-832e-0d64fcf0869e","Code_396","Code","http://www.cdisc.org"
"Unit of Pressure","2023-12-15","C49669","8ba6bdb4-850b-4e4e-a956-b51abee5307e","Code_397","Code","http://www.cdisc.org"
"Sitting","2023-12-15","C62122","176995d9-8327-42db-b1e0-3e48e3cd76f1","Code_398","Code","http://www.cdisc.org"
"Standing","2023-12-15","C62166","58039938-476a-45ea-9efb-a92db1f06875","Code_399","Code","http://www.cdisc.org"
"Supine Position","2023-12-15","C62167","2ffbe91a-2eb0-415e-a56f-128704f86841","Code_400","Code","http://www.cdisc.org"
"Body Position","2023-12-15","C62164","f5309bfa-d71d-4b16-8f8b-569a8d3c89de","Code_401","Code","http://www.cdisc.org"
"Brachial Artery","2023-12-15","C12681","0d14dc60-389f-4fda-a75a-8fc076cbbf90","Code_402","Code","http://www.cdisc.org"
"Common Carotid Artery","2023-12-15","C12687","23e900f8-8f9b-4758-8e0b-abbb419cd09b","Code_403","Code","http://www.cdisc.org"
"Dorsalis Pedis Artery","2023-12-15","C32478","60ece249-afbf-4d2f-8af2-9dc5eec21ecc","Code_404","Code","http://www.cdisc.org"
"Femoral Artery","2023-12-15","C12715","cf9b2b92-9ce7-4ce6-b24d-266083f5b812","Code_405","Code","http://www.cdisc.org"
"Radial Artery","2023-12-15","C12838","96188df8-42b2-4f2d-8980-9b7e71aaef8c","Code_406","Code","http://www.cdisc.org"
"Anatomic Site","2023-12-15","C13717","005a5d7a-4208-4ba2-9cc0-05bcacd80822","Code_407","Code","http://www.cdisc.org"
"Left","2023-12-15","C25229","b3d0038d-a60c-48a9-92cf-98a3dd5ebcc8","Code_408","Code","http://www.cdisc.org"
"Right","2023-12-15","C25228","a5d6ceaa-ecd7-482c-af8d-5290e04d5b7a","Code_409","Code","http://www.cdisc.org"
"Laterality","2023-12-15","C25185","8874ae6d-b301-45c9-b399-abcecae285d3","Code_410","Code","http://www.cdisc.org"
"DIABP","2023-12-15","C25299","feea61ec-9926-4d06-941d-348ddc4d5f25","Code_411","Code","http://www.cdisc.org"
"HR","2023-12-15","C49677","67631307-3c65-45d2-b58b-1e9cef3a2580","Code_412","Code","http://www.cdisc.org"
"Clinical Test Result","2023-12-15","C77140","32ebbfc7-6cba-4233-b5b3-371b928e518f","Code_413","Code","http://www.cdisc.org"
"Count per Minute","2023-12-15","C73688","059b889e-5f37-4891-94ab-eceda32d1528","Code_414","Code","http://www.cdisc.org"
"Sitting","2023-12-15","C62122","0d1e68d4-54ab-42b6-86a5-4224dc0d0e5e","Code_415","Code","http://www.cdisc.org"
"Standing","2023-12-15","C62166","705225e5-c360-4670-990f-5fd1a3a4c6df","Code_416","Code","http://www.cdisc.org"
"Supine Position","2023-12-15","C62167","a3c34e73-fe0e-4ae8-83e2-30353fe98e6a","Code_417","Code","http://www.cdisc.org"
"Body Position","2023-12-15","C62164","9fa9c22e-75fd-414c-b668-06fbd08fb15d","Code_418","Code","http://www.cdisc.org"
"Brachial Artery","2023-12-15","C12681","c317be46-acd0-4028-8da9-22a9921106ba","Code_419","Code","http://www.cdisc.org"
"Common Carotid Artery","2023-12-15","C12687","5fd7f732-ca6a-4afe-8579-d11685374e05","Code_420","Code","http://www.cdisc.org"
"Dorsalis Pedis Artery","2023-12-15","C32478","6b5ca4c3-03b2-45ce-b023-66f2c13f7eb4","Code_421","Code","http://www.cdisc.org"
"Femoral Artery","2023-12-15","C12715","a05dd19a-0017-4b10-9777-26207e66e584","Code_422","Code","http://www.cdisc.org"
"Radial Artery","2023-12-15","C12838","87c7a1af-c8fe-4dd7-bb07-7a193b240f0a","Code_423","Code","http://www.cdisc.org"
"Anatomic Site","2023-12-15","C13717","f9f72d12-beb1-4709-8db9-fa50dfffdc9b","Code_424","Code","http://www.cdisc.org"
"Left","2023-12-15","C25229","52d7b036-9524-4d73-a450-7ea7cbe28cf5","Code_425","Code","http://www.cdisc.org"
"Right","2023-12-15","C25228","ce3fb6e9-df47-42f1-98ba-343c3704b098","Code_426","Code","http://www.cdisc.org"
"Laterality","2023-12-15","C25185","46fa2542-8f0d-4973-bb7e-fe81e7cc1515","Code_427","Code","http://www.cdisc.org"
"HR","2023-12-15","C49677","2931ef82-0ddb-433f-b1bf-e7a35cda8729","Code_428","Code","http://www.cdisc.org"
"Placebo Comparator Arm","2023-12-15","C174268","84b47c03-3d58-4c6b-8d06-7f22796d9a96","Code_123","Code","http://www.cdisc.org"
"Data Generated Within Study","2023-12-15","C188866","038e31d1-ca1a-4842-933b-816b193ab3dc","Code_124","Code","http://www.cdisc.org"
"Active Comparator Arm","2023-12-15","C174267","b9098dc6-102e-4d04-83a9-8414a24588de","Code_125","Code","http://www.cdisc.org"
"Data Generated Within Study","2023-12-15","C188866","56a96191-dbbd-450b-a017-359f4bb6cd8a","Code_126","Code","http://www.cdisc.org"
"Active Comparator Arm","2023-12-15","C174267","1212cfae-c923-4ada-a293-9e2006f31b0e","Code_127","Code","http://www.cdisc.org"
"Data Generated Within Study","2023-12-15","C188866","f7f04654-4fdc-4f01-be25-f508ca34e094","Code_128","Code","http://www.cdisc.org"
"Double Blind Study","2023-12-15","C15228","73fb011a-4c1f-4009-8350-7bb28819ed6d","Code_136","Code","http://www.cdisc.org"
"Screening Epoch","2023-12-15","C202487","a56fab7c-44dc-4c27-bacb-42a744f114e1","Code_129","Code","http://www.cdisc.org"
"Treatment Epoch","2023-12-15","C101526","6f592b30-e4ec-4e52-8fb4-d3e493a463cd","Code_130","Code","http://www.cdisc.org"
"Treatment Epoch","2023-12-15","C101526","52603774-d03a-4321-b2fd-570f74b9c85e","Code_131","Code","http://www.cdisc.org"
"Treatment Epoch","2023-12-15","C101526","38155ccf-f520-4817-8fb2-2a420613cddd","Code_132","Code","http://www.cdisc.org"
"Follow-Up Epoch","2023-12-15","C202578","848de568-d0f6-4d91-a4c7-a3faf06b5f49","Code_133","Code","http://www.cdisc.org"
"Alzheimer's disease; unspecified","1","G30.9","da031f34-199b-4814-9201-61fbf338b100","Code_550","Code","ICD-10-CM"
"Alzheimer's disease","January 31, 2018","26929004","8ac7d219-724a-43d6-836e-d4afb744fbb9","Code_551","Code","SNOMED"
"Sponsor","2023-12-15","C70793","0ddd1469-c3de-4991-ab71-fdd5754efe72","Code_142","Code","http://www.cdisc.org"
"Primary Objective","2023-12-15","C85826","c3c3ca81-e3c8-46b7-8924-951db7dc3448","Code_555","Code","http://www.cdisc.org"
"Primary Endpoint","2023-12-15","C94496","85a9d88c-3e58-4e6c-9682-0c64bda589bd","Code_554","Code","http://www.cdisc.org"
"Primary Endpoint","2023-12-15","C94496","ad6b867b-4220-470f-a5b2-7d8f77c7787e","Code_556","Code","http://www.cdisc.org"
"Primary Objective","2023-12-15","C85826","518c008f-7f4c-4c27-afcd-eaaea4758dda","Code_558","Code","http://www.cdisc.org"
"Primary Endpoint","2023-12-15","C94496","43116b59-b463-4673-89e3-a1ab80f5c028","Code_557","Code","http://www.cdisc.org"
"Primary Endpoint","2023-12-15","C94496","40808f51-7019-48b4-bfa0-3009b8b72d94","Code_559","Code","http://www.cdisc.org"
"Primary Endpoint","2023-12-15","C94496","f0e4897c-7e5b-4504-bf6a-607385244e5f","Code_560","Code","http://www.cdisc.org"
"Secondary Objective","2023-12-15","C85827","6813a210-1af0-4cf9-b75b-3ac538fc46f3","Code_562","Code","http://www.cdisc.org"
"Secondary Endpoint","2023-12-15","C139173","7100551d-9573-4572-b4aa-77329d9e0288","Code_561","Code","http://www.cdisc.org"
"Secondary Endpoint","2023-12-15","C139173","405db80a-1d7b-4c9e-b622-347cf3d9437a","Code_563","Code","http://www.cdisc.org"
"Secondary Endpoint","2023-12-15","C139173","542ab2a9-51e6-4ef0-a701-b25319635049","Code_564","Code","http://www.cdisc.org"
"Secondary Objective","2023-12-15","C85827","0ff904a3-5ffa-43af-8be6-25aa3912be06","Code_566","Code","http://www.cdisc.org"
"Secondary Endpoint","2023-12-15","C139173","fe347870-e3d1-4b7a-a866-34e5c20eb0c2","Code_565","Code","http://www.cdisc.org"
"Secondary Objective","2023-12-15","C85827","354c0f83-2484-4b8f-93cb-d924486de53a","Code_568","Code","http://www.cdisc.org"
"Secondary Endpoint","2023-12-15","C139173","1302daae-4d1c-4be9-bbbe-d1198f39eb2d","Code_567","Code","http://www.cdisc.org"
"Secondary Objective","2023-12-15","C85827","87180326-f4c6-4f9b-91e0-25f8ef5c76ad","Code_570","Code","http://www.cdisc.org"
"Secondary Endpoint","2023-12-15","C139173","d610967a-20cc-4980-a494-5abba48eeedc","Code_569","Code","http://www.cdisc.org"
"Both","2023-12-15","C49636","d80bb747-0824-46fd-ad89-26b1787be98f","Code_553","Code","http://www.cdisc.org"
"Inclusion Criteria","2023-12-15","C25532","5be2581c-b65a-4fd7-87c7-a9b32f7e200c","Code_571","Code","http://www.cdisc.org"
"Inclusion Criteria","2023-12-15","C25532","02a84eca-06c5-46b8-b1b5-29d66a4b3608","Code_572","Code","http://www.cdisc.org"
"Inclusion Criteria","2023-12-15","C25532","7a02e19e-0837-4962-8c38-21c5141eeacd","Code_573","Code","http://www.cdisc.org"
"Inclusion Criteria","2023-12-15","C25532","7c765961-eec3-45f6-9fd0-d1b31ea1d9ae","Code_574","Code","http://www.cdisc.org"
"Inclusion Criteria","2023-12-15","C25532","127e473b-5ede-48ea-92ca-6efa8381e5ec","Code_575","Code","http://www.cdisc.org"
"Inclusion Criteria","2023-12-15","C25532","4eedf273-905c-4856-9e8a-cc69b57d4328","Code_576","Code","http://www.cdisc.org"
"Inclusion Criteria","2023-12-15","C25532","530ddacc-fdf4-4fcb-94f6-7d93e2c247fb","Code_577","Code","http://www.cdisc.org"
"Inclusion Criteria","2023-12-15","C25532","af84e591-26bb-4736-982f-0f5ce7435fef","Code_578","Code","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","C25370","8a919667-0a05-400e-af42-c4d69054b817","Code_579","Code","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","C25370","535b6f88-d27e-4b2e-bb33-a06b1c254766","Code_580","Code","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","C25370","79754580-0ed5-47a0-8002-ff6823f9f2ba","Code_581","Code","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","C25370","7be62164-aad5-43a0-b188-ca9f8eeb62ee","Code_582","Code","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","C25370","9caedbe2-7474-4cfc-9024-c749b0714e0d","Code_583","Code","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","C25370","b61fca8c-16fa-4588-a61b-d807487e4e25","Code_584","Code","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","C25370","5d44812c-152a-4713-af72-7163937879f0","Code_585","Code","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","C25370","d5a9e08d-4e73-4eb4-99c3-1a5a1fc6aeab","Code_586","Code","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","C25370","dd871824-3231-41bb-9d65-92e0f055b3a0","Code_587","Code","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","C25370","49b8067f-ea28-4acb-b805-7ed932a5cb16","Code_588","Code","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","C25370","ab0ff93f-fc59-457c-81ba-1bc25f64b178","Code_589","Code","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","C25370","4d3b4e18-481f-443a-9c4b-08192b315e71","Code_590","Code","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","C25370","1ac89667-b748-4c16-a5b6-024d257b4591","Code_591","Code","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","C25370","2d190b07-2d23-402a-942a-3241a8492d06","Code_592","Code","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","C25370","c0a62c2d-fa8d-4043-85ab-a6c9f55aa42a","Code_593","Code","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","C25370","5f71f2ce-7c38-420c-860b-afff9f404817","Code_594","Code","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","C25370","19ef4efc-6e7e-449e-a96e-03db9742e099","Code_595","Code","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","C25370","475f0ac8-e2fe-4a0e-8efb-39b37c16b2bd","Code_596","Code","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","C25370","b7d1bff7-d328-48a2-90a2-33bc937e103a","Code_597","Code","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","C25370","1f8d0403-a857-46c5-9fbe-3c15bc9e91bf","Code_598","Code","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","C25370","010bf363-d364-4e49-8372-99d9a0656966","Code_599","Code","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","C25370","e26db89a-95a4-4e82-b09b-505d696b12c8","Code_600","Code","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","C25370","23db5b5e-b45e-4fcb-8227-d73946409a53","Code_601","Code","http://www.cdisc.org"
"Year","2023-12-15","C29848","536d4674-5690-4e88-8c2b-61f296740ccf","Code_552","Code","http://www.cdisc.org"
"Before","2023-12-15","C201357","6999932f-9b3d-43b4-9d11-b0bfef42fbf7","Code_14","Code","http://www.cdisc.org"
"Start to Start","2023-12-15","C201355","7977e72b-cf49-47da-865b-39aeaaac03a7","Code_15","Code","http://www.cdisc.org"
"Before","2023-12-15","C201357","174e0be4-02b4-4df0-8316-c6719ab4a716","Code_16","Code","http://www.cdisc.org"
"Start to Start","2023-12-15","C201355","03c15fb1-6e72-4611-9c1a-0c2ab610a560","Code_17","Code","http://www.cdisc.org"
"Fixed Reference","2023-12-15","C201358","e3d95ec3-7c7c-4208-80bb-44a82a74c6e0","Code_19","Code","http://www.cdisc.org"
"Start to Start","2023-12-15","C201355","24de378b-bb8a-42ab-a524-b97e714da4e3","Code_20","Code","http://www.cdisc.org"
"After","2023-12-15","C201356","ccb00cba-3056-4c33-aa6a-5415e231e943","Code_21","Code","http://www.cdisc.org"
"Start to Start","2023-12-15","C201355","328a5124-e989-46b4-b2d8-269e07cd7a71","Code_22","Code","http://www.cdisc.org"
"After","2023-12-15","C201356","891c404f-5cb3-46ec-a62c-e26bcda6e4b0","Code_24","Code","http://www.cdisc.org"
"Start to Start","2023-12-15","C201355","1ede4ff7-0d25-4512-84a0-41765e7386fd","Code_25","Code","http://www.cdisc.org"
"After","2023-12-15","C201356","9eaa6ef0-2f88-4214-910e-71756cd795f0","Code_27","Code","http://www.cdisc.org"
"Start to Start","2023-12-15","C201355","674d876c-9a32-4b47-aae6-570832da3b0d","Code_28","Code","http://www.cdisc.org"
"After","2023-12-15","C201356","6ca1dd43-fbaf-4de0-a41f-1dc754c5e5fc","Code_30","Code","http://www.cdisc.org"
"Start to Start","2023-12-15","C201355","3b32ea45-43d7-498c-bcb9-742ea7849a8c","Code_31","Code","http://www.cdisc.org"
"After","2023-12-15","C201356","d48cb12b-6208-418b-a566-693b0eaf1a53","Code_35","Code","http://www.cdisc.org"
"Start to Start","2023-12-15","C201355","e58f6e63-7abd-4c2f-b099-606b49597d6a","Code_36","Code","http://www.cdisc.org"
"After","2023-12-15","C201356","81b33c16-30ed-4867-a0a1-5b3ec82438c1","Code_40","Code","http://www.cdisc.org"
"Start to Start","2023-12-15","C201355","d0601515-0149-48b1-bbb9-e3f7aae17eee","Code_41","Code","http://www.cdisc.org"
"After","2023-12-15","C201356","7477416f-4632-449b-8b1a-034f33edd904","Code_45","Code","http://www.cdisc.org"
"Start to Start","2023-12-15","C201355","ad5980af-a71a-4589-988f-b162a96c2474","Code_46","Code","http://www.cdisc.org"
"After","2023-12-15","C201356","44ca4d8e-e338-4391-aa11-4b5c6d925ad3","Code_50","Code","http://www.cdisc.org"
"Start to Start","2023-12-15","C201355","b66d0e5c-dcb0-448e-be9b-95471b2dbbe8","Code_51","Code","http://www.cdisc.org"
"After","2023-12-15","C201356","f9844101-38e6-40ec-bb76-6327fe83c4c7","Code_53","Code","http://www.cdisc.org"
"Start to Start","2023-12-15","C201355","b291e639-816f-4265-860e-6847617e02a8","Code_54","Code","http://www.cdisc.org"
"After","2023-12-15","C201356","4a905b41-08fe-44db-9d32-a3d208de01cd","Code_33","Code","http://www.cdisc.org"
"Start to Start","2023-12-15","C201355","b540cf30-015b-485a-9892-e81c67c1cf91","Code_34","Code","http://www.cdisc.org"
"After","2023-12-15","C201356","8f594d7d-cfd5-474a-98a1-f74929c70c2a","Code_38","Code","http://www.cdisc.org"
"Start to Start","2023-12-15","C201355","56bed217-e5a2-46b6-bf15-2c42f67dbb98","Code_39","Code","http://www.cdisc.org"
"After","2023-12-15","C201356","333b1c0e-bc00-4796-bb33-ff4b1e46301a","Code_43","Code","http://www.cdisc.org"
"Start to Start","2023-12-15","C201355","34fdf26f-490f-429b-aaed-25c5629ec2fb","Code_44","Code","http://www.cdisc.org"
"After","2023-12-15","C201356","d8898268-9aa9-4c16-8007-7c9389ef61b0","Code_48","Code","http://www.cdisc.org"
"Start to Start","2023-12-15","C201355","432f95c2-2c99-4113-8e6f-cedd3cfb2ecd","Code_49","Code","http://www.cdisc.org"
"Fixed Reference","2023-12-15","C201358","45c0e24f-b701-4c78-90e3-abc5f1f7b6e6","Code_56","Code","http://www.cdisc.org"
"Start to Start","2023-12-15","C201355","585ac081-62bc-4d94-8daf-7b6f9777b0c9","Code_57","Code","http://www.cdisc.org"
"Fixed Reference","2023-12-15","C201358","e37162de-b8a8-4f52-a4cd-495ea2959fb6","Code_58","Code","http://www.cdisc.org"
"Start to Start","2023-12-15","C201355","14cc2469-a776-42fe-9b1a-6f9f09734392","Code_59","Code","http://www.cdisc.org"
"Fixed Reference","2023-12-15","C201358","3871e7c1-c2e7-4610-a54f-512d294bc5ff","Code_60","Code","http://www.cdisc.org"
"Start to Start","2023-12-15","C201355","68c2ba3a-ba56-4de5-8c53-96ef50f64b14","Code_61","Code","http://www.cdisc.org"
"After","2023-12-15","C201356","4759b651-aaab-46d3-b13d-0d84844a278c","Code_62","Code","http://www.cdisc.org"
"Start to Start","2023-12-15","C201355","acc3c81d-bf72-4d4f-9cb4-8cd7702bc566","Code_63","Code","http://www.cdisc.org"
"After","2023-12-15","C201356","c9bad1e3-a774-45ae-8ca9-072ef31a0d93","Code_64","Code","http://www.cdisc.org"
"End to Start","2023-12-15","C201353","6a7ccefb-8807-48c2-8368-b025f79a9dec","Code_65","Code","http://www.cdisc.org"
"After","2023-12-15","C201356","4fdf30df-28f3-4037-bf5e-62fe09c8c1a0","Code_66","Code","http://www.cdisc.org"
"Start to Start","2023-12-15","C201355","a7f5ae93-5c33-41e5-9feb-d2556add8477","Code_67","Code","http://www.cdisc.org"
"After","2023-12-15","C201356","5815403e-342a-4104-8ca6-ef2e6afec949","Code_68","Code","http://www.cdisc.org"
"End to Start","2023-12-15","C201353","7a73400f-6935-4c77-8fe1-69dc87bdec1d","Code_69","Code","http://www.cdisc.org"
"After","2023-12-15","C201356","499f1487-e80a-4114-91dc-6ffeb4006200","Code_70","Code","http://www.cdisc.org"
"Start to Start","2023-12-15","C201355","7a7c4078-f76d-4ae9-9974-177b177c9ad4","Code_71","Code","http://www.cdisc.org"
"Clinical Study Sponsor","2023-12-15","C70793","87fc8502-1c7d-4d01-9bbe-9255991f902f","Code_602","Code","http://www.cdisc.org"
"United Kingdom of Great Britain and Northern Ireland","2020-08","GBR","47e3b086-52cc-4611-8927-ecdb88c46ce6","Code_603","Code","ISO 3166 1 alpha3"
"Study Acronym","2023-12-15","C94108","7ac8f1c8-0484-4f8d-826f-67ef68849013","Code_3","Code","http://www.cdisc.org"
"Brief Study Title","2023-12-15","C99905x1","84965bd4-b1f4-4944-9d7a-ada528f5bf3a","Code_5","Code","http://www.cdisc.org"
"Official Study Title","2023-12-15","C99905x2","c7bea9f8-f3c1-48a0-83fb-ed1a9dc68900","Code_6","Code","http://www.cdisc.org"
"Public Study Title","2023-12-15","C99905x3","75ae80e3-b5a9-40e7-bc2f-f3a722c1386e","Code_7","Code","http://www.cdisc.org"
"Final","2023-12-15","C25508","bca4fa98-cc42-49e2-be23-5fd60144c47c","Code_8","Code","http://www.cdisc.org"
"Protocol Effective Date","2023-12-15","C99903x1","4158ab68-2476-4b33-b5ce-c500581adfa0","Code_11","Code","http://www.cdisc.org"
"Region","2023-12-15","C41129","915b6679-f661-4b0f-b0d2-ae6bd669688b","Code_13","Code","http://www.cdisc.org"
"Europe","2020-08","150","aa100655-77de-4603-be80-186a25d65c50","Code_12","Code","ISO 3166 1 alpha3"
