"decode","codeSystemVersion","id","instanceType","uuid:ID","code","codeSystem"
"Unit of Pressure","2023-12-15","Code_380","Code","8a489349-ae10-4133-a91e-58dc5cc50437","C49669","http://www.cdisc.org"
"Sitting","2023-12-15","Code_381","Code","e1d1dd18-bfc3-412b-af53-7d9ea495d1e5","C62122","http://www.cdisc.org"
"Standing","2023-12-15","Code_382","Code","257c3d0d-36da-4f83-942e-39ed9dc3e093","C62166","http://www.cdisc.org"
"Supine Position","2023-12-15","Code_383","Code","7f35dd18-ddfe-45d7-ac91-b86f2ddb1b3e","C62167","http://www.cdisc.org"
"Body Position","2023-12-15","Code_384","Code","de2643b7-41bd-4fac-bf3b-ce66fbb6ff28","C62164","http://www.cdisc.org"
"Brachial Artery","2023-12-15","Code_385","Code","dcc8e6ab-999d-4123-96ac-cda2629f75bb","C12681","http://www.cdisc.org"
"Common Carotid Artery","2023-12-15","Code_386","Code","64cad178-7298-4278-9d3d-22e232b52e40","C12687","http://www.cdisc.org"
"Dorsalis Pedis Artery","2023-12-15","Code_387","Code","c909c6ae-1872-4952-9654-c83baed0803c","C32478","http://www.cdisc.org"
"Femoral Artery","2023-12-15","Code_388","Code","63071c75-5dfa-404f-bfdc-3c8e741fbf22","C12715","http://www.cdisc.org"
"Radial Artery","2023-12-15","Code_389","Code","8cf66104-9e5d-4a4d-8cf8-9b1c793b7767","C12838","http://www.cdisc.org"
"Anatomic Site","2023-12-15","Code_390","Code","9ad087df-7394-4ae4-a554-2b3802cd87ed","C13717","http://www.cdisc.org"
"Left","2023-12-15","Code_391","Code","78a546df-e0c8-4c5a-a1d4-9eb9af91771d","C25229","http://www.cdisc.org"
"Right","2023-12-15","Code_392","Code","602637f9-bb80-47cc-ae0e-cac99d8f5251","C25228","http://www.cdisc.org"
"Laterality","2023-12-15","Code_393","Code","9e815d5c-371f-4720-a5b5-fa8ca7e30a35","C25185","http://www.cdisc.org"
"SYSBP","2023-12-15","Code_394","Code","53a8b1a4-5dc4-45bd-949a-d17364c4778f","C25298","http://www.cdisc.org"
"DIABP","2023-12-15","Code_395","Code","aca611f9-ccbf-4795-b86c-26963b5c181b","C25299","http://www.cdisc.org"
"Clinical Test Result","2023-12-15","Code_396","Code","896e39bc-813a-4486-8e12-aec4b2d3e549","C77140","http://www.cdisc.org"
"Unit of Pressure","2023-12-15","Code_397","Code","35cc7f20-89be-4242-800f-293d86cd0ec3","C49669","http://www.cdisc.org"
"Sitting","2023-12-15","Code_398","Code","c5dcbfec-5409-467e-9b0e-ca3a1a4d16d7","C62122","http://www.cdisc.org"
"Standing","2023-12-15","Code_399","Code","2237e4b9-a7dd-4125-9cda-db5a5040c9f9","C62166","http://www.cdisc.org"
"Supine Position","2023-12-15","Code_400","Code","74d61e70-0e8c-4e5f-ae24-1cb6a0fda782","C62167","http://www.cdisc.org"
"Body Position","2023-12-15","Code_401","Code","e138a152-20e6-4ee8-9c75-c8d046a0bdef","C62164","http://www.cdisc.org"
"Brachial Artery","2023-12-15","Code_402","Code","b80e72a1-ce06-45eb-82b1-6ae0b9411b5f","C12681","http://www.cdisc.org"
"Common Carotid Artery","2023-12-15","Code_403","Code","bc44851e-8281-4bc2-be4b-9dece521f2ec","C12687","http://www.cdisc.org"
"Dorsalis Pedis Artery","2023-12-15","Code_404","Code","9e4f5a99-8a89-4bfb-a9fe-08fb55f5a0de","C32478","http://www.cdisc.org"
"Femoral Artery","2023-12-15","Code_405","Code","3b5139b2-edab-4bda-8536-10492faf3b1d","C12715","http://www.cdisc.org"
"Radial Artery","2023-12-15","Code_406","Code","192a1948-2a66-494c-87d8-a01533b1f686","C12838","http://www.cdisc.org"
"Anatomic Site","2023-12-15","Code_407","Code","495c05f5-4626-4b88-b8ee-b21d6950725d","C13717","http://www.cdisc.org"
"Left","2023-12-15","Code_408","Code","26c6fed1-f18d-4e7e-83f1-edcf107a0386","C25229","http://www.cdisc.org"
"Right","2023-12-15","Code_409","Code","1bb61b83-f213-4b6a-9a35-edc62d6b578d","C25228","http://www.cdisc.org"
"Laterality","2023-12-15","Code_410","Code","008a5b7e-595b-49c8-b245-352c5f8b3c62","C25185","http://www.cdisc.org"
"DIABP","2023-12-15","Code_411","Code","d440a26f-c645-492b-85ac-7862a9d978ec","C25299","http://www.cdisc.org"
"HR","2023-12-15","Code_412","Code","92f5f213-7cc6-491c-a193-673ee81d0965","C49677","http://www.cdisc.org"
"Clinical Test Result","2023-12-15","Code_413","Code","31ae23d0-14ea-4a62-a3bb-2ca0760986dd","C77140","http://www.cdisc.org"
"Count per Minute","2023-12-15","Code_414","Code","4881e1c4-4577-43bd-bc38-0c956b8bf094","C73688","http://www.cdisc.org"
"Sitting","2023-12-15","Code_415","Code","3b39a8d9-efe9-4fc3-b515-7b1ad494cd49","C62122","http://www.cdisc.org"
"Standing","2023-12-15","Code_416","Code","8f46252e-25ee-451d-9acd-e29dec9b36c0","C62166","http://www.cdisc.org"
"Supine Position","2023-12-15","Code_417","Code","b20652ad-39ce-4208-b911-89334744f0a1","C62167","http://www.cdisc.org"
"Body Position","2023-12-15","Code_418","Code","56ac87a5-f96f-40fd-935f-2a63763b500b","C62164","http://www.cdisc.org"
"Brachial Artery","2023-12-15","Code_419","Code","584ef6e1-7727-4d36-84e7-c7cea02f9ce3","C12681","http://www.cdisc.org"
"Common Carotid Artery","2023-12-15","Code_420","Code","e2204b4b-e789-46ef-aeeb-c6968d7788b8","C12687","http://www.cdisc.org"
"Dorsalis Pedis Artery","2023-12-15","Code_421","Code","84ae09cd-c276-4844-a6af-4ca95609fff9","C32478","http://www.cdisc.org"
"Femoral Artery","2023-12-15","Code_422","Code","f9ee04e0-0d30-4490-ab04-39da9b767e0e","C12715","http://www.cdisc.org"
"Radial Artery","2023-12-15","Code_423","Code","fa8a05f1-d304-4f04-8083-59f2f1ce6119","C12838","http://www.cdisc.org"
"Anatomic Site","2023-12-15","Code_424","Code","97f55965-add0-490e-abbf-8b29e17ff4eb","C13717","http://www.cdisc.org"
"Left","2023-12-15","Code_425","Code","f9583f34-5792-4ea1-b63a-41d264392368","C25229","http://www.cdisc.org"
"Right","2023-12-15","Code_426","Code","3d016a8f-dd4a-4768-a298-dd0c63af3f11","C25228","http://www.cdisc.org"
"Laterality","2023-12-15","Code_427","Code","0c1e8ca7-de26-4285-acf7-0e6d1860dd91","C25185","http://www.cdisc.org"
"HR","2023-12-15","Code_428","Code","70e99677-74c2-4f85-a0cb-6a60fb84cfb1","C49677","http://www.cdisc.org"
"Placebo Comparator Arm","2023-12-15","Code_123","Code","f9846bd3-b22f-4395-8c89-7b78b9a787f5","C174268","http://www.cdisc.org"
"Data Generated Within Study","2023-12-15","Code_124","Code","c40bf7eb-0ce9-4169-98fc-ee51176c5d21","C188866","http://www.cdisc.org"
"Active Comparator Arm","2023-12-15","Code_125","Code","25d1bd14-eef3-46d5-b991-54df87332aba","C174267","http://www.cdisc.org"
"Data Generated Within Study","2023-12-15","Code_126","Code","9bafddd5-7cdc-4fb2-87d5-288091bdc1bf","C188866","http://www.cdisc.org"
"Active Comparator Arm","2023-12-15","Code_127","Code","3536fd6e-3ae5-4073-8b32-6dd8dee9eadd","C174267","http://www.cdisc.org"
"Data Generated Within Study","2023-12-15","Code_128","Code","0e6dae61-9af7-4b4f-8a56-48d8c6ba0c09","C188866","http://www.cdisc.org"
"Double Blind Study","2023-12-15","Code_136","Code","e9486dac-5959-49ce-897f-1ce4d626f66c","C15228","http://www.cdisc.org"
"Screening Epoch","2023-12-15","Code_129","Code","552bc50c-83ee-427d-9432-9275125fcd80","C202487","http://www.cdisc.org"
"Treatment Epoch","2023-12-15","Code_130","Code","96d58613-bf66-44c1-a2e8-35beff94eeeb","C101526","http://www.cdisc.org"
"Treatment Epoch","2023-12-15","Code_131","Code","fbfd0fc5-6e1c-48ff-a5ec-eb97365cfa49","C101526","http://www.cdisc.org"
"Treatment Epoch","2023-12-15","Code_132","Code","38aad45f-61e5-4fb1-a260-4035cf053dbd","C101526","http://www.cdisc.org"
"Follow-Up Epoch","2023-12-15","Code_133","Code","4415dd4c-6069-46db-aede-9c2baac8ecac","C202578","http://www.cdisc.org"
"Alzheimer's disease; unspecified","1","Code_550","Code","455c8f1c-0160-4b98-89be-7159d29318a4","G30.9","ICD-10-CM"
"Alzheimer's disease","January 31, 2018","Code_551","Code","9f9c9d73-0fc0-4e62-b7c0-67ac80ffd945","26929004","SNOMED"
"Sponsor","2023-12-15","Code_142","Code","41500c38-7661-4299-a4fb-fbc93366d441","C70793","http://www.cdisc.org"
"Primary Objective","2023-12-15","Code_555","Code","8ce13d99-6bef-4e21-a110-f47af7db2407","C85826","http://www.cdisc.org"
"Primary Endpoint","2023-12-15","Code_554","Code","99888918-b661-416e-bf75-f41ae5264507","C94496","http://www.cdisc.org"
"Primary Endpoint","2023-12-15","Code_556","Code","27199e1c-7522-49e5-82f1-dfb76d370146","C94496","http://www.cdisc.org"
"Primary Objective","2023-12-15","Code_558","Code","bad2f7ee-e7ec-4f1b-9534-a780bf87f546","C85826","http://www.cdisc.org"
"Primary Endpoint","2023-12-15","Code_557","Code","97de1668-c654-4501-b22a-9e6773eedc27","C94496","http://www.cdisc.org"
"Primary Endpoint","2023-12-15","Code_559","Code","9d73c6c8-a302-46de-9a83-2efead1aef76","C94496","http://www.cdisc.org"
"Primary Endpoint","2023-12-15","Code_560","Code","0ae9f954-a21a-4bf1-945f-f8541ff9781b","C94496","http://www.cdisc.org"
"Secondary Objective","2023-12-15","Code_562","Code","18c3e7fe-7c8c-423e-816b-ad72ca8afb83","C85827","http://www.cdisc.org"
"Secondary Endpoint","2023-12-15","Code_561","Code","13dabaf9-b31e-4efb-a890-952f24782d01","C139173","http://www.cdisc.org"
"Secondary Endpoint","2023-12-15","Code_563","Code","af700db6-848f-479e-b8fe-b91932e08cb4","C139173","http://www.cdisc.org"
"Secondary Endpoint","2023-12-15","Code_564","Code","ef02568e-9cff-4f89-aee0-0b0bd6225c92","C139173","http://www.cdisc.org"
"Secondary Objective","2023-12-15","Code_566","Code","3fc76bd1-6723-4a35-88e3-5b09007d2f33","C85827","http://www.cdisc.org"
"Secondary Endpoint","2023-12-15","Code_565","Code","7b71abe6-d26e-4e02-8277-c4de2057113c","C139173","http://www.cdisc.org"
"Secondary Objective","2023-12-15","Code_568","Code","b877c386-38c8-42ae-8f1f-43b98ace090c","C85827","http://www.cdisc.org"
"Secondary Endpoint","2023-12-15","Code_567","Code","a4c96639-3a87-4e96-a0b2-6e85b9eeab90","C139173","http://www.cdisc.org"
"Secondary Objective","2023-12-15","Code_570","Code","68f121b7-6501-463a-af5a-85c751d49526","C85827","http://www.cdisc.org"
"Secondary Endpoint","2023-12-15","Code_569","Code","0b8ed144-cac4-4927-b556-7ad813dc94af","C139173","http://www.cdisc.org"
"Both","2023-12-15","Code_553","Code","d563659f-c65f-46fa-9016-c5c3ebbc7b64","C49636","http://www.cdisc.org"
"Inclusion Criteria","2023-12-15","Code_571","Code","1ab14c0c-7fc0-4753-9069-2b9bb076dfb1","C25532","http://www.cdisc.org"
"Inclusion Criteria","2023-12-15","Code_572","Code","f9080654-8d22-4057-8a1b-22c69403a4d2","C25532","http://www.cdisc.org"
"Inclusion Criteria","2023-12-15","Code_573","Code","4263f855-b592-4397-ae6e-a8af9e0a69b8","C25532","http://www.cdisc.org"
"Inclusion Criteria","2023-12-15","Code_574","Code","c5711cb2-3be5-4b97-ba3c-ae71f9c3423c","C25532","http://www.cdisc.org"
"Inclusion Criteria","2023-12-15","Code_575","Code","1d34187c-665e-4d36-b3db-96d569857710","C25532","http://www.cdisc.org"
"Inclusion Criteria","2023-12-15","Code_576","Code","c8a55795-e88b-4116-997f-724d92f7c8ea","C25532","http://www.cdisc.org"
"Inclusion Criteria","2023-12-15","Code_577","Code","dfa0845f-8838-470b-abcb-e7178391bedb","C25532","http://www.cdisc.org"
"Inclusion Criteria","2023-12-15","Code_578","Code","9ade69b9-ed36-4dc9-b789-79f11b062072","C25532","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","Code_579","Code","2550cc54-adb3-40dd-8d2f-e18fec0c6773","C25370","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","Code_580","Code","b95b030c-6964-44d8-950d-ded0e91ad84f","C25370","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","Code_581","Code","31adcb5a-4d04-45f5-8885-72371651c3f9","C25370","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","Code_582","Code","91b4ed8b-4482-414e-a2da-1e075939f3c9","C25370","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","Code_583","Code","ae101ce9-4ee4-4411-9d32-4a7ebe098713","C25370","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","Code_584","Code","c55c0d64-8606-428d-9d16-765ffe4660a5","C25370","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","Code_585","Code","27e92aea-26be-4751-97f2-8f021340a244","C25370","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","Code_586","Code","f0267536-aaf6-471f-b33d-1c2e1aa00ee6","C25370","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","Code_587","Code","a2eb04fc-dcb8-4043-9cbd-8222bea3f43c","C25370","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","Code_588","Code","350cac3a-04e5-497b-9619-5190238a6d30","C25370","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","Code_589","Code","ea5ecbbf-3d63-4eed-b6f0-38813ae21b89","C25370","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","Code_590","Code","5e594054-487c-4ada-94a9-bd4dd9d73acc","C25370","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","Code_591","Code","d5a68b0f-ac40-4f82-9eee-39b4c300bacf","C25370","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","Code_592","Code","f69c4559-4d46-433d-8437-221112ec30c7","C25370","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","Code_593","Code","126f86f8-cb58-466b-af4e-97f3908481c1","C25370","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","Code_594","Code","943bf5a0-c77e-4041-8687-c85e36df08e2","C25370","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","Code_595","Code","dfcc3663-21b9-4249-9a01-2b8097259dd0","C25370","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","Code_596","Code","f6c4123c-4e4f-4a4f-b8df-bbfe6eed07ff","C25370","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","Code_597","Code","16af2d92-b9dc-42f2-ad7e-807cd2371c93","C25370","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","Code_598","Code","42354a90-7c30-458e-b79a-218b644983b3","C25370","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","Code_599","Code","4ef890eb-25a5-4a1d-b5f9-31b37fb0343f","C25370","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","Code_600","Code","c18f5ccc-f28c-4172-8e13-f70b1f312e3a","C25370","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","Code_601","Code","0c4ffeca-5cb2-4636-8753-41dd843e2cd9","C25370","http://www.cdisc.org"
"Year","2023-12-15","Code_552","Code","be86cbe5-d831-44f9-b233-d7225e55f6dc","C29848","http://www.cdisc.org"
"Before","2023-12-15","Code_14","Code","207c4fd8-468a-49c2-a8de-a3adf0f76c5c","C201357","http://www.cdisc.org"
"Start to Start","2023-12-15","Code_15","Code","8fe49e36-e217-43bc-b271-2f736ff0b544","C201355","http://www.cdisc.org"
"Before","2023-12-15","Code_16","Code","d07a0b7d-ff5e-4c27-8927-85eb4e2b451f","C201357","http://www.cdisc.org"
"Start to Start","2023-12-15","Code_17","Code","adda2b1d-1256-4076-a74f-5f64b59f32af","C201355","http://www.cdisc.org"
"Fixed Reference","2023-12-15","Code_19","Code","6d9aabf2-dfee-4d65-ba96-f8722f04215d","C201358","http://www.cdisc.org"
"Start to Start","2023-12-15","Code_20","Code","6b9650dc-6638-46e8-a3c2-5de3067c3c2b","C201355","http://www.cdisc.org"
"After","2023-12-15","Code_21","Code","f62e48bf-c3a1-4c3a-8557-055c1a7b0842","C201356","http://www.cdisc.org"
"Start to Start","2023-12-15","Code_22","Code","07203e85-53ad-426c-a416-afe972ec16cf","C201355","http://www.cdisc.org"
"After","2023-12-15","Code_24","Code","90e3bafa-9d4d-4d85-b070-9af687ef5616","C201356","http://www.cdisc.org"
"Start to Start","2023-12-15","Code_25","Code","f111387a-3c65-4f54-8649-ee1fb91bad39","C201355","http://www.cdisc.org"
"After","2023-12-15","Code_27","Code","d1c92f88-6661-48e0-942f-5aabfa26467f","C201356","http://www.cdisc.org"
"Start to Start","2023-12-15","Code_28","Code","ac739100-3be9-4845-8549-94d13b52303d","C201355","http://www.cdisc.org"
"After","2023-12-15","Code_30","Code","9cbe2221-8fd7-4bdb-9314-52198b155f6a","C201356","http://www.cdisc.org"
"Start to Start","2023-12-15","Code_31","Code","8d76c1f7-1244-41cb-bda9-b1015b287de4","C201355","http://www.cdisc.org"
"After","2023-12-15","Code_35","Code","59e79002-d199-4bd7-973d-a11ca5157bcc","C201356","http://www.cdisc.org"
"Start to Start","2023-12-15","Code_36","Code","11073268-e7e9-427d-aed5-be5da73ef02c","C201355","http://www.cdisc.org"
"After","2023-12-15","Code_40","Code","4d274f09-c6dc-42d3-8e9c-c7da70bfec11","C201356","http://www.cdisc.org"
"Start to Start","2023-12-15","Code_41","Code","5cff8c81-3012-4de0-b2ce-261d12ae1b8a","C201355","http://www.cdisc.org"
"After","2023-12-15","Code_45","Code","54f7a3cc-0839-405c-88bd-c07f161812aa","C201356","http://www.cdisc.org"
"Start to Start","2023-12-15","Code_46","Code","16cdef46-0ada-4455-a5ac-937b81f28e16","C201355","http://www.cdisc.org"
"After","2023-12-15","Code_50","Code","0902af5b-8469-4a8b-b027-63679bb704a0","C201356","http://www.cdisc.org"
"Start to Start","2023-12-15","Code_51","Code","9c3d878c-fe97-4573-8af6-b2f6c1bd7a8e","C201355","http://www.cdisc.org"
"After","2023-12-15","Code_53","Code","87a94739-c46d-4d5c-9e00-82703c721cd3","C201356","http://www.cdisc.org"
"Start to Start","2023-12-15","Code_54","Code","e99ec623-b7ea-425f-bf91-77451f63bdea","C201355","http://www.cdisc.org"
"After","2023-12-15","Code_33","Code","c88b6e02-11e6-400a-bf47-240ff347541f","C201356","http://www.cdisc.org"
"Start to Start","2023-12-15","Code_34","Code","155b6528-a36e-4504-a73c-fd327be94f63","C201355","http://www.cdisc.org"
"After","2023-12-15","Code_38","Code","035c19ba-7126-4421-b832-e8d100b5682a","C201356","http://www.cdisc.org"
"Start to Start","2023-12-15","Code_39","Code","4054cde9-9a24-4040-b2bf-531d889fab66","C201355","http://www.cdisc.org"
"After","2023-12-15","Code_43","Code","8b5ced0d-2890-4c9e-a3ac-5289acc48482","C201356","http://www.cdisc.org"
"Start to Start","2023-12-15","Code_44","Code","06f135ee-1927-4d2c-ab09-b25263117312","C201355","http://www.cdisc.org"
"After","2023-12-15","Code_48","Code","d50cf0a7-1ab0-4518-bb2d-4b09d9146af6","C201356","http://www.cdisc.org"
"Start to Start","2023-12-15","Code_49","Code","fc658c21-741d-42bf-abf2-692fb7ff339d","C201355","http://www.cdisc.org"
"Fixed Reference","2023-12-15","Code_56","Code","b2ff6658-6f62-4a2d-9646-38f5a9a00fa0","C201358","http://www.cdisc.org"
"Start to Start","2023-12-15","Code_57","Code","a64a071f-6c48-4b0f-82e5-07a7e7739a88","C201355","http://www.cdisc.org"
"Fixed Reference","2023-12-15","Code_58","Code","25965912-f853-41af-8096-419eb1bdb0ca","C201358","http://www.cdisc.org"
"Start to Start","2023-12-15","Code_59","Code","485014b3-866c-4ec8-b7fc-71204a31c0bc","C201355","http://www.cdisc.org"
"Fixed Reference","2023-12-15","Code_60","Code","41924491-550d-4fba-ba3b-3af36b15006b","C201358","http://www.cdisc.org"
"Start to Start","2023-12-15","Code_61","Code","f81857c8-e62b-4568-bd32-11351e025c38","C201355","http://www.cdisc.org"
"After","2023-12-15","Code_62","Code","2a2aac8e-0c60-4e82-ba24-2b6056ecd744","C201356","http://www.cdisc.org"
"Start to Start","2023-12-15","Code_63","Code","a1e3ccd7-a75e-403e-8686-13ae61422ca0","C201355","http://www.cdisc.org"
"After","2023-12-15","Code_64","Code","9f56177e-8036-4a88-9813-b5a646765974","C201356","http://www.cdisc.org"
"End to Start","2023-12-15","Code_65","Code","d8246da3-98ea-484f-9982-4495a9c76afe","C201353","http://www.cdisc.org"
"After","2023-12-15","Code_66","Code","05ba56e9-ce79-41f0-972d-4d6a009cc10c","C201356","http://www.cdisc.org"
"Start to Start","2023-12-15","Code_67","Code","f6c516dd-3211-45e7-81f5-df3666f49cda","C201355","http://www.cdisc.org"
"After","2023-12-15","Code_68","Code","bf7eb02c-8c11-4b78-9e5b-4bed4638f3eb","C201356","http://www.cdisc.org"
"End to Start","2023-12-15","Code_69","Code","ddc6c573-ceb6-4763-abaa-7adabe6cbbc7","C201353","http://www.cdisc.org"
"After","2023-12-15","Code_70","Code","c616c5bd-3782-4101-ae17-8747da1ddd6d","C201356","http://www.cdisc.org"
"Start to Start","2023-12-15","Code_71","Code","aebf0b25-0901-4d5c-ab8d-948122f1bf0f","C201355","http://www.cdisc.org"
"Clinical Study Sponsor","2023-12-15","Code_602","Code","8a44d62f-8ed1-4eb9-93e5-0757d88ea6e0","C70793","http://www.cdisc.org"
"United Kingdom of Great Britain and Northern Ireland","2020-08","Code_603","Code","d7ac2033-1f94-4a20-aa28-a6e9155ce8dd","GBR","ISO 3166 1 alpha3"
"Study Acronym","2023-12-15","Code_3","Code","89336bc1-f4de-4989-9e4e-127a0d622906","C94108","http://www.cdisc.org"
"Brief Study Title","2023-12-15","Code_5","Code","f2c6fd6a-8d92-478f-847c-b754871dc39c","C99905x1","http://www.cdisc.org"
"Official Study Title","2023-12-15","Code_6","Code","82649972-3c20-4e55-b25c-7c20857ae07b","C99905x2","http://www.cdisc.org"
"Public Study Title","2023-12-15","Code_7","Code","f3f6cceb-df5a-4b37-a2d9-60622cacbe5d","C99905x3","http://www.cdisc.org"
"Final","2023-12-15","Code_8","Code","bcf2ef25-27ea-4e28-8fee-f5146894c8fd","C25508","http://www.cdisc.org"
"Protocol Effective Date","2023-12-15","Code_11","Code","04f4ce82-da66-49d5-8a6b-f5c1e526abfd","C99903x1","http://www.cdisc.org"
"Region","2023-12-15","Code_13","Code","8c951487-5681-43d6-9ce7-4ae90118ecce","C41129","http://www.cdisc.org"
"Europe","2020-08","Code_12","Code","174fa749-43cb-4dc5-9148-8cc78f7266b9","150","ISO 3166 1 alpha3"
