"decode","codeSystemVersion","uuid:ID","instanceType","code","id","codeSystem"
"HR","2023-12-15","bb4f5303-2f75-4e51-bef3-2af5a08c0e43","Code","C49677","Code_377","http://www.cdisc.org"
"SYSBP","2023-12-15","4214e1bb-9fec-4017-9775-505a20ecaf9a","Code","C25298","Code_378","http://www.cdisc.org"
"Clinical Test Result","2023-12-15","75bece1d-14b4-4c42-b3f8-44187a1d61a6","Code","C77140","Code_379","http://www.cdisc.org"
"Unit of Pressure","2023-12-15","06400417-8eb6-4f99-998a-5cecb8026840","Code","C49669","Code_380","http://www.cdisc.org"
"Sitting","2023-12-15","4ed9fcb0-32f4-4d52-9491-0588dddf8450","Code","C62122","Code_381","http://www.cdisc.org"
"Standing","2023-12-15","d92cb060-46f1-405f-86b9-58f92916d488","Code","C62166","Code_382","http://www.cdisc.org"
"Supine Position","2023-12-15","ed51ab1e-1d3e-49da-84ff-964d7de49de9","Code","C62167","Code_383","http://www.cdisc.org"
"Body Position","2023-12-15","abec8b0c-ffa6-4eb5-b0d5-491b367948ba","Code","C62164","Code_384","http://www.cdisc.org"
"Brachial Artery","2023-12-15","f3b7e898-12d4-44d2-b1d3-10a455439629","Code","C12681","Code_385","http://www.cdisc.org"
"Common Carotid Artery","2023-12-15","87b6c8f8-df76-45b2-b969-02db985dc9e9","Code","C12687","Code_386","http://www.cdisc.org"
"Dorsalis Pedis Artery","2023-12-15","d1e2e75d-1a3f-46c2-b322-5cb56b5d619f","Code","C32478","Code_387","http://www.cdisc.org"
"Femoral Artery","2023-12-15","5d854687-a15a-4a15-ad40-1ab5264527a6","Code","C12715","Code_388","http://www.cdisc.org"
"Radial Artery","2023-12-15","90a72a17-504e-4ee1-a56b-8b9426a1531c","Code","C12838","Code_389","http://www.cdisc.org"
"Anatomic Site","2023-12-15","ca9b8804-3cf9-4023-9891-97f7e1601a38","Code","C13717","Code_390","http://www.cdisc.org"
"Left","2023-12-15","d3e3a961-a322-4036-8447-e40d10000fd8","Code","C25229","Code_391","http://www.cdisc.org"
"Right","2023-12-15","e617e850-94fa-48bf-93b3-3f98306f67ec","Code","C25228","Code_392","http://www.cdisc.org"
"Laterality","2023-12-15","56f78a0d-5292-42d3-a79e-234fab08825e","Code","C25185","Code_393","http://www.cdisc.org"
"SYSBP","2023-12-15","fb4c89e0-2d0a-4671-b813-f1f5ac3a3085","Code","C25298","Code_394","http://www.cdisc.org"
"DIABP","2023-12-15","a2468892-ed75-49d9-a71d-14b6c19e3e32","Code","C25299","Code_395","http://www.cdisc.org"
"Clinical Test Result","2023-12-15","cb49665d-6d9e-45f1-bf46-b93ac66d3123","Code","C77140","Code_396","http://www.cdisc.org"
"Unit of Pressure","2023-12-15","082da0c3-1f68-4d72-a596-2574daff178a","Code","C49669","Code_397","http://www.cdisc.org"
"Sitting","2023-12-15","8dcaaa19-b59e-411b-81d6-95d3917bfb16","Code","C62122","Code_398","http://www.cdisc.org"
"Standing","2023-12-15","3ffce7f4-8f5b-45de-8680-0e6dffc64198","Code","C62166","Code_399","http://www.cdisc.org"
"Supine Position","2023-12-15","e93c4605-ce5a-438e-8d92-1f253693cde5","Code","C62167","Code_400","http://www.cdisc.org"
"Body Position","2023-12-15","abfe4978-1c64-4629-bebf-9079654ca404","Code","C62164","Code_401","http://www.cdisc.org"
"Brachial Artery","2023-12-15","c3a98652-1f64-4444-92ae-16de0959966c","Code","C12681","Code_402","http://www.cdisc.org"
"Common Carotid Artery","2023-12-15","c66b2b4d-960c-4be5-9e88-d1b7714ea097","Code","C12687","Code_403","http://www.cdisc.org"
"Dorsalis Pedis Artery","2023-12-15","9ee89ec0-21e1-4fd6-8550-e761b9db3ea3","Code","C32478","Code_404","http://www.cdisc.org"
"Femoral Artery","2023-12-15","a99052cf-1dff-49fb-a965-ba8de28b541e","Code","C12715","Code_405","http://www.cdisc.org"
"Radial Artery","2023-12-15","16668526-2ee1-4a3d-9ece-cebe4f5db879","Code","C12838","Code_406","http://www.cdisc.org"
"Anatomic Site","2023-12-15","5b3b5f5b-fa4b-450e-aa62-8a39e5bc6586","Code","C13717","Code_407","http://www.cdisc.org"
"Left","2023-12-15","968ab2d0-48fa-4ec0-bbd6-ed7de0ad6bd1","Code","C25229","Code_408","http://www.cdisc.org"
"Right","2023-12-15","78696561-9d44-4ea3-a184-80bfd1bdfa66","Code","C25228","Code_409","http://www.cdisc.org"
"Laterality","2023-12-15","3c249fb9-53e1-4492-958a-37aadfc77d00","Code","C25185","Code_410","http://www.cdisc.org"
"DIABP","2023-12-15","7d41bd57-5ad0-42f8-baa4-91df5fe59881","Code","C25299","Code_411","http://www.cdisc.org"
"HR","2023-12-15","10691560-285a-4536-b03a-4d898531168c","Code","C49677","Code_412","http://www.cdisc.org"
"Clinical Test Result","2023-12-15","fae75628-9c20-4ee3-a198-e7cd77930259","Code","C77140","Code_413","http://www.cdisc.org"
"Count per Minute","2023-12-15","b5119700-82b9-4cb6-9b44-a945c8062d12","Code","C73688","Code_414","http://www.cdisc.org"
"Sitting","2023-12-15","9eab30f1-fc07-496b-ae0b-af07ea57cb5d","Code","C62122","Code_415","http://www.cdisc.org"
"Standing","2023-12-15","86a1307d-5a9a-4ab8-8a7a-d31fea50bae2","Code","C62166","Code_416","http://www.cdisc.org"
"Supine Position","2023-12-15","f93ca5ae-1d06-439a-a65c-330468487256","Code","C62167","Code_417","http://www.cdisc.org"
"Body Position","2023-12-15","720482a9-7de6-4f69-9713-dba582c9057a","Code","C62164","Code_418","http://www.cdisc.org"
"Brachial Artery","2023-12-15","48a5c7b5-0a5d-403e-8c93-0b8735f2f0c3","Code","C12681","Code_419","http://www.cdisc.org"
"Common Carotid Artery","2023-12-15","4d82c3f4-ac61-4e1a-911d-1f8d2dda7cb7","Code","C12687","Code_420","http://www.cdisc.org"
"Dorsalis Pedis Artery","2023-12-15","4a3ce677-ac2f-4419-8f64-bf15fd2fa150","Code","C32478","Code_421","http://www.cdisc.org"
"Femoral Artery","2023-12-15","77a72b45-fc40-4b5b-8b3f-4d8e212189e2","Code","C12715","Code_422","http://www.cdisc.org"
"Radial Artery","2023-12-15","7f8da150-d514-4f1b-ba7c-b78376526218","Code","C12838","Code_423","http://www.cdisc.org"
"Anatomic Site","2023-12-15","d0ea884c-0111-4731-9aca-06c24ce8e28f","Code","C13717","Code_424","http://www.cdisc.org"
"Left","2023-12-15","af6a02d3-2254-4b39-a92a-2ec69bac2f22","Code","C25229","Code_425","http://www.cdisc.org"
"Right","2023-12-15","f8ece166-7d47-4d21-b184-4bb10325528b","Code","C25228","Code_426","http://www.cdisc.org"
"Laterality","2023-12-15","d1791d2a-9967-4379-bfdf-e6b951776cc3","Code","C25185","Code_427","http://www.cdisc.org"
"HR","2023-12-15","5db8fdd6-1a58-4e4a-95f0-3aa5e19d5b25","Code","C49677","Code_428","http://www.cdisc.org"
"Placebo Comparator Arm","2023-12-15","2dde8885-893e-4965-9e56-50d238732235","Code","C174268","Code_123","http://www.cdisc.org"
"Data Generated Within Study","2023-12-15","6394a846-6644-435f-9f52-350f529f71a9","Code","C188866","Code_124","http://www.cdisc.org"
"Active Comparator Arm","2023-12-15","98e56603-b5b9-4aab-823a-4843090c2f1b","Code","C174267","Code_125","http://www.cdisc.org"
"Data Generated Within Study","2023-12-15","abd76eaf-b527-4b30-a5a3-35d371522065","Code","C188866","Code_126","http://www.cdisc.org"
"Active Comparator Arm","2023-12-15","45840d20-2e40-4634-896f-2e05b17e3c08","Code","C174267","Code_127","http://www.cdisc.org"
"Data Generated Within Study","2023-12-15","d4974f06-37f3-4199-86b9-f33963142723","Code","C188866","Code_128","http://www.cdisc.org"
"Double Blind Study","2023-12-15","20f704d8-1b8f-4ef8-bb3b-e4957a879772","Code","C15228","Code_136","http://www.cdisc.org"
"Screening Epoch","2023-12-15","fdefd5d9-f4a7-4d50-af0d-c72231322fee","Code","C202487","Code_129","http://www.cdisc.org"
"Treatment Epoch","2023-12-15","b576af59-2a11-48b8-a30f-17742ab355a5","Code","C101526","Code_130","http://www.cdisc.org"
"Treatment Epoch","2023-12-15","4e059476-45d2-4fd5-bb3d-a1e7a05843ed","Code","C101526","Code_131","http://www.cdisc.org"
"Treatment Epoch","2023-12-15","292af562-7b17-46e2-934d-6f7a53b01b12","Code","C101526","Code_132","http://www.cdisc.org"
"Follow-Up Epoch","2023-12-15","cb1fee1a-bcdf-45dc-a612-9f6315cdad83","Code","C202578","Code_133","http://www.cdisc.org"
"Alzheimer's disease; unspecified","1","c1a32328-a39b-4d7e-a773-ecbf3e206eb3","Code","G30.9","Code_550","ICD-10-CM"
"Alzheimer's disease","January 31, 2018","5ee2079c-94ce-45ce-a571-b3f12c831472","Code","26929004","Code_551","SNOMED"
"Sponsor","2023-12-15","a7237d28-6176-4723-b944-bb5c0cd23b27","Code","C70793","Code_142","http://www.cdisc.org"
"Trial Primary Objective","2023-12-15","84fe5fcb-6927-4863-962f-43af81aa8f04","Code","C85826","Code_555","http://www.cdisc.org"
"Primary Endpoint","2023-12-15","e3f8df6b-f824-45eb-a20c-39dd5b5b82c6","Code","C94496","Code_554","http://www.cdisc.org"
"Primary Endpoint","2023-12-15","46c8fa23-d8cd-4749-810b-1afc4ba4e8d0","Code","C94496","Code_556","http://www.cdisc.org"
"Trial Primary Objective","2023-12-15","c83ba84d-5cf2-4437-85d5-f3084bd07284","Code","C85826","Code_558","http://www.cdisc.org"
"Primary Endpoint","2023-12-15","61ee21bc-1985-4ad9-b4a8-6f3febcedc53","Code","C94496","Code_557","http://www.cdisc.org"
"Primary Endpoint","2023-12-15","3f801299-43c3-42ee-abef-21f9d782dfef","Code","C94496","Code_559","http://www.cdisc.org"
"Primary Endpoint","2023-12-15","2f52d63a-68ce-4e0f-bafd-7db93a65182a","Code","C94496","Code_560","http://www.cdisc.org"
"Trial Secondary Objective","2023-12-15","dbd220dc-6b0e-48c9-a9c6-e34ac5dbe9b3","Code","C85827","Code_562","http://www.cdisc.org"
"Secondary Endpoint","2023-12-15","827a9ba7-2830-406d-a961-5406fea14c37","Code","C139173","Code_561","http://www.cdisc.org"
"Secondary Endpoint","2023-12-15","e762e22c-3bac-4b73-a007-32ebc49f21f8","Code","C139173","Code_563","http://www.cdisc.org"
"Secondary Endpoint","2023-12-15","79ca4960-9997-4361-ad11-cc3e43ff13a6","Code","C139173","Code_564","http://www.cdisc.org"
"Trial Secondary Objective","2023-12-15","83afe86a-7b43-40d0-9634-1a24bf1526e2","Code","C85827","Code_566","http://www.cdisc.org"
"Secondary Endpoint","2023-12-15","2eafb96c-6de3-4c53-93f7-c1a9411bda7c","Code","C139173","Code_565","http://www.cdisc.org"
"Trial Secondary Objective","2023-12-15","05bd5f9f-07d4-4606-8c7d-35df87c8cbfb","Code","C85827","Code_568","http://www.cdisc.org"
"Secondary Endpoint","2023-12-15","91f14bad-fc38-4747-8ebe-dad20c14864e","Code","C139173","Code_567","http://www.cdisc.org"
"Trial Secondary Objective","2023-12-15","24a7d6aa-4d82-46bc-aced-3beb64ed944b","Code","C85827","Code_570","http://www.cdisc.org"
"Secondary Endpoint","2023-12-15","68d01e07-32ea-4146-9a28-7988bb5b8d61","Code","C139173","Code_569","http://www.cdisc.org"
"Inclusion Criteria","2023-12-15","ccf97801-7dbb-46f1-b2ea-91c4d5b5f8da","Code","C25532","Code_571","http://www.cdisc.org"
"Inclusion Criteria","2023-12-15","c05012e7-002d-46fc-a252-1c963d038b53","Code","C25532","Code_572","http://www.cdisc.org"
"Inclusion Criteria","2023-12-15","28209c27-c9a3-471d-b2b7-c95df1c326f9","Code","C25532","Code_573","http://www.cdisc.org"
"Inclusion Criteria","2023-12-15","5e00f0b0-9ca9-4333-9c09-688f0e2686d7","Code","C25532","Code_574","http://www.cdisc.org"
"Inclusion Criteria","2023-12-15","534166c5-b254-40cf-a0c7-d91033b60bb4","Code","C25532","Code_575","http://www.cdisc.org"
"Inclusion Criteria","2023-12-15","0f6456a0-3aeb-4ea3-ae09-c2b5315ad23b","Code","C25532","Code_576","http://www.cdisc.org"
"Inclusion Criteria","2023-12-15","6c7c6c3c-b034-4dc5-943c-19dc2e4d1db3","Code","C25532","Code_577","http://www.cdisc.org"
"Inclusion Criteria","2023-12-15","f0422627-e0ec-41b0-8009-0407d3603364","Code","C25532","Code_578","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","50abf2b1-69b6-4b18-8710-452497927ee3","Code","C25370","Code_579","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","24c49aca-f8f0-49fd-93a4-fd01c3e66da3","Code","C25370","Code_580","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","dac1f69a-aa8c-4c11-b8da-c80013860835","Code","C25370","Code_581","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","905e9f33-90d8-45d6-90be-2e80da43a9ec","Code","C25370","Code_582","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","1b38ff4d-dde9-41b9-9a8c-d12a9236cd2e","Code","C25370","Code_583","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","f9edbb8b-eae1-4471-b993-894c4cd03a91","Code","C25370","Code_584","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","3203dda3-cfc6-4797-82bc-e9ffc6474689","Code","C25370","Code_585","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","2754747c-53dd-428a-bbf8-6cfd618c34e7","Code","C25370","Code_586","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","5f4255eb-90aa-4b55-ab85-cc5169141d4a","Code","C25370","Code_587","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","fd816781-1fc5-4171-a1c8-c666376172a0","Code","C25370","Code_588","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","dbfb2cec-bc9a-4590-bf18-8477a6913508","Code","C25370","Code_589","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","57ccead1-b58a-46e5-9c6f-bcb3febf9ca9","Code","C25370","Code_590","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","f7b8d843-759c-48a4-8f5e-570fd24bfd65","Code","C25370","Code_591","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","4a37f268-6b3f-4763-9139-618feea523d1","Code","C25370","Code_592","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","66d3103b-3d98-4759-a051-d3e2b2acc669","Code","C25370","Code_593","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","de070c9f-e1da-4529-9a63-9c0ad1926f39","Code","C25370","Code_594","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","dcc9b966-bf6c-4b42-b3d4-843bffc1e3ef","Code","C25370","Code_595","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","83b7bf71-495d-4685-82f8-827d597de61c","Code","C25370","Code_596","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","259c1cab-c111-4053-9932-1966327bd4ce","Code","C25370","Code_597","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","6af429b2-3701-4e80-a302-a86cc3047a65","Code","C25370","Code_598","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","db31b61b-c9c2-426b-9241-24dc092f3434","Code","C25370","Code_599","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","26662b32-db6b-4680-8d51-163ab59a0d29","Code","C25370","Code_600","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","09e50f49-1a96-44ef-b571-4a8d221b8dba","Code","C25370","Code_601","http://www.cdisc.org"
"Year","2023-12-15","782f597b-fc97-4c8c-8fa5-2d44162c7293","Code","C29848","Code_552","http://www.cdisc.org"
"Before","2023-12-15","fa8a58ad-dc9f-48f9-8a46-a340851d92c4","Code","C201357","Code_14","http://www.cdisc.org"
"Start to Start","2023-12-15","0b209803-6105-4c2c-9d2a-27681ed997f8","Code","C201355","Code_15","http://www.cdisc.org"
"Before","2023-12-15","6d13ad72-558a-43b2-9c48-dc8c7f6d81ad","Code","C201357","Code_16","http://www.cdisc.org"
"Start to Start","2023-12-15","9d48ade6-e83b-4d67-9f0d-a53e593e51e5","Code","C201355","Code_17","http://www.cdisc.org"
"Fixed Reference","2023-12-15","d9e7eb58-72d1-4dde-a05e-7fc671511305","Code","C201358","Code_19","http://www.cdisc.org"
"Start to Start","2023-12-15","2883a3dd-c3a7-4e94-875c-481029d1031d","Code","C201355","Code_20","http://www.cdisc.org"
"After","2023-12-15","79ca2536-6b69-4ef9-80dd-ecd0fa247bed","Code","C201356","Code_21","http://www.cdisc.org"
"Start to Start","2023-12-15","b284bc42-32b8-4c24-981e-ca53d18fe76e","Code","C201355","Code_22","http://www.cdisc.org"
"After","2023-12-15","0cf327a8-65b9-4e8d-ad5c-e506b7ac0468","Code","C201356","Code_24","http://www.cdisc.org"
"Start to Start","2023-12-15","3316a50f-ce84-40e9-847b-a70027bf9b8d","Code","C201355","Code_25","http://www.cdisc.org"
"After","2023-12-15","49279387-eb83-4df9-88c2-155e1e3185a3","Code","C201356","Code_27","http://www.cdisc.org"
"Start to Start","2023-12-15","67956594-e4da-4ab7-ac81-b4f933065ca0","Code","C201355","Code_28","http://www.cdisc.org"
"After","2023-12-15","a192c121-c0d7-4c38-9d6c-bb58f98fa261","Code","C201356","Code_30","http://www.cdisc.org"
"Start to Start","2023-12-15","66137c21-5558-4492-aad4-17d64bc1aa11","Code","C201355","Code_31","http://www.cdisc.org"
"After","2023-12-15","91fc81dc-3dee-489c-8246-502eddc58cb3","Code","C201356","Code_35","http://www.cdisc.org"
"Start to Start","2023-12-15","1c3fb15b-47e7-4323-aefe-81a17764d170","Code","C201355","Code_36","http://www.cdisc.org"
"After","2023-12-15","67ca483a-9f35-4214-90e7-6cca83b72578","Code","C201356","Code_40","http://www.cdisc.org"
"Start to Start","2023-12-15","6db4f7c0-e2fe-4274-9549-de4fab882077","Code","C201355","Code_41","http://www.cdisc.org"
"After","2023-12-15","af3cbbcd-1890-441a-b733-6ccf50f47296","Code","C201356","Code_45","http://www.cdisc.org"
"Start to Start","2023-12-15","52a2254f-d941-42a6-bade-970c8f41e09d","Code","C201355","Code_46","http://www.cdisc.org"
"After","2023-12-15","68e32fa8-867a-40e3-80ef-04a028a8190e","Code","C201356","Code_50","http://www.cdisc.org"
"Start to Start","2023-12-15","b5ed6b5f-507e-40e3-9d9e-1cde034cb794","Code","C201355","Code_51","http://www.cdisc.org"
"After","2023-12-15","631bf5ad-3c56-4421-8577-98d769b2c75a","Code","C201356","Code_53","http://www.cdisc.org"
"Start to Start","2023-12-15","781a1db1-b4c1-4243-8199-86916b6279e8","Code","C201355","Code_54","http://www.cdisc.org"
"After","2023-12-15","5cf39431-3e91-4262-95d1-e51ba4254fb2","Code","C201356","Code_33","http://www.cdisc.org"
"Start to Start","2023-12-15","65af3aad-3c22-4b02-a2b1-5b3ea99d3710","Code","C201355","Code_34","http://www.cdisc.org"
"After","2023-12-15","aea4c84f-c2a8-4b84-b2d0-51d0ad97f001","Code","C201356","Code_38","http://www.cdisc.org"
"Start to Start","2023-12-15","f55e9733-9112-4e6d-94a1-96bfaf201ab9","Code","C201355","Code_39","http://www.cdisc.org"
"After","2023-12-15","76216070-256d-4838-99ec-3c1acd81ee56","Code","C201356","Code_43","http://www.cdisc.org"
"Start to Start","2023-12-15","fde23cdd-8da6-4e69-8ae3-64c858293600","Code","C201355","Code_44","http://www.cdisc.org"
"After","2023-12-15","c27bdc9e-f931-4de8-9b52-584f21034821","Code","C201356","Code_48","http://www.cdisc.org"
"Start to Start","2023-12-15","27795e5e-df4f-4745-869f-05dc2f581aca","Code","C201355","Code_49","http://www.cdisc.org"
"Fixed Reference","2023-12-15","4f699c51-8243-4c10-bad8-a08383bfde91","Code","C201358","Code_56","http://www.cdisc.org"
"Start to Start","2023-12-15","f88e9dbb-7df9-4212-aed8-93fe50ff4205","Code","C201355","Code_57","http://www.cdisc.org"
"Fixed Reference","2023-12-15","2d681f50-699f-4779-b9b8-68869d310b49","Code","C201358","Code_58","http://www.cdisc.org"
"Start to Start","2023-12-15","66a57bfd-55ce-4722-8ee2-fc72f79f2b2d","Code","C201355","Code_59","http://www.cdisc.org"
"Fixed Reference","2023-12-15","f44603c8-5192-4d75-8cb2-814d7fbc41c7","Code","C201358","Code_60","http://www.cdisc.org"
"Start to Start","2023-12-15","4bab246f-9d3b-450e-94fd-2b39b84d838f","Code","C201355","Code_61","http://www.cdisc.org"
"After","2023-12-15","2e65e41b-4038-4440-8bd8-3cd3b11ef896","Code","C201356","Code_62","http://www.cdisc.org"
"Start to Start","2023-12-15","cfa4672f-a412-498f-a2d2-9c5bc8aa3212","Code","C201355","Code_63","http://www.cdisc.org"
"After","2023-12-15","7ea558b3-1a1e-46ae-b2c4-3126b3f28b85","Code","C201356","Code_64","http://www.cdisc.org"
"End to Start","2023-12-15","c235f894-0b42-4eaa-89e6-a6bc47abfdb7","Code","C201353","Code_65","http://www.cdisc.org"
"After","2023-12-15","cdfa0eee-30a8-4cbb-912e-083d9e1de2b6","Code","C201356","Code_66","http://www.cdisc.org"
"Start to Start","2023-12-15","3aef0a98-e339-4b47-a617-43122c40048e","Code","C201355","Code_67","http://www.cdisc.org"
"After","2023-12-15","dadb9afd-56e3-4140-8819-5de162a8cd22","Code","C201356","Code_68","http://www.cdisc.org"
"End to Start","2023-12-15","b7993089-dbce-4e23-bd5c-de154a05e9d3","Code","C201353","Code_69","http://www.cdisc.org"
"After","2023-12-15","8debc461-64f8-4929-8f60-0f49c2dd1711","Code","C201356","Code_70","http://www.cdisc.org"
"Start to Start","2023-12-15","1ee91133-e1d6-4553-93f2-9619700c274a","Code","C201355","Code_71","http://www.cdisc.org"
"Clinical Study Sponsor","2023-12-15","a163aac4-d4a9-4266-9e83-1c5bab7fa2ff","Code","C70793","Code_602","http://www.cdisc.org"
"United Kingdom of Great Britain and Northern Ireland","2020-08","9b79d98e-af6d-41a9-a2af-151e763e26ca","Code","GBR","Code_603","ISO 3166 1 alpha3"
"Study Acronym","2023-12-15","efef9201-8c8e-499a-901b-5f0ccbc7f983","Code","C94108","Code_3","http://www.cdisc.org"
"Brief Study Title","2023-12-15","9732f51a-fd5e-44da-bf4f-1b93c13df198","Code","C99905x1","Code_5","http://www.cdisc.org"
"Official Study Title","2023-12-15","ea8da174-471a-43d8-9e1e-4eebd1ba1689","Code","C99905x2","Code_6","http://www.cdisc.org"
"Public Study Title","2023-12-15","698c6635-3c20-4b23-8d88-b1c0d2700304","Code","C99905x3","Code_7","http://www.cdisc.org"
"Final","2023-12-15","0fe0de80-897e-429f-b100-cc18f0fbbb3e","Code","C25508","Code_8","http://www.cdisc.org"
"Protocol Effective Date","2023-12-15","04750935-3fae-46ba-ae36-c861002d95d6","Code","C99903x1","Code_11","http://www.cdisc.org"
"Region","2023-12-15","37276a25-daba-45df-b3ea-a669a9cc26a6","Code","C41129","Code_13","http://www.cdisc.org"
"Europe","2020-08","11a3df2a-2aa7-4c5e-9e32-03be47d5c82d","Code","150","Code_12","ISO 3166 1 alpha3"
