"codeSystem","instanceType","codeSystemVersion","id","code","decode","uuid:ID"
"http://www.cdisc.org","Code","2023-12-15","Code_378","C25298","SYSBP","dcdb31d4-d1a2-481a-aaa3-57d5e077d7fc"
"http://www.cdisc.org","Code","2023-12-15","Code_379","C77140","Clinical Test Result","baebf8c3-54f2-4eb1-b813-8965a1cea320"
"http://www.cdisc.org","Code","2023-12-15","Code_380","C49669","Unit of Pressure","c9efe3a5-6bb6-464a-a4d5-7ea65f83fb54"
"http://www.cdisc.org","Code","2023-12-15","Code_381","C62122","Sitting","5758b41b-fd22-4d1e-96a7-0c71d75cd784"
"http://www.cdisc.org","Code","2023-12-15","Code_382","C62166","Standing","c82a6bf6-b987-4374-bf92-97c552ee57ad"
"http://www.cdisc.org","Code","2023-12-15","Code_383","C62167","Supine Position","fbdd3866-fe19-4c61-9c01-49d6388ad0ec"
"http://www.cdisc.org","Code","2023-12-15","Code_384","C62164","Body Position","9805510b-c60a-4fc7-8b75-97fc9703c859"
"http://www.cdisc.org","Code","2023-12-15","Code_385","C12681","Brachial Artery","69bce862-afc2-4b0d-a752-ac6a971d7eb7"
"http://www.cdisc.org","Code","2023-12-15","Code_386","C12687","Common Carotid Artery","edea6b53-8bed-423c-ac7a-23646eeb628a"
"http://www.cdisc.org","Code","2023-12-15","Code_387","C32478","Dorsalis Pedis Artery","b65ced30-9499-4396-9d80-c9ed1eb95810"
"http://www.cdisc.org","Code","2023-12-15","Code_388","C12715","Femoral Artery","b9683acc-fefa-4920-b324-1ee862812800"
"http://www.cdisc.org","Code","2023-12-15","Code_389","C12838","Radial Artery","03586ed3-8205-4c4e-ba58-c758ab314265"
"http://www.cdisc.org","Code","2023-12-15","Code_390","C13717","Anatomic Site","67058023-58d0-45b7-8eec-97d90f289049"
"http://www.cdisc.org","Code","2023-12-15","Code_391","C25229","Left","e9ac51ba-58e8-4f2d-b067-304c30e11ffd"
"http://www.cdisc.org","Code","2023-12-15","Code_392","C25228","Right","42f72d93-0710-48e3-819f-5b43f351a1c6"
"http://www.cdisc.org","Code","2023-12-15","Code_393","C25185","Laterality","e8a3250b-afb4-4f78-ac7e-b975ea0cb405"
"http://www.cdisc.org","Code","2023-12-15","Code_394","C25298","SYSBP","86806098-f03b-4bab-998a-d37dbaa470d9"
"http://www.cdisc.org","Code","2023-12-15","Code_395","C25299","DIABP","db6c75a7-e9d2-41d0-862a-789a24110295"
"http://www.cdisc.org","Code","2023-12-15","Code_396","C77140","Clinical Test Result","30eee7be-c2d4-49ae-bf92-b358b86698bc"
"http://www.cdisc.org","Code","2023-12-15","Code_397","C49669","Unit of Pressure","3938aa8d-9f3c-4a9a-862d-fc0412e566f3"
"http://www.cdisc.org","Code","2023-12-15","Code_398","C62122","Sitting","80c7c217-f50c-4713-b7eb-95bfa62146e6"
"http://www.cdisc.org","Code","2023-12-15","Code_399","C62166","Standing","91db8198-79ac-4ca1-bff8-aeab790e4092"
"http://www.cdisc.org","Code","2023-12-15","Code_400","C62167","Supine Position","d93c5a31-8741-4c8b-98ee-e25b0a91aacc"
"http://www.cdisc.org","Code","2023-12-15","Code_401","C62164","Body Position","b00b5bc3-8d0c-4222-8500-a1f971dc962f"
"http://www.cdisc.org","Code","2023-12-15","Code_402","C12681","Brachial Artery","eeb7d9fc-9191-4b0b-9f5d-679cd6abe185"
"http://www.cdisc.org","Code","2023-12-15","Code_403","C12687","Common Carotid Artery","58a8dd9f-6d04-4569-b57f-d8b3c603843a"
"http://www.cdisc.org","Code","2023-12-15","Code_404","C32478","Dorsalis Pedis Artery","48853fce-7104-4f6e-8e4c-0f2e62d54540"
"http://www.cdisc.org","Code","2023-12-15","Code_405","C12715","Femoral Artery","a831cc1a-8f2b-4717-9ecf-7bab077c4bad"
"http://www.cdisc.org","Code","2023-12-15","Code_406","C12838","Radial Artery","9a5c203f-f390-458b-985f-b23f4d19ef15"
"http://www.cdisc.org","Code","2023-12-15","Code_407","C13717","Anatomic Site","126ded2f-02cd-4dd9-852b-c1d666d5a9f0"
"http://www.cdisc.org","Code","2023-12-15","Code_408","C25229","Left","52351ca6-afbc-46ca-962e-d3575ed6cb5f"
"http://www.cdisc.org","Code","2023-12-15","Code_409","C25228","Right","2d74fb24-ebd0-4bae-af9d-f2ff8c990a7b"
"http://www.cdisc.org","Code","2023-12-15","Code_410","C25185","Laterality","5bed2a24-5768-48b3-9d0d-a200b28ba710"
"http://www.cdisc.org","Code","2023-12-15","Code_411","C25299","DIABP","141ee3fe-6dcb-4213-95f6-2c6fd559bdf8"
"http://www.cdisc.org","Code","2023-12-15","Code_412","C49677","HR","4db8abba-65b9-4fa3-9f10-3d5ae7a3fcbd"
"http://www.cdisc.org","Code","2023-12-15","Code_413","C77140","Clinical Test Result","fa599c97-9160-4ba3-a20a-6d61aa4e6fa1"
"http://www.cdisc.org","Code","2023-12-15","Code_414","C73688","Count per Minute","fb92ddb4-40e3-4fd0-a25d-7cfccdf2a884"
"http://www.cdisc.org","Code","2023-12-15","Code_415","C62122","Sitting","0a8a96a3-02b3-4a7b-9b8c-2dd714e2229d"
"http://www.cdisc.org","Code","2023-12-15","Code_416","C62166","Standing","7024858f-4182-4db3-a5de-0979e5829df7"
"http://www.cdisc.org","Code","2023-12-15","Code_417","C62167","Supine Position","8e767342-5f83-4a87-b79a-01997110da62"
"http://www.cdisc.org","Code","2023-12-15","Code_418","C62164","Body Position","498f7ce9-61a1-47f1-ac47-15625faac189"
"http://www.cdisc.org","Code","2023-12-15","Code_419","C12681","Brachial Artery","3f690dc5-768d-4e8e-8e9d-2e84bc678a1d"
"http://www.cdisc.org","Code","2023-12-15","Code_420","C12687","Common Carotid Artery","dbccf5d9-93e9-4228-b291-765b359afcbc"
"http://www.cdisc.org","Code","2023-12-15","Code_421","C32478","Dorsalis Pedis Artery","01a15778-d707-4e26-91d0-33da5a029297"
"http://www.cdisc.org","Code","2023-12-15","Code_422","C12715","Femoral Artery","8c46b626-68ee-45e1-bfdd-e2c3d3044d9a"
"http://www.cdisc.org","Code","2023-12-15","Code_423","C12838","Radial Artery","2522612c-e25e-47c7-b60a-bc2803d2b9af"
"http://www.cdisc.org","Code","2023-12-15","Code_424","C13717","Anatomic Site","81f8f553-b886-4e66-85a7-352006b63107"
"http://www.cdisc.org","Code","2023-12-15","Code_425","C25229","Left","fc8dbe95-8d0f-434a-9747-e73ac0cb852f"
"http://www.cdisc.org","Code","2023-12-15","Code_426","C25228","Right","6e60abad-92c9-46b6-a437-2240d789b0e5"
"http://www.cdisc.org","Code","2023-12-15","Code_427","C25185","Laterality","08d4da69-31ca-428a-924e-cbf738ee1734"
"http://www.cdisc.org","Code","2023-12-15","Code_428","C49677","HR","64b4d324-0826-4c74-8d38-81d195dff6e8"
"http://www.cdisc.org","Code","2023-12-15","Code_123","C174268","Placebo Comparator Arm","e50eb6af-582a-4a87-92bc-d92ac0463065"
"http://www.cdisc.org","Code","2023-12-15","Code_124","C188866","Data Generated Within Study","f9a1100c-59f2-444c-a136-13b4ba34850f"
"http://www.cdisc.org","Code","2023-12-15","Code_125","C174267","Active Comparator Arm","b60094e4-e7b4-4db3-b89a-be34589b6bf6"
"http://www.cdisc.org","Code","2023-12-15","Code_126","C188866","Data Generated Within Study","ab104d12-f854-4d07-ab0f-d96e088acfcf"
"http://www.cdisc.org","Code","2023-12-15","Code_127","C174267","Active Comparator Arm","bfcee337-0957-4786-b83c-8aea7ba579ec"
"http://www.cdisc.org","Code","2023-12-15","Code_128","C188866","Data Generated Within Study","48724963-6974-42ab-84ff-8c3f94d22f10"
"http://www.cdisc.org","Code","2023-12-15","Code_136","C15228","Double Blind Study","c2207733-37b1-4f4f-bb94-8f84e0d9018d"
"http://www.cdisc.org","Code","2023-12-15","Code_129","C202487","Screening Epoch","2fbc41fa-5d74-4d1d-9213-9e0269d12223"
"http://www.cdisc.org","Code","2023-12-15","Code_130","C101526","Treatment Epoch","e1874e52-881f-4706-86e3-ea078861a359"
"http://www.cdisc.org","Code","2023-12-15","Code_131","C101526","Treatment Epoch","f2b87072-8a32-4432-9d89-f2ee19634dea"
"http://www.cdisc.org","Code","2023-12-15","Code_132","C101526","Treatment Epoch","b3788ef2-3597-44b4-aa73-92a13de09565"
"http://www.cdisc.org","Code","2023-12-15","Code_133","C202578","Follow-Up Epoch","4c0a6d5f-b9dd-45e7-b0e0-fd922bb6f310"
"ICD-10-CM","Code","1","Code_550","G30.9","Alzheimer's disease; unspecified","0c1e4602-2647-47c6-86f9-194d56cc679f"
"SNOMED","Code","January 31, 2018","Code_551","26929004","Alzheimer's disease","2192704a-2664-4a1e-a88d-db96a9e06b99"
"http://www.cdisc.org","Code","2023-12-15","Code_142","C70793","Sponsor","23802926-a57a-4ab7-8a2a-f24c04c14a6a"
"http://www.cdisc.org","Code","2023-12-15","Code_555","C85826","Trial Primary Objective","adcc89d4-81ce-430c-8ba4-783f6fe4c609"
"http://www.cdisc.org","Code","2023-12-15","Code_554","C94496","Primary Endpoint","87ac80b2-37ad-4359-8f47-b940f657b6e8"
"http://www.cdisc.org","Code","2023-12-15","Code_556","C94496","Primary Endpoint","747030a7-d075-4a0e-b8dd-69601122ea9b"
"http://www.cdisc.org","Code","2023-12-15","Code_558","C85826","Trial Primary Objective","2b653a74-99e8-4ed8-842a-d1b5480842e9"
"http://www.cdisc.org","Code","2023-12-15","Code_557","C94496","Primary Endpoint","7c26acc5-1033-4f73-980e-95cc98067e4d"
"http://www.cdisc.org","Code","2023-12-15","Code_559","C94496","Primary Endpoint","08aa31f1-3139-469a-8586-bd26af49f331"
"http://www.cdisc.org","Code","2023-12-15","Code_560","C94496","Primary Endpoint","75300c57-a310-4936-ae77-258bae8b7125"
"http://www.cdisc.org","Code","2023-12-15","Code_562","C85827","Trial Secondary Objective","ab465f6f-a4af-4f2e-b65e-be1e9466d126"
"http://www.cdisc.org","Code","2023-12-15","Code_561","C139173","Secondary Endpoint","f33d8a43-6c52-4552-8917-c6d510dd45ea"
"http://www.cdisc.org","Code","2023-12-15","Code_563","C139173","Secondary Endpoint","74ed10b6-61ce-4e33-a6e3-6baabc2ebb86"
"http://www.cdisc.org","Code","2023-12-15","Code_564","C139173","Secondary Endpoint","ab6b546c-eba7-4a87-a7c7-2e58896da3cd"
"http://www.cdisc.org","Code","2023-12-15","Code_566","C85827","Trial Secondary Objective","6ae8de2b-9b62-4c17-8f4a-87342f226872"
"http://www.cdisc.org","Code","2023-12-15","Code_565","C139173","Secondary Endpoint","10664a34-2e4a-4810-88f4-d964a882c9c2"
"http://www.cdisc.org","Code","2023-12-15","Code_568","C85827","Trial Secondary Objective","6aea8b46-e995-4c23-a82f-845f7042ee4d"
"http://www.cdisc.org","Code","2023-12-15","Code_567","C139173","Secondary Endpoint","b70e1632-2e19-4667-823f-97506606b038"
"http://www.cdisc.org","Code","2023-12-15","Code_570","C85827","Trial Secondary Objective","66f7a4c2-30f7-48c8-9d59-068386b11528"
"http://www.cdisc.org","Code","2023-12-15","Code_569","C139173","Secondary Endpoint","d3a2fb9b-3e2c-49fc-9ef7-ba887373fcb0"
"http://www.cdisc.org","Code","2023-12-15","Code_571","C25532","Inclusion Criteria","454192fa-0427-42e2-9f86-f72a25e9bab2"
"http://www.cdisc.org","Code","2023-12-15","Code_572","C25532","Inclusion Criteria","b759d2f1-d13a-4232-9caa-be5312cf7c01"
"http://www.cdisc.org","Code","2023-12-15","Code_573","C25532","Inclusion Criteria","30944a1b-664f-4a3e-8cdf-6f8cc5ce513f"
"http://www.cdisc.org","Code","2023-12-15","Code_574","C25532","Inclusion Criteria","442f9116-9731-421c-a20e-7d1a3bc9b9cc"
"http://www.cdisc.org","Code","2023-12-15","Code_575","C25532","Inclusion Criteria","03794cc7-5ba4-4373-b7bf-c716ff2c986c"
"http://www.cdisc.org","Code","2023-12-15","Code_576","C25532","Inclusion Criteria","96f49b5b-1576-460f-931d-ceb3b33b0618"
"http://www.cdisc.org","Code","2023-12-15","Code_577","C25532","Inclusion Criteria","00940f19-2557-4394-a52f-bc97af37cd35"
"http://www.cdisc.org","Code","2023-12-15","Code_578","C25532","Inclusion Criteria","8507b985-8b0f-4023-b364-b54c412c4e65"
"http://www.cdisc.org","Code","2023-12-15","Code_579","C25370","Exclusion Criteria","e36892a5-78c4-4a9b-8d3c-290669ff4329"
"http://www.cdisc.org","Code","2023-12-15","Code_580","C25370","Exclusion Criteria","994ce95d-b005-4b55-90a9-c9563aeae73d"
"http://www.cdisc.org","Code","2023-12-15","Code_581","C25370","Exclusion Criteria","2c1a520d-dfa9-48f3-a290-4de837dfc3b1"
"http://www.cdisc.org","Code","2023-12-15","Code_582","C25370","Exclusion Criteria","b3a4f144-13e1-4668-87a8-fd96f054802b"
"http://www.cdisc.org","Code","2023-12-15","Code_583","C25370","Exclusion Criteria","047b2f8e-7da7-486e-beaf-db5750103da0"
"http://www.cdisc.org","Code","2023-12-15","Code_584","C25370","Exclusion Criteria","8385ff32-6408-4dec-85a1-906764b28a3c"
"http://www.cdisc.org","Code","2023-12-15","Code_585","C25370","Exclusion Criteria","9ce49d25-29e5-49b8-ad30-c31c73f6503d"
"http://www.cdisc.org","Code","2023-12-15","Code_586","C25370","Exclusion Criteria","b47026ae-0ade-46ab-a40a-59fec9173e31"
"http://www.cdisc.org","Code","2023-12-15","Code_587","C25370","Exclusion Criteria","bf34092c-4ca3-455e-9101-e93154450c9d"
"http://www.cdisc.org","Code","2023-12-15","Code_588","C25370","Exclusion Criteria","457b54b5-b02b-4a9b-9af8-14876607707f"
"http://www.cdisc.org","Code","2023-12-15","Code_589","C25370","Exclusion Criteria","b233fbbd-0b5a-49c7-ba2d-8330c58f024b"
"http://www.cdisc.org","Code","2023-12-15","Code_590","C25370","Exclusion Criteria","aa1b7811-63a2-4770-84fb-14bb89a16d19"
"http://www.cdisc.org","Code","2023-12-15","Code_591","C25370","Exclusion Criteria","a7d9e64e-55dd-4377-9586-16d3bd5114b5"
"http://www.cdisc.org","Code","2023-12-15","Code_592","C25370","Exclusion Criteria","93a5025f-b430-4f80-9303-26968a7943a5"
"http://www.cdisc.org","Code","2023-12-15","Code_593","C25370","Exclusion Criteria","e33bd176-1de2-43e0-9996-50783453f90a"
"http://www.cdisc.org","Code","2023-12-15","Code_594","C25370","Exclusion Criteria","aa101d9c-af06-4be5-92f7-1b8a93730189"
"http://www.cdisc.org","Code","2023-12-15","Code_595","C25370","Exclusion Criteria","b59df65d-7935-4b13-a645-c61b62bc1568"
"http://www.cdisc.org","Code","2023-12-15","Code_596","C25370","Exclusion Criteria","ea345924-690e-46ad-817a-80f341a27dfa"
"http://www.cdisc.org","Code","2023-12-15","Code_597","C25370","Exclusion Criteria","0deb50db-8b42-41b2-a6a4-fad97919be7f"
"http://www.cdisc.org","Code","2023-12-15","Code_598","C25370","Exclusion Criteria","4e9a408c-2ffd-4fcb-9664-48a72414377b"
"http://www.cdisc.org","Code","2023-12-15","Code_599","C25370","Exclusion Criteria","bc00c01d-5129-47f4-b466-b94d7c384143"
"http://www.cdisc.org","Code","2023-12-15","Code_600","C25370","Exclusion Criteria","22f23da4-b117-4293-86e8-0d6a83cc03b0"
"http://www.cdisc.org","Code","2023-12-15","Code_601","C25370","Exclusion Criteria","db8a34be-8327-4c2f-881a-a5cf802ee3c1"
"http://www.cdisc.org","Code","2023-12-15","Code_552","C29848","Year","176153b5-7207-4a0c-b79d-f077f6e438af"
"http://www.cdisc.org","Code","2023-12-15","Code_14","C201357","Before","497bf30d-ac89-4c38-b3d3-c6060706e669"
"http://www.cdisc.org","Code","2023-12-15","Code_15","C201355","Start to Start","9017417e-b0e4-4034-9d68-af8f3f6b7f01"
"http://www.cdisc.org","Code","2023-12-15","Code_16","C201357","Before","6012e410-802b-4533-bdaf-3c64a56408aa"
"http://www.cdisc.org","Code","2023-12-15","Code_17","C201355","Start to Start","b047948d-fa12-4a99-874f-0d98eec4dcf4"
"http://www.cdisc.org","Code","2023-12-15","Code_19","C201358","Fixed Reference","3bb04869-acb4-4dbc-99aa-9cf2a8568f10"
"http://www.cdisc.org","Code","2023-12-15","Code_20","C201355","Start to Start","b0f29eba-2603-442b-80f9-75d0394ace72"
"http://www.cdisc.org","Code","2023-12-15","Code_21","C201356","After","273165ed-b852-415e-9f93-bc133f6254dc"
"http://www.cdisc.org","Code","2023-12-15","Code_22","C201355","Start to Start","18deaef6-8153-4182-adc1-8d3547bf79f8"
"http://www.cdisc.org","Code","2023-12-15","Code_24","C201356","After","fb8bd3e4-26a9-4d16-8e9b-80a70c8501b5"
"http://www.cdisc.org","Code","2023-12-15","Code_25","C201355","Start to Start","bb4b6850-c605-4940-9419-943ec6f42647"
"http://www.cdisc.org","Code","2023-12-15","Code_27","C201356","After","39385411-eddf-47d4-8931-43d46cad1f70"
"http://www.cdisc.org","Code","2023-12-15","Code_28","C201355","Start to Start","232b023b-ad63-4cb1-93de-4e792a277d30"
"http://www.cdisc.org","Code","2023-12-15","Code_30","C201356","After","41e2155e-2c95-4cbc-b27f-fe805b3fa6ff"
"http://www.cdisc.org","Code","2023-12-15","Code_31","C201355","Start to Start","93f9aee0-5525-4ebd-a2be-91ac2ea24350"
"http://www.cdisc.org","Code","2023-12-15","Code_35","C201356","After","42930c38-3a90-4aa3-ada9-23c3959cb3cb"
"http://www.cdisc.org","Code","2023-12-15","Code_36","C201355","Start to Start","c25d70cf-0a84-4aa3-82bb-5a0888b3b191"
"http://www.cdisc.org","Code","2023-12-15","Code_40","C201356","After","ef787dc3-1e16-4300-8d66-29b74313312c"
"http://www.cdisc.org","Code","2023-12-15","Code_41","C201355","Start to Start","e9a7b3cb-d86c-46a6-be8b-5733604d750f"
"http://www.cdisc.org","Code","2023-12-15","Code_45","C201356","After","bc041295-1cbd-414f-80e1-b88cf35b5777"
"http://www.cdisc.org","Code","2023-12-15","Code_46","C201355","Start to Start","44aac241-da11-446b-94df-6dc31b17a581"
"http://www.cdisc.org","Code","2023-12-15","Code_50","C201356","After","8bfaa861-101a-494b-84d4-fcc0cc043c46"
"http://www.cdisc.org","Code","2023-12-15","Code_51","C201355","Start to Start","e1491cac-3ea7-43a6-b57b-8a228e2b8809"
"http://www.cdisc.org","Code","2023-12-15","Code_53","C201356","After","63d9bd9d-24ae-4fc1-bd81-71326d41c69d"
"http://www.cdisc.org","Code","2023-12-15","Code_54","C201355","Start to Start","ac4c250b-3f0d-473e-b94f-23c090caf5fe"
"http://www.cdisc.org","Code","2023-12-15","Code_33","C201356","After","9eae1005-063f-4467-903e-ad187734f007"
"http://www.cdisc.org","Code","2023-12-15","Code_34","C201355","Start to Start","807c997e-6a53-4771-ae38-517188f1c5b7"
"http://www.cdisc.org","Code","2023-12-15","Code_38","C201356","After","38cecc4e-b4ba-4d50-b26a-7a0dbb9ac6aa"
"http://www.cdisc.org","Code","2023-12-15","Code_39","C201355","Start to Start","1d7a8e8d-b073-4817-b27c-a4baae80fcc1"
"http://www.cdisc.org","Code","2023-12-15","Code_43","C201356","After","566541a1-e6ca-4c2f-a1f8-cd2db0a30286"
"http://www.cdisc.org","Code","2023-12-15","Code_44","C201355","Start to Start","880e68d8-c55b-4ceb-a62b-7f85379bad97"
"http://www.cdisc.org","Code","2023-12-15","Code_48","C201356","After","f26f5c4d-80f1-4725-9df5-cf4b659f56e8"
"http://www.cdisc.org","Code","2023-12-15","Code_49","C201355","Start to Start","4ca9e00d-239c-4f2f-9850-37f5db6d9e26"
"http://www.cdisc.org","Code","2023-12-15","Code_56","C201358","Fixed Reference","22f9908f-907f-4070-ac1a-b87c9880e272"
"http://www.cdisc.org","Code","2023-12-15","Code_57","C201355","Start to Start","187d0794-9ac6-4ec4-9b66-eaa5bfea2560"
"http://www.cdisc.org","Code","2023-12-15","Code_58","C201358","Fixed Reference","bc2ec0f7-1a9a-45e6-be78-858558e13b73"
"http://www.cdisc.org","Code","2023-12-15","Code_59","C201355","Start to Start","a36c0d97-940f-4fb1-aed8-fae4777170d2"
"http://www.cdisc.org","Code","2023-12-15","Code_60","C201358","Fixed Reference","3c3d01bb-04eb-4a1c-8e16-e2c99885d358"
"http://www.cdisc.org","Code","2023-12-15","Code_61","C201355","Start to Start","41315900-d007-4d06-bad4-5e5b2931fe29"
"http://www.cdisc.org","Code","2023-12-15","Code_62","C201356","After","5d0f7d21-ff45-4d51-8e3c-0e11e35b874f"
"http://www.cdisc.org","Code","2023-12-15","Code_63","C201355","Start to Start","534c2440-66d4-403c-beb9-332143580a55"
"http://www.cdisc.org","Code","2023-12-15","Code_64","C201356","After","c2c01777-8885-468a-beeb-ba957f588c6d"
"http://www.cdisc.org","Code","2023-12-15","Code_65","C201353","End to Start","3e33df35-1752-4c1a-bba4-a25c5dd1d21f"
"http://www.cdisc.org","Code","2023-12-15","Code_66","C201356","After","ff68d555-eab1-4a74-9cb2-7b4d76f2fbea"
"http://www.cdisc.org","Code","2023-12-15","Code_67","C201355","Start to Start","2b776fe2-edd5-43cb-9243-2f52834ccb94"
"http://www.cdisc.org","Code","2023-12-15","Code_68","C201356","After","b796becd-a166-4883-88c7-4b9658edf388"
"http://www.cdisc.org","Code","2023-12-15","Code_69","C201353","End to Start","3af00a54-0dc1-4d00-b2ca-5bbde5132b44"
"http://www.cdisc.org","Code","2023-12-15","Code_70","C201356","After","b33a0b3b-0608-44b1-a0f3-4808e6a120db"
"http://www.cdisc.org","Code","2023-12-15","Code_71","C201355","Start to Start","04939690-0a17-4feb-aaab-7002a3bcb927"
"http://www.cdisc.org","Code","2023-12-15","Code_602","C70793","Clinical Study Sponsor","dc20f6f4-81a0-45d5-856b-117badc69695"
"ISO 3166 1 alpha3","Code","2020-08","Code_603","GBR","United Kingdom of Great Britain and Northern Ireland","06f6e863-7b5e-49f3-90b8-f4d4b9ac801d"
"http://www.cdisc.org","Code","2023-12-15","Code_3","C94108","Study Acronym","405aeed0-3a48-4ad0-bc86-ab056351a6e7"
"http://www.cdisc.org","Code","2023-12-15","Code_5","C99905x1","Brief Study Title","319bee2d-730b-4aa6-9dae-2c0769a43894"
"http://www.cdisc.org","Code","2023-12-15","Code_6","C99905x2","Official Study Title","fc7b77cc-8db4-42cb-809d-57d5a217ec69"
"http://www.cdisc.org","Code","2023-12-15","Code_7","C99905x3","Public Study Title","4699f270-b445-4830-aaba-205b832386db"
"http://www.cdisc.org","Code","2023-12-15","Code_8","C25508","Final","2f953ae0-b583-44cd-b981-00b86169c7bb"
"http://www.cdisc.org","Code","2023-12-15","Code_11","C99903x1","Protocol Effective Date","0f24218d-a9be-45cc-85be-d0d3e58d844d"
"http://www.cdisc.org","Code","2023-12-15","Code_13","C41129","Region","fc8389a7-3d17-48b0-bd58-3b4ae37afe20"
"ISO 3166 1 alpha3","Code","2020-08","Code_12","150","Europe","42f8d454-13c9-417a-ad1a-d0a2ef321805"
