"decode","codeSystemVersion","uuid:ID","instanceType","code","id","codeSystem"
"Clinical Test Result","2023-12-15","fe4e4c09-ebf7-4c34-9400-9069af25570c","Code","C77140","Code_379","http://www.cdisc.org"
"Unit of Pressure","2023-12-15","ccfaae3a-3be3-44a6-8c53-503fac805358","Code","C49669","Code_380","http://www.cdisc.org"
"Sitting","2023-12-15","c099f94f-0fe8-498c-b379-3b09cba113ea","Code","C62122","Code_381","http://www.cdisc.org"
"Standing","2023-12-15","0ef9c033-9471-492d-a0c3-d7adf1b0c0fa","Code","C62166","Code_382","http://www.cdisc.org"
"Supine Position","2023-12-15","9761f4dd-1b1c-481e-897e-8ca088a16753","Code","C62167","Code_383","http://www.cdisc.org"
"Body Position","2023-12-15","aae20ab3-e321-4823-93e4-6172836879a7","Code","C62164","Code_384","http://www.cdisc.org"
"Brachial Artery","2023-12-15","86c91b46-6837-462d-b230-0bdcfc083e66","Code","C12681","Code_385","http://www.cdisc.org"
"Common Carotid Artery","2023-12-15","6a603a9d-d492-44f1-a121-e504d22fd1c8","Code","C12687","Code_386","http://www.cdisc.org"
"Dorsalis Pedis Artery","2023-12-15","4d555164-38a4-4784-8861-1dd26bfec7cb","Code","C32478","Code_387","http://www.cdisc.org"
"Femoral Artery","2023-12-15","b676e5cf-55ae-4d58-8449-e9903f215e25","Code","C12715","Code_388","http://www.cdisc.org"
"Radial Artery","2023-12-15","aee64ed5-759b-45de-abf2-af2a8722ba71","Code","C12838","Code_389","http://www.cdisc.org"
"Anatomic Site","2023-12-15","895d1d1a-4f99-49ab-8265-ddd5348df122","Code","C13717","Code_390","http://www.cdisc.org"
"Left","2023-12-15","bdb04ae1-d69b-4425-9ff7-561b55295170","Code","C25229","Code_391","http://www.cdisc.org"
"Right","2023-12-15","39ac7339-dc4c-450d-bda4-a97dc9b9876a","Code","C25228","Code_392","http://www.cdisc.org"
"Laterality","2023-12-15","37a08c4f-618f-4b27-8773-d41b99587238","Code","C25185","Code_393","http://www.cdisc.org"
"SYSBP","2023-12-15","e67b48e0-6454-4d80-aedc-d4cd63c6beee","Code","C25298","Code_394","http://www.cdisc.org"
"DIABP","2023-12-15","fbe3227c-501f-4078-a6d6-989417f656d4","Code","C25299","Code_395","http://www.cdisc.org"
"Clinical Test Result","2023-12-15","40f340da-6ced-417c-ba83-7a8068a9072f","Code","C77140","Code_396","http://www.cdisc.org"
"Unit of Pressure","2023-12-15","01cd392a-0528-4669-8faf-41b5380bbf14","Code","C49669","Code_397","http://www.cdisc.org"
"Sitting","2023-12-15","c21aff00-0e8c-4f73-82a2-4f2b145c4754","Code","C62122","Code_398","http://www.cdisc.org"
"Standing","2023-12-15","c5aa990c-37cf-4bbd-8eff-4618f34c0641","Code","C62166","Code_399","http://www.cdisc.org"
"Supine Position","2023-12-15","82643f1d-23ae-47c2-8bc1-db64ac568efa","Code","C62167","Code_400","http://www.cdisc.org"
"Body Position","2023-12-15","9944f6d7-3c3a-495f-9353-5ccb0c80bdfa","Code","C62164","Code_401","http://www.cdisc.org"
"Brachial Artery","2023-12-15","7d7f52dd-f4b3-4ba2-a205-c44b26b6be7d","Code","C12681","Code_402","http://www.cdisc.org"
"Common Carotid Artery","2023-12-15","26f4bcc9-f933-4c17-813a-63e9c3578aa8","Code","C12687","Code_403","http://www.cdisc.org"
"Dorsalis Pedis Artery","2023-12-15","0ebb9a48-0d98-4815-b42d-1eb128ad9059","Code","C32478","Code_404","http://www.cdisc.org"
"Femoral Artery","2023-12-15","457425d2-cb87-4f4b-ba48-d4e8d8df35a0","Code","C12715","Code_405","http://www.cdisc.org"
"Radial Artery","2023-12-15","d919c0cc-0b7e-4233-bda2-1ab54a0db984","Code","C12838","Code_406","http://www.cdisc.org"
"Anatomic Site","2023-12-15","8a0d23d5-aa26-4c16-83bd-6fbe9575ddad","Code","C13717","Code_407","http://www.cdisc.org"
"Left","2023-12-15","614e32d9-dafa-42a4-9663-51467b55234a","Code","C25229","Code_408","http://www.cdisc.org"
"Right","2023-12-15","e27cfb1b-f507-4a8d-bedd-d78c2cf5246c","Code","C25228","Code_409","http://www.cdisc.org"
"Laterality","2023-12-15","a24c06ab-20b9-4a8d-a0b2-043645fd6d61","Code","C25185","Code_410","http://www.cdisc.org"
"DIABP","2023-12-15","6c2326ba-c611-4511-8a89-fa954a483a92","Code","C25299","Code_411","http://www.cdisc.org"
"HR","2023-12-15","15bb1356-ca82-4703-a857-4a78f850d6bf","Code","C49677","Code_412","http://www.cdisc.org"
"Clinical Test Result","2023-12-15","777d628a-8377-41fe-8572-d012ea3aa4a7","Code","C77140","Code_413","http://www.cdisc.org"
"Count per Minute","2023-12-15","b74c71fc-3b27-41a7-97ca-0bdacfd4809d","Code","C73688","Code_414","http://www.cdisc.org"
"Sitting","2023-12-15","c587a092-e338-46cf-a392-92957fce508c","Code","C62122","Code_415","http://www.cdisc.org"
"Standing","2023-12-15","ae08fd69-d959-4cd8-9aa2-1e4b4e3d0bfe","Code","C62166","Code_416","http://www.cdisc.org"
"Supine Position","2023-12-15","c6da8880-474f-4c18-837a-7cae1a99c401","Code","C62167","Code_417","http://www.cdisc.org"
"Body Position","2023-12-15","96e4ca49-f568-40ff-9e86-dc6d36e5623f","Code","C62164","Code_418","http://www.cdisc.org"
"Brachial Artery","2023-12-15","1b1ca403-343a-4867-93a1-313c5bee2526","Code","C12681","Code_419","http://www.cdisc.org"
"Common Carotid Artery","2023-12-15","ac427465-ea87-42ad-9cba-46312538b7f8","Code","C12687","Code_420","http://www.cdisc.org"
"Dorsalis Pedis Artery","2023-12-15","dbd186cd-b6cd-4977-b865-7b3bd1f486f8","Code","C32478","Code_421","http://www.cdisc.org"
"Femoral Artery","2023-12-15","69984c47-57ed-44eb-abb4-a907058ef88c","Code","C12715","Code_422","http://www.cdisc.org"
"Radial Artery","2023-12-15","bb6685cb-f802-4d68-b286-bb709fd818d2","Code","C12838","Code_423","http://www.cdisc.org"
"Anatomic Site","2023-12-15","06cfab35-d767-4b79-a52c-5df54c884e32","Code","C13717","Code_424","http://www.cdisc.org"
"Left","2023-12-15","9a412dc0-0379-4336-a648-cd5e0bc10107","Code","C25229","Code_425","http://www.cdisc.org"
"Right","2023-12-15","da613b0e-0298-4a2e-bb52-8b2b3a7eb23b","Code","C25228","Code_426","http://www.cdisc.org"
"Laterality","2023-12-15","08c684c2-d05b-4860-b0ce-13320b58837a","Code","C25185","Code_427","http://www.cdisc.org"
"HR","2023-12-15","60915fc7-e3e5-4dfb-a22f-009324d850f4","Code","C49677","Code_428","http://www.cdisc.org"
"Placebo Comparator Arm","2023-12-15","ce3b38bf-8ef9-4d6f-b5da-8128364e4411","Code","C174268","Code_123","http://www.cdisc.org"
"Data Generated Within Study","2023-12-15","11129050-19d7-492b-bda1-0c2a5253fd88","Code","C188866","Code_124","http://www.cdisc.org"
"Active Comparator Arm","2023-12-15","7f765c22-2ad8-4f22-a21c-750aaa137c45","Code","C174267","Code_125","http://www.cdisc.org"
"Data Generated Within Study","2023-12-15","2cc4a726-d022-4818-9a17-be0de264c196","Code","C188866","Code_126","http://www.cdisc.org"
"Active Comparator Arm","2023-12-15","05d409ae-1aab-4087-bdfb-9d90dcf5c54a","Code","C174267","Code_127","http://www.cdisc.org"
"Data Generated Within Study","2023-12-15","c989adae-c939-4eea-ad7d-758ae9822dbb","Code","C188866","Code_128","http://www.cdisc.org"
"Double Blind Study","2023-12-15","5f4a7e3f-cafb-43ab-ae8d-c42b57b3e33f","Code","C15228","Code_136","http://www.cdisc.org"
"Screening Epoch","2023-12-15","64110029-72c2-4bce-a351-f68c5c083b3f","Code","C202487","Code_129","http://www.cdisc.org"
"Treatment Epoch","2023-12-15","32c0e441-7067-456d-a55a-9e5974f8077f","Code","C101526","Code_130","http://www.cdisc.org"
"Treatment Epoch","2023-12-15","1a63ae60-d51c-477d-a58b-ad497f0b0133","Code","C101526","Code_131","http://www.cdisc.org"
"Treatment Epoch","2023-12-15","dea63e91-ac51-4745-ab33-5aa0401adf75","Code","C101526","Code_132","http://www.cdisc.org"
"Follow-Up Epoch","2023-12-15","29775450-582b-40e9-b71c-a05d4c21a17a","Code","C202578","Code_133","http://www.cdisc.org"
"Alzheimer's disease; unspecified","1","da01fd8d-61ad-4850-a65d-8e97fa49612c","Code","G30.9","Code_550","ICD-10-CM"
"Alzheimer's disease","January 31, 2018","9991bdc6-8755-4d66-ad4e-a8d4b74c3ee0","Code","26929004","Code_551","SNOMED"
"Sponsor","2023-12-15","c1eba6c9-1a68-4b20-ae50-e57f3d2646fb","Code","C70793","Code_142","http://www.cdisc.org"
"Trial Primary Objective","2023-12-15","942f705b-9ad0-4e94-88f6-5068f6129f9a","Code","C85826","Code_555","http://www.cdisc.org"
"Primary Endpoint","2023-12-15","8df5a182-884e-4d61-a0af-c6ae5ac839f3","Code","C94496","Code_554","http://www.cdisc.org"
"Primary Endpoint","2023-12-15","74185038-8c55-4a36-b5f5-6fd405976e5a","Code","C94496","Code_556","http://www.cdisc.org"
"Trial Primary Objective","2023-12-15","99417f6d-6395-4ba1-824d-1beeda4e6cf4","Code","C85826","Code_558","http://www.cdisc.org"
"Primary Endpoint","2023-12-15","5e81b09e-deaf-4777-8d5d-395e996d9aee","Code","C94496","Code_557","http://www.cdisc.org"
"Primary Endpoint","2023-12-15","c6e0ac1e-76f3-41ec-a68f-7a71dbdb3a33","Code","C94496","Code_559","http://www.cdisc.org"
"Primary Endpoint","2023-12-15","cf5618c3-5098-4264-8168-f22ae2dcb11e","Code","C94496","Code_560","http://www.cdisc.org"
"Trial Secondary Objective","2023-12-15","67ed5839-8f4c-4c33-93c3-06a25d5b61a6","Code","C85827","Code_562","http://www.cdisc.org"
"Secondary Endpoint","2023-12-15","978f6fb5-6a91-4a69-b896-d7355f08d0eb","Code","C139173","Code_561","http://www.cdisc.org"
"Secondary Endpoint","2023-12-15","bcdc64de-5ec8-47be-8635-98a4697fa7af","Code","C139173","Code_563","http://www.cdisc.org"
"Secondary Endpoint","2023-12-15","4ae6a6d7-bbb9-44f7-930b-c36a13fe5c80","Code","C139173","Code_564","http://www.cdisc.org"
"Trial Secondary Objective","2023-12-15","028deb0b-47b8-4310-b11e-c5c8b007644b","Code","C85827","Code_566","http://www.cdisc.org"
"Secondary Endpoint","2023-12-15","414abf9a-f22d-41d1-b876-bdbcf4828116","Code","C139173","Code_565","http://www.cdisc.org"
"Trial Secondary Objective","2023-12-15","98545a6f-1cfa-4da6-8344-3d11bfff3eeb","Code","C85827","Code_568","http://www.cdisc.org"
"Secondary Endpoint","2023-12-15","0aeeb5ac-fbd6-4535-9191-df2ec976c4fd","Code","C139173","Code_567","http://www.cdisc.org"
"Trial Secondary Objective","2023-12-15","23d7bd2b-1fc0-40a2-8415-c34b82812976","Code","C85827","Code_570","http://www.cdisc.org"
"Secondary Endpoint","2023-12-15","d19069b4-e213-455d-9240-0d5294ee81e2","Code","C139173","Code_569","http://www.cdisc.org"
"Inclusion Criteria","2023-12-15","002f0fcd-c752-418c-8543-f3f39cd3d83d","Code","C25532","Code_571","http://www.cdisc.org"
"Inclusion Criteria","2023-12-15","c21996f8-64d5-44b5-988a-472590482b75","Code","C25532","Code_572","http://www.cdisc.org"
"Inclusion Criteria","2023-12-15","97eacf23-7640-4070-a746-df4b4cdd7bbd","Code","C25532","Code_573","http://www.cdisc.org"
"Inclusion Criteria","2023-12-15","c581ea24-327c-4eeb-bdbd-ef729cd7f6ec","Code","C25532","Code_574","http://www.cdisc.org"
"Inclusion Criteria","2023-12-15","a1dafbe3-30ab-4b44-a9a0-c86ee48bb42f","Code","C25532","Code_575","http://www.cdisc.org"
"Inclusion Criteria","2023-12-15","df5217c5-27f2-44ec-8b0d-340bcd295322","Code","C25532","Code_576","http://www.cdisc.org"
"Inclusion Criteria","2023-12-15","a304db77-853e-425a-949f-c6c096a51c63","Code","C25532","Code_577","http://www.cdisc.org"
"Inclusion Criteria","2023-12-15","bf45f53e-84e2-4f44-b794-39cb510b304b","Code","C25532","Code_578","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","5bf7bf42-fc3b-418e-bc03-5ece88b11d05","Code","C25370","Code_579","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","780075de-34ca-4d22-b42d-5d30842d1a50","Code","C25370","Code_580","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","720a5697-1998-4fc6-beb2-c15780de0ad3","Code","C25370","Code_581","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","bf996e7d-ebd2-447b-acd1-9bfd7e95b170","Code","C25370","Code_582","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","47522b21-d57f-4a48-81b0-84abd4676ba4","Code","C25370","Code_583","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","bf7d2269-05ad-44ef-a848-0cfcfbb791b4","Code","C25370","Code_584","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","d2c18504-91e4-4d47-b863-8279da5779ec","Code","C25370","Code_585","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","753fb4e1-1c14-4447-a004-74870e87028f","Code","C25370","Code_586","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","a05b83d7-8212-45ea-b946-269a2bcc3b0b","Code","C25370","Code_587","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","88ac3be2-d957-4e7a-994e-b85e88b22664","Code","C25370","Code_588","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","cc7914ea-5989-470b-8593-9f72a015c754","Code","C25370","Code_589","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","7e0f6a6e-79ca-4f83-8b38-4b53a05507c8","Code","C25370","Code_590","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","fac19de4-0171-4373-9260-9448b1d90a65","Code","C25370","Code_591","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","6d8ad28d-e313-475b-aa55-d1080c89524f","Code","C25370","Code_592","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","91d431ca-3605-4049-bae8-fa986a1526fd","Code","C25370","Code_593","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","ad8572e6-3b9b-4da7-804c-11fdcea1711f","Code","C25370","Code_594","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","9e78161b-7df4-4b2f-94b9-602a8ca0f095","Code","C25370","Code_595","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","5be9cbf1-fac4-4776-be0b-28a9207f26f9","Code","C25370","Code_596","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","8494dd2a-2299-4a93-a858-da85db83ee4d","Code","C25370","Code_597","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","db1d576f-f50e-42fa-abed-5cf8aab2c91b","Code","C25370","Code_598","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","3c7202ac-62fc-4a9a-b5a1-def0c0c81bf6","Code","C25370","Code_599","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","2c565f35-1c8b-47c3-bf69-f17ba7cce7e7","Code","C25370","Code_600","http://www.cdisc.org"
"Exclusion Criteria","2023-12-15","2368c85b-d485-416f-a9c5-eddb78218659","Code","C25370","Code_601","http://www.cdisc.org"
"Year","2023-12-15","5e123cf0-ee3e-4baa-bc62-5e446b001592","Code","C29848","Code_552","http://www.cdisc.org"
"Before","2023-12-15","d76464a7-b37e-41ed-a4ab-3806745273e9","Code","C201357","Code_14","http://www.cdisc.org"
"Start to Start","2023-12-15","f080686e-c892-4e81-88a0-4514084a0160","Code","C201355","Code_15","http://www.cdisc.org"
"Before","2023-12-15","65e4fc4d-b339-487b-84b2-657cfc0093c7","Code","C201357","Code_16","http://www.cdisc.org"
"Start to Start","2023-12-15","61fcfbd6-0a15-4ff9-8623-c1d946dc825b","Code","C201355","Code_17","http://www.cdisc.org"
"Fixed Reference","2023-12-15","0f8511a8-5ed4-407a-861e-9ade986259a4","Code","C201358","Code_19","http://www.cdisc.org"
"Start to Start","2023-12-15","3221aaca-9ab4-4dfc-bb71-69a31beebb77","Code","C201355","Code_20","http://www.cdisc.org"
"After","2023-12-15","24d7d932-04ef-4765-9c46-05408bd6ec6a","Code","C201356","Code_21","http://www.cdisc.org"
"Start to Start","2023-12-15","2acc9947-fde2-4496-b5d4-e5508fc7cc37","Code","C201355","Code_22","http://www.cdisc.org"
"After","2023-12-15","67ab7011-22c4-4168-a787-8b7de6eaefd7","Code","C201356","Code_24","http://www.cdisc.org"
"Start to Start","2023-12-15","b55b0964-577b-45ab-b6a7-9fa8b42297b3","Code","C201355","Code_25","http://www.cdisc.org"
"After","2023-12-15","6a2dfe2b-d233-49cf-88ae-32d6bda7232a","Code","C201356","Code_27","http://www.cdisc.org"
"Start to Start","2023-12-15","aaf2840f-37e1-46c9-a358-59433d723c45","Code","C201355","Code_28","http://www.cdisc.org"
"After","2023-12-15","2c5faf62-b6d9-49c4-a43b-8a980e6d9326","Code","C201356","Code_30","http://www.cdisc.org"
"Start to Start","2023-12-15","545e5067-fc30-4d3e-8b0e-ad72d5b8f34b","Code","C201355","Code_31","http://www.cdisc.org"
"After","2023-12-15","d7c75051-8579-44de-8c79-6612f0b5fcce","Code","C201356","Code_35","http://www.cdisc.org"
"Start to Start","2023-12-15","41539f1a-bec0-4ae9-923c-93f43511ad98","Code","C201355","Code_36","http://www.cdisc.org"
"After","2023-12-15","e16ab737-c25e-44cb-9129-3ff88f10494d","Code","C201356","Code_40","http://www.cdisc.org"
"Start to Start","2023-12-15","646f2428-3c21-4c30-b39d-b0014168225a","Code","C201355","Code_41","http://www.cdisc.org"
"After","2023-12-15","a2f692d7-2a20-455e-8906-01f934048bf9","Code","C201356","Code_45","http://www.cdisc.org"
"Start to Start","2023-12-15","f5085b10-fb97-4460-ad06-6d376123bc11","Code","C201355","Code_46","http://www.cdisc.org"
"After","2023-12-15","eb4dc545-50f8-4b9f-8976-b6cfba58726f","Code","C201356","Code_50","http://www.cdisc.org"
"Start to Start","2023-12-15","831b8504-f415-4bfc-8a9f-ac3dbf398cb6","Code","C201355","Code_51","http://www.cdisc.org"
"After","2023-12-15","a0d08222-c49e-4bf8-ad9d-3131c2c57ac3","Code","C201356","Code_53","http://www.cdisc.org"
"Start to Start","2023-12-15","bb9d74b7-6c63-4fb4-8044-0bb02d265f26","Code","C201355","Code_54","http://www.cdisc.org"
"After","2023-12-15","afce1303-756c-407b-951c-a424d9a8b757","Code","C201356","Code_33","http://www.cdisc.org"
"Start to Start","2023-12-15","0dbb79ce-aa2e-4622-b935-6d5d72f66f03","Code","C201355","Code_34","http://www.cdisc.org"
"After","2023-12-15","92a41206-6386-498a-aef7-7c7271a7db8f","Code","C201356","Code_38","http://www.cdisc.org"
"Start to Start","2023-12-15","c4a0fe46-a787-4d37-8edc-b077c029cd4c","Code","C201355","Code_39","http://www.cdisc.org"
"After","2023-12-15","870c4716-0141-45aa-97f3-cd1937a4ef70","Code","C201356","Code_43","http://www.cdisc.org"
"Start to Start","2023-12-15","6957b000-32c9-457c-acce-9bc5c4a95d9d","Code","C201355","Code_44","http://www.cdisc.org"
"After","2023-12-15","677c7425-46c3-4280-aefc-3692752321f5","Code","C201356","Code_48","http://www.cdisc.org"
"Start to Start","2023-12-15","36f8f12f-27b1-4a02-9ae7-48afc82e8f93","Code","C201355","Code_49","http://www.cdisc.org"
"Fixed Reference","2023-12-15","5e5d919e-20f1-462c-b096-56b884610d77","Code","C201358","Code_56","http://www.cdisc.org"
"Start to Start","2023-12-15","a8afc529-ee15-429c-bd44-6bcb23cb5be4","Code","C201355","Code_57","http://www.cdisc.org"
"Fixed Reference","2023-12-15","8837e5c1-b3b0-418c-85ed-d996d17efd24","Code","C201358","Code_58","http://www.cdisc.org"
"Start to Start","2023-12-15","5810a8f2-aeca-4185-8e4a-ec28223e7f56","Code","C201355","Code_59","http://www.cdisc.org"
"Fixed Reference","2023-12-15","895bffab-af62-49c4-8b10-cfa0e540b94d","Code","C201358","Code_60","http://www.cdisc.org"
"Start to Start","2023-12-15","ded14097-e462-4f4c-be34-f24dabf69356","Code","C201355","Code_61","http://www.cdisc.org"
"After","2023-12-15","c6ccac10-4ae3-4aad-8b2e-9ada8b8cb4da","Code","C201356","Code_62","http://www.cdisc.org"
"Start to Start","2023-12-15","7c223272-02e3-4350-9767-8b31bd4d80ad","Code","C201355","Code_63","http://www.cdisc.org"
"After","2023-12-15","d87f8e8f-0387-4387-8db2-6fbbf6807fed","Code","C201356","Code_64","http://www.cdisc.org"
"End to Start","2023-12-15","e5f37911-e137-4c26-b2d9-440b9e87b1bd","Code","C201353","Code_65","http://www.cdisc.org"
"After","2023-12-15","6c4e121f-7daf-475d-9ec9-60a3e9e59a37","Code","C201356","Code_66","http://www.cdisc.org"
"Start to Start","2023-12-15","e86eb88f-825f-4250-b986-d06d587858e5","Code","C201355","Code_67","http://www.cdisc.org"
"After","2023-12-15","83405661-ff4d-4c53-b541-21c121196008","Code","C201356","Code_68","http://www.cdisc.org"
"End to Start","2023-12-15","c4ceff7e-a5a9-41b0-a38b-e1c62cd2e6f2","Code","C201353","Code_69","http://www.cdisc.org"
"After","2023-12-15","7cd5cc75-51fb-49c4-9e52-3e53469d9bfb","Code","C201356","Code_70","http://www.cdisc.org"
"Start to Start","2023-12-15","03f5bf77-cdcf-4bf4-8e48-c2473af121c2","Code","C201355","Code_71","http://www.cdisc.org"
"Clinical Study Sponsor","2023-12-15","3b279812-bb5a-427e-b239-2d240c056d90","Code","C70793","Code_602","http://www.cdisc.org"
"United Kingdom of Great Britain and Northern Ireland","2020-08","492e0d44-69b4-4cb7-a935-9b16bc15c642","Code","GBR","Code_603","ISO 3166 1 alpha3"
"Study Acronym","2023-12-15","f7e691d7-8946-4382-9cf2-6624cb91370d","Code","C94108","Code_3","http://www.cdisc.org"
"Brief Study Title","2023-12-15","442b4b94-b206-4a1e-8a47-a709e4b2783c","Code","C99905x1","Code_5","http://www.cdisc.org"
"Official Study Title","2023-12-15","fc613c08-49f8-4cd8-a24e-368bed92f296","Code","C99905x2","Code_6","http://www.cdisc.org"
"Public Study Title","2023-12-15","fceb6e01-7e7d-4b1d-9eb7-ede9095aeb40","Code","C99905x3","Code_7","http://www.cdisc.org"
"Final","2023-12-15","b5791cb5-d1f6-4217-b8c0-c761e020a1cb","Code","C25508","Code_8","http://www.cdisc.org"
"Protocol Effective Date","2023-12-15","116f8339-ffa6-42cc-8c37-e25dad5ec831","Code","C99903x1","Code_11","http://www.cdisc.org"
"Region","2023-12-15","a3b7fecd-b00b-4490-b495-b2dc93758255","Code","C41129","Code_13","http://www.cdisc.org"
"Europe","2020-08","78753280-11fa-4f01-817b-4cde5ea9aa41","Code","150","Code_12","ISO 3166 1 alpha3"
