"codeSystemVersion","id","code","decode","instanceType","uuid:ID","codeSystem"
"2023-12-15","Code_379","C77140","Clinical Test Result","Code","fd47de39-342a-4c30-ba74-2834fcae2551","http://www.cdisc.org"
"2023-12-15","Code_380","C49669","Unit of Pressure","Code","348449d5-1eb9-4a2f-bd39-96d39ea4c968","http://www.cdisc.org"
"2023-12-15","Code_381","C62122","Sitting","Code","6da19845-a641-4c07-95db-5de2c4f46938","http://www.cdisc.org"
"2023-12-15","Code_382","C62166","Standing","Code","e1208a7b-c601-4c09-b9a1-ed8679ef0bda","http://www.cdisc.org"
"2023-12-15","Code_383","C62167","Supine Position","Code","32f83fd6-5481-4f10-ab71-07903a0db52e","http://www.cdisc.org"
"2023-12-15","Code_384","C62164","Body Position","Code","d2ff48dc-74c4-4c1e-a885-f881ee8e7e43","http://www.cdisc.org"
"2023-12-15","Code_385","C12681","Brachial Artery","Code","1d46e935-e978-43ea-a600-f9d588ecdd42","http://www.cdisc.org"
"2023-12-15","Code_386","C12687","Common Carotid Artery","Code","35df4252-02c4-4f43-a46e-e4ec4074c5b1","http://www.cdisc.org"
"2023-12-15","Code_387","C32478","Dorsalis Pedis Artery","Code","1a07f34f-5a45-43ee-af24-419a4682d4b6","http://www.cdisc.org"
"2023-12-15","Code_388","C12715","Femoral Artery","Code","49ce50f8-4445-48ed-84e3-c24ec98a0c59","http://www.cdisc.org"
"2023-12-15","Code_389","C12838","Radial Artery","Code","4d9d9ae7-3a55-49de-a513-67d7e0978a5a","http://www.cdisc.org"
"2023-12-15","Code_390","C13717","Anatomic Site","Code","11789eaa-e96b-4a01-a7e4-2d5e13db1a56","http://www.cdisc.org"
"2023-12-15","Code_391","C25229","Left","Code","9224bc9e-4567-47b6-aedf-0a6466f39dba","http://www.cdisc.org"
"2023-12-15","Code_392","C25228","Right","Code","d61e9703-aba5-421f-bb32-221c894fc1ec","http://www.cdisc.org"
"2023-12-15","Code_393","C25185","Laterality","Code","0328d335-7706-4c9f-92fa-a282ea5d5741","http://www.cdisc.org"
"2023-12-15","Code_394","C25298","SYSBP","Code","74d8a921-6fab-4ecd-8982-687b9bcc43c5","http://www.cdisc.org"
"2023-12-15","Code_395","C25299","DIABP","Code","8beb4869-6a1a-4960-81fb-94d0f9352951","http://www.cdisc.org"
"2023-12-15","Code_396","C77140","Clinical Test Result","Code","ccee8c06-f045-4d97-9b16-e84b36f195bc","http://www.cdisc.org"
"2023-12-15","Code_397","C49669","Unit of Pressure","Code","d1b6ddb1-722d-4d92-8cf3-0efca49aee57","http://www.cdisc.org"
"2023-12-15","Code_398","C62122","Sitting","Code","5a571b9b-7fbe-4e77-92bf-3b27e3298acc","http://www.cdisc.org"
"2023-12-15","Code_399","C62166","Standing","Code","dcec9c2e-ab5b-44ab-9a7d-33dc9b265111","http://www.cdisc.org"
"2023-12-15","Code_400","C62167","Supine Position","Code","52e81e92-5856-4204-8a3b-b72912b7fbf4","http://www.cdisc.org"
"2023-12-15","Code_401","C62164","Body Position","Code","5777e660-ad53-4378-9f6c-09bdc36cbe08","http://www.cdisc.org"
"2023-12-15","Code_402","C12681","Brachial Artery","Code","83086604-634b-49b6-8a7c-c9ea8a507ebf","http://www.cdisc.org"
"2023-12-15","Code_403","C12687","Common Carotid Artery","Code","57c457cf-5795-439f-9078-126d2330adc0","http://www.cdisc.org"
"2023-12-15","Code_404","C32478","Dorsalis Pedis Artery","Code","bbac300d-f9f9-4647-aff1-39b076f9e314","http://www.cdisc.org"
"2023-12-15","Code_405","C12715","Femoral Artery","Code","ce0a3d47-daa3-40e2-992f-9393cb3c814e","http://www.cdisc.org"
"2023-12-15","Code_406","C12838","Radial Artery","Code","161dede0-f40b-49c2-9777-a5a8fa887886","http://www.cdisc.org"
"2023-12-15","Code_407","C13717","Anatomic Site","Code","80413c61-1a9e-45f4-be64-daa875c4d054","http://www.cdisc.org"
"2023-12-15","Code_408","C25229","Left","Code","1901a1b7-4a3a-4efe-b69c-2007264215a0","http://www.cdisc.org"
"2023-12-15","Code_409","C25228","Right","Code","bddb30e5-6a59-4d01-8629-46db725f459e","http://www.cdisc.org"
"2023-12-15","Code_410","C25185","Laterality","Code","22d7d8b0-23ee-4399-b2bd-5b9108fc4ea8","http://www.cdisc.org"
"2023-12-15","Code_411","C25299","DIABP","Code","cab5f5be-b4c2-4e07-a006-0204a977232b","http://www.cdisc.org"
"2023-12-15","Code_412","C49677","HR","Code","671810b6-4423-4710-a3d5-ff5fc05fa584","http://www.cdisc.org"
"2023-12-15","Code_413","C77140","Clinical Test Result","Code","87c9a8a8-a924-4b4c-8879-e028f9d1be0a","http://www.cdisc.org"
"2023-12-15","Code_414","C73688","Count per Minute","Code","6b434595-da54-4f91-9280-b680a0f8a2ec","http://www.cdisc.org"
"2023-12-15","Code_415","C62122","Sitting","Code","e09d398b-6cbe-47f8-9055-dd9239320e8b","http://www.cdisc.org"
"2023-12-15","Code_416","C62166","Standing","Code","250f9ade-4808-40bb-a75a-8551f2b08687","http://www.cdisc.org"
"2023-12-15","Code_417","C62167","Supine Position","Code","264dc23f-f78a-4ce4-936e-19a08c906533","http://www.cdisc.org"
"2023-12-15","Code_418","C62164","Body Position","Code","b236fe26-4510-4b78-b57d-007c8fdc1660","http://www.cdisc.org"
"2023-12-15","Code_419","C12681","Brachial Artery","Code","9654fe48-f735-46da-b841-dfa6703d9807","http://www.cdisc.org"
"2023-12-15","Code_420","C12687","Common Carotid Artery","Code","49fa1d1d-dafd-4869-ac90-3f5ae478b78b","http://www.cdisc.org"
"2023-12-15","Code_421","C32478","Dorsalis Pedis Artery","Code","a18bb444-754a-4188-b91c-6d7b775771aa","http://www.cdisc.org"
"2023-12-15","Code_422","C12715","Femoral Artery","Code","e301ea09-1b5e-4db7-8afc-1403d7ec7bfe","http://www.cdisc.org"
"2023-12-15","Code_423","C12838","Radial Artery","Code","8c410287-5871-497b-b2f5-1ac537f83618","http://www.cdisc.org"
"2023-12-15","Code_424","C13717","Anatomic Site","Code","8ce4f47e-eeed-41fa-a1ea-9a58536abd7f","http://www.cdisc.org"
"2023-12-15","Code_425","C25229","Left","Code","95094188-a57e-483e-90b5-52b5cd8fec0d","http://www.cdisc.org"
"2023-12-15","Code_426","C25228","Right","Code","6af96fc0-233a-4eae-8005-f61ffa0e1f42","http://www.cdisc.org"
"2023-12-15","Code_427","C25185","Laterality","Code","58410d0f-66de-4547-9928-c811584e532e","http://www.cdisc.org"
"2023-12-15","Code_428","C49677","HR","Code","62a539b3-50bb-4c90-9b2a-d283696e5bfc","http://www.cdisc.org"
"2023-12-15","Code_123","C174268","Placebo Comparator Arm","Code","c61a127e-d43e-4966-b630-4cd20a0ea00f","http://www.cdisc.org"
"2023-12-15","Code_124","C188866","Data Generated Within Study","Code","23d83413-dca4-4a9c-92bb-a443483cf987","http://www.cdisc.org"
"2023-12-15","Code_125","C174267","Active Comparator Arm","Code","a3610880-15c4-4547-96d5-efb0e662419f","http://www.cdisc.org"
"2023-12-15","Code_126","C188866","Data Generated Within Study","Code","95bc2116-0fcf-41b4-83bf-c10bc85cf55a","http://www.cdisc.org"
"2023-12-15","Code_127","C174267","Active Comparator Arm","Code","1c9647c3-c4e5-4536-b203-aa0127b7887d","http://www.cdisc.org"
"2023-12-15","Code_128","C188866","Data Generated Within Study","Code","a26a2b79-ddad-403a-8960-4b6f652a8a13","http://www.cdisc.org"
"2023-12-15","Code_136","C15228","Double Blind Study","Code","6aa8eb8a-3e45-4712-ab0b-45877873a957","http://www.cdisc.org"
"2023-12-15","Code_129","C202487","Screening Epoch","Code","2aa5aab6-b1fa-4924-8a5c-3d60885cc8e0","http://www.cdisc.org"
"2023-12-15","Code_130","C101526","Treatment Epoch","Code","0b2140c4-5f28-4c78-a89b-65fb7cb75637","http://www.cdisc.org"
"2023-12-15","Code_131","C101526","Treatment Epoch","Code","09fe6049-bb92-4532-878a-5067781d754f","http://www.cdisc.org"
"2023-12-15","Code_132","C101526","Treatment Epoch","Code","75ab2895-5159-46a8-9fdf-af03c8df64f9","http://www.cdisc.org"
"2023-12-15","Code_133","C202578","Follow-Up Epoch","Code","7481b093-0f5d-40cc-88d0-2ebbd2440905","http://www.cdisc.org"
"1","Code_550","G30.9","Alzheimer's disease; unspecified","Code","6cbfd83b-cb93-46f2-81f7-7026b63625da","ICD-10-CM"
"January 31, 2018","Code_551","26929004","Alzheimer's disease","Code","a92ec6eb-24b3-4bed-8d35-75222e6aad0a","SNOMED"
"2023-12-15","Code_142","C70793","Sponsor","Code","3f978436-1cd2-426b-bc23-8680daa7ce7a","http://www.cdisc.org"
"2023-12-15","Code_565","C25532","Inclusion Criteria","Code","f06d5ee8-ebfb-4db9-b18e-403e5d2831c4","http://www.cdisc.org"
"2023-12-15","Code_566","C25532","Inclusion Criteria","Code","81c3a28a-4f50-414f-b88c-025afa18dbd9","http://www.cdisc.org"
"2023-12-15","Code_567","C25532","Inclusion Criteria","Code","6145919f-383d-43df-9da4-375d18cd6957","http://www.cdisc.org"
"2023-12-15","Code_568","C25532","Inclusion Criteria","Code","3811ef9d-51ed-40ed-bbb5-a9ea81a66e3f","http://www.cdisc.org"
"2023-12-15","Code_569","C25532","Inclusion Criteria","Code","50f6b173-6cbb-4a6a-b169-9e48a2b1495b","http://www.cdisc.org"
"2023-12-15","Code_570","C25532","Inclusion Criteria","Code","1f131a38-3418-41dc-8fce-7135bb3f233a","http://www.cdisc.org"
"2023-12-15","Code_571","C25532","Inclusion Criteria","Code","fb9a5ef7-3e43-483b-8389-95864b95a0fa","http://www.cdisc.org"
"2023-12-15","Code_572","C25532","Inclusion Criteria","Code","49b21a06-ee75-44d5-b862-27192bc625af","http://www.cdisc.org"
"2023-12-15","Code_573","C25370","Exclusion Criteria","Code","a9141443-fa78-48e3-b0f6-b5717dd38df5","http://www.cdisc.org"
"2023-12-15","Code_574","C25370","Exclusion Criteria","Code","3573e7be-b9b2-418d-9337-c3a1034d4f40","http://www.cdisc.org"
"2023-12-15","Code_575","C25370","Exclusion Criteria","Code","e297b152-a359-43b4-88f2-69c42375e70c","http://www.cdisc.org"
"2023-12-15","Code_576","C25370","Exclusion Criteria","Code","5302bac4-a1ae-4449-afc0-1bb11615a076","http://www.cdisc.org"
"2023-12-15","Code_577","C25370","Exclusion Criteria","Code","c86b1958-75fe-4630-a0fe-1b6dbb2650d7","http://www.cdisc.org"
"2023-12-15","Code_578","C25370","Exclusion Criteria","Code","96e0ca64-861a-48be-9d4b-02c577494f74","http://www.cdisc.org"
"2023-12-15","Code_579","C25370","Exclusion Criteria","Code","00e76141-273b-4fe7-8b78-59f8fb8470a3","http://www.cdisc.org"
"2023-12-15","Code_580","C25370","Exclusion Criteria","Code","c8a42457-4bcc-4ba1-9a3c-fbe1539f6f9b","http://www.cdisc.org"
"2023-12-15","Code_581","C25370","Exclusion Criteria","Code","86b68407-dbc6-4e48-aa7f-51f0da441132","http://www.cdisc.org"
"2023-12-15","Code_582","C25370","Exclusion Criteria","Code","f99ac36e-e63c-44c6-9156-dd32486d0266","http://www.cdisc.org"
"2023-12-15","Code_583","C25370","Exclusion Criteria","Code","fa0a1c5f-65de-4485-8684-239731a41e0d","http://www.cdisc.org"
"2023-12-15","Code_584","C25370","Exclusion Criteria","Code","10976c12-6619-40ff-a28e-154da2eca12b","http://www.cdisc.org"
"2023-12-15","Code_585","C25370","Exclusion Criteria","Code","ee6a8e44-fa76-4b93-9486-59f32c4f2a7e","http://www.cdisc.org"
"2023-12-15","Code_586","C25370","Exclusion Criteria","Code","365b4232-b8bf-40fa-93bd-723d70c5da41","http://www.cdisc.org"
"2023-12-15","Code_587","C25370","Exclusion Criteria","Code","36105eab-c5cc-4c33-914b-13613f1a7d4e","http://www.cdisc.org"
"2023-12-15","Code_588","C25370","Exclusion Criteria","Code","e81a306d-828a-497e-b476-d28abc0493d4","http://www.cdisc.org"
"2023-12-15","Code_589","C25370","Exclusion Criteria","Code","341f4be3-ea64-4a2e-97cd-9eec607ed5a6","http://www.cdisc.org"
"2023-12-15","Code_590","C25370","Exclusion Criteria","Code","6d046a63-d72c-4038-909a-87e04bacbfa8","http://www.cdisc.org"
"2023-12-15","Code_591","C25370","Exclusion Criteria","Code","397dfa65-c4c1-4a6f-8115-293adc36325b","http://www.cdisc.org"
"2023-12-15","Code_592","C25370","Exclusion Criteria","Code","da5d9ae5-6d55-4224-b79e-e9aeec1e8dee","http://www.cdisc.org"
"2023-12-15","Code_593","C25370","Exclusion Criteria","Code","4c7ce8a4-b8eb-4ad7-8293-3b176b09561e","http://www.cdisc.org"
"2023-12-15","Code_594","C25370","Exclusion Criteria","Code","5c615975-fd0f-4bf6-bfdc-1b5729c437a3","http://www.cdisc.org"
"2023-12-15","Code_595","C25370","Exclusion Criteria","Code","25bf87c5-ae48-4fdc-99d2-e348cfab567a","http://www.cdisc.org"
"2023-12-15","Code_552","C29848","Year","Code","0c81a1c1-9ce0-4e43-bb18-9c9f753065f2","http://www.cdisc.org"
"2023-12-15","Code_14","C201357","Before","Code","d5d40703-ed2c-4080-a85b-5bccceac58d0","http://www.cdisc.org"
"2023-12-15","Code_15","C201355","Start to Start","Code","9cc17de0-12b6-4611-b2f9-1e11f8973712","http://www.cdisc.org"
"2023-12-15","Code_16","C201357","Before","Code","cccde687-55c6-447f-9963-291be62f99cb","http://www.cdisc.org"
"2023-12-15","Code_17","C201355","Start to Start","Code","0e9da133-6a91-415e-9d3f-cf487e4b9b91","http://www.cdisc.org"
"2023-12-15","Code_19","C201358","Fixed Reference","Code","68437b5b-eb24-47f0-b485-26f5b0101457","http://www.cdisc.org"
"2023-12-15","Code_20","C201355","Start to Start","Code","134699eb-51a5-4863-b7d6-0250e12df916","http://www.cdisc.org"
"2023-12-15","Code_21","C201356","After","Code","eea28885-3c00-4aa1-bbc6-dd73c9b7a425","http://www.cdisc.org"
"2023-12-15","Code_22","C201355","Start to Start","Code","6e9f67c4-3df1-4eec-89d5-b8b5cbf69224","http://www.cdisc.org"
"2023-12-15","Code_24","C201356","After","Code","4d0c9485-a897-454b-b39d-0d9bdfb66c4f","http://www.cdisc.org"
"2023-12-15","Code_25","C201355","Start to Start","Code","f81eb762-1490-4a5a-9f8b-bdc9d4ecbdea","http://www.cdisc.org"
"2023-12-15","Code_27","C201356","After","Code","14ead8d4-c2d3-4ac0-8df8-485b364a067f","http://www.cdisc.org"
"2023-12-15","Code_28","C201355","Start to Start","Code","a34fd340-8258-463d-ae03-3d21afb84cd7","http://www.cdisc.org"
"2023-12-15","Code_30","C201356","After","Code","559e2370-9125-47f8-8313-4a8cb459a80b","http://www.cdisc.org"
"2023-12-15","Code_31","C201355","Start to Start","Code","58fce3de-c758-4af4-93ac-a11d24c9eb93","http://www.cdisc.org"
"2023-12-15","Code_35","C201356","After","Code","7e49ff61-43b7-4fee-b8c8-65d8ca1ed0ae","http://www.cdisc.org"
"2023-12-15","Code_36","C201355","Start to Start","Code","0c34e383-953f-4924-a6b4-ae244eb06774","http://www.cdisc.org"
"2023-12-15","Code_40","C201356","After","Code","507bfe5d-ce4f-4d73-a7f1-8b9ff0fb5814","http://www.cdisc.org"
"2023-12-15","Code_41","C201355","Start to Start","Code","7d9e7127-9f9a-4a15-bc95-528181dcfea1","http://www.cdisc.org"
"2023-12-15","Code_45","C201356","After","Code","3809bb8b-57a7-4c7b-820d-00df2a91711f","http://www.cdisc.org"
"2023-12-15","Code_46","C201355","Start to Start","Code","55f19b79-b302-4ba7-923b-4cc9a118a6b7","http://www.cdisc.org"
"2023-12-15","Code_50","C201356","After","Code","4c1b1b33-1e55-4498-9083-9b215e7fa0ba","http://www.cdisc.org"
"2023-12-15","Code_51","C201355","Start to Start","Code","b81da6fe-13c5-498d-8d6b-c4b3a78efda7","http://www.cdisc.org"
"2023-12-15","Code_53","C201356","After","Code","56ad5ca5-7f29-47df-8d86-a62a95b68ee0","http://www.cdisc.org"
"2023-12-15","Code_54","C201355","Start to Start","Code","68f3f687-3701-49dd-9467-01bc1e3fcd98","http://www.cdisc.org"
"2023-12-15","Code_33","C201356","After","Code","3e5941eb-9ab6-4783-8e9b-ce8534239eee","http://www.cdisc.org"
"2023-12-15","Code_34","C201355","Start to Start","Code","1ec4e7e6-3dfa-455b-82e4-9ff0f0b03e3d","http://www.cdisc.org"
"2023-12-15","Code_38","C201356","After","Code","466aab57-8fac-410b-9623-da6b779c69cf","http://www.cdisc.org"
"2023-12-15","Code_39","C201355","Start to Start","Code","9b8e16f9-afaf-4276-a0dd-73d452cf015f","http://www.cdisc.org"
"2023-12-15","Code_43","C201356","After","Code","037cbc96-d1fd-4ba2-a554-b7152c48ba0f","http://www.cdisc.org"
"2023-12-15","Code_44","C201355","Start to Start","Code","8adbed76-77cf-473d-8eee-d2605ca8676b","http://www.cdisc.org"
"2023-12-15","Code_48","C201356","After","Code","41a4c5d1-83f9-410a-93bc-ffc87c0ad9bf","http://www.cdisc.org"
"2023-12-15","Code_49","C201355","Start to Start","Code","47dace60-2d40-44cc-8a03-abb8166376d2","http://www.cdisc.org"
"2023-12-15","Code_56","C201358","Fixed Reference","Code","8a73f42e-0a9f-451b-99a2-0eeaa57ae253","http://www.cdisc.org"
"2023-12-15","Code_57","C201355","Start to Start","Code","f5f818bc-bfd2-49ca-bb2f-4b9cc4253995","http://www.cdisc.org"
"2023-12-15","Code_58","C201358","Fixed Reference","Code","d05e1a84-5e43-4705-90cc-513b29c1b8a5","http://www.cdisc.org"
"2023-12-15","Code_59","C201355","Start to Start","Code","1a13c63e-fe7b-42a5-9ea5-53418591337a","http://www.cdisc.org"
"2023-12-15","Code_60","C201358","Fixed Reference","Code","32dac915-0b5f-4905-a084-9a915c1ba378","http://www.cdisc.org"
"2023-12-15","Code_61","C201355","Start to Start","Code","e31a253c-1297-47b2-b053-efd39de65bf7","http://www.cdisc.org"
"2023-12-15","Code_62","C201356","After","Code","8ba21887-dbac-41e9-8d15-f280734d5d7d","http://www.cdisc.org"
"2023-12-15","Code_63","C201355","Start to Start","Code","9435a1ce-1c0b-410b-8baf-cd122545fcfc","http://www.cdisc.org"
"2023-12-15","Code_64","C201356","After","Code","78b7c7d8-96b9-49e6-809c-1df09fb02163","http://www.cdisc.org"
"2023-12-15","Code_65","C201353","End to Start","Code","e6430195-9706-4700-8151-208820b8663e","http://www.cdisc.org"
"2023-12-15","Code_66","C201356","After","Code","f8f8d8f1-5b8d-495f-b4b1-2cd1a3ecee96","http://www.cdisc.org"
"2023-12-15","Code_67","C201355","Start to Start","Code","38087889-3068-42fa-901f-ce9eb88fcf62","http://www.cdisc.org"
"2023-12-15","Code_68","C201356","After","Code","568ca633-38ac-48c6-949d-3a685ee48d35","http://www.cdisc.org"
"2023-12-15","Code_69","C201353","End to Start","Code","f9772457-95cc-4a5d-9c6a-1ca891044e2b","http://www.cdisc.org"
"2023-12-15","Code_70","C201356","After","Code","dc9b8ade-c1e3-461c-9c6c-f0f5d01159ec","http://www.cdisc.org"
"2023-12-15","Code_71","C201355","Start to Start","Code","457ea37c-1c51-4162-b7cf-8d730b6b8bde","http://www.cdisc.org"
"2023-12-15","Code_596","C70793","Clinical Study Sponsor","Code","69770737-91ec-46f4-add0-754728124757","http://www.cdisc.org"
"2020-08","Code_597","GBR","United Kingdom of Great Britain and Northern Ireland","Code","d8cfced5-73b7-4d04-9da1-083fdff4c70d","ISO 3166 1 alpha3"
"2023-12-15","Code_3","C94108","Study Acronym","Code","649c34ce-9036-415b-8ad6-4b34eff3f50d","http://www.cdisc.org"
"2023-12-15","Code_5","C99905x1","Brief Study Title","Code","dd45372e-d1dc-4c60-9ebf-3bdea0c22e33","http://www.cdisc.org"
"2023-12-15","Code_6","C99905x2","Official Study Title","Code","efd8d276-1c0f-4cfb-ba68-36dc9eae92dc","http://www.cdisc.org"
"2023-12-15","Code_7","C99905x3","Public Study Title","Code","f5c8c882-ee84-40f2-97d9-c2796634a6ef","http://www.cdisc.org"
"2023-12-15","Code_8","C25508","Final","Code","05942f9b-721b-459a-8ada-56fbd46ead49","http://www.cdisc.org"
"2023-12-15","Code_11","C99903x1","Protocol Effective Date","Code","e9f92d00-70b8-49da-9960-7086c3452fdb","http://www.cdisc.org"
"2023-12-15","Code_13","C41129","Region","Code","7b4d1c79-fbe7-4b2d-b218-c46efd147e9b","http://www.cdisc.org"
"2020-08","Code_12","150","Europe","Code","88116bd4-3313-492d-9ed1-6213bf1bebed","ISO 3166 1 alpha3"
