"decode","id","codeSystemVersion","code","instanceType","uuid:ID","codeSystem"
"Body Position","Code_384","2023-12-15","C62164","Code","17648405-1396-45b4-a00c-e3d0a3948f96","http://www.cdisc.org"
"Brachial Artery","Code_385","2023-12-15","C12681","Code","0ad0f0d9-0bcc-4ffa-8999-91928046ee82","http://www.cdisc.org"
"Common Carotid Artery","Code_386","2023-12-15","C12687","Code","2629c65f-7938-408a-beaa-4055753009c7","http://www.cdisc.org"
"Dorsalis Pedis Artery","Code_387","2023-12-15","C32478","Code","09b8c2cd-e86b-4b1a-98f0-16fa6141f9b9","http://www.cdisc.org"
"Femoral Artery","Code_388","2023-12-15","C12715","Code","4a72b752-4037-4a9e-9985-5de89d896f31","http://www.cdisc.org"
"Radial Artery","Code_389","2023-12-15","C12838","Code","5622d53b-8eb9-4c3e-9fb6-bb221b1177d5","http://www.cdisc.org"
"Anatomic Site","Code_390","2023-12-15","C13717","Code","35ccd619-94c0-472b-b2fc-4534b7160f6a","http://www.cdisc.org"
"Left","Code_391","2023-12-15","C25229","Code","06947f5f-8ba6-4866-a724-10bb3929fa22","http://www.cdisc.org"
"Right","Code_392","2023-12-15","C25228","Code","5241e40d-90fc-4d8b-b1da-b1592249befb","http://www.cdisc.org"
"Laterality","Code_393","2023-12-15","C25185","Code","4d6e57e1-0e8d-46d1-9e88-1c83ee1d1118","http://www.cdisc.org"
"SYSBP","Code_394","2023-12-15","C25298","Code","355d19c2-da6d-4f6a-a0e9-4e11cdf5de01","http://www.cdisc.org"
"DIABP","Code_395","2023-12-15","C25299","Code","8ac161f2-795a-44fb-bc55-819d75278a98","http://www.cdisc.org"
"Clinical Test Result","Code_396","2023-12-15","C77140","Code","19b8b13f-da7b-44cb-8907-6e4fcf2b88bb","http://www.cdisc.org"
"Unit of Pressure","Code_397","2023-12-15","C49669","Code","007d0a6e-5bd4-4318-8305-582a74cc24f2","http://www.cdisc.org"
"Sitting","Code_398","2023-12-15","C62122","Code","0a5fa780-985b-4e45-a46e-15cbdda40bbb","http://www.cdisc.org"
"Standing","Code_399","2023-12-15","C62166","Code","38849dbe-817d-4717-a1d3-7b6303d4d27c","http://www.cdisc.org"
"Supine Position","Code_400","2023-12-15","C62167","Code","af3bb062-6965-47e8-b321-67279f11a4bf","http://www.cdisc.org"
"Body Position","Code_401","2023-12-15","C62164","Code","9f7bd117-4589-4d6c-b614-a96e98db5987","http://www.cdisc.org"
"Brachial Artery","Code_402","2023-12-15","C12681","Code","97d97ce5-5991-4f00-b002-9f312c67b993","http://www.cdisc.org"
"Common Carotid Artery","Code_403","2023-12-15","C12687","Code","51c64930-c61a-4c9a-9399-70c9be91f6ce","http://www.cdisc.org"
"Dorsalis Pedis Artery","Code_404","2023-12-15","C32478","Code","4fb2165d-4148-4ff3-9e39-728ba7169d1a","http://www.cdisc.org"
"Femoral Artery","Code_405","2023-12-15","C12715","Code","8be4dcf8-345b-490c-9140-c982c3137b6e","http://www.cdisc.org"
"Radial Artery","Code_406","2023-12-15","C12838","Code","f113d198-c1c8-4567-ae89-471fb673b861","http://www.cdisc.org"
"Anatomic Site","Code_407","2023-12-15","C13717","Code","d9ec1f51-c2b5-4c54-b0d6-eb26707ba216","http://www.cdisc.org"
"Left","Code_408","2023-12-15","C25229","Code","1281fda8-ded2-4e00-b1cd-a2135f7be8e4","http://www.cdisc.org"
"Right","Code_409","2023-12-15","C25228","Code","1f8fe0ce-594c-4118-86c1-c1fe2a55d24c","http://www.cdisc.org"
"Laterality","Code_410","2023-12-15","C25185","Code","dda572e8-54ff-4603-ba8d-6cc625aea6fe","http://www.cdisc.org"
"DIABP","Code_411","2023-12-15","C25299","Code","87cc76a7-bb13-4cd0-82ec-e55f77a77c78","http://www.cdisc.org"
"HR","Code_412","2023-12-15","C49677","Code","5973bce0-4e1e-4555-8bc8-b3959dc0f360","http://www.cdisc.org"
"Clinical Test Result","Code_413","2023-12-15","C77140","Code","8925c12e-a16f-42f7-819d-17c891dcb737","http://www.cdisc.org"
"Count per Minute","Code_414","2023-12-15","C73688","Code","357b4453-7670-4153-a128-8f30220a686a","http://www.cdisc.org"
"Sitting","Code_415","2023-12-15","C62122","Code","c38db7e2-4b61-4010-a431-aab73ad505ee","http://www.cdisc.org"
"Standing","Code_416","2023-12-15","C62166","Code","f6345a1f-c402-40a9-ae77-d5b473fc51ca","http://www.cdisc.org"
"Supine Position","Code_417","2023-12-15","C62167","Code","6290bc87-9d2e-4771-aeb5-265a0a829dda","http://www.cdisc.org"
"Body Position","Code_418","2023-12-15","C62164","Code","c9e33c81-931c-45a3-9047-735a6d3dc91b","http://www.cdisc.org"
"Brachial Artery","Code_419","2023-12-15","C12681","Code","54d6eca8-7844-44fd-932f-e6d69f40b446","http://www.cdisc.org"
"Common Carotid Artery","Code_420","2023-12-15","C12687","Code","f1e7011b-bfa3-4dc4-ac37-1742c7af5af6","http://www.cdisc.org"
"Dorsalis Pedis Artery","Code_421","2023-12-15","C32478","Code","0f21f197-6383-4939-8d50-b6e1989fbac4","http://www.cdisc.org"
"Femoral Artery","Code_422","2023-12-15","C12715","Code","ce5567a0-e578-40a2-be54-2378ed0ea10e","http://www.cdisc.org"
"Radial Artery","Code_423","2023-12-15","C12838","Code","739bb41d-461c-42b0-bc7d-d0a95b70a3e0","http://www.cdisc.org"
"Anatomic Site","Code_424","2023-12-15","C13717","Code","9123401a-6e1b-4488-8dbc-2fb4ed4ee418","http://www.cdisc.org"
"Left","Code_425","2023-12-15","C25229","Code","15ab0392-e2f1-44b4-a521-4a3e0df5bf48","http://www.cdisc.org"
"Right","Code_426","2023-12-15","C25228","Code","2216e2a0-8981-45e8-8b4c-d508301ee989","http://www.cdisc.org"
"Laterality","Code_427","2023-12-15","C25185","Code","87c8639c-7c66-4300-8071-c6bf13c3f63a","http://www.cdisc.org"
"HR","Code_428","2023-12-15","C49677","Code","c367759c-8780-4307-8c8c-814b667095bb","http://www.cdisc.org"
"Placebo Comparator Arm","Code_123","2023-12-15","C174268","Code","92c39b18-f356-440d-8719-f10514ed812c","http://www.cdisc.org"
"Data Generated Within Study","Code_124","2023-12-15","C188866","Code","3f342f06-446e-4ebb-bb76-b9a8714a0b0e","http://www.cdisc.org"
"Active Comparator Arm","Code_125","2023-12-15","C174267","Code","1ec174c2-2d77-4c3d-a5bd-ede8850b5f42","http://www.cdisc.org"
"Data Generated Within Study","Code_126","2023-12-15","C188866","Code","f4ff7702-935a-4052-be35-74267412eacf","http://www.cdisc.org"
"Active Comparator Arm","Code_127","2023-12-15","C174267","Code","f0ff9ed5-b7c1-4cf2-8140-c6770885da90","http://www.cdisc.org"
"Data Generated Within Study","Code_128","2023-12-15","C188866","Code","4e6fef9d-b307-4e94-952f-c610e220d949","http://www.cdisc.org"
"Double Blind Study","Code_136","2023-12-15","C15228","Code","8e0f2ef6-e3a1-426e-bc33-ee504e0b2a5c","http://www.cdisc.org"
"Screening Epoch","Code_129","2023-12-15","C202487","Code","a2b80e42-633a-40a9-9e86-beea276db6bc","http://www.cdisc.org"
"Treatment Epoch","Code_130","2023-12-15","C101526","Code","02cb1566-0227-41f7-ba4e-fefe8a012a08","http://www.cdisc.org"
"Treatment Epoch","Code_131","2023-12-15","C101526","Code","ddb2d766-35b9-4eb9-b8ae-fd440a92c813","http://www.cdisc.org"
"Treatment Epoch","Code_132","2023-12-15","C101526","Code","d24332f8-430b-4fc6-a5b0-6fac772917ee","http://www.cdisc.org"
"Follow-Up Epoch","Code_133","2023-12-15","C202578","Code","49c8302c-e527-4eff-8bb2-9f5123d9a068","http://www.cdisc.org"
"Alzheimer's disease; unspecified","Code_546","1","G30.9","Code","930cd4a2-beb0-4e2c-9d60-f8c89f15ad42","ICD-10-CM"
"Alzheimer's disease","Code_547","January 31, 2018","26929004","Code","8989eda4-940e-460d-b8d1-b5c99f0a0bce","SNOMED"
"Sponsor","Code_142","2023-12-15","C70793","Code","7342ca5b-e326-4784-a845-2b1858b4c3e3","http://www.cdisc.org"
"Primary Objective","Code_551","2023-12-15","C85826","Code","bd6d0d77-3412-48d8-ac66-bb4228b5974e","http://www.cdisc.org"
"Primary Endpoint","Code_550","2023-12-15","C94496","Code","fdaad60d-31e0-4314-bac4-30604cddffa4","http://www.cdisc.org"
"Primary Endpoint","Code_552","2023-12-15","C94496","Code","e09a296b-e9dd-47fa-8cfe-8cb90df85b5d","http://www.cdisc.org"
"Primary Objective","Code_554","2023-12-15","C85826","Code","91dd4b0a-9170-4da2-be89-3aac4a657883","http://www.cdisc.org"
"Primary Endpoint","Code_553","2023-12-15","C94496","Code","018d9df2-c905-4f80-a3a5-f80034ff1480","http://www.cdisc.org"
"Primary Endpoint","Code_555","2023-12-15","C94496","Code","fc489a66-c557-4270-b4a0-26c453744c6c","http://www.cdisc.org"
"Primary Endpoint","Code_556","2023-12-15","C94496","Code","76c49691-673c-4e05-bbd9-b09f7b477684","http://www.cdisc.org"
"Secondary Objective","Code_558","2023-12-15","C85827","Code","6b9df9e4-d7df-4eaf-87da-bab98159aaaa","http://www.cdisc.org"
"Secondary Endpoint","Code_557","2023-12-15","C139173","Code","95fda4ef-dbe8-4f56-9e5a-c4dbd219f787","http://www.cdisc.org"
"Secondary Endpoint","Code_559","2023-12-15","C139173","Code","1300b0d3-fb80-442e-9324-0f7452131ffa","http://www.cdisc.org"
"Secondary Endpoint","Code_560","2023-12-15","C139173","Code","1e2e05ca-6175-45a1-aca1-7313a8f7f14c","http://www.cdisc.org"
"Secondary Objective","Code_562","2023-12-15","C85827","Code","cabd9e5c-c152-4b97-8450-8f27d6ac8f64","http://www.cdisc.org"
"Secondary Endpoint","Code_561","2023-12-15","C139173","Code","17c87fb8-d60e-4f87-91c0-0d3a4e104208","http://www.cdisc.org"
"Secondary Objective","Code_564","2023-12-15","C85827","Code","eb2f6860-1e7c-4fbd-bd8e-f7593149684d","http://www.cdisc.org"
"Secondary Endpoint","Code_563","2023-12-15","C139173","Code","158d3473-e76f-46d5-a3c0-9aa63738e484","http://www.cdisc.org"
"Secondary Objective","Code_566","2023-12-15","C85827","Code","4050668d-3719-4914-a07d-d5541324927a","http://www.cdisc.org"
"Secondary Endpoint","Code_565","2023-12-15","C139173","Code","650f2fe2-e021-4210-891b-72f9bdffca65","http://www.cdisc.org"
"Both","Code_549","2023-12-15","C49636","Code","74d20b8b-52a0-4d44-9e07-6b9a778eedfd","http://www.cdisc.org"
"Inclusion Criteria","Code_567","2023-12-15","C25532","Code","a0bc6207-67af-46c9-ae5a-8c6a69b5d1ce","http://www.cdisc.org"
"Inclusion Criteria","Code_568","2023-12-15","C25532","Code","52a5de4b-27a4-493a-b704-164fd4ca74bf","http://www.cdisc.org"
"Inclusion Criteria","Code_569","2023-12-15","C25532","Code","a30ab075-bebe-417f-968a-3a00d58c3801","http://www.cdisc.org"
"Inclusion Criteria","Code_570","2023-12-15","C25532","Code","b203b6a0-1b98-49a8-914d-60d20c6853f3","http://www.cdisc.org"
"Inclusion Criteria","Code_571","2023-12-15","C25532","Code","d86aa90a-00ff-4261-adb4-897f2983578b","http://www.cdisc.org"
"Inclusion Criteria","Code_572","2023-12-15","C25532","Code","5274b7c3-320f-4125-bff5-a6bbc0c2f86d","http://www.cdisc.org"
"Inclusion Criteria","Code_573","2023-12-15","C25532","Code","92c523ac-53b2-4d47-9947-6efcd1b0f47a","http://www.cdisc.org"
"Inclusion Criteria","Code_574","2023-12-15","C25532","Code","f115087e-7e7a-43da-8785-1970462fcce6","http://www.cdisc.org"
"Exclusion Criteria","Code_575","2023-12-15","C25370","Code","97cd61df-ecaf-43eb-bcd6-847639e05f12","http://www.cdisc.org"
"Exclusion Criteria","Code_576","2023-12-15","C25370","Code","1b225a9b-8ab8-4802-8d1f-85eec57fa186","http://www.cdisc.org"
"Exclusion Criteria","Code_577","2023-12-15","C25370","Code","7a079f0d-57b9-4495-a72d-e6b99d76c0b0","http://www.cdisc.org"
"Exclusion Criteria","Code_578","2023-12-15","C25370","Code","6c5a4bdb-42ac-465e-bea5-9dc6cb3ce6c1","http://www.cdisc.org"
"Exclusion Criteria","Code_579","2023-12-15","C25370","Code","d2a2836e-2075-4829-ac8d-d7c5c04e55b8","http://www.cdisc.org"
"Exclusion Criteria","Code_580","2023-12-15","C25370","Code","2e2a2cc4-4154-4326-b3d6-372c4ccb4cd4","http://www.cdisc.org"
"Exclusion Criteria","Code_581","2023-12-15","C25370","Code","b6607702-3be8-4e20-b0f1-5eb07e26fcd6","http://www.cdisc.org"
"Exclusion Criteria","Code_582","2023-12-15","C25370","Code","f038c340-05d5-4687-a83f-4ecee9fb3fbf","http://www.cdisc.org"
"Exclusion Criteria","Code_583","2023-12-15","C25370","Code","c41c054f-614e-4a15-9393-a7b74c87bdaa","http://www.cdisc.org"
"Exclusion Criteria","Code_584","2023-12-15","C25370","Code","52a40fa3-b793-45da-9455-41c864baff44","http://www.cdisc.org"
"Exclusion Criteria","Code_585","2023-12-15","C25370","Code","ca2c8360-9f11-4b4f-aa5a-271d57963ea8","http://www.cdisc.org"
"Exclusion Criteria","Code_586","2023-12-15","C25370","Code","ffe808fe-8439-43f6-836e-0152ec0ef6c6","http://www.cdisc.org"
"Exclusion Criteria","Code_587","2023-12-15","C25370","Code","0ac52228-c153-4a16-b5d8-c2212c6a212d","http://www.cdisc.org"
"Exclusion Criteria","Code_588","2023-12-15","C25370","Code","7fd8b85b-21ea-44e0-bb4b-69bc7a59c3d3","http://www.cdisc.org"
"Exclusion Criteria","Code_589","2023-12-15","C25370","Code","8cd4fec5-d94f-439c-95f8-e76fbc5e77fb","http://www.cdisc.org"
"Exclusion Criteria","Code_590","2023-12-15","C25370","Code","a16d64fb-7aad-413d-904f-b0d5ac94ca8d","http://www.cdisc.org"
"Exclusion Criteria","Code_591","2023-12-15","C25370","Code","be9f7c35-e532-49a8-81f0-5152aa8818c7","http://www.cdisc.org"
"Exclusion Criteria","Code_592","2023-12-15","C25370","Code","d0ef5d16-b7e9-4372-acba-d58eefa83744","http://www.cdisc.org"
"Exclusion Criteria","Code_593","2023-12-15","C25370","Code","dcde33ef-2ef5-494b-b65a-4efbb1059c4a","http://www.cdisc.org"
"Exclusion Criteria","Code_594","2023-12-15","C25370","Code","c1a3d665-1007-483f-aea7-38717aab2e44","http://www.cdisc.org"
"Exclusion Criteria","Code_595","2023-12-15","C25370","Code","c3b74ef3-2927-4384-b56b-5e5681f8a2f5","http://www.cdisc.org"
"Exclusion Criteria","Code_596","2023-12-15","C25370","Code","80297394-75cf-4d17-b0f3-991f9f9275f3","http://www.cdisc.org"
"Exclusion Criteria","Code_597","2023-12-15","C25370","Code","885b4ecb-22b7-4c5d-a250-a10dd12aaf11","http://www.cdisc.org"
"Year","Code_548","2023-12-15","C29848","Code","de3bd24b-bacb-4441-8a65-d040ea1d0025","http://www.cdisc.org"
"Before","Code_14","2023-12-15","C201357","Code","d6d6d129-c4b0-4353-989f-53523a46fc55","http://www.cdisc.org"
"Start to Start","Code_15","2023-12-15","C201355","Code","f77333b7-3eac-4faf-ba3e-8ab24a8093a5","http://www.cdisc.org"
"Before","Code_16","2023-12-15","C201357","Code","cb8d2022-6522-4c38-8585-beb933a537b5","http://www.cdisc.org"
"Start to Start","Code_17","2023-12-15","C201355","Code","1333e2ef-8f39-4a00-b3b0-5089b34c7aa7","http://www.cdisc.org"
"Fixed Reference","Code_19","2023-12-15","C201358","Code","d435cf05-a094-48b9-b751-2abfb2adfbee","http://www.cdisc.org"
"Start to Start","Code_20","2023-12-15","C201355","Code","56e51efd-2fe4-4b77-8406-bb6393aa6594","http://www.cdisc.org"
"After","Code_21","2023-12-15","C201356","Code","54e7ce93-7884-4199-8368-b1554f9f3e5a","http://www.cdisc.org"
"Start to Start","Code_22","2023-12-15","C201355","Code","d4891895-9571-4c9f-9199-2ac14facc520","http://www.cdisc.org"
"After","Code_24","2023-12-15","C201356","Code","683c40eb-7c3a-4ed3-b0af-bd7709bb498e","http://www.cdisc.org"
"Start to Start","Code_25","2023-12-15","C201355","Code","d9d99a31-99d5-4fe6-86c6-2b9bca3b1076","http://www.cdisc.org"
"After","Code_27","2023-12-15","C201356","Code","43a97760-10ad-4c05-86b3-d6388ca8d5e1","http://www.cdisc.org"
"Start to Start","Code_28","2023-12-15","C201355","Code","6822d15c-2363-4f1a-b20b-c49432305e15","http://www.cdisc.org"
"After","Code_30","2023-12-15","C201356","Code","a0c475e7-6e02-4774-9362-c394b6eb73b8","http://www.cdisc.org"
"Start to Start","Code_31","2023-12-15","C201355","Code","fe44e629-c4c6-43b6-953e-fe06139ac7b7","http://www.cdisc.org"
"After","Code_35","2023-12-15","C201356","Code","a4e2ba89-d4d3-43de-8093-a93e82d9ece5","http://www.cdisc.org"
"Start to Start","Code_36","2023-12-15","C201355","Code","ee5b0078-fa16-4418-b42c-7b20cd5c2741","http://www.cdisc.org"
"After","Code_40","2023-12-15","C201356","Code","78556ccd-b285-4928-b68a-a3b76ceff038","http://www.cdisc.org"
"Start to Start","Code_41","2023-12-15","C201355","Code","ebabc906-19ca-4d06-9da7-ad6be1942201","http://www.cdisc.org"
"After","Code_45","2023-12-15","C201356","Code","5d86ed77-accb-4ab1-8646-c010d9e9dd71","http://www.cdisc.org"
"Start to Start","Code_46","2023-12-15","C201355","Code","c5a7419e-6112-420b-bfae-2ec0d8aee083","http://www.cdisc.org"
"After","Code_50","2023-12-15","C201356","Code","8822c5c8-d0b0-4de0-8b0f-7ff4eeddca08","http://www.cdisc.org"
"Start to Start","Code_51","2023-12-15","C201355","Code","43feb5fa-1fae-40db-b432-17568ee9bd66","http://www.cdisc.org"
"After","Code_53","2023-12-15","C201356","Code","764ec484-da5f-4ac1-854d-af5ad338432c","http://www.cdisc.org"
"Start to Start","Code_54","2023-12-15","C201355","Code","fc343f10-ce40-4e56-962e-d14bd972f5f8","http://www.cdisc.org"
"After","Code_33","2023-12-15","C201356","Code","0a8d6036-c594-4d50-ac28-b7d9693f163b","http://www.cdisc.org"
"Start to Start","Code_34","2023-12-15","C201355","Code","2edde012-2a7b-474a-9a72-c7c2fb3ebfa0","http://www.cdisc.org"
"After","Code_38","2023-12-15","C201356","Code","8bf658ec-70a0-4559-a70e-6dca9b615c79","http://www.cdisc.org"
"Start to Start","Code_39","2023-12-15","C201355","Code","36acecff-fde6-44d2-9930-3495e49f9e76","http://www.cdisc.org"
"After","Code_43","2023-12-15","C201356","Code","c7f1cda1-b5d1-473d-903d-76b68d69554b","http://www.cdisc.org"
"Start to Start","Code_44","2023-12-15","C201355","Code","8c6b6d2b-ea8c-48a8-a3a7-3fa6ec9c66e3","http://www.cdisc.org"
"After","Code_48","2023-12-15","C201356","Code","988f9b88-7a5d-4470-a7f6-ed28206d3768","http://www.cdisc.org"
"Start to Start","Code_49","2023-12-15","C201355","Code","33cd9724-771f-40f0-84f3-f4fefdd1f09f","http://www.cdisc.org"
"Fixed Reference","Code_56","2023-12-15","C201358","Code","603caeb2-dd5c-452a-98ba-f2d649b32caf","http://www.cdisc.org"
"Start to Start","Code_57","2023-12-15","C201355","Code","59752125-691e-4a40-aff5-77a478e5e744","http://www.cdisc.org"
"Fixed Reference","Code_58","2023-12-15","C201358","Code","3c75b923-e449-48c9-a449-211c83bc3a69","http://www.cdisc.org"
"Start to Start","Code_59","2023-12-15","C201355","Code","612cee01-ca29-4253-af12-8625588ef9e0","http://www.cdisc.org"
"Fixed Reference","Code_60","2023-12-15","C201358","Code","180db393-55d9-46e8-a706-95e2ffc68524","http://www.cdisc.org"
"Start to Start","Code_61","2023-12-15","C201355","Code","06050f50-82e1-4579-b464-10c8cdf0748f","http://www.cdisc.org"
"After","Code_62","2023-12-15","C201356","Code","0872c470-dd6a-4111-bd13-80068fb2e626","http://www.cdisc.org"
"Start to Start","Code_63","2023-12-15","C201355","Code","2fbd455c-ce38-4b52-bfda-aeca814a5c1c","http://www.cdisc.org"
"After","Code_64","2023-12-15","C201356","Code","302c5415-f057-4480-8371-e500b32ee15e","http://www.cdisc.org"
"End to Start","Code_65","2023-12-15","C201353","Code","f75d84fd-e74c-4096-ae7c-3acbcfc31350","http://www.cdisc.org"
"After","Code_66","2023-12-15","C201356","Code","3c8a3ac6-55f7-4525-befb-3b53d074b838","http://www.cdisc.org"
"Start to Start","Code_67","2023-12-15","C201355","Code","5e1eac47-9d11-41aa-92b8-53907fae440f","http://www.cdisc.org"
"After","Code_68","2023-12-15","C201356","Code","0dd81dbf-c3e0-4654-82c7-61f929e9f30c","http://www.cdisc.org"
"End to Start","Code_69","2023-12-15","C201353","Code","9f5e717f-dbbb-4319-b3af-4ca3092c794e","http://www.cdisc.org"
"After","Code_70","2023-12-15","C201356","Code","7ef0de4a-0c61-4f24-b37f-af56c5abf17a","http://www.cdisc.org"
"Start to Start","Code_71","2023-12-15","C201355","Code","d33cc89e-67ce-411a-8485-5a73fa17d693","http://www.cdisc.org"
"Clinical Study Sponsor","Code_598","2023-12-15","C70793","Code","a218e10b-b63f-4cfb-9b51-40f04fc3198e","http://www.cdisc.org"
"United Kingdom of Great Britain and Northern Ireland","Code_599","2020-08","GBR","Code","3cac370f-7826-4fac-ab39-85c8088f1a72","ISO 3166 1 alpha3"
"Study Acronym","Code_3","2023-12-15","C94108","Code","79812062-2283-40b0-abbb-5ac68dc0d4f7","http://www.cdisc.org"
"Brief Study Title","Code_5","2023-12-15","C99905x1","Code","ef4a9f53-6c6a-4768-ab06-f06695c971d8","http://www.cdisc.org"
"Official Study Title","Code_6","2023-12-15","C99905x2","Code","ec377ae0-8618-4631-9372-b26747588a97","http://www.cdisc.org"
"Public Study Title","Code_7","2023-12-15","C99905x3","Code","4b584ff5-143f-4e14-9ac0-94d792d129fd","http://www.cdisc.org"
"Final","Code_8","2023-12-15","C25508","Code","a10d2522-ac2b-40b6-8cb4-289a3428137a","http://www.cdisc.org"
"Protocol Effective Date","Code_11","2023-12-15","C99903x1","Code","8e853275-be6f-4767-b88e-a960fe65e88e","http://www.cdisc.org"
"Region","Code_13","2023-12-15","C41129","Code","fe79bb28-6889-4063-ac82-40145b22ba79","http://www.cdisc.org"
"Europe","Code_12","2020-08","150","Code","cfff3d43-7b0f-4fb5-b0f3-945dba315416","ISO 3166 1 alpha3"
