"codeSystemVersion","id","codeSystem","code","decode","instanceType","uuid:ID"
"2023-12-15","Code_379","http://www.cdisc.org","C77140","Clinical Test Result","Code","800d1ea6-8a85-459a-8132-a17718c39885"
"2023-12-15","Code_380","http://www.cdisc.org","C49669","Unit of Pressure","Code","6d89e513-d3a7-4321-bdd0-3fc8e1688baf"
"2023-12-15","Code_381","http://www.cdisc.org","C62122","Sitting","Code","e4a33592-2430-4e8e-ad2b-be8d96c46927"
"2023-12-15","Code_382","http://www.cdisc.org","C62166","Standing","Code","d7ed9652-bcb9-4a50-9a20-a122a8f392d3"
"2023-12-15","Code_383","http://www.cdisc.org","C62167","Supine Position","Code","a8c03d12-4204-4622-b997-ea556933ae6b"
"2023-12-15","Code_384","http://www.cdisc.org","C62164","Body Position","Code","0608ff0f-1847-49c8-96a2-008ce9bfe35a"
"2023-12-15","Code_385","http://www.cdisc.org","C12681","Brachial Artery","Code","c49286c3-6f3a-47d3-a144-a344105c2499"
"2023-12-15","Code_386","http://www.cdisc.org","C12687","Common Carotid Artery","Code","c4d99681-321a-4927-abd5-5a77526b54ef"
"2023-12-15","Code_387","http://www.cdisc.org","C32478","Dorsalis Pedis Artery","Code","02cc306a-4a3c-4e02-a24f-56164430a371"
"2023-12-15","Code_388","http://www.cdisc.org","C12715","Femoral Artery","Code","96cfb375-c4d9-414c-9bf2-5a04baa50dee"
"2023-12-15","Code_389","http://www.cdisc.org","C12838","Radial Artery","Code","0a47d38d-f814-46e5-9930-cfc9922534de"
"2023-12-15","Code_390","http://www.cdisc.org","C13717","Anatomic Site","Code","b27316e0-ca69-47e6-9fd1-aebcc26ca1c0"
"2023-12-15","Code_391","http://www.cdisc.org","C25229","Left","Code","cf3263cd-d0b9-4549-b45e-d511e92c9a2e"
"2023-12-15","Code_392","http://www.cdisc.org","C25228","Right","Code","353ae969-1298-43b5-ad53-0c77f88406de"
"2023-12-15","Code_393","http://www.cdisc.org","C25185","Laterality","Code","934d1e48-82d4-4834-b1e7-7ed9cbdc6ac8"
"2023-12-15","Code_394","http://www.cdisc.org","C25298","SYSBP","Code","2b176b48-090b-4d78-b479-0a94af55c41c"
"2023-12-15","Code_395","http://www.cdisc.org","C25299","DIABP","Code","4455bcd0-8937-46de-9ef8-3533b7011965"
"2023-12-15","Code_396","http://www.cdisc.org","C77140","Clinical Test Result","Code","120e9c02-d297-4806-b8f3-072f5dbd5725"
"2023-12-15","Code_397","http://www.cdisc.org","C49669","Unit of Pressure","Code","532ed8df-1f42-4303-9051-6cc65f7b06cb"
"2023-12-15","Code_398","http://www.cdisc.org","C62122","Sitting","Code","de37d1ab-b9bd-48a3-b1da-7e5b45119521"
"2023-12-15","Code_399","http://www.cdisc.org","C62166","Standing","Code","b9c53bd9-bcb3-4cf9-9868-7368ff3097df"
"2023-12-15","Code_400","http://www.cdisc.org","C62167","Supine Position","Code","23bbfaee-59e2-4b6d-834a-29d1e9530767"
"2023-12-15","Code_401","http://www.cdisc.org","C62164","Body Position","Code","a977dc00-2cf2-4098-ae9e-11de5f9a9a61"
"2023-12-15","Code_402","http://www.cdisc.org","C12681","Brachial Artery","Code","01b95cca-e250-4cce-a589-dcac46bc74b5"
"2023-12-15","Code_403","http://www.cdisc.org","C12687","Common Carotid Artery","Code","c05794f4-3cfc-4acc-8958-e571bdc0636f"
"2023-12-15","Code_404","http://www.cdisc.org","C32478","Dorsalis Pedis Artery","Code","28ba2e95-2839-4b54-93c7-fe0d8a33b7a8"
"2023-12-15","Code_405","http://www.cdisc.org","C12715","Femoral Artery","Code","79d63891-7295-4ec3-8050-9ffee875c240"
"2023-12-15","Code_406","http://www.cdisc.org","C12838","Radial Artery","Code","200acb15-ae79-4ecc-8945-398ef6d5e49a"
"2023-12-15","Code_407","http://www.cdisc.org","C13717","Anatomic Site","Code","aa438f4b-907b-48db-9561-1536e8938582"
"2023-12-15","Code_408","http://www.cdisc.org","C25229","Left","Code","ccf34427-e1cf-4354-b451-dcaf4daac021"
"2023-12-15","Code_409","http://www.cdisc.org","C25228","Right","Code","b6acc930-db20-4e43-a843-085ad41f9849"
"2023-12-15","Code_410","http://www.cdisc.org","C25185","Laterality","Code","f2276fbf-965e-4832-a13e-854f936f6b60"
"2023-12-15","Code_411","http://www.cdisc.org","C25299","DIABP","Code","ddee88da-8ca1-4eea-bc5b-ba0493deda20"
"2023-12-15","Code_412","http://www.cdisc.org","C49677","HR","Code","e02a83d6-1482-48a4-940d-c81b586b8515"
"2023-12-15","Code_413","http://www.cdisc.org","C77140","Clinical Test Result","Code","1fac2b30-57e7-4369-95f7-9e79020d39de"
"2023-12-15","Code_414","http://www.cdisc.org","C73688","Count per Minute","Code","55e1875b-36be-4bae-b3f6-1dab7f768d9c"
"2023-12-15","Code_415","http://www.cdisc.org","C62122","Sitting","Code","85865938-322d-452a-8e80-23a5e4caa4e6"
"2023-12-15","Code_416","http://www.cdisc.org","C62166","Standing","Code","44d45d79-d640-4894-b74a-b7ee503a82ae"
"2023-12-15","Code_417","http://www.cdisc.org","C62167","Supine Position","Code","54377e09-bf52-4ee8-90ee-36a4e6d400f1"
"2023-12-15","Code_418","http://www.cdisc.org","C62164","Body Position","Code","b1027104-6226-42d6-a93b-c50cd3e086f8"
"2023-12-15","Code_419","http://www.cdisc.org","C12681","Brachial Artery","Code","8fbda9bd-a3c7-42e6-841d-c22e1bf05ab7"
"2023-12-15","Code_420","http://www.cdisc.org","C12687","Common Carotid Artery","Code","882a5cd0-6104-4526-9ea2-ec182f36c2ca"
"2023-12-15","Code_421","http://www.cdisc.org","C32478","Dorsalis Pedis Artery","Code","a354cf4f-8e33-4d7a-b7a7-57a833019258"
"2023-12-15","Code_422","http://www.cdisc.org","C12715","Femoral Artery","Code","e5f75754-f489-4775-abf5-7df0ec4a9efd"
"2023-12-15","Code_423","http://www.cdisc.org","C12838","Radial Artery","Code","3e26a196-2616-4658-9685-5d998be0b72d"
"2023-12-15","Code_424","http://www.cdisc.org","C13717","Anatomic Site","Code","2ddc989e-f268-41b3-bd02-d1f761d57151"
"2023-12-15","Code_425","http://www.cdisc.org","C25229","Left","Code","4600818e-ecb2-4aa9-b356-4c5d774d0d59"
"2023-12-15","Code_426","http://www.cdisc.org","C25228","Right","Code","11471da3-89da-4432-bf1f-54613d6adf45"
"2023-12-15","Code_427","http://www.cdisc.org","C25185","Laterality","Code","d8fdc337-e5aa-4373-9e7a-6b2e0a07cd7d"
"2023-12-15","Code_428","http://www.cdisc.org","C49677","HR","Code","02573203-48c3-45bf-93fc-2d805d64d11f"
"2023-12-15","Code_123","http://www.cdisc.org","C174268","Placebo Comparator Arm","Code","a10c42a6-2f2e-4979-8923-a6bbeb2658b1"
"2023-12-15","Code_124","http://www.cdisc.org","C188866","Data Generated Within Study","Code","21fc8fdd-23e9-47d2-b599-105473375471"
"2023-12-15","Code_125","http://www.cdisc.org","C174267","Active Comparator Arm","Code","957cfdba-0f0e-4227-b400-425e1901c93d"
"2023-12-15","Code_126","http://www.cdisc.org","C188866","Data Generated Within Study","Code","0c936afb-e412-4a59-a240-e9232044b9d8"
"2023-12-15","Code_127","http://www.cdisc.org","C174267","Active Comparator Arm","Code","8c1253b3-9461-45c3-acc8-3da20df706f8"
"2023-12-15","Code_128","http://www.cdisc.org","C188866","Data Generated Within Study","Code","3482c05b-4999-422c-9d80-ce66ec954381"
"2023-12-15","Code_136","http://www.cdisc.org","C15228","Double Blind Study","Code","84676841-4c8a-46ed-a500-eca66dc5f96c"
"2023-12-15","Code_129","http://www.cdisc.org","C202487","Screening Epoch","Code","0b5b7c90-1abe-401d-ad7e-aa4cc65c09f1"
"2023-12-15","Code_130","http://www.cdisc.org","C101526","Treatment Epoch","Code","e3d3f200-0e24-46d2-996c-f9f765f1a3f5"
"2023-12-15","Code_131","http://www.cdisc.org","C101526","Treatment Epoch","Code","cb8fba90-846a-4357-ba91-4edbd173f9f6"
"2023-12-15","Code_132","http://www.cdisc.org","C101526","Treatment Epoch","Code","9ed33d0d-1a6e-4305-bfc3-c59c181c1365"
"2023-12-15","Code_133","http://www.cdisc.org","C202578","Follow-Up Epoch","Code","0706bc0d-95b4-4c0a-ae3b-7cbbfad77b5b"
"1","Code_550","ICD-10-CM","G30.9","Alzheimer's disease; unspecified","Code","d8f79f69-02ae-4623-ad9d-6068c8871a03"
"January 31, 2018","Code_551","SNOMED","26929004","Alzheimer's disease","Code","e72db1da-5309-402b-832a-91b2c818e29f"
"2023-12-15","Code_142","http://www.cdisc.org","C70793","Sponsor","Code","01c96a38-cd6f-45c6-a2a1-450de992480d"
"2023-12-15","Code_555","http://www.cdisc.org","C85826","Primary Objective","Code","99446456-eee0-40b6-a59f-05a3044955f7"
"2023-12-15","Code_554","http://www.cdisc.org","C94496","Primary Endpoint","Code","05752b32-54c4-4081-8df0-12fe741dfa0a"
"2023-12-15","Code_556","http://www.cdisc.org","C94496","Primary Endpoint","Code","5b09dcee-0df7-460e-8935-9efb92d89684"
"2023-12-15","Code_558","http://www.cdisc.org","C85826","Primary Objective","Code","02ce8e09-ffcd-48d4-8729-f73df9d2088a"
"2023-12-15","Code_557","http://www.cdisc.org","C94496","Primary Endpoint","Code","1ff3fa9d-a093-41f6-8a2f-2b70d81bcd7c"
"2023-12-15","Code_559","http://www.cdisc.org","C94496","Primary Endpoint","Code","67787e67-0c1c-46c8-a42b-7b2ec5204562"
"2023-12-15","Code_560","http://www.cdisc.org","C94496","Primary Endpoint","Code","53e37afd-020e-4fb1-bb1f-6c6dfe3aeae9"
"2023-12-15","Code_562","http://www.cdisc.org","C85827","Secondary Objective","Code","6a832696-8b98-489b-87f8-4c0bdaab40bb"
"2023-12-15","Code_561","http://www.cdisc.org","C139173","Secondary Endpoint","Code","1a72ac3d-c328-41c4-8e66-711815d125b6"
"2023-12-15","Code_563","http://www.cdisc.org","C139173","Secondary Endpoint","Code","8210670a-541c-40b6-a94d-ba76704c1769"
"2023-12-15","Code_564","http://www.cdisc.org","C139173","Secondary Endpoint","Code","43c7f3ee-14a0-4677-a969-03a0fd3bbb68"
"2023-12-15","Code_566","http://www.cdisc.org","C85827","Secondary Objective","Code","8e2be2a1-88ce-4d37-834c-e892e7da5327"
"2023-12-15","Code_565","http://www.cdisc.org","C139173","Secondary Endpoint","Code","20f46d7f-5462-4fd6-b5cc-d78ac7ff3835"
"2023-12-15","Code_568","http://www.cdisc.org","C85827","Secondary Objective","Code","d3c49320-ef18-428d-9945-c08a2a4424c3"
"2023-12-15","Code_567","http://www.cdisc.org","C139173","Secondary Endpoint","Code","20616148-cd28-4ab0-92d9-0dc08b251f6c"
"2023-12-15","Code_570","http://www.cdisc.org","C85827","Secondary Objective","Code","50ce9000-4966-4722-902b-1f0206aa9a02"
"2023-12-15","Code_569","http://www.cdisc.org","C139173","Secondary Endpoint","Code","d3f9b8aa-6347-418b-85d9-ac67da1a051d"
"2023-12-15","Code_553","http://www.cdisc.org","C49636","Both","Code","7372ce92-dea6-41b8-b9c7-3a41fcfe35da"
"2023-12-15","Code_571","http://www.cdisc.org","C25532","Inclusion Criteria","Code","05e56eb6-c13a-4ebc-98e2-a40429a295de"
"2023-12-15","Code_572","http://www.cdisc.org","C25532","Inclusion Criteria","Code","ccbb78a7-3794-41ef-ac98-4796da19a30d"
"2023-12-15","Code_573","http://www.cdisc.org","C25532","Inclusion Criteria","Code","95eec6d0-037b-4c06-a31b-247938fb6113"
"2023-12-15","Code_574","http://www.cdisc.org","C25532","Inclusion Criteria","Code","c3afddeb-86af-4de6-8662-f18ce2571f57"
"2023-12-15","Code_575","http://www.cdisc.org","C25532","Inclusion Criteria","Code","7c6d267e-958a-4a1d-9933-f4136435cb84"
"2023-12-15","Code_576","http://www.cdisc.org","C25532","Inclusion Criteria","Code","a40d3609-07ea-4984-bbed-d64ba7deb45d"
"2023-12-15","Code_577","http://www.cdisc.org","C25532","Inclusion Criteria","Code","1258f630-defa-46aa-8dd7-cf2c9542508a"
"2023-12-15","Code_578","http://www.cdisc.org","C25532","Inclusion Criteria","Code","afeef046-1f9b-44e4-a85c-adaa87a2b6f9"
"2023-12-15","Code_579","http://www.cdisc.org","C25370","Exclusion Criteria","Code","bfd1a1bd-0958-4a01-9dc5-b9b53aeff76f"
"2023-12-15","Code_580","http://www.cdisc.org","C25370","Exclusion Criteria","Code","978dcc32-7caa-42e4-a2ea-b1fdfc3f6367"
"2023-12-15","Code_581","http://www.cdisc.org","C25370","Exclusion Criteria","Code","a1b84ccf-94b7-4632-a0f8-78b2ccfa6beb"
"2023-12-15","Code_582","http://www.cdisc.org","C25370","Exclusion Criteria","Code","a00ea6d7-7fc0-4a19-b156-23d61876312a"
"2023-12-15","Code_583","http://www.cdisc.org","C25370","Exclusion Criteria","Code","21cfa7c7-da07-4ae7-9d19-5cba654e596a"
"2023-12-15","Code_584","http://www.cdisc.org","C25370","Exclusion Criteria","Code","cd11a6c5-fd73-46a0-a1ab-5578926c096a"
"2023-12-15","Code_585","http://www.cdisc.org","C25370","Exclusion Criteria","Code","f43d3348-06a6-4cbb-9264-d6f0b719304a"
"2023-12-15","Code_586","http://www.cdisc.org","C25370","Exclusion Criteria","Code","4b569bc0-26a7-41b5-93ce-34c92a7afeb2"
"2023-12-15","Code_587","http://www.cdisc.org","C25370","Exclusion Criteria","Code","98b76120-902b-4932-85ef-4deef6a91a53"
"2023-12-15","Code_588","http://www.cdisc.org","C25370","Exclusion Criteria","Code","55190422-3282-4308-8ac1-607961621ec7"
"2023-12-15","Code_589","http://www.cdisc.org","C25370","Exclusion Criteria","Code","cc7fd249-2699-4b11-b9f9-8dc11604b70d"
"2023-12-15","Code_590","http://www.cdisc.org","C25370","Exclusion Criteria","Code","59387622-0501-4cc2-a28a-439eda9af55d"
"2023-12-15","Code_591","http://www.cdisc.org","C25370","Exclusion Criteria","Code","491d647d-9be7-4f14-b967-23098df63307"
"2023-12-15","Code_592","http://www.cdisc.org","C25370","Exclusion Criteria","Code","7e7f9d28-1d21-4366-9e67-11b5cfa71ea9"
"2023-12-15","Code_593","http://www.cdisc.org","C25370","Exclusion Criteria","Code","25aa18c1-64ac-4323-a988-a1e6f083fefb"
"2023-12-15","Code_594","http://www.cdisc.org","C25370","Exclusion Criteria","Code","6c4022a4-d73e-4160-a13a-872c67ae2e1a"
"2023-12-15","Code_595","http://www.cdisc.org","C25370","Exclusion Criteria","Code","e4fa9887-1402-4bff-bc36-a68388e776d9"
"2023-12-15","Code_596","http://www.cdisc.org","C25370","Exclusion Criteria","Code","fe35a5c7-8672-459d-8e4f-8e9bda750355"
"2023-12-15","Code_597","http://www.cdisc.org","C25370","Exclusion Criteria","Code","4714eb2d-f498-4a8b-a9c6-b11ef6730829"
"2023-12-15","Code_598","http://www.cdisc.org","C25370","Exclusion Criteria","Code","065e38b3-8a11-420f-a68f-434955116ba4"
"2023-12-15","Code_599","http://www.cdisc.org","C25370","Exclusion Criteria","Code","df4ce43b-de4a-436a-8e75-646e8cae4742"
"2023-12-15","Code_600","http://www.cdisc.org","C25370","Exclusion Criteria","Code","e4f0124a-3acf-4919-aaa5-1aca5fad6dc8"
"2023-12-15","Code_601","http://www.cdisc.org","C25370","Exclusion Criteria","Code","02b4be5f-3891-45fc-a0e8-337c3561b737"
"2023-12-15","Code_552","http://www.cdisc.org","C29848","Year","Code","59cc2d7c-d26b-458b-95c8-f9dd597e43b1"
"2023-12-15","Code_14","http://www.cdisc.org","C201357","Before","Code","38c8f6b2-1ec5-426f-96e3-54355d63f0f9"
"2023-12-15","Code_15","http://www.cdisc.org","C201355","Start to Start","Code","84193946-6147-4a34-9bf9-366263578d09"
"2023-12-15","Code_16","http://www.cdisc.org","C201357","Before","Code","c66f87ca-fe6a-409f-a539-71bf9472d90a"
"2023-12-15","Code_17","http://www.cdisc.org","C201355","Start to Start","Code","f88b7ccf-4c78-4930-bcda-edc93417450a"
"2023-12-15","Code_19","http://www.cdisc.org","C201358","Fixed Reference","Code","4e9816c6-e72b-4c23-b873-e0ab11599467"
"2023-12-15","Code_20","http://www.cdisc.org","C201355","Start to Start","Code","e2a3250f-9463-47c2-a67b-93ac12e7ce16"
"2023-12-15","Code_21","http://www.cdisc.org","C201356","After","Code","1fc3f5d2-f6d4-42bf-b662-7a9babfa7f8c"
"2023-12-15","Code_22","http://www.cdisc.org","C201355","Start to Start","Code","dcaf9f7b-208d-4b8c-8de8-3e349a4c8dd5"
"2023-12-15","Code_24","http://www.cdisc.org","C201356","After","Code","600a8135-1c00-4338-a46d-0eb0f4990e3d"
"2023-12-15","Code_25","http://www.cdisc.org","C201355","Start to Start","Code","1b1ce797-6f72-4358-9c20-88186fac4f16"
"2023-12-15","Code_27","http://www.cdisc.org","C201356","After","Code","4373b0c3-0496-4b47-8054-e023eba8db71"
"2023-12-15","Code_28","http://www.cdisc.org","C201355","Start to Start","Code","c7124e6c-cec3-4a6b-a5b3-aa68b13825a7"
"2023-12-15","Code_30","http://www.cdisc.org","C201356","After","Code","fcd5496a-b17e-4495-8f48-b9f5f3ff2d62"
"2023-12-15","Code_31","http://www.cdisc.org","C201355","Start to Start","Code","36b57a48-3c05-4882-ad04-d444a344cba2"
"2023-12-15","Code_35","http://www.cdisc.org","C201356","After","Code","d87162c1-ae25-47ae-80f2-0c6ef00d773c"
"2023-12-15","Code_36","http://www.cdisc.org","C201355","Start to Start","Code","b28590b8-e006-45ce-b3e8-ef9b3dc9d1f7"
"2023-12-15","Code_40","http://www.cdisc.org","C201356","After","Code","56683f77-0ca1-4558-a4bb-13a7fd36b579"
"2023-12-15","Code_41","http://www.cdisc.org","C201355","Start to Start","Code","8e17e1a9-4988-468c-b28d-7fb2bff62c2c"
"2023-12-15","Code_45","http://www.cdisc.org","C201356","After","Code","527447a3-af05-4dc1-af79-98bc4ca404dc"
"2023-12-15","Code_46","http://www.cdisc.org","C201355","Start to Start","Code","d5fcefe0-660d-4e2b-bd90-bbb364884aff"
"2023-12-15","Code_50","http://www.cdisc.org","C201356","After","Code","f770d3a2-fb37-48aa-b4f6-c0956bd7dd2f"
"2023-12-15","Code_51","http://www.cdisc.org","C201355","Start to Start","Code","dca5f03e-c5bb-444b-b6e5-59fdd2862db9"
"2023-12-15","Code_53","http://www.cdisc.org","C201356","After","Code","af16bb04-fa0c-41dc-9bec-cd02e59697c0"
"2023-12-15","Code_54","http://www.cdisc.org","C201355","Start to Start","Code","2c6973c3-3128-43f4-b49d-fdf1364dbf38"
"2023-12-15","Code_33","http://www.cdisc.org","C201356","After","Code","248e9cc7-e57c-4a2e-b79b-3e75b95c8e61"
"2023-12-15","Code_34","http://www.cdisc.org","C201355","Start to Start","Code","da81823f-fe64-41e4-a3d6-17b2f00f660b"
"2023-12-15","Code_38","http://www.cdisc.org","C201356","After","Code","0ef49947-1ae7-43f1-a22d-95894ecf8656"
"2023-12-15","Code_39","http://www.cdisc.org","C201355","Start to Start","Code","4820d3f7-d22f-4939-8d78-70a700437086"
"2023-12-15","Code_43","http://www.cdisc.org","C201356","After","Code","42cd3fd3-d8f2-4e44-a650-4c152d5ffeb6"
"2023-12-15","Code_44","http://www.cdisc.org","C201355","Start to Start","Code","da4538ee-8c17-405b-8f5d-a051d2024e38"
"2023-12-15","Code_48","http://www.cdisc.org","C201356","After","Code","72bbc264-129a-4e43-8bb6-3b59aa431a45"
"2023-12-15","Code_49","http://www.cdisc.org","C201355","Start to Start","Code","6df5b575-1a38-4b0a-ac09-01a5d24dec63"
"2023-12-15","Code_56","http://www.cdisc.org","C201358","Fixed Reference","Code","7b1e8cdd-53a6-4ab6-9b04-645f7fe412cb"
"2023-12-15","Code_57","http://www.cdisc.org","C201355","Start to Start","Code","edceb87e-2b88-4a76-b896-03d4479b617f"
"2023-12-15","Code_58","http://www.cdisc.org","C201358","Fixed Reference","Code","c17c34da-cefb-4463-ace7-9a2c7438e441"
"2023-12-15","Code_59","http://www.cdisc.org","C201355","Start to Start","Code","a3e79a40-2812-49cc-9b92-4b5d5b1f2943"
"2023-12-15","Code_60","http://www.cdisc.org","C201358","Fixed Reference","Code","5bab8ae2-54f8-42de-b156-4d6e025b2926"
"2023-12-15","Code_61","http://www.cdisc.org","C201355","Start to Start","Code","7dd0c715-e797-478f-a26f-6fa81b9ff48b"
"2023-12-15","Code_62","http://www.cdisc.org","C201356","After","Code","8c4c07ba-afc4-4453-ab02-b1aa9be9ea80"
"2023-12-15","Code_63","http://www.cdisc.org","C201355","Start to Start","Code","422416b9-35ea-4fc0-981f-4cdb83292627"
"2023-12-15","Code_64","http://www.cdisc.org","C201356","After","Code","f2e85e5f-65dd-40cb-a340-e88ce49d2a16"
"2023-12-15","Code_65","http://www.cdisc.org","C201353","End to Start","Code","9e0555cb-05c7-485c-a6f2-9abe257f474e"
"2023-12-15","Code_66","http://www.cdisc.org","C201356","After","Code","a3a4be2f-e722-4f23-8e47-90999019e12f"
"2023-12-15","Code_67","http://www.cdisc.org","C201355","Start to Start","Code","c099774a-7249-4525-bfa7-afa0d41deb63"
"2023-12-15","Code_68","http://www.cdisc.org","C201356","After","Code","c816ad59-9854-4c13-8480-7e4510a66682"
"2023-12-15","Code_69","http://www.cdisc.org","C201353","End to Start","Code","602ac92f-b56d-4d34-a9df-36a67224f8b2"
"2023-12-15","Code_70","http://www.cdisc.org","C201356","After","Code","c446d87a-ae26-42ba-b1ab-5b84a5f43723"
"2023-12-15","Code_71","http://www.cdisc.org","C201355","Start to Start","Code","4e7196d7-33d3-4507-b80e-a5ae34e18f90"
"2023-12-15","Code_602","http://www.cdisc.org","C70793","Clinical Study Sponsor","Code","6333b9bb-36cd-46a4-a4f2-837e33d472d1"
"2020-08","Code_603","ISO 3166 1 alpha3","GBR","United Kingdom of Great Britain and Northern Ireland","Code","9648d801-ddff-4c70-96ec-4da244e4e858"
"2023-12-15","Code_3","http://www.cdisc.org","C94108","Study Acronym","Code","f4ecf4a4-47b5-4c82-8fd4-a9df61e195e0"
"2023-12-15","Code_5","http://www.cdisc.org","C99905x1","Brief Study Title","Code","9897c002-13f3-4ef4-9f66-4e74a83648e7"
"2023-12-15","Code_6","http://www.cdisc.org","C99905x2","Official Study Title","Code","003ee468-ef94-4b1c-be72-3674870d3498"
"2023-12-15","Code_7","http://www.cdisc.org","C99905x3","Public Study Title","Code","d553be2a-da57-4b11-8c28-d746f18d6cd5"
"2023-12-15","Code_8","http://www.cdisc.org","C25508","Final","Code","67b5f59d-fee2-4993-b4a1-f3c0792a8423"
"2023-12-15","Code_11","http://www.cdisc.org","C99903x1","Protocol Effective Date","Code","e243368b-6852-430a-82fa-1aeb5ec7cc31"
"2023-12-15","Code_13","http://www.cdisc.org","C41129","Region","Code","e0f79927-17b1-4d16-86cb-409d43ee89f1"
"2020-08","Code_12","ISO 3166 1 alpha3","150","Europe","Code","e4541f1c-e2ca-4022-8cff-f4c6ede821fe"
