"decode","uuid:ID","instanceType","id","codeSystemVersion","code","codeSystem"
"SYSBP","013964af-f422-4609-ab6b-51c1c65da6bb","Code","Code_378","2023-12-15","C25298","http://www.cdisc.org"
"Clinical Test Result","89e951ad-4d3d-41d5-839c-d2f3889c0e8d","Code","Code_379","2023-12-15","C77140","http://www.cdisc.org"
"Unit of Pressure","60f3f8e4-9ded-46c4-b4ff-92305283f621","Code","Code_380","2023-12-15","C49669","http://www.cdisc.org"
"Sitting","3c31ff25-dd94-46ec-b1bc-f4cba8774e20","Code","Code_381","2023-12-15","C62122","http://www.cdisc.org"
"Standing","c070362a-9c62-4463-9bac-6e4c964ef3f0","Code","Code_382","2023-12-15","C62166","http://www.cdisc.org"
"Supine Position","f7245847-7ced-4d86-98a7-c305d91f28e7","Code","Code_383","2023-12-15","C62167","http://www.cdisc.org"
"Body Position","ebad741c-482e-4284-afcc-d2a6f0a3b47b","Code","Code_384","2023-12-15","C62164","http://www.cdisc.org"
"Brachial Artery","20fb12e7-a35f-49e0-93bf-e79ad053fd4b","Code","Code_385","2023-12-15","C12681","http://www.cdisc.org"
"Common Carotid Artery","e98f7985-4c0d-4ab0-a3cd-0e9e9aa81174","Code","Code_386","2023-12-15","C12687","http://www.cdisc.org"
"Dorsalis Pedis Artery","64411a6a-21ff-402a-92f5-69666f00bba2","Code","Code_387","2023-12-15","C32478","http://www.cdisc.org"
"Femoral Artery","010f3011-8951-4c6d-a3f1-18a730d32cf8","Code","Code_388","2023-12-15","C12715","http://www.cdisc.org"
"Radial Artery","8a01de4f-ec23-47a2-b36d-4357a8bdf6f5","Code","Code_389","2023-12-15","C12838","http://www.cdisc.org"
"Anatomic Site","6f766655-3e68-4fb8-9717-75aa303c1f51","Code","Code_390","2023-12-15","C13717","http://www.cdisc.org"
"Left","566031ba-65ae-44bf-ac44-f445c11d7c5e","Code","Code_391","2023-12-15","C25229","http://www.cdisc.org"
"Right","5ac44eaf-4f1e-490f-9d51-ad65c9b7c113","Code","Code_392","2023-12-15","C25228","http://www.cdisc.org"
"Laterality","ad6394a7-6693-44ed-b4d1-5481f596832d","Code","Code_393","2023-12-15","C25185","http://www.cdisc.org"
"SYSBP","031abd01-51bf-4a8f-a88b-9d1bdb3e9e59","Code","Code_394","2023-12-15","C25298","http://www.cdisc.org"
"DIABP","8a114ecf-1f6c-40cb-994f-4a88b41ed794","Code","Code_395","2023-12-15","C25299","http://www.cdisc.org"
"Clinical Test Result","2f93be56-9f22-4787-b3f7-d4b1e9b694ee","Code","Code_396","2023-12-15","C77140","http://www.cdisc.org"
"Unit of Pressure","ab20d8d6-f1b5-41d2-afa4-f079d6fc5373","Code","Code_397","2023-12-15","C49669","http://www.cdisc.org"
"Sitting","ed372d47-89a6-4172-b4f9-0a2d198df22d","Code","Code_398","2023-12-15","C62122","http://www.cdisc.org"
"Standing","f0abc3a0-a4db-4e6a-8f04-6375c9c3ab04","Code","Code_399","2023-12-15","C62166","http://www.cdisc.org"
"Supine Position","82d10f82-95e6-43aa-aa70-ed0182fa8db5","Code","Code_400","2023-12-15","C62167","http://www.cdisc.org"
"Body Position","45f83d51-cdec-42fe-877d-caf06ed8ffca","Code","Code_401","2023-12-15","C62164","http://www.cdisc.org"
"Brachial Artery","ca3d423f-f06d-4960-871e-2ebe513e599b","Code","Code_402","2023-12-15","C12681","http://www.cdisc.org"
"Common Carotid Artery","cc771495-15c9-454d-9232-971bd0e1eafe","Code","Code_403","2023-12-15","C12687","http://www.cdisc.org"
"Dorsalis Pedis Artery","ee46eeba-7ff8-45cd-b6fb-f462483d960b","Code","Code_404","2023-12-15","C32478","http://www.cdisc.org"
"Femoral Artery","c06ac29f-d6f7-44d4-8b1c-b17e7521b7a8","Code","Code_405","2023-12-15","C12715","http://www.cdisc.org"
"Radial Artery","2a0c5c86-d3cf-4479-9fa1-59e073ec0559","Code","Code_406","2023-12-15","C12838","http://www.cdisc.org"
"Anatomic Site","296fc706-e300-4a6e-b493-f68a2d5319a5","Code","Code_407","2023-12-15","C13717","http://www.cdisc.org"
"Left","19a337b1-3f41-42f4-8600-32457c58e6b7","Code","Code_408","2023-12-15","C25229","http://www.cdisc.org"
"Right","7a64dfad-2d3a-4583-96a8-51d73b8b7447","Code","Code_409","2023-12-15","C25228","http://www.cdisc.org"
"Laterality","18f6b4f1-a470-4e86-bffc-ad0a1701f8cc","Code","Code_410","2023-12-15","C25185","http://www.cdisc.org"
"DIABP","61123071-c920-49c4-abcd-bae5ff846852","Code","Code_411","2023-12-15","C25299","http://www.cdisc.org"
"HR","91e90cfa-8daf-468d-9a18-6a96e98280e3","Code","Code_412","2023-12-15","C49677","http://www.cdisc.org"
"Clinical Test Result","69a25368-6964-44bf-962b-a93d77584661","Code","Code_413","2023-12-15","C77140","http://www.cdisc.org"
"Count per Minute","40e2d004-986a-43a7-8d82-7dc93a6ca9b0","Code","Code_414","2023-12-15","C73688","http://www.cdisc.org"
"Sitting","225a44ab-d7eb-4d2d-be91-16b21408da26","Code","Code_415","2023-12-15","C62122","http://www.cdisc.org"
"Standing","76e2e17d-5108-41c9-a39e-90aed342c471","Code","Code_416","2023-12-15","C62166","http://www.cdisc.org"
"Supine Position","ceceb9dd-6ab7-4e33-8bcb-a5d531111f0e","Code","Code_417","2023-12-15","C62167","http://www.cdisc.org"
"Body Position","2050bdcc-edb7-4bed-9158-65609592200e","Code","Code_418","2023-12-15","C62164","http://www.cdisc.org"
"Brachial Artery","f7f7b36d-b957-426a-9675-591e2d573251","Code","Code_419","2023-12-15","C12681","http://www.cdisc.org"
"Common Carotid Artery","e91d580b-7150-487d-8663-084094a16005","Code","Code_420","2023-12-15","C12687","http://www.cdisc.org"
"Dorsalis Pedis Artery","6e8a203d-6c8f-4773-8b0c-d81d1ea0c49b","Code","Code_421","2023-12-15","C32478","http://www.cdisc.org"
"Femoral Artery","9ea5a293-f2b6-4aeb-bf4d-fb25de6908fa","Code","Code_422","2023-12-15","C12715","http://www.cdisc.org"
"Radial Artery","9c12cee2-9ae9-4e01-8ea1-9f1f6d9f826a","Code","Code_423","2023-12-15","C12838","http://www.cdisc.org"
"Anatomic Site","a482943d-1ab1-457c-8fd4-a8d54bfc490e","Code","Code_424","2023-12-15","C13717","http://www.cdisc.org"
"Left","e8df2b70-0137-414c-b11e-c4ce57fe14bb","Code","Code_425","2023-12-15","C25229","http://www.cdisc.org"
"Right","cd9a4a60-c9e8-435f-9c70-d0d5f0636017","Code","Code_426","2023-12-15","C25228","http://www.cdisc.org"
"Laterality","d0235d82-4f42-419b-929d-f4a438577833","Code","Code_427","2023-12-15","C25185","http://www.cdisc.org"
"HR","6c7c44dc-3542-4f3f-a5be-4f9a3ca76650","Code","Code_428","2023-12-15","C49677","http://www.cdisc.org"
"Placebo Comparator Arm","927e0eeb-0e73-43db-be09-63b403b363b2","Code","Code_123","2023-12-15","C174268","http://www.cdisc.org"
"Data Generated Within Study","e7acb301-1867-4390-8206-d382fa7a4a18","Code","Code_124","2023-12-15","C188866","http://www.cdisc.org"
"Active Comparator Arm","eaee4d51-2719-4424-a9d2-b6ecab1b026a","Code","Code_125","2023-12-15","C174267","http://www.cdisc.org"
"Data Generated Within Study","87b96de0-6ed4-4da1-b30d-880932566081","Code","Code_126","2023-12-15","C188866","http://www.cdisc.org"
"Active Comparator Arm","ab4e9b72-3843-4c4c-9ede-73b4aab9d67b","Code","Code_127","2023-12-15","C174267","http://www.cdisc.org"
"Data Generated Within Study","26d3238a-f5b2-4482-ad77-e4ae5ba183c2","Code","Code_128","2023-12-15","C188866","http://www.cdisc.org"
"Double Blind Study","b0d10a6f-23b9-40c1-8e42-2d1c63435635","Code","Code_136","2023-12-15","C15228","http://www.cdisc.org"
"Screening Epoch","272a44cc-b362-4ec2-b855-056a8f2290d9","Code","Code_129","2023-12-15","C202487","http://www.cdisc.org"
"Treatment Epoch","a028f818-c5b1-44d2-b328-e603a81e3163","Code","Code_130","2023-12-15","C101526","http://www.cdisc.org"
"Treatment Epoch","3614da86-2d5f-4d7d-aa44-a0290ee6be3a","Code","Code_131","2023-12-15","C101526","http://www.cdisc.org"
"Treatment Epoch","30f5c6d0-4952-475b-bb5b-e293bc8d5327","Code","Code_132","2023-12-15","C101526","http://www.cdisc.org"
"Follow-Up Epoch","593712eb-4ef4-4c93-a33f-1c2e28312017","Code","Code_133","2023-12-15","C202578","http://www.cdisc.org"
"Alzheimer's disease; unspecified","fc3687be-2be1-4ab0-aa93-524fd6634b0a","Code","Code_550","1","G30.9","ICD-10-CM"
"Alzheimer's disease","c13d2c60-99cd-4890-a73c-2a6918ef9c42","Code","Code_551","January 31, 2018","26929004","SNOMED"
"Sponsor","42429255-fdc2-4d55-ab2d-179f61436d45","Code","Code_142","2023-12-15","C70793","http://www.cdisc.org"
"Trial Primary Objective","ecb4202c-2727-4eef-b0ed-741e386b8110","Code","Code_555","2023-12-15","C85826","http://www.cdisc.org"
"Primary Endpoint","4c69983e-fc90-4f7c-93cd-5f01c22e6b51","Code","Code_554","2023-12-15","C94496","http://www.cdisc.org"
"Primary Endpoint","9b41b645-182f-4591-90b4-4a5c907de344","Code","Code_556","2023-12-15","C94496","http://www.cdisc.org"
"Trial Primary Objective","ff72c215-95d1-452b-83e2-bdf911bd9590","Code","Code_558","2023-12-15","C85826","http://www.cdisc.org"
"Primary Endpoint","e97e4b42-d261-4493-8e5a-22d6cbc67d76","Code","Code_557","2023-12-15","C94496","http://www.cdisc.org"
"Primary Endpoint","92066267-ed7d-49a8-af5b-57d225f00952","Code","Code_559","2023-12-15","C94496","http://www.cdisc.org"
"Primary Endpoint","39f9afab-064e-42cf-806c-feca506b4333","Code","Code_560","2023-12-15","C94496","http://www.cdisc.org"
"Trial Secondary Objective","ee057c1b-1d81-424e-9ffa-9c89cf56f6d0","Code","Code_562","2023-12-15","C85827","http://www.cdisc.org"
"Secondary Endpoint","dfe64a3d-11a3-4608-b26a-d5d752101330","Code","Code_561","2023-12-15","C139173","http://www.cdisc.org"
"Secondary Endpoint","5240c64a-58f2-417f-9c08-ad48d7fbdf97","Code","Code_563","2023-12-15","C139173","http://www.cdisc.org"
"Secondary Endpoint","029bea4e-29cd-47eb-93c4-df67c0083c37","Code","Code_564","2023-12-15","C139173","http://www.cdisc.org"
"Trial Secondary Objective","8207282c-7401-422e-aef7-70c6cf6f485c","Code","Code_566","2023-12-15","C85827","http://www.cdisc.org"
"Secondary Endpoint","39082a4e-8549-4c3f-99f9-b0a9c32d9c6b","Code","Code_565","2023-12-15","C139173","http://www.cdisc.org"
"Trial Secondary Objective","f849b6f0-eefa-48e9-99e1-7078dd6a3105","Code","Code_568","2023-12-15","C85827","http://www.cdisc.org"
"Secondary Endpoint","657f3a89-a6c3-4bea-80f3-6245b19d51cd","Code","Code_567","2023-12-15","C139173","http://www.cdisc.org"
"Trial Secondary Objective","0152a338-a0c4-4af8-aaab-4e69fb9f3086","Code","Code_570","2023-12-15","C85827","http://www.cdisc.org"
"Secondary Endpoint","69870c07-0ddc-4f01-b05f-ccc22c263514","Code","Code_569","2023-12-15","C139173","http://www.cdisc.org"
"Inclusion Criteria","8bc15c16-921c-4f71-b84f-5d52401d7e89","Code","Code_571","2023-12-15","C25532","http://www.cdisc.org"
"Inclusion Criteria","4823e102-a9c5-4b31-a7d8-181f5762ca5f","Code","Code_572","2023-12-15","C25532","http://www.cdisc.org"
"Inclusion Criteria","38d3c7d2-aa49-40b4-af83-e97e970d7022","Code","Code_573","2023-12-15","C25532","http://www.cdisc.org"
"Inclusion Criteria","63a0d35d-cdfa-4f41-abcb-99034f98ce3e","Code","Code_574","2023-12-15","C25532","http://www.cdisc.org"
"Inclusion Criteria","02d44dd6-a262-4010-90a7-554fcbc4c5f4","Code","Code_575","2023-12-15","C25532","http://www.cdisc.org"
"Inclusion Criteria","70be6b9c-85e2-4363-adf4-06f1768c0dad","Code","Code_576","2023-12-15","C25532","http://www.cdisc.org"
"Inclusion Criteria","132f67fb-0b93-42f8-9078-b78f1da13f6a","Code","Code_577","2023-12-15","C25532","http://www.cdisc.org"
"Inclusion Criteria","4101976a-6fec-41e1-852a-3c56a1a68975","Code","Code_578","2023-12-15","C25532","http://www.cdisc.org"
"Exclusion Criteria","06056794-a60d-4fba-b206-750a4076d5be","Code","Code_579","2023-12-15","C25370","http://www.cdisc.org"
"Exclusion Criteria","ab8b0ab9-4bdf-4f21-ab72-b40eab028b9c","Code","Code_580","2023-12-15","C25370","http://www.cdisc.org"
"Exclusion Criteria","c8cca206-93d6-4b4b-9799-3bcd8173bfa7","Code","Code_581","2023-12-15","C25370","http://www.cdisc.org"
"Exclusion Criteria","3ebf8c16-f2c0-4866-9939-d9173ff93bd2","Code","Code_582","2023-12-15","C25370","http://www.cdisc.org"
"Exclusion Criteria","941bf3c1-0b75-4d96-a06d-c30e8b868f88","Code","Code_583","2023-12-15","C25370","http://www.cdisc.org"
"Exclusion Criteria","f97eef6d-2993-4240-b023-b251c3bc2c3b","Code","Code_584","2023-12-15","C25370","http://www.cdisc.org"
"Exclusion Criteria","23eb9df4-30c7-455e-809e-797771b73b0f","Code","Code_585","2023-12-15","C25370","http://www.cdisc.org"
"Exclusion Criteria","869896d3-2f44-4534-9ca3-01db778336ee","Code","Code_586","2023-12-15","C25370","http://www.cdisc.org"
"Exclusion Criteria","b8ec7644-916a-42a6-a165-12955208dad6","Code","Code_587","2023-12-15","C25370","http://www.cdisc.org"
"Exclusion Criteria","fcdd3388-aa9e-4ffb-b4ba-6208cff237a7","Code","Code_588","2023-12-15","C25370","http://www.cdisc.org"
"Exclusion Criteria","7638e388-9cd1-42f4-9208-a8271779e0b0","Code","Code_589","2023-12-15","C25370","http://www.cdisc.org"
"Exclusion Criteria","58f71f15-798e-48e3-9dbf-60ae40b5a477","Code","Code_590","2023-12-15","C25370","http://www.cdisc.org"
"Exclusion Criteria","c6429397-27b2-4f18-b4a4-66203d591177","Code","Code_591","2023-12-15","C25370","http://www.cdisc.org"
"Exclusion Criteria","9203ba57-7815-4811-8dff-803ddc03b92e","Code","Code_592","2023-12-15","C25370","http://www.cdisc.org"
"Exclusion Criteria","b7799ca7-e203-43eb-b272-42a5e1c10d68","Code","Code_593","2023-12-15","C25370","http://www.cdisc.org"
"Exclusion Criteria","6e26cdf2-ea87-4baa-85b3-9aee081f3160","Code","Code_594","2023-12-15","C25370","http://www.cdisc.org"
"Exclusion Criteria","fbb2d610-ebbe-4773-82de-ca5f0b12b71f","Code","Code_595","2023-12-15","C25370","http://www.cdisc.org"
"Exclusion Criteria","83b1265b-89a5-47ea-8cbd-0524d57c86cb","Code","Code_596","2023-12-15","C25370","http://www.cdisc.org"
"Exclusion Criteria","31f765c7-b9f1-4032-a76c-f484f0b13041","Code","Code_597","2023-12-15","C25370","http://www.cdisc.org"
"Exclusion Criteria","dba10a28-bd2e-4f5d-aa74-57bb29034524","Code","Code_598","2023-12-15","C25370","http://www.cdisc.org"
"Exclusion Criteria","c82a89d2-c007-43da-b400-0761fd39a3ea","Code","Code_599","2023-12-15","C25370","http://www.cdisc.org"
"Exclusion Criteria","d6a861b1-6cbf-4735-ba90-6049c0939dbf","Code","Code_600","2023-12-15","C25370","http://www.cdisc.org"
"Exclusion Criteria","6930e8fc-8c26-4499-bd7c-c68150d4c60c","Code","Code_601","2023-12-15","C25370","http://www.cdisc.org"
"Year","993e3c58-4c4d-4d5e-965c-1a9205b18354","Code","Code_552","2023-12-15","C29848","http://www.cdisc.org"
"Before","5b03eaa3-33c2-41d5-a89a-f3cb75304c73","Code","Code_14","2023-12-15","C201357","http://www.cdisc.org"
"Start to Start","326fb886-f87f-482a-9b26-7af7743af85a","Code","Code_15","2023-12-15","C201355","http://www.cdisc.org"
"Before","4db4821f-36fb-48c5-8f32-9a47cdcd36be","Code","Code_16","2023-12-15","C201357","http://www.cdisc.org"
"Start to Start","0a1a8358-95fd-4068-97ab-180e4d394ee2","Code","Code_17","2023-12-15","C201355","http://www.cdisc.org"
"Fixed Reference","37fa7476-1c51-4958-9b0e-da07f9ba25d6","Code","Code_19","2023-12-15","C201358","http://www.cdisc.org"
"Start to Start","82ffd4db-7dfc-430f-b3da-4ae7e1f3c83b","Code","Code_20","2023-12-15","C201355","http://www.cdisc.org"
"After","5b482ac7-4b2b-4c5d-8050-c8c0126a309e","Code","Code_21","2023-12-15","C201356","http://www.cdisc.org"
"Start to Start","4a68350e-03f6-4a39-a9bb-e29ec3c1e8dd","Code","Code_22","2023-12-15","C201355","http://www.cdisc.org"
"After","b1f243d6-8326-4f3f-9ff1-576feea7da9f","Code","Code_24","2023-12-15","C201356","http://www.cdisc.org"
"Start to Start","5c42f014-4e67-48ad-8d6c-05a21d8f9bc7","Code","Code_25","2023-12-15","C201355","http://www.cdisc.org"
"After","bb2446b9-ebb1-40e5-a558-cff963bf51a4","Code","Code_27","2023-12-15","C201356","http://www.cdisc.org"
"Start to Start","d15540bd-ae3e-4b82-bd23-f3fa584cda9a","Code","Code_28","2023-12-15","C201355","http://www.cdisc.org"
"After","61aff3ad-c5f1-4498-b76c-ac826033cde2","Code","Code_30","2023-12-15","C201356","http://www.cdisc.org"
"Start to Start","a42aa620-e7d4-4e69-8f75-a3f9551890d5","Code","Code_31","2023-12-15","C201355","http://www.cdisc.org"
"After","82512a5f-bbbf-43ef-be98-3e3a95c72c08","Code","Code_35","2023-12-15","C201356","http://www.cdisc.org"
"Start to Start","2d628ab5-0609-4dba-8d7d-6c87d9c10e7b","Code","Code_36","2023-12-15","C201355","http://www.cdisc.org"
"After","e489b505-71b0-4746-8c7f-6a22ff2e4ef9","Code","Code_40","2023-12-15","C201356","http://www.cdisc.org"
"Start to Start","42d6588e-87f0-48fb-b055-7aa394783158","Code","Code_41","2023-12-15","C201355","http://www.cdisc.org"
"After","c38921dc-98fd-46bc-a76c-4ae953bb4cd2","Code","Code_45","2023-12-15","C201356","http://www.cdisc.org"
"Start to Start","a227969a-3380-42f9-95cf-34b6684061f9","Code","Code_46","2023-12-15","C201355","http://www.cdisc.org"
"After","8393d279-64f9-4d50-af4a-d23cb0abc3d1","Code","Code_50","2023-12-15","C201356","http://www.cdisc.org"
"Start to Start","f00f974e-41c5-419f-b3bb-f7cf41b00f81","Code","Code_51","2023-12-15","C201355","http://www.cdisc.org"
"After","616c4fe6-e363-4ded-9707-43a1c38dbc1e","Code","Code_53","2023-12-15","C201356","http://www.cdisc.org"
"Start to Start","78f44fe3-3587-411e-a3eb-49841e812c9d","Code","Code_54","2023-12-15","C201355","http://www.cdisc.org"
"After","3d7f5cdb-7e69-469d-8b98-bd8cc5e020dc","Code","Code_33","2023-12-15","C201356","http://www.cdisc.org"
"Start to Start","bd62f31a-1e31-4a51-8d72-75041da00ab0","Code","Code_34","2023-12-15","C201355","http://www.cdisc.org"
"After","bbc661bc-380d-4a53-98f9-4438d49ce068","Code","Code_38","2023-12-15","C201356","http://www.cdisc.org"
"Start to Start","0783eabf-fc19-4a8e-8bed-ba6106c121ab","Code","Code_39","2023-12-15","C201355","http://www.cdisc.org"
"After","338f74bd-ec43-4999-901a-950a9af83ba4","Code","Code_43","2023-12-15","C201356","http://www.cdisc.org"
"Start to Start","da010e5a-91ad-4da8-999f-565741e04318","Code","Code_44","2023-12-15","C201355","http://www.cdisc.org"
"After","51ea9d1c-ed34-46d7-9e16-175ea7c6d3bd","Code","Code_48","2023-12-15","C201356","http://www.cdisc.org"
"Start to Start","fce38212-efeb-47fd-a791-01ec60154da9","Code","Code_49","2023-12-15","C201355","http://www.cdisc.org"
"Fixed Reference","fb677f09-212f-443b-8cdc-ddb5f916c917","Code","Code_56","2023-12-15","C201358","http://www.cdisc.org"
"Start to Start","4793abb9-64c1-446a-bf5a-19d397b78955","Code","Code_57","2023-12-15","C201355","http://www.cdisc.org"
"Fixed Reference","fd765a6f-f661-45a6-aa92-d596567d31a7","Code","Code_58","2023-12-15","C201358","http://www.cdisc.org"
"Start to Start","b32e26ba-fda4-4a6d-9c5a-a936c397ed38","Code","Code_59","2023-12-15","C201355","http://www.cdisc.org"
"Fixed Reference","189a87d6-1f17-4f71-9498-0502e6285661","Code","Code_60","2023-12-15","C201358","http://www.cdisc.org"
"Start to Start","eff82ffc-4b05-4bdd-ad46-06e96da7cafe","Code","Code_61","2023-12-15","C201355","http://www.cdisc.org"
"After","c8435d39-bffe-4844-82f5-f5d9f619f715","Code","Code_62","2023-12-15","C201356","http://www.cdisc.org"
"Start to Start","92258060-1a68-49e1-8deb-81fdb57f8ee5","Code","Code_63","2023-12-15","C201355","http://www.cdisc.org"
"After","73fc078b-3eb7-41de-8fd5-10bb1ceb85cc","Code","Code_64","2023-12-15","C201356","http://www.cdisc.org"
"End to Start","631c9565-ed28-4a59-bc9c-dd2632168489","Code","Code_65","2023-12-15","C201353","http://www.cdisc.org"
"After","e5076160-eedc-4898-8500-4476213fab69","Code","Code_66","2023-12-15","C201356","http://www.cdisc.org"
"Start to Start","4fc8cc81-47eb-4227-8435-44aab2d74dcd","Code","Code_67","2023-12-15","C201355","http://www.cdisc.org"
"After","8ffdb2d8-274e-4aaa-80c9-f3776719396e","Code","Code_68","2023-12-15","C201356","http://www.cdisc.org"
"End to Start","dd676c29-b82c-4af3-8c0a-0207975a9163","Code","Code_69","2023-12-15","C201353","http://www.cdisc.org"
"After","5dc1bb4f-fdef-45db-8699-5d215d6dd382","Code","Code_70","2023-12-15","C201356","http://www.cdisc.org"
"Start to Start","0957796b-0283-4286-aa55-0ba85244209d","Code","Code_71","2023-12-15","C201355","http://www.cdisc.org"
"Clinical Study Sponsor","efbd3c4b-1c5e-46a9-ac69-d250f84deeaa","Code","Code_602","2023-12-15","C70793","http://www.cdisc.org"
"United Kingdom of Great Britain and Northern Ireland","fbb32413-da99-41cc-9e64-58b2c40cbf51","Code","Code_603","2020-08","GBR","ISO 3166 1 alpha3"
"Study Acronym","0e8cef31-582b-420f-96b6-16ed6def052c","Code","Code_3","2023-12-15","C94108","http://www.cdisc.org"
"Brief Study Title","92f55477-2460-4504-8d22-6a0100817365","Code","Code_5","2023-12-15","C99905x1","http://www.cdisc.org"
"Official Study Title","ad93e1e2-15b2-45f7-8b31-790fec7bae59","Code","Code_6","2023-12-15","C99905x2","http://www.cdisc.org"
"Public Study Title","ef6346b2-149d-4fbe-9832-14de47680d99","Code","Code_7","2023-12-15","C99905x3","http://www.cdisc.org"
"Final","59395bfb-760d-4558-98e1-11302b6a53a4","Code","Code_8","2023-12-15","C25508","http://www.cdisc.org"
"Protocol Effective Date","77567210-8ade-4958-83d3-a45842bcae30","Code","Code_11","2023-12-15","C99903x1","http://www.cdisc.org"
"Region","30a76449-02df-4e76-81c9-3eb94846abb0","Code","Code_13","2023-12-15","C41129","http://www.cdisc.org"
"Europe","216866eb-aa5d-40e1-8198-de3142f1e09a","Code","Code_12","2020-08","150","ISO 3166 1 alpha3"
