"id","uuid:ID","codeSystem","decode","code","instanceType","codeSystemVersion"
"Code_384","960b5cf6-6ae0-4779-9930-cb50ee774974","http://www.cdisc.org","Body Position","C62164","Code","2023-12-15"
"Code_385","03b60215-b834-45bd-9dcf-e7c593d26527","http://www.cdisc.org","Brachial Artery","C12681","Code","2023-12-15"
"Code_386","0e27bacc-fdee-4b2b-9ad1-cead4d6186fa","http://www.cdisc.org","Common Carotid Artery","C12687","Code","2023-12-15"
"Code_387","fe49afaf-635f-412a-9d04-36dca402d0f0","http://www.cdisc.org","Dorsalis Pedis Artery","C32478","Code","2023-12-15"
"Code_388","5f15c9c7-e4fb-4436-9c44-6dcb220fb00a","http://www.cdisc.org","Femoral Artery","C12715","Code","2023-12-15"
"Code_389","a30acbf8-153e-48ff-bec0-fcb146b6e1ee","http://www.cdisc.org","Radial Artery","C12838","Code","2023-12-15"
"Code_390","83d92596-6047-476c-a8af-4d3bcb9b5f64","http://www.cdisc.org","Anatomic Site","C13717","Code","2023-12-15"
"Code_391","325d38cd-30cb-4239-9e48-e16e026c027f","http://www.cdisc.org","Left","C25229","Code","2023-12-15"
"Code_392","7d3eedf1-c920-48a5-b114-bc75fc004f12","http://www.cdisc.org","Right","C25228","Code","2023-12-15"
"Code_393","581c63d0-f843-463e-b8f2-d2a43ab1d3b6","http://www.cdisc.org","Laterality","C25185","Code","2023-12-15"
"Code_394","95fc2f1e-54e7-47d5-a379-07ca14709164","http://www.cdisc.org","SYSBP","C25298","Code","2023-12-15"
"Code_395","50ea8639-5fb2-49e0-a02a-171ae39718ed","http://www.cdisc.org","DIABP","C25299","Code","2023-12-15"
"Code_396","31ed6c0c-76e1-40a8-a195-bcae5208e85b","http://www.cdisc.org","Clinical Test Result","C77140","Code","2023-12-15"
"Code_397","88d82fdd-6dc2-4bf9-bb1d-e5b40dee677a","http://www.cdisc.org","Unit of Pressure","C49669","Code","2023-12-15"
"Code_398","2889e9a3-b281-4335-bc13-8be54a4f0f82","http://www.cdisc.org","Sitting","C62122","Code","2023-12-15"
"Code_399","7b85e1aa-08a0-487b-840f-48b28e845f66","http://www.cdisc.org","Standing","C62166","Code","2023-12-15"
"Code_400","3b05e009-598c-4e1c-9387-7d3a10227e9f","http://www.cdisc.org","Supine Position","C62167","Code","2023-12-15"
"Code_401","643dd00d-35f8-42f9-a67a-debda3758ab8","http://www.cdisc.org","Body Position","C62164","Code","2023-12-15"
"Code_402","88f57def-7e1c-4fae-bcf0-7672a054280d","http://www.cdisc.org","Brachial Artery","C12681","Code","2023-12-15"
"Code_403","662c8edc-7c67-4eb5-802a-7b126e8b06b1","http://www.cdisc.org","Common Carotid Artery","C12687","Code","2023-12-15"
"Code_404","a2a56e11-1c70-43ac-b5b7-463df30be1c1","http://www.cdisc.org","Dorsalis Pedis Artery","C32478","Code","2023-12-15"
"Code_405","096ae24d-b8b8-4a37-9e48-508fdadf16c6","http://www.cdisc.org","Femoral Artery","C12715","Code","2023-12-15"
"Code_406","b7944819-98fb-4fdb-8713-6a03b61d82ea","http://www.cdisc.org","Radial Artery","C12838","Code","2023-12-15"
"Code_407","feaa5908-b48a-45e6-b2dd-bcd87952136a","http://www.cdisc.org","Anatomic Site","C13717","Code","2023-12-15"
"Code_408","47e0070f-5204-4232-9663-bda0713e0252","http://www.cdisc.org","Left","C25229","Code","2023-12-15"
"Code_409","522781fc-6c53-43d0-baae-fc43182fab07","http://www.cdisc.org","Right","C25228","Code","2023-12-15"
"Code_410","6b915fbc-9f60-41e7-bcf5-817071af7ddb","http://www.cdisc.org","Laterality","C25185","Code","2023-12-15"
"Code_411","1e6a2ae2-8f28-426f-97f6-432b2a4bb54e","http://www.cdisc.org","DIABP","C25299","Code","2023-12-15"
"Code_412","bd766edb-21c2-4202-9285-8c52d888f21e","http://www.cdisc.org","HR","C49677","Code","2023-12-15"
"Code_413","97b7c6b0-a459-45c7-bc15-32e40e2e05fd","http://www.cdisc.org","Clinical Test Result","C77140","Code","2023-12-15"
"Code_414","35678ef9-fa85-4cba-b0b3-f0b0993f6a28","http://www.cdisc.org","Count per Minute","C73688","Code","2023-12-15"
"Code_415","9e1b07c7-b9e5-4fc1-9e0c-cab32a1b03d1","http://www.cdisc.org","Sitting","C62122","Code","2023-12-15"
"Code_416","00d572f1-0a82-4589-8304-312a1805f0d0","http://www.cdisc.org","Standing","C62166","Code","2023-12-15"
"Code_417","4e739cd0-43f3-4814-9caa-53a73f5e9fa5","http://www.cdisc.org","Supine Position","C62167","Code","2023-12-15"
"Code_418","b905cc32-5e97-4704-a28a-34d636594b74","http://www.cdisc.org","Body Position","C62164","Code","2023-12-15"
"Code_419","dc286e43-6d58-49db-8edd-5f24c6241016","http://www.cdisc.org","Brachial Artery","C12681","Code","2023-12-15"
"Code_420","7e90a523-f37c-411f-b8a3-f95648ad9585","http://www.cdisc.org","Common Carotid Artery","C12687","Code","2023-12-15"
"Code_421","31945209-bc78-4f12-8b61-70a5fd97ee5e","http://www.cdisc.org","Dorsalis Pedis Artery","C32478","Code","2023-12-15"
"Code_422","14324561-fa27-4969-a161-226916fec451","http://www.cdisc.org","Femoral Artery","C12715","Code","2023-12-15"
"Code_423","7220b50f-36a7-4bf3-9b2d-061ac53330a6","http://www.cdisc.org","Radial Artery","C12838","Code","2023-12-15"
"Code_424","63abc4e0-d645-4a02-aa06-0088c624e371","http://www.cdisc.org","Anatomic Site","C13717","Code","2023-12-15"
"Code_425","9cc66acb-dcdc-4e8a-a24e-c111c1fae037","http://www.cdisc.org","Left","C25229","Code","2023-12-15"
"Code_426","e80cdb22-0f80-412c-96d5-359564b569c2","http://www.cdisc.org","Right","C25228","Code","2023-12-15"
"Code_427","96de374f-0a28-48df-b6b4-a6b70824c55d","http://www.cdisc.org","Laterality","C25185","Code","2023-12-15"
"Code_428","6dfa4063-9174-4559-8499-f53cbd2fc736","http://www.cdisc.org","HR","C49677","Code","2023-12-15"
"Code_123","9c032dc7-20e9-47a0-b470-4fd67c9a2152","http://www.cdisc.org","Placebo Comparator Arm","C174268","Code","2023-12-15"
"Code_124","36a8e014-03b8-4069-94c0-e8c9c7414cf5","http://www.cdisc.org","Data Generated Within Study","C188866","Code","2023-12-15"
"Code_125","750ed13a-47b0-45e0-8861-98207d4beee1","http://www.cdisc.org","Active Comparator Arm","C174267","Code","2023-12-15"
"Code_126","5a78eba6-70d2-4fc0-95f5-87075cbe5c7c","http://www.cdisc.org","Data Generated Within Study","C188866","Code","2023-12-15"
"Code_127","b855dd05-c426-4e7d-923c-2d6ff2333397","http://www.cdisc.org","Active Comparator Arm","C174267","Code","2023-12-15"
"Code_128","90a4c0b7-48ad-4b63-a4df-125a7d8eede4","http://www.cdisc.org","Data Generated Within Study","C188866","Code","2023-12-15"
"Code_136","b9154a5f-1de2-4eda-9412-903fe1957f58","http://www.cdisc.org","Double Blind Study","C15228","Code","2023-12-15"
"Code_129","f6a4053c-8bcc-411a-bf0f-3eb0904f25d7","http://www.cdisc.org","Screening Epoch","C202487","Code","2023-12-15"
"Code_130","97dd9f4d-2859-4a2f-a22d-67a7a2ce1117","http://www.cdisc.org","Treatment Epoch","C101526","Code","2023-12-15"
"Code_131","039249d7-1f87-4a1f-bce7-511168e18555","http://www.cdisc.org","Treatment Epoch","C101526","Code","2023-12-15"
"Code_132","9a896218-faa2-4e86-810c-2ead90be7770","http://www.cdisc.org","Treatment Epoch","C101526","Code","2023-12-15"
"Code_133","6a7e4882-0716-4f05-807a-4c8d84294cdd","http://www.cdisc.org","Follow-Up Epoch","C202578","Code","2023-12-15"
"Code_546","6f3ac3cc-7729-438d-ad57-d38c24f7ad8d","ICD-10-CM","Alzheimer's disease; unspecified","G30.9","Code","1"
"Code_547","eff7ea03-92d7-4e3d-817f-35f9762d0360","SNOMED","Alzheimer's disease","26929004","Code","January 31, 2018"
"Code_142","b9484465-a3fa-4fba-93fc-b8d040a04737","http://www.cdisc.org","Sponsor","C70793","Code","2023-12-15"
"Code_551","52e5667a-2f91-4e6c-8026-62deaf1355e7","http://www.cdisc.org","Trial Primary Objective","C85826","Code","2023-12-15"
"Code_550","6a26a29f-6167-4d91-a60b-63b0cb127be6","http://www.cdisc.org","Primary Endpoint","C94496","Code","2023-12-15"
"Code_552","7e3db917-e2e5-4d96-ac9d-0bbe43211eee","http://www.cdisc.org","Primary Endpoint","C94496","Code","2023-12-15"
"Code_554","c36927be-91ef-4188-81e6-5c28053c8329","http://www.cdisc.org","Trial Primary Objective","C85826","Code","2023-12-15"
"Code_553","a7e1ad03-6c29-470e-a3e4-7f453f8657a2","http://www.cdisc.org","Primary Endpoint","C94496","Code","2023-12-15"
"Code_555","cae3f93a-815b-43e2-a2e5-43930fc85d29","http://www.cdisc.org","Primary Endpoint","C94496","Code","2023-12-15"
"Code_556","2622c7be-2651-482c-b967-7e51cbf98c15","http://www.cdisc.org","Primary Endpoint","C94496","Code","2023-12-15"
"Code_558","9eb64464-02f5-49c5-b77e-20a963e6d4a0","http://www.cdisc.org","Trial Secondary Objective","C85827","Code","2023-12-15"
"Code_557","f224a6ce-b1f6-49b8-959b-973767b88652","http://www.cdisc.org","Secondary Endpoint","C139173","Code","2023-12-15"
"Code_559","86bb283f-798d-4192-8af9-44d7d2efe524","http://www.cdisc.org","Secondary Endpoint","C139173","Code","2023-12-15"
"Code_560","97c91192-ec22-4842-a613-65bc28d73827","http://www.cdisc.org","Secondary Endpoint","C139173","Code","2023-12-15"
"Code_562","51a974f2-eb3e-4a93-b2ef-1394ce2266ac","http://www.cdisc.org","Trial Secondary Objective","C85827","Code","2023-12-15"
"Code_561","b948ca9a-6d15-44c2-a786-2f7cba4af1b4","http://www.cdisc.org","Secondary Endpoint","C139173","Code","2023-12-15"
"Code_564","8d4f2159-13b7-48b3-99fc-c0c5bd33939d","http://www.cdisc.org","Trial Secondary Objective","C85827","Code","2023-12-15"
"Code_563","3ccd2d60-7730-4596-88f5-61440f44fc02","http://www.cdisc.org","Secondary Endpoint","C139173","Code","2023-12-15"
"Code_566","f6460ee2-cca5-407b-b6ae-0d0324900a6e","http://www.cdisc.org","Trial Secondary Objective","C85827","Code","2023-12-15"
"Code_565","eeaff37d-d1f5-41ee-9395-fb914c7ced5e","http://www.cdisc.org","Secondary Endpoint","C139173","Code","2023-12-15"
"Code_567","af47c0e7-ce88-4ddf-871d-77fb35c6083c","http://www.cdisc.org","Inclusion Criteria","C25532","Code","2023-12-15"
"Code_568","9f0725d8-70aa-4e36-ba1f-8f7e0fba3f92","http://www.cdisc.org","Inclusion Criteria","C25532","Code","2023-12-15"
"Code_569","ecdb5b28-f7ef-4cd4-afaa-2e2017ed7c0b","http://www.cdisc.org","Inclusion Criteria","C25532","Code","2023-12-15"
"Code_570","ee3677bf-34e3-47d5-8e26-b024c44811bd","http://www.cdisc.org","Inclusion Criteria","C25532","Code","2023-12-15"
"Code_571","878a46a0-d9be-40f9-a77f-326c0aebeee1","http://www.cdisc.org","Inclusion Criteria","C25532","Code","2023-12-15"
"Code_572","0838b530-f819-4802-8b4f-1a302841160f","http://www.cdisc.org","Inclusion Criteria","C25532","Code","2023-12-15"
"Code_573","de60a1e3-504f-4d45-b074-e02a6cac291d","http://www.cdisc.org","Inclusion Criteria","C25532","Code","2023-12-15"
"Code_574","51962ec8-ebc5-422f-ba26-53ed1eb91222","http://www.cdisc.org","Inclusion Criteria","C25532","Code","2023-12-15"
"Code_575","39f07aac-5667-40ee-975e-85dc832f3100","http://www.cdisc.org","Exclusion Criteria","C25370","Code","2023-12-15"
"Code_576","4a33055d-cd58-4dd2-a310-e1560b3bdba2","http://www.cdisc.org","Exclusion Criteria","C25370","Code","2023-12-15"
"Code_577","5046f60d-a268-4903-a9d0-9856f2cd2920","http://www.cdisc.org","Exclusion Criteria","C25370","Code","2023-12-15"
"Code_578","2fbeadc1-cf8b-4463-a4c6-88efdf362634","http://www.cdisc.org","Exclusion Criteria","C25370","Code","2023-12-15"
"Code_579","0f9e8b41-82b7-4715-8548-dbde36add34a","http://www.cdisc.org","Exclusion Criteria","C25370","Code","2023-12-15"
"Code_580","28fa3b58-f52d-411d-9315-a0725844f4b2","http://www.cdisc.org","Exclusion Criteria","C25370","Code","2023-12-15"
"Code_581","5ffe2cd5-8e02-40aa-b35b-975b2efce1c4","http://www.cdisc.org","Exclusion Criteria","C25370","Code","2023-12-15"
"Code_582","fc87990a-1f38-4592-a878-ab7c6c94793c","http://www.cdisc.org","Exclusion Criteria","C25370","Code","2023-12-15"
"Code_583","0d8e3846-7054-4e32-b309-907c317fe16e","http://www.cdisc.org","Exclusion Criteria","C25370","Code","2023-12-15"
"Code_584","94e1674e-be69-49e5-9190-821542a21d3d","http://www.cdisc.org","Exclusion Criteria","C25370","Code","2023-12-15"
"Code_585","6c9af8bd-5a78-4758-9e60-46763f0682d7","http://www.cdisc.org","Exclusion Criteria","C25370","Code","2023-12-15"
"Code_586","63867c4d-aa62-47b9-9d7e-f9d74a4ebeec","http://www.cdisc.org","Exclusion Criteria","C25370","Code","2023-12-15"
"Code_587","79918b83-eb4b-4c6d-addb-2d272cd8f066","http://www.cdisc.org","Exclusion Criteria","C25370","Code","2023-12-15"
"Code_588","6b505880-e850-48f6-85cd-d0764190c7e4","http://www.cdisc.org","Exclusion Criteria","C25370","Code","2023-12-15"
"Code_589","a1bb223d-07bb-4e9c-990e-445d1b3f9d83","http://www.cdisc.org","Exclusion Criteria","C25370","Code","2023-12-15"
"Code_590","90553c49-df1a-4d27-a067-5e1a5c63831c","http://www.cdisc.org","Exclusion Criteria","C25370","Code","2023-12-15"
"Code_591","ba443130-a0ba-4bdb-82cf-2166cb043fa9","http://www.cdisc.org","Exclusion Criteria","C25370","Code","2023-12-15"
"Code_592","43263509-42d6-4ca5-bb0e-45a894c20f4e","http://www.cdisc.org","Exclusion Criteria","C25370","Code","2023-12-15"
"Code_593","06c3dff0-d479-4b8f-83e3-4da91e058b2f","http://www.cdisc.org","Exclusion Criteria","C25370","Code","2023-12-15"
"Code_594","d9aa4614-a4f1-4f2d-a8a0-cc6584638b7c","http://www.cdisc.org","Exclusion Criteria","C25370","Code","2023-12-15"
"Code_595","7945f18e-393f-43e6-8a46-6dd8bc7aaf54","http://www.cdisc.org","Exclusion Criteria","C25370","Code","2023-12-15"
"Code_596","a7a0b886-d337-40e3-9802-0231f2952ff9","http://www.cdisc.org","Exclusion Criteria","C25370","Code","2023-12-15"
"Code_597","fee4d661-b000-4177-a849-5cc7699b83d4","http://www.cdisc.org","Exclusion Criteria","C25370","Code","2023-12-15"
"Code_548","568498e1-0f53-4140-bcc6-535ebd06f4e1","http://www.cdisc.org","Year","C29848","Code","2023-12-15"
"Code_14","7303f6fd-12eb-430b-b54c-4d4eb5e23fa1","http://www.cdisc.org","Before","C201357","Code","2023-12-15"
"Code_15","b6e8587f-3930-4887-866f-05900189fa49","http://www.cdisc.org","Start to Start","C201355","Code","2023-12-15"
"Code_16","68f885aa-597c-4191-bf2f-7d968b47ad20","http://www.cdisc.org","Before","C201357","Code","2023-12-15"
"Code_17","9acc63fa-05d0-4c22-a181-6728145475c0","http://www.cdisc.org","Start to Start","C201355","Code","2023-12-15"
"Code_19","3d53688b-e505-4e74-a095-86aee1c1412a","http://www.cdisc.org","Fixed Reference","C201358","Code","2023-12-15"
"Code_20","1ef17640-69b7-4b6b-8400-9f13ce30998e","http://www.cdisc.org","Start to Start","C201355","Code","2023-12-15"
"Code_21","0c1e1980-eaed-4c65-b8d1-7b3e823d30e2","http://www.cdisc.org","After","C201356","Code","2023-12-15"
"Code_22","1c032bd4-2005-4788-90c8-ccaf3ef8ac57","http://www.cdisc.org","Start to Start","C201355","Code","2023-12-15"
"Code_24","298fa19c-a8a9-4523-8554-b00a1acccfa4","http://www.cdisc.org","After","C201356","Code","2023-12-15"
"Code_25","7a46f344-1664-4793-a38c-9bf3c6b4378a","http://www.cdisc.org","Start to Start","C201355","Code","2023-12-15"
"Code_27","055226f1-fe95-45a9-b458-39841ea8c72c","http://www.cdisc.org","After","C201356","Code","2023-12-15"
"Code_28","c47ff69c-f626-4661-a50c-6f77ba6a2946","http://www.cdisc.org","Start to Start","C201355","Code","2023-12-15"
"Code_30","780d9523-bbae-49a6-a2e9-28713944d728","http://www.cdisc.org","After","C201356","Code","2023-12-15"
"Code_31","4c04ec25-9861-4d9c-9af8-80ff83ca1c2a","http://www.cdisc.org","Start to Start","C201355","Code","2023-12-15"
"Code_35","5dac7e5b-e0b4-4cc6-9f45-56264938c0aa","http://www.cdisc.org","After","C201356","Code","2023-12-15"
"Code_36","2ad98d2b-1a86-424d-aa5e-86ff3bc3e1d3","http://www.cdisc.org","Start to Start","C201355","Code","2023-12-15"
"Code_40","235b337b-4e7b-458c-a659-e8b4b50b6b6d","http://www.cdisc.org","After","C201356","Code","2023-12-15"
"Code_41","2c7481d5-b433-4064-8621-deb87f5d7aad","http://www.cdisc.org","Start to Start","C201355","Code","2023-12-15"
"Code_45","923b4c90-78bd-4cee-9a73-21e6cca662f0","http://www.cdisc.org","After","C201356","Code","2023-12-15"
"Code_46","7bdbd023-7e33-4cd5-bd79-9deffeb6ded5","http://www.cdisc.org","Start to Start","C201355","Code","2023-12-15"
"Code_50","b2cfa4b4-434e-4188-98bc-6c936c297288","http://www.cdisc.org","After","C201356","Code","2023-12-15"
"Code_51","1a0b6a70-013f-4126-9c5c-4054fb720c17","http://www.cdisc.org","Start to Start","C201355","Code","2023-12-15"
"Code_53","253ba5d5-0b20-4894-9cab-c4d6936a8912","http://www.cdisc.org","After","C201356","Code","2023-12-15"
"Code_54","e6539d44-1150-4e06-b837-6e562cadc33c","http://www.cdisc.org","Start to Start","C201355","Code","2023-12-15"
"Code_33","3b2e5fda-abe8-4e62-a2eb-7cf87d186f4c","http://www.cdisc.org","After","C201356","Code","2023-12-15"
"Code_34","98ec1521-f179-4726-b9ee-058f75f53e74","http://www.cdisc.org","Start to Start","C201355","Code","2023-12-15"
"Code_38","420be1f6-4a47-46d3-9844-74ddc5daabee","http://www.cdisc.org","After","C201356","Code","2023-12-15"
"Code_39","755c01ec-6d68-4156-a9e5-fe728c71548d","http://www.cdisc.org","Start to Start","C201355","Code","2023-12-15"
"Code_43","b909cd60-8ef4-4fa1-9c6b-12b61ec5f353","http://www.cdisc.org","After","C201356","Code","2023-12-15"
"Code_44","692d12c1-bb15-4bfd-b6d4-83f863ed2e97","http://www.cdisc.org","Start to Start","C201355","Code","2023-12-15"
"Code_48","5ee10d31-0e24-4935-a3cb-48a512d9377d","http://www.cdisc.org","After","C201356","Code","2023-12-15"
"Code_49","31f849b3-6095-4522-a467-57cda7c7c396","http://www.cdisc.org","Start to Start","C201355","Code","2023-12-15"
"Code_56","ad970ac6-4af5-455d-aaf6-aba002a6554b","http://www.cdisc.org","Fixed Reference","C201358","Code","2023-12-15"
"Code_57","3253c85b-2f0b-4793-b8a0-48c8e6f3ba8c","http://www.cdisc.org","Start to Start","C201355","Code","2023-12-15"
"Code_58","17d49807-7865-41d9-b5d0-64dda0fc0466","http://www.cdisc.org","Fixed Reference","C201358","Code","2023-12-15"
"Code_59","894a4613-b52d-47f9-8b28-2c8a33245e17","http://www.cdisc.org","Start to Start","C201355","Code","2023-12-15"
"Code_60","9e3226ac-8540-48dd-bf49-394b76de156e","http://www.cdisc.org","Fixed Reference","C201358","Code","2023-12-15"
"Code_61","15cdad9b-b942-4487-9508-56ef5b4efe8e","http://www.cdisc.org","Start to Start","C201355","Code","2023-12-15"
"Code_62","eb0bb0b2-9976-4f7e-89db-a0d9d251ccb4","http://www.cdisc.org","After","C201356","Code","2023-12-15"
"Code_63","7db6e81d-0e8e-43ba-b6c8-9b878815f302","http://www.cdisc.org","Start to Start","C201355","Code","2023-12-15"
"Code_64","fd1f7a88-3604-4d20-8f99-ac7401396fab","http://www.cdisc.org","After","C201356","Code","2023-12-15"
"Code_65","af5d436f-5bc0-40c2-89e3-68fe2e8614b5","http://www.cdisc.org","End to Start","C201353","Code","2023-12-15"
"Code_66","02240481-632b-4fa0-8101-4fc8abe2fa9f","http://www.cdisc.org","After","C201356","Code","2023-12-15"
"Code_67","05fa0733-65e7-4669-8947-68ff45f464fa","http://www.cdisc.org","Start to Start","C201355","Code","2023-12-15"
"Code_68","7962e027-918b-4745-9d60-9a202cee124d","http://www.cdisc.org","After","C201356","Code","2023-12-15"
"Code_69","3d526681-a606-4182-b65c-2391db90f3a5","http://www.cdisc.org","End to Start","C201353","Code","2023-12-15"
"Code_70","02ca53f8-acbb-4f32-a65c-68215f10f129","http://www.cdisc.org","After","C201356","Code","2023-12-15"
"Code_71","118f005d-b8f6-4458-974c-4e150621a6b0","http://www.cdisc.org","Start to Start","C201355","Code","2023-12-15"
"Code_598","67e32cce-bca2-489c-b696-345f063491db","http://www.cdisc.org","Clinical Study Sponsor","C70793","Code","2023-12-15"
"Code_599","07841da8-ef08-48b5-a468-b434235e51cf","ISO 3166 1 alpha3","United Kingdom of Great Britain and Northern Ireland","GBR","Code","2020-08"
"Code_3","58cae275-0692-4039-9792-3a814a6246f3","http://www.cdisc.org","Study Acronym","C94108","Code","2023-12-15"
"Code_5","81046410-cfe9-472f-b457-3a4b198dea28","http://www.cdisc.org","Brief Study Title","C99905x1","Code","2023-12-15"
"Code_6","60b4171c-c79a-4b94-aa9d-7b55b426a959","http://www.cdisc.org","Official Study Title","C99905x2","Code","2023-12-15"
"Code_7","4b3ca479-7c60-4afd-b8d5-dffb495d6f82","http://www.cdisc.org","Public Study Title","C99905x3","Code","2023-12-15"
"Code_8","97a2783a-b010-4443-be7f-6d32c180cca1","http://www.cdisc.org","Final","C25508","Code","2023-12-15"
"Code_11","2c1f1fb6-d173-4bcb-87f2-e152a20f9d87","http://www.cdisc.org","Protocol Effective Date","C99903x1","Code","2023-12-15"
"Code_13","5734fe99-9de3-45e3-b36c-ef6950083e13","http://www.cdisc.org","Region","C41129","Code","2023-12-15"
"Code_12","95c476a7-27ec-4272-a4c8-a3e0f327c132","ISO 3166 1 alpha3","Europe","150","Code","2020-08"
