"decode","codeSystem","id","code","instanceType","codeSystemVersion","uuid:ID"
"SYSBP","http://www.cdisc.org","Code_378","C25298","Code","2023-12-15","7b1cc7da-94c9-4024-a476-a89d9504176d"
"Clinical Test Result","http://www.cdisc.org","Code_379","C77140","Code","2023-12-15","fcc73cfa-8a97-4b8a-8719-4de43628e275"
"Unit of Pressure","http://www.cdisc.org","Code_380","C49669","Code","2023-12-15","e31d1ec3-b9e6-4cb6-971e-592ac2b4ac21"
"Sitting","http://www.cdisc.org","Code_381","C62122","Code","2023-12-15","724eccbc-133a-4629-a5ce-dfe95d7c24fb"
"Standing","http://www.cdisc.org","Code_382","C62166","Code","2023-12-15","f638ab11-96e8-408d-a756-4795efe084b1"
"Supine Position","http://www.cdisc.org","Code_383","C62167","Code","2023-12-15","fa5645e0-98e5-4223-b682-cc86dafc11f3"
"Body Position","http://www.cdisc.org","Code_384","C62164","Code","2023-12-15","bff2f3b1-13a3-4673-91ee-d0be2a16b776"
"Brachial Artery","http://www.cdisc.org","Code_385","C12681","Code","2023-12-15","3078f83d-fa73-4e85-ad82-7df1b6abb61e"
"Common Carotid Artery","http://www.cdisc.org","Code_386","C12687","Code","2023-12-15","90ba8809-d9d1-4529-90c3-7df1b7f0b1dd"
"Dorsalis Pedis Artery","http://www.cdisc.org","Code_387","C32478","Code","2023-12-15","4cd63a4b-bf6d-43cd-abd2-c7320ec26862"
"Femoral Artery","http://www.cdisc.org","Code_388","C12715","Code","2023-12-15","1a18d785-6501-402e-9b8d-730251144e07"
"Radial Artery","http://www.cdisc.org","Code_389","C12838","Code","2023-12-15","ab281739-7ffd-432e-841a-c7fd8f007e87"
"Anatomic Site","http://www.cdisc.org","Code_390","C13717","Code","2023-12-15","0bbe9340-387a-4561-a073-1f4ce5ad351e"
"Left","http://www.cdisc.org","Code_391","C25229","Code","2023-12-15","11deb4f7-cecd-4d3b-af56-ba98d6459abf"
"Right","http://www.cdisc.org","Code_392","C25228","Code","2023-12-15","ca45b393-a08f-4bd1-901a-d45e24549029"
"Laterality","http://www.cdisc.org","Code_393","C25185","Code","2023-12-15","1fff068c-d96b-479a-adf4-98043d4047b9"
"SYSBP","http://www.cdisc.org","Code_394","C25298","Code","2023-12-15","79e28a27-f01a-429c-a77a-decc060dea6e"
"DIABP","http://www.cdisc.org","Code_395","C25299","Code","2023-12-15","8fea7e89-57f2-44e1-a6ab-656f71d9f638"
"Clinical Test Result","http://www.cdisc.org","Code_396","C77140","Code","2023-12-15","5e59b0d2-b739-4fb8-9c70-f99b8a65aa0e"
"Unit of Pressure","http://www.cdisc.org","Code_397","C49669","Code","2023-12-15","534043a8-0c29-47e4-aff6-eb1fdff4f8d6"
"Sitting","http://www.cdisc.org","Code_398","C62122","Code","2023-12-15","790f51ab-58b2-4879-98bb-c306f044ff8f"
"Standing","http://www.cdisc.org","Code_399","C62166","Code","2023-12-15","e59966dc-f38a-4717-b380-80d9c93b3f4e"
"Supine Position","http://www.cdisc.org","Code_400","C62167","Code","2023-12-15","c0720911-646f-44cc-961d-146f1299947f"
"Body Position","http://www.cdisc.org","Code_401","C62164","Code","2023-12-15","27d5ca34-7b6c-4d87-827f-8627821ed2c3"
"Brachial Artery","http://www.cdisc.org","Code_402","C12681","Code","2023-12-15","51cda417-c2d6-4888-822a-d42279ed90cf"
"Common Carotid Artery","http://www.cdisc.org","Code_403","C12687","Code","2023-12-15","c3f117e9-24f5-4f32-a4d6-bb11716b24f6"
"Dorsalis Pedis Artery","http://www.cdisc.org","Code_404","C32478","Code","2023-12-15","f5a88c95-e5bd-4da4-8057-c50a94a0f318"
"Femoral Artery","http://www.cdisc.org","Code_405","C12715","Code","2023-12-15","791b1fb1-a297-4282-840c-9824f222dc37"
"Radial Artery","http://www.cdisc.org","Code_406","C12838","Code","2023-12-15","0b87d474-4e05-4431-9b60-ae82fee0b96c"
"Anatomic Site","http://www.cdisc.org","Code_407","C13717","Code","2023-12-15","ea09990b-2c7d-46ee-b146-a1e843298428"
"Left","http://www.cdisc.org","Code_408","C25229","Code","2023-12-15","e5902d5c-c2d0-4258-b555-4928289ca02a"
"Right","http://www.cdisc.org","Code_409","C25228","Code","2023-12-15","e492d12e-1798-44a0-b8dd-f041fa328eef"
"Laterality","http://www.cdisc.org","Code_410","C25185","Code","2023-12-15","6e93ee1a-8d4d-4a43-984a-59d531bd4de0"
"DIABP","http://www.cdisc.org","Code_411","C25299","Code","2023-12-15","b28cd866-09a0-41ed-88ea-241e9fc40637"
"HR","http://www.cdisc.org","Code_412","C49677","Code","2023-12-15","7478547b-b4f6-49f2-9acc-cf17da9b6b1c"
"Clinical Test Result","http://www.cdisc.org","Code_413","C77140","Code","2023-12-15","304584ea-4b23-4860-83e4-1aed35904612"
"Count per Minute","http://www.cdisc.org","Code_414","C73688","Code","2023-12-15","64ec11e1-56c6-4d16-8238-c66be11ff9ad"
"Sitting","http://www.cdisc.org","Code_415","C62122","Code","2023-12-15","762ec0f9-9341-4e7b-a2b7-d3d3b1045865"
"Standing","http://www.cdisc.org","Code_416","C62166","Code","2023-12-15","e058f160-db0e-4446-99a4-caeb8067990d"
"Supine Position","http://www.cdisc.org","Code_417","C62167","Code","2023-12-15","75608268-c574-4298-a87b-1a62b019b18d"
"Body Position","http://www.cdisc.org","Code_418","C62164","Code","2023-12-15","1b35a9b7-a1de-4ff2-be8c-a4fe512c10cb"
"Brachial Artery","http://www.cdisc.org","Code_419","C12681","Code","2023-12-15","753d580a-7d10-4112-b3e4-27e40b151441"
"Common Carotid Artery","http://www.cdisc.org","Code_420","C12687","Code","2023-12-15","a5465bc5-bf38-450c-b757-5efda56c9df6"
"Dorsalis Pedis Artery","http://www.cdisc.org","Code_421","C32478","Code","2023-12-15","c00b055f-0dfe-4753-acde-3d0bf44c7f6d"
"Femoral Artery","http://www.cdisc.org","Code_422","C12715","Code","2023-12-15","01474101-ddb1-4710-a559-e88e1b2ec99c"
"Radial Artery","http://www.cdisc.org","Code_423","C12838","Code","2023-12-15","1ba41400-b42c-4eb8-9658-9da2d67f0eca"
"Anatomic Site","http://www.cdisc.org","Code_424","C13717","Code","2023-12-15","fb7383e9-4006-4f06-83fb-47175d83c40e"
"Left","http://www.cdisc.org","Code_425","C25229","Code","2023-12-15","3e074108-700a-43ad-a995-0365daf4b9d6"
"Right","http://www.cdisc.org","Code_426","C25228","Code","2023-12-15","686566d4-2a62-4a70-a6bb-f288bb337393"
"Laterality","http://www.cdisc.org","Code_427","C25185","Code","2023-12-15","1344c820-5fa0-4581-b7a1-081839d72ce4"
"HR","http://www.cdisc.org","Code_428","C49677","Code","2023-12-15","614d749f-9809-49c7-88ae-f5394eef1531"
"Placebo Comparator Arm","http://www.cdisc.org","Code_123","C174268","Code","2023-12-15","d624e5c5-42d2-4744-ba4f-f5788dbc59cc"
"Data Generated Within Study","http://www.cdisc.org","Code_124","C188866","Code","2023-12-15","f83a66b3-2e03-4a83-ab40-4c875ad55a91"
"Active Comparator Arm","http://www.cdisc.org","Code_125","C174267","Code","2023-12-15","7e91cd10-1235-4544-a10c-785288af6db7"
"Data Generated Within Study","http://www.cdisc.org","Code_126","C188866","Code","2023-12-15","4aa2881a-2f4f-4717-8ed2-1519082f75e1"
"Active Comparator Arm","http://www.cdisc.org","Code_127","C174267","Code","2023-12-15","8935492e-e4fd-411a-8eb4-100eb99d1522"
"Data Generated Within Study","http://www.cdisc.org","Code_128","C188866","Code","2023-12-15","b758d8d6-9ab8-45bc-b95b-41612082e361"
"Double Blind Study","http://www.cdisc.org","Code_136","C15228","Code","2023-12-15","6be4630e-4096-4e32-a8c9-d065513fa1ca"
"Screening Epoch","http://www.cdisc.org","Code_129","C202487","Code","2023-12-15","a22f7aec-b9b5-4d3d-af6c-486e00fc37d2"
"Treatment Epoch","http://www.cdisc.org","Code_130","C101526","Code","2023-12-15","4253d009-01c4-4785-af6e-c63579467c2f"
"Treatment Epoch","http://www.cdisc.org","Code_131","C101526","Code","2023-12-15","998b1206-7802-4a9d-8a5a-4eadbde0a8ee"
"Treatment Epoch","http://www.cdisc.org","Code_132","C101526","Code","2023-12-15","4366451a-7369-4703-85fa-01de4a2a14cb"
"Follow-Up Epoch","http://www.cdisc.org","Code_133","C202578","Code","2023-12-15","7252080f-3360-4854-9a81-cee342ca8b97"
"Alzheimer's disease; unspecified","ICD-10-CM","Code_550","G30.9","Code","1","ad37e046-c876-4222-99fa-3e57e76342be"
"Alzheimer's disease","SNOMED","Code_551","26929004","Code","January 31, 2018","d11f34ea-91f5-4137-aea9-fef9cde45e3b"
"Sponsor","http://www.cdisc.org","Code_142","C70793","Code","2023-12-15","11028b78-bafe-419a-88f4-3781789fadc9"
"Trial Primary Objective","http://www.cdisc.org","Code_555","C85826","Code","2023-12-15","b5c24efb-5b24-453a-9ca8-626f94cc747f"
"Primary Endpoint","http://www.cdisc.org","Code_554","C94496","Code","2023-12-15","b468be6b-ad11-4af7-bbc8-7aac5fe6ada5"
"Primary Endpoint","http://www.cdisc.org","Code_556","C94496","Code","2023-12-15","d82ad8a2-a1c8-4b49-bdea-7cd6e0c44ae1"
"Trial Primary Objective","http://www.cdisc.org","Code_558","C85826","Code","2023-12-15","9230838e-b2a0-4359-94e4-9c8ad001a347"
"Primary Endpoint","http://www.cdisc.org","Code_557","C94496","Code","2023-12-15","07db166e-6da7-4b16-a1d1-545138c869d1"
"Primary Endpoint","http://www.cdisc.org","Code_559","C94496","Code","2023-12-15","856dcda5-3d86-4366-b0ea-ca0316b0c6c0"
"Primary Endpoint","http://www.cdisc.org","Code_560","C94496","Code","2023-12-15","9fb4befc-3e0c-4ed2-b01a-56a5d18d3b5f"
"Trial Secondary Objective","http://www.cdisc.org","Code_562","C85827","Code","2023-12-15","4ebf75ee-d5cb-40c9-a52e-ee567e9d1f0b"
"Secondary Endpoint","http://www.cdisc.org","Code_561","C139173","Code","2023-12-15","21c64320-8b4c-41db-a22a-85b2318337c2"
"Secondary Endpoint","http://www.cdisc.org","Code_563","C139173","Code","2023-12-15","792a80e7-2ef7-471f-b514-350b3397a1ba"
"Secondary Endpoint","http://www.cdisc.org","Code_564","C139173","Code","2023-12-15","b29c8d9b-c5fb-436d-904e-3fd840000c6f"
"Trial Secondary Objective","http://www.cdisc.org","Code_566","C85827","Code","2023-12-15","6cab81cf-d0c8-4e9f-89fb-b0bb4938db36"
"Secondary Endpoint","http://www.cdisc.org","Code_565","C139173","Code","2023-12-15","f7abdfe3-8c16-4dc0-99c1-fd7d4d6f5ee7"
"Trial Secondary Objective","http://www.cdisc.org","Code_568","C85827","Code","2023-12-15","e8a8b347-8c76-45ee-9a96-05d99e03c99b"
"Secondary Endpoint","http://www.cdisc.org","Code_567","C139173","Code","2023-12-15","f0610c9f-71cf-4968-bac3-6e811b669745"
"Trial Secondary Objective","http://www.cdisc.org","Code_570","C85827","Code","2023-12-15","a5f10b2a-7610-4e40-a921-d2ce673134bd"
"Secondary Endpoint","http://www.cdisc.org","Code_569","C139173","Code","2023-12-15","08e2b230-6cd1-457e-a515-2b212d00c71d"
"Inclusion Criteria","http://www.cdisc.org","Code_571","C25532","Code","2023-12-15","fee7e0c2-190f-425d-9a40-4612a49dbac0"
"Inclusion Criteria","http://www.cdisc.org","Code_572","C25532","Code","2023-12-15","cccf2dae-f895-42ae-b8c3-4561a0aa3e48"
"Inclusion Criteria","http://www.cdisc.org","Code_573","C25532","Code","2023-12-15","9d7a25a6-fc98-43ab-9283-2ba9a3750f7e"
"Inclusion Criteria","http://www.cdisc.org","Code_574","C25532","Code","2023-12-15","42ea3c20-caea-4e6c-bfb3-b35dac3f319a"
"Inclusion Criteria","http://www.cdisc.org","Code_575","C25532","Code","2023-12-15","48230615-6ed7-4a1f-9aea-87daa65c4fae"
"Inclusion Criteria","http://www.cdisc.org","Code_576","C25532","Code","2023-12-15","c49461ba-4980-4eeb-8b9f-f7f8c74e3236"
"Inclusion Criteria","http://www.cdisc.org","Code_577","C25532","Code","2023-12-15","9419550c-c079-4095-b7c0-47e071571f05"
"Inclusion Criteria","http://www.cdisc.org","Code_578","C25532","Code","2023-12-15","7a50b366-06af-4680-bbcc-66ff707444ba"
"Exclusion Criteria","http://www.cdisc.org","Code_579","C25370","Code","2023-12-15","41c0eacd-e4c9-46a1-aad9-05cee5117090"
"Exclusion Criteria","http://www.cdisc.org","Code_580","C25370","Code","2023-12-15","daafac9e-197d-4371-81c0-03c39dc6498a"
"Exclusion Criteria","http://www.cdisc.org","Code_581","C25370","Code","2023-12-15","71ff5662-1ee8-4f15-bef5-26171d75979d"
"Exclusion Criteria","http://www.cdisc.org","Code_582","C25370","Code","2023-12-15","3f2e57a3-4e0a-410b-8ae0-0f889ebf8c41"
"Exclusion Criteria","http://www.cdisc.org","Code_583","C25370","Code","2023-12-15","306dddfe-82be-4372-80b2-c27f23da2bf0"
"Exclusion Criteria","http://www.cdisc.org","Code_584","C25370","Code","2023-12-15","7247e58c-87d5-4897-80f5-a744929bdfb1"
"Exclusion Criteria","http://www.cdisc.org","Code_585","C25370","Code","2023-12-15","9a7720cf-3191-4039-a953-bae46e883623"
"Exclusion Criteria","http://www.cdisc.org","Code_586","C25370","Code","2023-12-15","e04a9e9c-650c-4f87-ab0e-9cfaa52753d3"
"Exclusion Criteria","http://www.cdisc.org","Code_587","C25370","Code","2023-12-15","d3c129a1-e221-4d9f-9db2-88eeb61a40b8"
"Exclusion Criteria","http://www.cdisc.org","Code_588","C25370","Code","2023-12-15","ee0ad5c6-99f5-4337-9d3d-0ac134de8775"
"Exclusion Criteria","http://www.cdisc.org","Code_589","C25370","Code","2023-12-15","c07e415d-4579-47cc-a747-9485917dae47"
"Exclusion Criteria","http://www.cdisc.org","Code_590","C25370","Code","2023-12-15","570a5bcd-4999-4773-94bf-9f58fd77eff9"
"Exclusion Criteria","http://www.cdisc.org","Code_591","C25370","Code","2023-12-15","3001fbc1-f8d5-483f-8b7d-0e666f4e6e6c"
"Exclusion Criteria","http://www.cdisc.org","Code_592","C25370","Code","2023-12-15","d5e87266-8fe2-4ed3-a317-518997b99b0f"
"Exclusion Criteria","http://www.cdisc.org","Code_593","C25370","Code","2023-12-15","b6e5065c-c611-49a8-a306-eb89748ba7eb"
"Exclusion Criteria","http://www.cdisc.org","Code_594","C25370","Code","2023-12-15","fc18b525-6617-4b64-9b17-f6c45884b154"
"Exclusion Criteria","http://www.cdisc.org","Code_595","C25370","Code","2023-12-15","daa61ab1-53bf-4e33-bcc0-36597f5657ee"
"Exclusion Criteria","http://www.cdisc.org","Code_596","C25370","Code","2023-12-15","c648641c-24d5-43bf-a6d1-1f24aace1061"
"Exclusion Criteria","http://www.cdisc.org","Code_597","C25370","Code","2023-12-15","a859e30b-2cff-49e4-b5df-730ee8c849bf"
"Exclusion Criteria","http://www.cdisc.org","Code_598","C25370","Code","2023-12-15","3782764d-454b-4588-9fec-843227b02d49"
"Exclusion Criteria","http://www.cdisc.org","Code_599","C25370","Code","2023-12-15","3ba50b20-14ad-43b1-a558-9d6d6b6ca552"
"Exclusion Criteria","http://www.cdisc.org","Code_600","C25370","Code","2023-12-15","f0d4f1b4-cb39-4518-8475-a2c05c7eff3e"
"Exclusion Criteria","http://www.cdisc.org","Code_601","C25370","Code","2023-12-15","f0100790-7ec1-42e3-95a5-086fc45b69fe"
"Year","http://www.cdisc.org","Code_552","C29848","Code","2023-12-15","b00656b9-a8bd-4b85-8d3a-0244785d9c29"
"Before","http://www.cdisc.org","Code_14","C201357","Code","2023-12-15","b8e1d2b1-513a-48ae-8da3-65d4c65c3fae"
"Start to Start","http://www.cdisc.org","Code_15","C201355","Code","2023-12-15","7557d7f1-384f-4771-91a2-1fa7cae2c0cf"
"Before","http://www.cdisc.org","Code_16","C201357","Code","2023-12-15","0a79baab-cdd6-4524-9b27-bd9c7a18d235"
"Start to Start","http://www.cdisc.org","Code_17","C201355","Code","2023-12-15","99e2a5d9-a3ae-40ab-9d81-221e3dd02e03"
"Fixed Reference","http://www.cdisc.org","Code_19","C201358","Code","2023-12-15","8b295631-1c58-42a2-aebb-8c010e55277c"
"Start to Start","http://www.cdisc.org","Code_20","C201355","Code","2023-12-15","3f867427-8eeb-4c4b-ac99-e264d0b46977"
"After","http://www.cdisc.org","Code_21","C201356","Code","2023-12-15","eb4ab546-cba0-4867-8413-15ceee1c2e71"
"Start to Start","http://www.cdisc.org","Code_22","C201355","Code","2023-12-15","100dbd9c-a2ba-4381-9c2e-a3c6c2350a5b"
"After","http://www.cdisc.org","Code_24","C201356","Code","2023-12-15","0a74b399-2e84-49b1-a1cc-c3774112d024"
"Start to Start","http://www.cdisc.org","Code_25","C201355","Code","2023-12-15","fed74b71-9c54-4e9e-9e78-43dea01bc005"
"After","http://www.cdisc.org","Code_27","C201356","Code","2023-12-15","82d10b70-490f-439c-8e2a-1276de9ac737"
"Start to Start","http://www.cdisc.org","Code_28","C201355","Code","2023-12-15","bfa4b48e-706b-444c-994b-5deb828306b6"
"After","http://www.cdisc.org","Code_30","C201356","Code","2023-12-15","04dd2bf2-bf31-470a-a65d-7f14fcee2184"
"Start to Start","http://www.cdisc.org","Code_31","C201355","Code","2023-12-15","a314e7cb-0725-4ea7-9993-12dfcf570322"
"After","http://www.cdisc.org","Code_35","C201356","Code","2023-12-15","c65e91a0-1aa4-431f-8f13-f527efac2931"
"Start to Start","http://www.cdisc.org","Code_36","C201355","Code","2023-12-15","b6001615-6871-496f-80c0-cecab0a1c901"
"After","http://www.cdisc.org","Code_40","C201356","Code","2023-12-15","3521c6bb-35bf-4d20-a765-a3371a6f2c3c"
"Start to Start","http://www.cdisc.org","Code_41","C201355","Code","2023-12-15","095d27d0-f4b6-4cda-8cb6-e3722e7d7c7f"
"After","http://www.cdisc.org","Code_45","C201356","Code","2023-12-15","42d06c03-aa1f-46de-af9d-c13e2339f1e7"
"Start to Start","http://www.cdisc.org","Code_46","C201355","Code","2023-12-15","d590b2ca-823b-4a74-a713-af7f7742c5e9"
"After","http://www.cdisc.org","Code_50","C201356","Code","2023-12-15","7ac3a424-b775-410f-9220-14917033543b"
"Start to Start","http://www.cdisc.org","Code_51","C201355","Code","2023-12-15","a8737bfe-b7cb-4d59-8230-6995bd54c341"
"After","http://www.cdisc.org","Code_53","C201356","Code","2023-12-15","3951f7a0-fd24-413e-b3a9-d0c166ee2a6c"
"Start to Start","http://www.cdisc.org","Code_54","C201355","Code","2023-12-15","241e214f-cc23-474e-ad1b-2eaea7c66766"
"After","http://www.cdisc.org","Code_33","C201356","Code","2023-12-15","b7258652-6e33-484b-928a-4e8f6eabcee9"
"Start to Start","http://www.cdisc.org","Code_34","C201355","Code","2023-12-15","fd0d8875-7378-44dc-a777-e7e226c96c41"
"After","http://www.cdisc.org","Code_38","C201356","Code","2023-12-15","4d6887f8-8fae-4f47-a9cb-afe758645206"
"Start to Start","http://www.cdisc.org","Code_39","C201355","Code","2023-12-15","ddc1da5d-4b61-4691-9584-78156e9d2488"
"After","http://www.cdisc.org","Code_43","C201356","Code","2023-12-15","9f0eccd0-cefd-40db-bfb8-575643f4fd74"
"Start to Start","http://www.cdisc.org","Code_44","C201355","Code","2023-12-15","91c8cea2-27b7-432c-bd76-8b04454ea03b"
"After","http://www.cdisc.org","Code_48","C201356","Code","2023-12-15","3c741728-6c7d-49d8-8f9d-6f3d7807c6db"
"Start to Start","http://www.cdisc.org","Code_49","C201355","Code","2023-12-15","9c3ace6b-6fcf-402b-9647-bc7f9dcae074"
"Fixed Reference","http://www.cdisc.org","Code_56","C201358","Code","2023-12-15","fb63e22b-d72b-493c-b510-e56998f88f4f"
"Start to Start","http://www.cdisc.org","Code_57","C201355","Code","2023-12-15","981add9b-74e5-43aa-9dec-bf002ac20ba7"
"Fixed Reference","http://www.cdisc.org","Code_58","C201358","Code","2023-12-15","30fa3974-8ff2-46a9-b7d9-e4b83c91fed9"
"Start to Start","http://www.cdisc.org","Code_59","C201355","Code","2023-12-15","fc1e7f57-ff71-42c6-a705-7fb622d512d4"
"Fixed Reference","http://www.cdisc.org","Code_60","C201358","Code","2023-12-15","299db1db-4a4a-49a9-a987-3daa2178cad1"
"Start to Start","http://www.cdisc.org","Code_61","C201355","Code","2023-12-15","30923dac-8ca3-45c5-9d92-805ed76375b8"
"After","http://www.cdisc.org","Code_62","C201356","Code","2023-12-15","94b0fb34-112f-46c6-82f3-bb742a37eb38"
"Start to Start","http://www.cdisc.org","Code_63","C201355","Code","2023-12-15","db0fece1-2684-4b17-ba80-0932fb63b804"
"After","http://www.cdisc.org","Code_64","C201356","Code","2023-12-15","1a833189-33e7-4e99-b32a-cc7eeec2367c"
"End to Start","http://www.cdisc.org","Code_65","C201353","Code","2023-12-15","a41ed66a-b9ad-4c3d-8f4c-e09cde960a0a"
"After","http://www.cdisc.org","Code_66","C201356","Code","2023-12-15","d233e035-9c27-46fe-8e50-19faf9f5bd45"
"Start to Start","http://www.cdisc.org","Code_67","C201355","Code","2023-12-15","d5698764-4d41-452f-a207-64ceda219f81"
"After","http://www.cdisc.org","Code_68","C201356","Code","2023-12-15","21c5ff61-04a1-48f2-bd38-5239423ca2bb"
"End to Start","http://www.cdisc.org","Code_69","C201353","Code","2023-12-15","7df481a5-5a0b-4a6c-9ef2-17b826188d01"
"After","http://www.cdisc.org","Code_70","C201356","Code","2023-12-15","528e3f66-312f-4631-9434-3f9c14bace04"
"Start to Start","http://www.cdisc.org","Code_71","C201355","Code","2023-12-15","c07c6295-1b58-440e-b889-16571991c495"
"Clinical Study Sponsor","http://www.cdisc.org","Code_602","C70793","Code","2023-12-15","8133214d-6f6f-41e1-a720-0b80001a56c8"
"United Kingdom of Great Britain and Northern Ireland","ISO 3166 1 alpha3","Code_603","GBR","Code","2020-08","70dcfee3-a48b-455a-b4a3-dc6b92c9b295"
"Study Acronym","http://www.cdisc.org","Code_3","C94108","Code","2023-12-15","bf4e61d2-0a65-415e-a59e-2308adcbd5e0"
"Brief Study Title","http://www.cdisc.org","Code_5","C99905x1","Code","2023-12-15","1d54bb94-b5ab-4e3c-a597-ffde24ad34b4"
"Official Study Title","http://www.cdisc.org","Code_6","C99905x2","Code","2023-12-15","68d2c2e8-8aa8-410f-b139-224fda5df430"
"Public Study Title","http://www.cdisc.org","Code_7","C99905x3","Code","2023-12-15","18f0f36e-879b-4696-8105-8da96da6457a"
"Final","http://www.cdisc.org","Code_8","C25508","Code","2023-12-15","2e8f4289-41ae-4e3f-acd8-b36dd6839214"
"Protocol Effective Date","http://www.cdisc.org","Code_11","C99903x1","Code","2023-12-15","4c16f8c5-32d9-4ebb-a9c9-f44d5758cda7"
"Region","http://www.cdisc.org","Code_13","C41129","Code","2023-12-15","03e78461-4fda-4166-816b-2eb7d3648402"
"Europe","ISO 3166 1 alpha3","Code_12","150","Code","2020-08","817030f2-5dcb-4d40-911d-2f79d794df58"
