"decode","id","uuid:ID","instanceType","codeSystemVersion","code","codeSystem"
"SYSBP","Code_378","725133fc-7390-400c-a88b-e5b7b7c0d263","Code","2023-12-15","C25298","http://www.cdisc.org"
"Clinical Test Result","Code_379","dbddf8dc-dd23-45a5-a55f-ff099b2ae3c5","Code","2023-12-15","C77140","http://www.cdisc.org"
"Unit of Pressure","Code_380","0aac0d89-37a8-4355-bfa5-b4232258c448","Code","2023-12-15","C49669","http://www.cdisc.org"
"Sitting","Code_381","b6ab9bcc-82c1-40ea-8eb8-b1e4819374ee","Code","2023-12-15","C62122","http://www.cdisc.org"
"Standing","Code_382","a40f8ec9-8a9b-43f0-997e-3caaee3a3dbf","Code","2023-12-15","C62166","http://www.cdisc.org"
"Supine Position","Code_383","73952d65-5fd4-46e3-b79f-0a244034de0b","Code","2023-12-15","C62167","http://www.cdisc.org"
"Body Position","Code_384","ff0a7f2a-b52d-4ce3-857d-c58a31f4d449","Code","2023-12-15","C62164","http://www.cdisc.org"
"Brachial Artery","Code_385","c9a7b079-d491-4945-916f-2ef61b7e0579","Code","2023-12-15","C12681","http://www.cdisc.org"
"Common Carotid Artery","Code_386","00e617f6-ce29-484d-9930-b44fa467ef25","Code","2023-12-15","C12687","http://www.cdisc.org"
"Dorsalis Pedis Artery","Code_387","073eecff-cfe8-4a13-a4e5-6c94aa4fb9e3","Code","2023-12-15","C32478","http://www.cdisc.org"
"Femoral Artery","Code_388","746c42e4-d3f2-475b-ae04-b48273c38941","Code","2023-12-15","C12715","http://www.cdisc.org"
"Radial Artery","Code_389","ff2d39f6-0b3c-4271-b0b7-60764d8ab5c8","Code","2023-12-15","C12838","http://www.cdisc.org"
"Anatomic Site","Code_390","7d639f85-0e8b-4f8c-82f5-9c9926a57d39","Code","2023-12-15","C13717","http://www.cdisc.org"
"Left","Code_391","d8bde9cc-3ec6-46d9-8513-be81fd9046d1","Code","2023-12-15","C25229","http://www.cdisc.org"
"Right","Code_392","73f3cd34-efc7-4707-bf1a-e010f99b617e","Code","2023-12-15","C25228","http://www.cdisc.org"
"Laterality","Code_393","ee7556cf-5f4b-437f-a303-95e86b75f735","Code","2023-12-15","C25185","http://www.cdisc.org"
"SYSBP","Code_394","9e76bb18-7b22-4c92-8a88-7c0df6285105","Code","2023-12-15","C25298","http://www.cdisc.org"
"DIABP","Code_395","578fd184-1d75-4d5c-ba05-3121cbc639b4","Code","2023-12-15","C25299","http://www.cdisc.org"
"Clinical Test Result","Code_396","8897b77b-9795-42df-8b97-6044785d00ad","Code","2023-12-15","C77140","http://www.cdisc.org"
"Unit of Pressure","Code_397","7f239301-0ccb-48d5-934f-ff8dbded4303","Code","2023-12-15","C49669","http://www.cdisc.org"
"Sitting","Code_398","ae198d4b-c0b0-4d5e-86b8-d805b887b497","Code","2023-12-15","C62122","http://www.cdisc.org"
"Standing","Code_399","143072cb-29db-4e04-8cbc-9c508534e113","Code","2023-12-15","C62166","http://www.cdisc.org"
"Supine Position","Code_400","3583b119-509a-408e-96df-b7105f966fd3","Code","2023-12-15","C62167","http://www.cdisc.org"
"Body Position","Code_401","59cc1fba-a6c7-43cd-b98f-2d631f54abfd","Code","2023-12-15","C62164","http://www.cdisc.org"
"Brachial Artery","Code_402","66c1438b-d7f3-4cd6-ad3d-253bd8e08f5e","Code","2023-12-15","C12681","http://www.cdisc.org"
"Common Carotid Artery","Code_403","fa1a6463-b01c-4001-b92e-7c7e12f48b3a","Code","2023-12-15","C12687","http://www.cdisc.org"
"Dorsalis Pedis Artery","Code_404","4d369f46-f000-489d-b43e-01f55a48c8d9","Code","2023-12-15","C32478","http://www.cdisc.org"
"Femoral Artery","Code_405","b9d03b13-ddbf-4e85-aca3-5e77866695eb","Code","2023-12-15","C12715","http://www.cdisc.org"
"Radial Artery","Code_406","7287a3c7-5993-4029-b668-b2f48cd2959d","Code","2023-12-15","C12838","http://www.cdisc.org"
"Anatomic Site","Code_407","931362cc-cbf4-4c5a-9595-35ba449383dd","Code","2023-12-15","C13717","http://www.cdisc.org"
"Left","Code_408","26ee2104-b6e7-46a2-8e87-f65d9b55acee","Code","2023-12-15","C25229","http://www.cdisc.org"
"Right","Code_409","23c91b0d-e6f0-4513-820b-f0cbe954fbbb","Code","2023-12-15","C25228","http://www.cdisc.org"
"Laterality","Code_410","aa5b33bb-7021-4094-bcf8-b30a8f904b1f","Code","2023-12-15","C25185","http://www.cdisc.org"
"DIABP","Code_411","176e02dd-a2d9-48ba-b78e-eeb2067839b8","Code","2023-12-15","C25299","http://www.cdisc.org"
"HR","Code_412","7bf9d67b-03df-4ef4-80aa-e301e5a24c9f","Code","2023-12-15","C49677","http://www.cdisc.org"
"Clinical Test Result","Code_413","e2d5138c-2d48-45d6-b460-64ac959f7ac9","Code","2023-12-15","C77140","http://www.cdisc.org"
"Count per Minute","Code_414","a8d1c9cc-3fc8-41ac-b8d2-39936273b7e5","Code","2023-12-15","C73688","http://www.cdisc.org"
"Sitting","Code_415","3c875bfa-98c7-4f51-9555-e28c62bd4fb5","Code","2023-12-15","C62122","http://www.cdisc.org"
"Standing","Code_416","1032a046-3402-4685-82f8-df594c3070ba","Code","2023-12-15","C62166","http://www.cdisc.org"
"Supine Position","Code_417","60e78c16-ac5d-40bb-8313-2ba41aeba4f8","Code","2023-12-15","C62167","http://www.cdisc.org"
"Body Position","Code_418","4d155d13-b287-4117-939e-b981f23d9dee","Code","2023-12-15","C62164","http://www.cdisc.org"
"Brachial Artery","Code_419","31da4cb9-d36a-489e-837c-aeb285da37c9","Code","2023-12-15","C12681","http://www.cdisc.org"
"Common Carotid Artery","Code_420","120f4d62-08b1-44f8-83cf-71c635f2dfc0","Code","2023-12-15","C12687","http://www.cdisc.org"
"Dorsalis Pedis Artery","Code_421","8c2cf627-0a86-4590-93fe-f878a6e5bcec","Code","2023-12-15","C32478","http://www.cdisc.org"
"Femoral Artery","Code_422","fb158216-6a93-4206-88cb-af12ea232015","Code","2023-12-15","C12715","http://www.cdisc.org"
"Radial Artery","Code_423","51371866-8d61-492a-898b-b1bd0ada8fb7","Code","2023-12-15","C12838","http://www.cdisc.org"
"Anatomic Site","Code_424","74029443-fd8a-45e0-8ce9-96b3d42ee7b3","Code","2023-12-15","C13717","http://www.cdisc.org"
"Left","Code_425","8fae6200-654d-4a14-b03a-5ae4f4759fe3","Code","2023-12-15","C25229","http://www.cdisc.org"
"Right","Code_426","cd0865ef-07cf-445c-acd3-78fa0fc417c2","Code","2023-12-15","C25228","http://www.cdisc.org"
"Laterality","Code_427","d0223284-871c-4985-b9a0-cd5f13c877d3","Code","2023-12-15","C25185","http://www.cdisc.org"
"HR","Code_428","194a801a-bfbc-4b1a-b894-0777f85979f6","Code","2023-12-15","C49677","http://www.cdisc.org"
"Placebo Comparator Arm","Code_123","0da948c0-74f2-4f93-a51a-bc9e4fba306e","Code","2023-12-15","C174268","http://www.cdisc.org"
"Data Generated Within Study","Code_124","f3596d8b-c037-4938-b1bf-1559740b8e6c","Code","2023-12-15","C188866","http://www.cdisc.org"
"Active Comparator Arm","Code_125","f0001162-33a4-4c73-b257-49b914cd05f3","Code","2023-12-15","C174267","http://www.cdisc.org"
"Data Generated Within Study","Code_126","de6a4401-f7a2-4ed3-ac99-f9b8a0cb37f3","Code","2023-12-15","C188866","http://www.cdisc.org"
"Active Comparator Arm","Code_127","f8b27138-0800-44a1-b6ae-2ea07216fd7e","Code","2023-12-15","C174267","http://www.cdisc.org"
"Data Generated Within Study","Code_128","7c8876fe-31b2-4ac9-a751-e669edb7e9b9","Code","2023-12-15","C188866","http://www.cdisc.org"
"Double Blind Study","Code_136","966854c0-900a-4c5d-b713-df03c8613191","Code","2023-12-15","C15228","http://www.cdisc.org"
"Screening Epoch","Code_129","846ce579-1e82-4447-8315-611fb9810f35","Code","2023-12-15","C202487","http://www.cdisc.org"
"Treatment Epoch","Code_130","507603d2-fec7-4eef-bd18-60d696c36d56","Code","2023-12-15","C101526","http://www.cdisc.org"
"Treatment Epoch","Code_131","9d9ea674-bdce-4d35-ac09-d41fa9ef2e9f","Code","2023-12-15","C101526","http://www.cdisc.org"
"Treatment Epoch","Code_132","7c0a97f1-9e94-4f24-8c70-6c5bf978d583","Code","2023-12-15","C101526","http://www.cdisc.org"
"Follow-Up Epoch","Code_133","0b603ddc-ef22-4dc3-8dca-0aee41515356","Code","2023-12-15","C202578","http://www.cdisc.org"
"Alzheimer's disease; unspecified","Code_550","6c5bb32d-4cc7-44a7-a099-a0d983cb4c7d","Code","1","G30.9","ICD-10-CM"
"Alzheimer's disease","Code_551","a3b6f93a-feaf-4a2f-a09a-90acc5719595","Code","January 31, 2018","26929004","SNOMED"
"Sponsor","Code_142","415cda7c-c551-44e6-ac91-7e281b9afe77","Code","2023-12-15","C70793","http://www.cdisc.org"
"Trial Primary Objective","Code_555","2c25d960-eea9-43c2-aba2-64b05456d788","Code","2023-12-15","C85826","http://www.cdisc.org"
"Primary Endpoint","Code_554","c90e91b4-94b4-4dcb-9be1-9dd844484752","Code","2023-12-15","C94496","http://www.cdisc.org"
"Primary Endpoint","Code_556","10e7038d-ad52-4e3b-a3af-8813922dd2d5","Code","2023-12-15","C94496","http://www.cdisc.org"
"Trial Primary Objective","Code_558","66094136-7bb7-44b6-9650-4e45e578f7e4","Code","2023-12-15","C85826","http://www.cdisc.org"
"Primary Endpoint","Code_557","37a34994-855d-484b-8538-9fcbee73e515","Code","2023-12-15","C94496","http://www.cdisc.org"
"Primary Endpoint","Code_559","62dd0177-1965-4cc2-9265-ef7d68900afd","Code","2023-12-15","C94496","http://www.cdisc.org"
"Primary Endpoint","Code_560","15247054-7c90-4c28-94f7-2866c841573a","Code","2023-12-15","C94496","http://www.cdisc.org"
"Trial Secondary Objective","Code_562","39f2a0ae-bce0-4ea1-9786-1fc19f9e802a","Code","2023-12-15","C85827","http://www.cdisc.org"
"Secondary Endpoint","Code_561","b8b17bab-35da-4e81-b97b-97b1c0178309","Code","2023-12-15","C139173","http://www.cdisc.org"
"Secondary Endpoint","Code_563","5fe5a956-d46e-4acf-9923-892f0a3301eb","Code","2023-12-15","C139173","http://www.cdisc.org"
"Secondary Endpoint","Code_564","c361122b-ef90-479e-b2b7-3bd2e7a6f62a","Code","2023-12-15","C139173","http://www.cdisc.org"
"Trial Secondary Objective","Code_566","4ff2e6e9-7583-4a0d-ab07-03983f1efccc","Code","2023-12-15","C85827","http://www.cdisc.org"
"Secondary Endpoint","Code_565","0c84427e-87d0-4ebb-9747-bab2208dad4e","Code","2023-12-15","C139173","http://www.cdisc.org"
"Trial Secondary Objective","Code_568","e81c4a86-4b84-43d9-99fb-97f5ca1c529b","Code","2023-12-15","C85827","http://www.cdisc.org"
"Secondary Endpoint","Code_567","4b6699a8-4f03-42de-921c-2b1e1346bad5","Code","2023-12-15","C139173","http://www.cdisc.org"
"Trial Secondary Objective","Code_570","fdd3c5fa-246f-48b9-93cf-b6064ea30757","Code","2023-12-15","C85827","http://www.cdisc.org"
"Secondary Endpoint","Code_569","43a33c86-4bbe-435a-a9a0-c714b2be8c3a","Code","2023-12-15","C139173","http://www.cdisc.org"
"Inclusion Criteria","Code_571","9fdf1b3a-9fbb-42e2-af30-0b714b69e8a9","Code","2023-12-15","C25532","http://www.cdisc.org"
"Inclusion Criteria","Code_572","842f2ba5-a1b9-4812-9f5c-deb196445b95","Code","2023-12-15","C25532","http://www.cdisc.org"
"Inclusion Criteria","Code_573","e4c4401f-7d9d-40a9-9a67-69739652e83d","Code","2023-12-15","C25532","http://www.cdisc.org"
"Inclusion Criteria","Code_574","68efa874-2fd4-4193-800b-121fad51c95f","Code","2023-12-15","C25532","http://www.cdisc.org"
"Inclusion Criteria","Code_575","c8e15f0b-9b63-4612-b37d-c60ca85b8be3","Code","2023-12-15","C25532","http://www.cdisc.org"
"Inclusion Criteria","Code_576","22ee3b11-aa01-4545-a5ed-dcf4d86ba2c4","Code","2023-12-15","C25532","http://www.cdisc.org"
"Inclusion Criteria","Code_577","97cb1297-fccc-4a42-809a-55d9b2004f22","Code","2023-12-15","C25532","http://www.cdisc.org"
"Inclusion Criteria","Code_578","98598400-8074-4226-b284-238e96440d64","Code","2023-12-15","C25532","http://www.cdisc.org"
"Exclusion Criteria","Code_579","51cfb08e-b05d-4023-b3d3-c4df9d68bb79","Code","2023-12-15","C25370","http://www.cdisc.org"
"Exclusion Criteria","Code_580","7b61bc54-f991-4683-b733-57e72c295549","Code","2023-12-15","C25370","http://www.cdisc.org"
"Exclusion Criteria","Code_581","247a6378-f250-4e28-bc7c-ee8fa1f03574","Code","2023-12-15","C25370","http://www.cdisc.org"
"Exclusion Criteria","Code_582","8eef299b-5cff-48ef-aca1-a48df91e61c1","Code","2023-12-15","C25370","http://www.cdisc.org"
"Exclusion Criteria","Code_583","867d1cdf-5b05-4be1-bdca-1f995ce15fd9","Code","2023-12-15","C25370","http://www.cdisc.org"
"Exclusion Criteria","Code_584","5bb8aa42-f10b-48a8-a4f6-209af740708d","Code","2023-12-15","C25370","http://www.cdisc.org"
"Exclusion Criteria","Code_585","4943c32d-ebc1-4eed-af2e-4094aa65b508","Code","2023-12-15","C25370","http://www.cdisc.org"
"Exclusion Criteria","Code_586","ff818139-b1ea-4ed1-96da-f9abb595a923","Code","2023-12-15","C25370","http://www.cdisc.org"
"Exclusion Criteria","Code_587","19446dca-34ea-4784-ad92-b1fa39d6adce","Code","2023-12-15","C25370","http://www.cdisc.org"
"Exclusion Criteria","Code_588","057f1e69-bbfb-4dce-862a-332f199d8533","Code","2023-12-15","C25370","http://www.cdisc.org"
"Exclusion Criteria","Code_589","6ee2e010-897a-4460-8e12-4e8449a5857c","Code","2023-12-15","C25370","http://www.cdisc.org"
"Exclusion Criteria","Code_590","733b6da4-7108-4110-9eab-fd01580a8169","Code","2023-12-15","C25370","http://www.cdisc.org"
"Exclusion Criteria","Code_591","0d7e69d4-5530-49e4-aa4f-31c7456687f9","Code","2023-12-15","C25370","http://www.cdisc.org"
"Exclusion Criteria","Code_592","643d7762-2759-4c75-90d8-ad340e566ba1","Code","2023-12-15","C25370","http://www.cdisc.org"
"Exclusion Criteria","Code_593","4e4e8f7f-956f-4b55-8d37-23e4c0b158af","Code","2023-12-15","C25370","http://www.cdisc.org"
"Exclusion Criteria","Code_594","3c5e43e2-422c-46e3-a419-26acff206338","Code","2023-12-15","C25370","http://www.cdisc.org"
"Exclusion Criteria","Code_595","5253bb49-7771-455a-add4-50d1ecd74c89","Code","2023-12-15","C25370","http://www.cdisc.org"
"Exclusion Criteria","Code_596","17b3df2b-5738-4525-81e7-9f3ade9ed207","Code","2023-12-15","C25370","http://www.cdisc.org"
"Exclusion Criteria","Code_597","fdf2811a-489e-4947-9fbd-92e58d0fdf92","Code","2023-12-15","C25370","http://www.cdisc.org"
"Exclusion Criteria","Code_598","9a945091-45ef-4e9d-9ad2-5c71df8018b7","Code","2023-12-15","C25370","http://www.cdisc.org"
"Exclusion Criteria","Code_599","8dd90f9e-b387-4643-8e74-9bb650cbde94","Code","2023-12-15","C25370","http://www.cdisc.org"
"Exclusion Criteria","Code_600","b9ad4aeb-ef17-4dd9-a0bf-b458f2eae8ef","Code","2023-12-15","C25370","http://www.cdisc.org"
"Exclusion Criteria","Code_601","c1c4f4fa-95b5-4d14-81ad-9742369c1919","Code","2023-12-15","C25370","http://www.cdisc.org"
"Year","Code_552","b0a04b62-6044-4bd0-a81e-4eedec335fae","Code","2023-12-15","C29848","http://www.cdisc.org"
"Before","Code_14","db6db514-edf0-49d0-9206-8242e47f0c3a","Code","2023-12-15","C201357","http://www.cdisc.org"
"Start to Start","Code_15","5623f345-4ca8-4911-ba3c-ba6a23ab8565","Code","2023-12-15","C201355","http://www.cdisc.org"
"Before","Code_16","aa45e240-5f3e-4016-ad42-fd364da87454","Code","2023-12-15","C201357","http://www.cdisc.org"
"Start to Start","Code_17","5861d02f-f1b8-4aa1-8156-6c9fdddff104","Code","2023-12-15","C201355","http://www.cdisc.org"
"Fixed Reference","Code_19","4312ce34-734f-44e1-94f8-0942ba9d9192","Code","2023-12-15","C201358","http://www.cdisc.org"
"Start to Start","Code_20","7e179beb-7362-4e57-a600-b3c2f68e68c5","Code","2023-12-15","C201355","http://www.cdisc.org"
"After","Code_21","5917b12e-e01f-4429-ae03-9e2ea4cd324b","Code","2023-12-15","C201356","http://www.cdisc.org"
"Start to Start","Code_22","5cc7d5e1-9385-457a-b854-38d950583bb6","Code","2023-12-15","C201355","http://www.cdisc.org"
"After","Code_24","505f0808-0965-4791-a10a-59e7894892fa","Code","2023-12-15","C201356","http://www.cdisc.org"
"Start to Start","Code_25","cad41a93-68ab-4cac-a1c8-5fd6d9ab085d","Code","2023-12-15","C201355","http://www.cdisc.org"
"After","Code_27","f849d09a-5506-49e6-9ad2-908240b63401","Code","2023-12-15","C201356","http://www.cdisc.org"
"Start to Start","Code_28","321709c2-ee86-4f48-b65a-7588ac5d3424","Code","2023-12-15","C201355","http://www.cdisc.org"
"After","Code_30","4c40a89f-ccbd-40c0-bf99-08b8ec9f1183","Code","2023-12-15","C201356","http://www.cdisc.org"
"Start to Start","Code_31","840c0a2c-a146-4e4b-af9b-a4720aae26e1","Code","2023-12-15","C201355","http://www.cdisc.org"
"After","Code_35","cd67e529-177f-4dcf-a966-8b0ffeafcc03","Code","2023-12-15","C201356","http://www.cdisc.org"
"Start to Start","Code_36","72118ec9-d607-41d6-89c8-f91d8979a818","Code","2023-12-15","C201355","http://www.cdisc.org"
"After","Code_40","81c5f3c4-a528-4c48-b46a-16fe4665319c","Code","2023-12-15","C201356","http://www.cdisc.org"
"Start to Start","Code_41","3a698443-01e6-453c-b27d-20a15a69ae1f","Code","2023-12-15","C201355","http://www.cdisc.org"
"After","Code_45","4665a13a-ed1e-4143-8e7f-3074f8149354","Code","2023-12-15","C201356","http://www.cdisc.org"
"Start to Start","Code_46","98f20748-6c12-4fbd-a9e5-178b7bd919c2","Code","2023-12-15","C201355","http://www.cdisc.org"
"After","Code_50","454cf323-95dc-4e10-8b35-1aaa1b7968f7","Code","2023-12-15","C201356","http://www.cdisc.org"
"Start to Start","Code_51","01996340-4cf3-43f7-a1d8-997e9a991c77","Code","2023-12-15","C201355","http://www.cdisc.org"
"After","Code_53","5a01f01d-e232-4ba5-8704-15a687a4d6fd","Code","2023-12-15","C201356","http://www.cdisc.org"
"Start to Start","Code_54","b0587feb-1f77-4ac8-aded-f167622732f9","Code","2023-12-15","C201355","http://www.cdisc.org"
"After","Code_33","31fbf397-051b-4b6a-95dd-63eff7ff41a1","Code","2023-12-15","C201356","http://www.cdisc.org"
"Start to Start","Code_34","93262730-0871-4102-b35f-9362f2b4b9d0","Code","2023-12-15","C201355","http://www.cdisc.org"
"After","Code_38","18e9f913-b8c5-4e92-8e00-09d19ea88d9f","Code","2023-12-15","C201356","http://www.cdisc.org"
"Start to Start","Code_39","5644b917-261c-4c0c-8b8f-c2299d0ce706","Code","2023-12-15","C201355","http://www.cdisc.org"
"After","Code_43","dab21b05-5d69-4566-ba55-8e2b6d2ec7ba","Code","2023-12-15","C201356","http://www.cdisc.org"
"Start to Start","Code_44","d99763c1-57fb-47e2-81f3-e08b28283344","Code","2023-12-15","C201355","http://www.cdisc.org"
"After","Code_48","c20f1a3f-d226-494e-969c-110562a3fc6d","Code","2023-12-15","C201356","http://www.cdisc.org"
"Start to Start","Code_49","fd79e0f3-1966-43fa-ad7e-d66de543f626","Code","2023-12-15","C201355","http://www.cdisc.org"
"Fixed Reference","Code_56","e41f8773-754c-4dfe-81c9-aa6b73d5844e","Code","2023-12-15","C201358","http://www.cdisc.org"
"Start to Start","Code_57","fb64e9da-caa4-4eed-a65c-d8a08652dfc0","Code","2023-12-15","C201355","http://www.cdisc.org"
"Fixed Reference","Code_58","0bc2348e-96cf-448d-85de-f895ddf4e912","Code","2023-12-15","C201358","http://www.cdisc.org"
"Start to Start","Code_59","c6fa4c8a-1cf6-4f10-85cc-bd8ddab3fcf8","Code","2023-12-15","C201355","http://www.cdisc.org"
"Fixed Reference","Code_60","c3fb8267-5b40-4b70-8c61-f348d22b3380","Code","2023-12-15","C201358","http://www.cdisc.org"
"Start to Start","Code_61","9d21ba02-8971-4138-95f9-27d9da44bf91","Code","2023-12-15","C201355","http://www.cdisc.org"
"After","Code_62","b04d08df-9007-4783-8a37-35737742f4dc","Code","2023-12-15","C201356","http://www.cdisc.org"
"Start to Start","Code_63","30b06f61-da51-4799-b0ce-3a8c30e00d4c","Code","2023-12-15","C201355","http://www.cdisc.org"
"After","Code_64","059e82b1-53b1-4625-bc47-4481cfb64dc5","Code","2023-12-15","C201356","http://www.cdisc.org"
"End to Start","Code_65","c7b25f27-7f25-4d74-80fc-48ace2a9d45f","Code","2023-12-15","C201353","http://www.cdisc.org"
"After","Code_66","dc30ad23-2bee-48b2-a689-6a75887e213f","Code","2023-12-15","C201356","http://www.cdisc.org"
"Start to Start","Code_67","8c1638e9-5945-4fce-a14b-e01ed62b7692","Code","2023-12-15","C201355","http://www.cdisc.org"
"After","Code_68","1f303d86-2f91-43f6-bcc3-8ce66bf2a041","Code","2023-12-15","C201356","http://www.cdisc.org"
"End to Start","Code_69","211c76d8-2997-4809-b353-a39b4db594be","Code","2023-12-15","C201353","http://www.cdisc.org"
"After","Code_70","c611d98d-2d75-4ada-afe5-c0fd7eb4885f","Code","2023-12-15","C201356","http://www.cdisc.org"
"Start to Start","Code_71","561d6ee6-f092-4be8-ba36-5a68153816b6","Code","2023-12-15","C201355","http://www.cdisc.org"
"Clinical Study Sponsor","Code_602","2b683d8c-e391-427c-ba16-8ede69d0b222","Code","2023-12-15","C70793","http://www.cdisc.org"
"United Kingdom of Great Britain and Northern Ireland","Code_603","c65e4ce5-4b1e-47c3-86da-b90c484c8a29","Code","2020-08","GBR","ISO 3166 1 alpha3"
"Study Acronym","Code_3","30357d01-608f-4798-8a4b-1664fb771bfd","Code","2023-12-15","C94108","http://www.cdisc.org"
"Brief Study Title","Code_5","a1c71291-a6ec-4e2a-a0da-a9c4dad4b1a3","Code","2023-12-15","C99905x1","http://www.cdisc.org"
"Official Study Title","Code_6","f7c0142e-2e34-4d3e-af24-1f2e36222265","Code","2023-12-15","C99905x2","http://www.cdisc.org"
"Public Study Title","Code_7","949ba596-ada7-4c9b-80f0-fddc856c4d8d","Code","2023-12-15","C99905x3","http://www.cdisc.org"
"Final","Code_8","16c5ace7-2f93-4df4-9517-7782da7cc4f8","Code","2023-12-15","C25508","http://www.cdisc.org"
"Protocol Effective Date","Code_11","cd7942dd-cdc5-4145-923c-2becf06cdfdf","Code","2023-12-15","C99903x1","http://www.cdisc.org"
"Region","Code_13","cd999b0f-1503-4ef6-bd38-80073dd9bdf7","Code","2023-12-15","C41129","http://www.cdisc.org"
"Europe","Code_12","6bd97776-9262-4414-bf1b-08ed14e39ee0","Code","2020-08","150","ISO 3166 1 alpha3"
